EventKey,EmployeeKey,DateKey,DepartmentKey,RoleKey,LocationKey,EmploymentTypeKey,ManagerKey,EventType,EventReason
27854,1995,20180430,3,34,7,1,NULL,Promotion,Transfer to new team
27855,2036,20180314,6,3,4,3,NULL,Rolechange,Promotion to senior
27856,2077,20180126,9,33,1,2,NULL,Locationchange,New hire
27857,2117,20171210,2,2,6,1,NULL,Termination,Voluntary resignation
27858,2158,20171024,5,32,3,3,NULL,Hire,Transfer to new team
27859,2198,20170907,8,1,8,2,NULL,Transfer,Promotion to senior
27860,2239,20170722,1,31,5,1,NULL,Promotion,New hire
27861,2279,20170605,4,20,2,3,NULL,Rolechange,Voluntary resignation
27862,2320,20170419,7,30,7,2,NULL,Locationchange,Transfer to new team
27863,2361,20170303,10,19,4,1,NULL,Termination,Promotion to senior
27864,2401,20170115,3,29,1,3,NULL,Hire,New hire
27865,2442,20161129,6,18,6,2,NULL,Transfer,Voluntary resignation
27866,2482,20161013,9,28,3,1,NULL,Promotion,Transfer to new team
27867,2523,20160827,2,17,8,3,NULL,Rolechange,Promotion to senior
27868,2564,20160711,5,27,5,2,NULL,Locationchange,New hire
27869,2604,20160525,8,16,2,1,NULL,Termination,Voluntary resignation
27870,2645,20160408,1,26,7,3,NULL,Hire,Transfer to new team
27871,2685,20160221,4,15,4,2,NULL,Transfer,Promotion to senior
27872,2726,20160105,7,25,1,1,NULL,Promotion,New hire
27873,2767,20151119,10,14,6,3,NULL,Rolechange,Voluntary resignation
27874,2807,20151003,3,24,3,2,NULL,Locationchange,Transfer to new team
27875,2848,20150817,6,13,8,1,NULL,Termination,Promotion to senior
27876,2888,20150701,9,23,5,3,NULL,Hire,New hire
27877,2929,20150515,2,12,2,2,NULL,Transfer,Voluntary resignation
27878,2970,20150329,5,22,7,1,NULL,Promotion,Transfer to new team
27879,3010,20150210,8,11,4,3,NULL,Rolechange,Promotion to senior
27880,3051,20241222,1,21,1,2,NULL,Locationchange,New hire
27881,3091,20241105,4,10,6,1,NULL,Termination,Voluntary resignation
27882,3132,20240919,7,40,3,3,NULL,Hire,Transfer to new team
27883,3172,20240803,10,9,8,2,NULL,Transfer,Promotion to senior
27884,3213,20240617,3,39,5,1,NULL,Promotion,New hire
27885,3254,20240501,6,8,2,3,NULL,Rolechange,Voluntary resignation
27886,3294,20240315,9,38,7,2,NULL,Locationchange,Transfer to new team
27887,3335,20240128,2,7,4,1,NULL,Termination,Promotion to senior
27888,3375,20231212,5,37,1,3,NULL,Hire,New hire
27889,3416,20231026,8,6,6,2,NULL,Transfer,Voluntary resignation
27890,3457,20230909,1,36,3,1,NULL,Promotion,Transfer to new team
27891,3497,20230724,4,5,8,3,NULL,Rolechange,Promotion to senior
27892,3538,20230607,7,35,5,2,NULL,Locationchange,New hire
27893,3578,20230421,10,4,2,1,NULL,Termination,Voluntary resignation
27894,3619,20230305,3,34,7,3,NULL,Hire,Transfer to new team
27895,3660,20230117,6,3,4,2,NULL,Transfer,Promotion to senior
27896,3700,20221201,9,33,1,1,NULL,Promotion,New hire
27897,3741,20221015,2,2,6,3,NULL,Rolechange,Voluntary resignation
27898,3781,20220829,5,32,3,2,NULL,Locationchange,Transfer to new team
27899,3822,20220713,8,1,8,1,NULL,Termination,Promotion to senior
27900,3862,20220527,1,31,5,3,NULL,Hire,New hire
27901,3903,20220410,4,20,2,2,NULL,Transfer,Voluntary resignation
27902,3944,20220222,7,30,7,1,NULL,Promotion,Transfer to new team
27903,3984,20220106,10,19,4,3,NULL,Rolechange,Promotion to senior
27904,4025,20211120,3,29,1,2,NULL,Locationchange,New hire
27905,4065,20211004,6,18,6,1,NULL,Termination,Voluntary resignation
27906,4106,20210818,9,28,3,3,NULL,Hire,Transfer to new team
27907,4147,20210702,2,17,8,2,NULL,Transfer,Promotion to senior
27908,4187,20210516,5,27,5,1,NULL,Promotion,New hire
27909,4228,20210330,8,16,2,3,NULL,Rolechange,Voluntary resignation
27910,4268,20210211,1,26,7,2,NULL,Locationchange,Transfer to new team
27911,4309,20201226,4,15,4,1,NULL,Termination,Promotion to senior
27912,4350,20201109,7,25,1,3,NULL,Hire,New hire
27913,4390,20200923,10,14,6,2,NULL,Transfer,Voluntary resignation
27914,4431,20200807,3,24,3,1,NULL,Promotion,Transfer to new team
27915,4471,20200621,6,13,8,3,NULL,Rolechange,Promotion to senior
27916,4512,20200505,9,23,5,2,NULL,Locationchange,New hire
27917,4553,20200319,2,12,2,1,NULL,Termination,Voluntary resignation
27918,4593,20200201,5,22,7,3,NULL,Hire,Transfer to new team
27919,4634,20191216,8,11,4,2,NULL,Transfer,Promotion to senior
27920,4674,20191030,1,21,1,1,NULL,Promotion,New hire
27921,4715,20190913,4,10,6,3,NULL,Rolechange,Voluntary resignation
27922,4755,20190728,7,40,3,2,NULL,Locationchange,Transfer to new team
27923,4796,20190611,10,9,8,1,NULL,Termination,Promotion to senior
27924,4837,20190425,3,39,5,3,NULL,Hire,New hire
27925,4877,20190309,6,8,2,2,NULL,Transfer,Voluntary resignation
27926,4918,20190121,9,38,7,1,NULL,Promotion,Transfer to new team
27927,4958,20181205,2,7,4,3,NULL,Rolechange,Promotion to senior
27928,4999,20181019,5,37,1,2,NULL,Locationchange,New hire
27929,5040,20180902,8,6,6,1,NULL,Termination,Voluntary resignation
27930,5080,20180717,1,36,3,3,NULL,Hire,Transfer to new team
27931,5121,20180531,4,5,8,2,NULL,Transfer,Promotion to senior
27932,5161,20180414,7,35,5,1,NULL,Promotion,New hire
27933,5202,20180226,10,4,2,3,NULL,Rolechange,Voluntary resignation
27934,5243,20180110,3,34,7,2,NULL,Locationchange,Transfer to new team
27935,5283,20171124,6,3,4,1,NULL,Termination,Promotion to senior
27936,5324,20171008,9,33,1,3,NULL,Hire,New hire
27937,5364,20170822,2,2,6,2,NULL,Transfer,Voluntary resignation
27938,5405,20170706,5,32,3,1,NULL,Promotion,Transfer to new team
27939,5445,20170520,8,1,8,3,NULL,Rolechange,Promotion to senior
27940,5486,20170403,1,31,5,2,NULL,Locationchange,New hire
27941,5527,20170215,4,20,2,1,NULL,Termination,Voluntary resignation
27942,5567,20161230,7,30,7,3,NULL,Hire,Transfer to new team
27943,5608,20161113,10,19,4,2,NULL,Transfer,Promotion to senior
27944,5648,20160927,3,29,1,1,NULL,Promotion,New hire
27945,5689,20160811,6,18,6,3,NULL,Rolechange,Voluntary resignation
27946,5730,20160625,9,28,3,2,NULL,Locationchange,Transfer to new team
27947,5770,20160509,2,17,8,1,NULL,Termination,Promotion to senior
27948,5811,20160323,5,27,5,3,NULL,Hire,New hire
27949,5851,20160205,8,16,2,2,NULL,Transfer,Voluntary resignation
27950,5892,20151220,1,26,7,1,NULL,Promotion,Transfer to new team
27951,5933,20151103,4,15,4,3,NULL,Rolechange,Promotion to senior
27952,5973,20150917,7,25,1,2,NULL,Locationchange,New hire
27953,6014,20150801,10,14,6,1,NULL,Termination,Voluntary resignation
27954,6054,20150615,3,24,3,3,NULL,Hire,Transfer to new team
27955,6095,20150429,6,13,8,2,NULL,Transfer,Promotion to senior
27956,6136,20150313,9,23,5,1,NULL,Promotion,New hire
27957,6176,20150125,2,12,2,3,NULL,Rolechange,Voluntary resignation
27958,6217,20241206,5,22,7,2,NULL,Locationchange,Transfer to new team
27959,6257,20241020,8,11,4,1,NULL,Termination,Promotion to senior
27960,6298,20240903,1,21,1,3,NULL,Hire,New hire
27961,6338,20240718,4,10,6,2,NULL,Transfer,Voluntary resignation
27962,6379,20240601,7,40,3,1,NULL,Promotion,Transfer to new team
27963,6420,20240415,10,9,8,3,NULL,Rolechange,Promotion to senior
27964,6460,20240228,3,39,5,2,NULL,Locationchange,New hire
27965,6501,20240112,6,8,2,1,NULL,Termination,Voluntary resignation
27966,6541,20231126,9,38,7,3,NULL,Hire,Transfer to new team
27967,6582,20231010,2,7,4,2,NULL,Transfer,Promotion to senior
27968,6623,20230824,5,37,1,1,NULL,Promotion,New hire
27969,6663,20230708,8,6,6,3,NULL,Rolechange,Voluntary resignation
27970,6704,20230522,1,36,3,2,NULL,Locationchange,Transfer to new team
27971,6744,20230405,4,5,8,1,NULL,Termination,Promotion to senior
27972,6785,20230217,7,35,5,3,NULL,Hire,New hire
27973,6826,20230101,10,4,2,2,NULL,Transfer,Voluntary resignation
27974,6866,20221115,3,34,7,1,NULL,Promotion,Transfer to new team
27975,6907,20220929,6,3,4,3,NULL,Rolechange,Promotion to senior
27976,6947,20220813,9,33,1,2,NULL,Locationchange,New hire
27977,6988,20220627,2,2,6,1,NULL,Termination,Voluntary resignation
27978,7029,20220511,5,32,3,3,NULL,Hire,Transfer to new team
27979,7069,20220325,8,1,8,2,NULL,Transfer,Promotion to senior
27980,7110,20220206,1,31,5,1,NULL,Promotion,New hire
27981,7150,20211221,4,20,2,3,NULL,Rolechange,Voluntary resignation
27982,7191,20211104,7,30,7,2,NULL,Locationchange,Transfer to new team
27983,7231,20210918,10,19,4,1,NULL,Termination,Promotion to senior
27984,7272,20210802,3,29,1,3,NULL,Hire,New hire
27985,7313,20210616,6,18,6,2,NULL,Transfer,Voluntary resignation
27986,7353,20210430,9,28,3,1,NULL,Promotion,Transfer to new team
27987,7394,20210314,2,17,8,3,NULL,Rolechange,Promotion to senior
27988,7434,20210126,5,27,5,2,NULL,Locationchange,New hire
27989,7475,20201210,8,16,2,1,NULL,Termination,Voluntary resignation
27990,7516,20201024,1,26,7,3,NULL,Hire,Transfer to new team
27991,7556,20200907,4,15,4,2,NULL,Transfer,Promotion to senior
27992,7597,20200722,7,25,1,1,NULL,Promotion,New hire
27993,7637,20200605,10,14,6,3,NULL,Rolechange,Voluntary resignation
27994,7678,20200419,3,24,3,2,NULL,Locationchange,Transfer to new team
27995,7719,20200303,6,13,8,1,NULL,Termination,Promotion to senior
27996,7759,20200116,9,23,5,3,NULL,Hire,New hire
27997,7800,20191130,2,12,2,2,NULL,Transfer,Voluntary resignation
27998,7840,20191014,5,22,7,1,NULL,Promotion,Transfer to new team
27999,7881,20190828,8,11,4,3,NULL,Rolechange,Promotion to senior
28000,7921,20190712,1,21,1,2,NULL,Locationchange,New hire
28001,7962,20190526,4,10,6,1,NULL,Termination,Voluntary resignation
28002,8003,20190409,7,40,3,3,NULL,Hire,Transfer to new team
28003,8043,20190221,10,9,8,2,NULL,Transfer,Promotion to senior
28004,8084,20190105,3,39,5,1,NULL,Promotion,New hire
28005,8124,20181119,6,8,2,3,NULL,Rolechange,Voluntary resignation
28006,8165,20181003,9,38,7,2,NULL,Locationchange,Transfer to new team
28007,8206,20180817,2,7,4,1,NULL,Termination,Promotion to senior
28008,8246,20180701,5,37,1,3,NULL,Hire,New hire
28009,8287,20180515,8,6,6,2,NULL,Transfer,Voluntary resignation
28010,8327,20180329,1,36,3,1,NULL,Promotion,Transfer to new team
28011,8368,20180210,4,5,8,3,NULL,Rolechange,Promotion to senior
28012,8409,20171225,7,35,5,2,NULL,Locationchange,New hire
28013,8449,20171108,10,4,2,1,NULL,Termination,Voluntary resignation
28014,8490,20170922,3,34,7,3,NULL,Hire,Transfer to new team
28015,8530,20170806,6,3,4,2,NULL,Transfer,Promotion to senior
28016,8571,20170620,9,33,1,1,NULL,Promotion,New hire
28017,8612,20170504,2,2,6,3,NULL,Rolechange,Voluntary resignation
28018,8652,20170318,5,32,3,2,NULL,Locationchange,Transfer to new team
28019,8693,20170130,8,1,8,1,NULL,Termination,Promotion to senior
28020,8733,20161214,1,31,5,3,NULL,Hire,New hire
28021,8774,20161028,4,20,2,2,NULL,Transfer,Voluntary resignation
28022,8814,20160911,7,30,7,1,NULL,Promotion,Transfer to new team
28023,8855,20160726,10,19,4,3,NULL,Rolechange,Promotion to senior
28024,8896,20160609,3,29,1,2,NULL,Locationchange,New hire
28025,8936,20160423,6,18,6,1,NULL,Termination,Voluntary resignation
28026,8977,20160307,9,28,3,3,NULL,Hire,Transfer to new team
28027,9017,20160120,2,17,8,2,NULL,Transfer,Promotion to senior
28028,9058,20151204,5,27,5,1,NULL,Promotion,New hire
28029,9099,20151018,8,16,2,3,NULL,Rolechange,Voluntary resignation
28030,9139,20150901,1,26,7,2,NULL,Locationchange,Transfer to new team
28031,9180,20150716,4,15,4,1,NULL,Termination,Promotion to senior
28032,9220,20150530,7,25,1,3,NULL,Hire,New hire
28033,9261,20150413,10,14,6,2,NULL,Transfer,Voluntary resignation
28034,9302,20150225,3,24,3,1,NULL,Promotion,Transfer to new team
28035,9342,20150109,6,13,8,3,NULL,Rolechange,Promotion to senior
28036,9383,20241120,9,23,5,2,NULL,Locationchange,New hire
28037,9423,20241004,2,12,2,1,NULL,Termination,Voluntary resignation
28038,9464,20240818,5,22,7,3,NULL,Hire,Transfer to new team
28039,9504,20240702,8,11,4,2,NULL,Transfer,Promotion to senior
28040,9545,20240516,1,21,1,1,NULL,Promotion,New hire
28041,9586,20240330,4,10,6,3,NULL,Rolechange,Voluntary resignation
28042,9626,20240212,7,40,3,2,NULL,Locationchange,Transfer to new team
28043,9667,20231227,10,9,8,1,NULL,Termination,Promotion to senior
28044,9707,20231110,3,39,5,3,NULL,Hire,New hire
28045,9748,20230924,6,8,2,2,NULL,Transfer,Voluntary resignation
28046,9789,20230808,9,38,7,1,NULL,Promotion,Transfer to new team
28047,9829,20230622,2,7,4,3,NULL,Rolechange,Promotion to senior
28048,9870,20230506,5,37,1,2,NULL,Locationchange,New hire
28049,9910,20230320,8,6,6,1,NULL,Termination,Voluntary resignation
28050,9951,20230201,1,36,3,3,NULL,Hire,Transfer to new team
28051,9992,20221216,4,5,8,2,NULL,Transfer,Promotion to senior
28052,10032,20221030,7,35,5,1,NULL,Promotion,New hire
28053,10073,20220913,10,4,2,3,NULL,Rolechange,Voluntary resignation
28054,10113,20220728,3,34,7,2,NULL,Locationchange,Transfer to new team
28055,10154,20220611,6,3,4,1,NULL,Termination,Promotion to senior
28056,10195,20220425,9,33,1,3,NULL,Hire,New hire
28057,10235,20220309,2,2,6,2,NULL,Transfer,Voluntary resignation
28058,10276,20220121,5,32,3,1,NULL,Promotion,Transfer to new team
28059,10316,20211205,8,1,8,3,NULL,Rolechange,Promotion to senior
28060,10357,20211019,1,31,5,2,NULL,Locationchange,New hire
28061,10397,20210902,4,20,2,1,NULL,Termination,Voluntary resignation
28062,10438,20210717,7,30,7,3,NULL,Hire,Transfer to new team
28063,10479,20210531,10,19,4,2,NULL,Transfer,Promotion to senior
28064,10519,20210414,3,29,1,1,NULL,Promotion,New hire
28065,10560,20210226,6,18,6,3,NULL,Rolechange,Voluntary resignation
28066,10600,20210110,9,28,3,2,NULL,Locationchange,Transfer to new team
28067,10641,20201124,2,17,8,1,NULL,Termination,Promotion to senior
28068,10682,20201008,5,27,5,3,NULL,Hire,New hire
28069,10722,20200822,8,16,2,2,NULL,Transfer,Voluntary resignation
28070,10763,20200706,1,26,7,1,NULL,Promotion,Transfer to new team
28071,10803,20200520,4,15,4,3,NULL,Rolechange,Promotion to senior
28072,10844,20200403,7,25,1,2,NULL,Locationchange,New hire
28073,10885,20200216,10,14,6,1,NULL,Termination,Voluntary resignation
28074,10925,20191231,3,24,3,3,NULL,Hire,Transfer to new team
28075,10966,20191114,6,13,8,2,NULL,Transfer,Promotion to senior
28076,11006,20190928,9,23,5,1,NULL,Promotion,New hire
28077,11047,20190812,2,12,2,3,NULL,Rolechange,Voluntary resignation
28078,11088,20190626,5,22,7,2,NULL,Locationchange,Transfer to new team
28079,11128,20190510,8,11,4,1,NULL,Termination,Promotion to senior
28080,11169,20190324,1,21,1,3,NULL,Hire,New hire
28081,11209,20190205,4,10,6,2,NULL,Transfer,Voluntary resignation
28082,11250,20181220,7,40,3,1,NULL,Promotion,Transfer to new team
28083,11290,20181103,10,9,8,3,NULL,Rolechange,Promotion to senior
28084,11331,20180917,3,39,5,2,NULL,Locationchange,New hire
28085,11372,20180801,6,8,2,1,NULL,Termination,Voluntary resignation
28086,11412,20180615,9,38,7,3,NULL,Hire,Transfer to new team
28087,11453,20180429,2,7,4,2,NULL,Transfer,Promotion to senior
28088,11493,20180313,5,37,1,1,NULL,Promotion,New hire
28089,11534,20180125,8,6,6,3,NULL,Rolechange,Voluntary resignation
28090,11575,20171209,1,36,3,2,NULL,Locationchange,Transfer to new team
28091,11615,20171023,4,5,8,1,NULL,Termination,Promotion to senior
28092,11656,20170906,7,35,5,3,NULL,Hire,New hire
28093,11696,20170721,10,4,2,2,NULL,Transfer,Voluntary resignation
28094,11737,20170604,3,34,7,1,NULL,Promotion,Transfer to new team
28095,11778,20170418,6,3,4,3,NULL,Rolechange,Promotion to senior
28096,11818,20170302,9,33,1,2,NULL,Locationchange,New hire
28097,11859,20170114,2,2,6,1,NULL,Termination,Voluntary resignation
28098,19,20161128,5,32,3,3,NULL,Hire,Transfer to new team
28099,60,20161012,8,1,8,2,NULL,Transfer,Promotion to senior
28100,100,20160826,1,31,5,1,NULL,Promotion,New hire
28101,141,20160710,4,20,2,3,NULL,Rolechange,Voluntary resignation
28102,182,20160524,7,30,7,2,NULL,Locationchange,Transfer to new team
28103,222,20160407,10,19,4,1,NULL,Termination,Promotion to senior
28104,263,20160220,3,29,1,3,NULL,Hire,New hire
28105,303,20160104,6,18,6,2,NULL,Transfer,Voluntary resignation
28106,344,20151118,9,28,3,1,NULL,Promotion,Transfer to new team
28107,385,20151002,2,17,8,3,NULL,Rolechange,Promotion to senior
28108,425,20150816,5,27,5,2,NULL,Locationchange,New hire
28109,466,20150630,8,16,2,1,NULL,Termination,Voluntary resignation
28110,506,20150514,1,26,7,3,NULL,Hire,Transfer to new team
28111,547,20150328,4,15,4,2,NULL,Transfer,Promotion to senior
28112,588,20150209,7,25,1,1,NULL,Promotion,New hire
28113,628,20241221,10,14,6,3,NULL,Rolechange,Voluntary resignation
28114,669,20241104,3,24,3,2,NULL,Locationchange,Transfer to new team
28115,709,20240918,6,13,8,1,NULL,Termination,Promotion to senior
28116,750,20240802,9,23,5,3,NULL,Hire,New hire
28117,791,20240616,2,12,2,2,NULL,Transfer,Voluntary resignation
28118,831,20240430,5,22,7,1,NULL,Promotion,Transfer to new team
28119,872,20240314,8,11,4,3,NULL,Rolechange,Promotion to senior
28120,912,20240127,1,21,1,2,NULL,Locationchange,New hire
28121,953,20231211,4,10,6,1,NULL,Termination,Voluntary resignation
28122,993,20231025,7,40,3,3,NULL,Hire,Transfer to new team
28123,1034,20230908,10,9,8,2,NULL,Transfer,Promotion to senior
28124,1075,20230723,3,39,5,1,NULL,Promotion,New hire
28125,1115,20230606,6,8,2,3,NULL,Rolechange,Voluntary resignation
28126,1156,20230420,9,38,7,2,NULL,Locationchange,Transfer to new team
28127,1196,20230304,2,7,4,1,NULL,Termination,Promotion to senior
28128,1237,20230116,5,37,1,3,NULL,Hire,New hire
28129,1278,20221130,8,6,6,2,NULL,Transfer,Voluntary resignation
28130,1318,20221014,1,36,3,1,NULL,Promotion,Transfer to new team
28131,1359,20220828,4,5,8,3,NULL,Rolechange,Promotion to senior
28132,1399,20220712,7,35,5,2,NULL,Locationchange,New hire
28133,1440,20220526,10,4,2,1,NULL,Termination,Voluntary resignation
28134,1481,20220409,3,34,7,3,NULL,Hire,Transfer to new team
28135,1521,20220221,6,3,4,2,NULL,Transfer,Promotion to senior
28136,1562,20220105,9,33,1,1,NULL,Promotion,New hire
28137,1602,20211119,2,2,6,3,NULL,Rolechange,Voluntary resignation
28138,1643,20211003,5,32,3,2,NULL,Locationchange,Transfer to new team
28139,1683,20210817,8,1,8,1,NULL,Termination,Promotion to senior
28140,1724,20210701,1,31,5,3,NULL,Hire,New hire
28141,1765,20210515,4,20,2,2,NULL,Transfer,Voluntary resignation
28142,1805,20210329,7,30,7,1,NULL,Promotion,Transfer to new team
28143,1846,20210210,10,19,4,3,NULL,Rolechange,Promotion to senior
28144,1886,20201225,3,29,1,2,NULL,Locationchange,New hire
28145,1927,20201108,6,18,6,1,NULL,Termination,Voluntary resignation
28146,1968,20200922,9,28,3,3,NULL,Hire,Transfer to new team
28147,2008,20200806,2,17,8,2,NULL,Transfer,Promotion to senior
28148,2049,20200620,5,27,5,1,NULL,Promotion,New hire
28149,2089,20200504,8,16,2,3,NULL,Rolechange,Voluntary resignation
28150,2130,20200318,1,26,7,2,NULL,Locationchange,Transfer to new team
28151,2171,20200131,4,15,4,1,NULL,Termination,Promotion to senior
28152,2211,20191215,7,25,1,3,NULL,Hire,New hire
28153,2252,20191029,10,14,6,2,NULL,Transfer,Voluntary resignation
28154,2292,20190912,3,24,3,1,NULL,Promotion,Transfer to new team
28155,2333,20190727,6,13,8,3,NULL,Rolechange,Promotion to senior
28156,2374,20190610,9,23,5,2,NULL,Locationchange,New hire
28157,2414,20190424,2,12,2,1,NULL,Termination,Voluntary resignation
28158,2455,20190308,5,22,7,3,NULL,Hire,Transfer to new team
28159,2495,20190120,8,11,4,2,NULL,Transfer,Promotion to senior
28160,2536,20181204,1,21,1,1,NULL,Promotion,New hire
28161,2576,20181018,4,10,6,3,NULL,Rolechange,Voluntary resignation
28162,2617,20180901,7,40,3,2,NULL,Locationchange,Transfer to new team
28163,2658,20180716,10,9,8,1,NULL,Termination,Promotion to senior
28164,2698,20180530,3,39,5,3,NULL,Hire,New hire
28165,2739,20180413,6,8,2,2,NULL,Transfer,Voluntary resignation
28166,2779,20180225,9,38,7,1,NULL,Promotion,Transfer to new team
28167,2820,20180109,2,7,4,3,NULL,Rolechange,Promotion to senior
28168,2861,20171123,5,37,1,2,NULL,Locationchange,New hire
28169,2901,20171007,8,6,6,1,NULL,Termination,Voluntary resignation
28170,2942,20170821,1,36,3,3,NULL,Hire,Transfer to new team
28171,2982,20170705,4,5,8,2,NULL,Transfer,Promotion to senior
28172,3023,20170519,7,35,5,1,NULL,Promotion,New hire
28173,3064,20170402,10,4,2,3,NULL,Rolechange,Voluntary resignation
28174,3104,20170214,3,34,7,2,NULL,Locationchange,Transfer to new team
28175,3145,20161229,6,3,4,1,NULL,Termination,Promotion to senior
28176,3185,20161112,9,33,1,3,NULL,Hire,New hire
28177,3226,20160926,2,2,6,2,NULL,Transfer,Voluntary resignation
28178,3267,20160810,5,32,3,1,NULL,Promotion,Transfer to new team
28179,3307,20160624,8,1,8,3,NULL,Rolechange,Promotion to senior
28180,3348,20160508,1,31,5,2,NULL,Locationchange,New hire
28181,3388,20160322,4,20,2,1,NULL,Termination,Voluntary resignation
28182,3429,20160204,7,30,7,3,NULL,Hire,Transfer to new team
28183,3469,20151219,10,19,4,2,NULL,Transfer,Promotion to senior
28184,3510,20151102,3,29,1,1,NULL,Promotion,New hire
28185,3551,20150916,6,18,6,3,NULL,Rolechange,Voluntary resignation
28186,3591,20150731,9,28,3,2,NULL,Locationchange,Transfer to new team
28187,3632,20150614,2,17,8,1,NULL,Termination,Promotion to senior
28188,3672,20150428,5,27,5,3,NULL,Hire,New hire
28189,3713,20150312,8,16,2,2,NULL,Transfer,Voluntary resignation
28190,3754,20150124,1,26,7,1,NULL,Promotion,Transfer to new team
28191,3794,20241205,4,15,4,3,NULL,Rolechange,Promotion to senior
28192,3835,20241019,7,25,1,2,NULL,Locationchange,New hire
28193,3875,20240902,10,14,6,1,NULL,Termination,Voluntary resignation
28194,3916,20240717,3,24,3,3,NULL,Hire,Transfer to new team
28195,3957,20240531,6,13,8,2,NULL,Transfer,Promotion to senior
28196,3997,20240414,9,23,5,1,NULL,Promotion,New hire
28197,4038,20240227,2,12,2,3,NULL,Rolechange,Voluntary resignation
28198,4078,20240111,5,22,7,2,NULL,Locationchange,Transfer to new team
28199,4119,20231125,8,11,4,1,NULL,Termination,Promotion to senior
28200,4159,20231009,1,21,1,3,NULL,Hire,New hire
28201,4200,20230823,4,10,6,2,NULL,Transfer,Voluntary resignation
28202,4241,20230707,7,40,3,1,NULL,Promotion,Transfer to new team
28203,4281,20230521,10,9,8,3,NULL,Rolechange,Promotion to senior
28204,4322,20230404,3,39,5,2,NULL,Locationchange,New hire
28205,4362,20230216,6,8,2,1,NULL,Termination,Voluntary resignation
28206,4403,20221231,9,38,7,3,NULL,Hire,Transfer to new team
28207,4444,20221114,2,7,4,2,NULL,Transfer,Promotion to senior
28208,4484,20220928,5,37,1,1,NULL,Promotion,New hire
28209,4525,20220812,8,6,6,3,NULL,Rolechange,Voluntary resignation
28210,4565,20220626,1,36,3,2,NULL,Locationchange,Transfer to new team
28211,4606,20220510,4,5,8,1,NULL,Termination,Promotion to senior
28212,4647,20220324,7,35,5,3,NULL,Hire,New hire
28213,4687,20220205,10,4,2,2,NULL,Transfer,Voluntary resignation
28214,4728,20211220,3,34,7,1,NULL,Promotion,Transfer to new team
28215,4768,20211103,6,3,4,3,NULL,Rolechange,Promotion to senior
28216,4809,20210917,9,33,1,2,NULL,Locationchange,New hire
28217,4850,20210801,2,2,6,1,NULL,Termination,Voluntary resignation
28218,4890,20210615,5,32,3,3,NULL,Hire,Transfer to new team
28219,4931,20210429,8,1,8,2,NULL,Transfer,Promotion to senior
28220,4971,20210313,1,31,5,1,NULL,Promotion,New hire
28221,5012,20210125,4,20,2,3,NULL,Rolechange,Voluntary resignation
28222,5052,20201209,7,30,7,2,NULL,Locationchange,Transfer to new team
28223,5093,20201023,10,19,4,1,NULL,Termination,Promotion to senior
28224,5134,20200906,3,29,1,3,NULL,Hire,New hire
28225,5174,20200721,6,18,6,2,NULL,Transfer,Voluntary resignation
28226,5215,20200604,9,28,3,1,NULL,Promotion,Transfer to new team
28227,5255,20200418,2,17,8,3,NULL,Rolechange,Promotion to senior
28228,5296,20200302,5,27,5,2,NULL,Locationchange,New hire
28229,5337,20200115,8,16,2,1,NULL,Termination,Voluntary resignation
28230,5377,20191129,1,26,7,3,NULL,Hire,Transfer to new team
28231,5418,20191013,4,15,4,2,NULL,Transfer,Promotion to senior
28232,5458,20190827,7,25,1,1,NULL,Promotion,New hire
28233,5499,20190711,10,14,6,3,NULL,Rolechange,Voluntary resignation
28234,5540,20190525,3,24,3,2,NULL,Locationchange,Transfer to new team
28235,5580,20190408,6,13,8,1,NULL,Termination,Promotion to senior
28236,5621,20190220,9,23,5,3,NULL,Hire,New hire
28237,5661,20190104,2,12,2,2,NULL,Transfer,Voluntary resignation
28238,5702,20181118,5,22,7,1,NULL,Promotion,Transfer to new team
28239,5742,20181002,8,11,4,3,NULL,Rolechange,Promotion to senior
28240,5783,20180816,1,21,1,2,NULL,Locationchange,New hire
28241,5824,20180630,4,10,6,1,NULL,Termination,Voluntary resignation
28242,5864,20180514,7,40,3,3,NULL,Hire,Transfer to new team
28243,5905,20180328,10,9,8,2,NULL,Transfer,Promotion to senior
28244,5945,20180209,3,39,5,1,NULL,Promotion,New hire
28245,5986,20171224,6,8,2,3,NULL,Rolechange,Voluntary resignation
28246,6027,20171107,9,38,7,2,NULL,Locationchange,Transfer to new team
28247,6067,20170921,2,7,4,1,NULL,Termination,Promotion to senior
28248,6108,20170805,5,37,1,3,NULL,Hire,New hire
28249,6148,20170619,8,6,6,2,NULL,Transfer,Voluntary resignation
28250,6189,20170503,1,36,3,1,NULL,Promotion,Transfer to new team
28251,6230,20170317,4,5,8,3,NULL,Rolechange,Promotion to senior
28252,6270,20170129,7,35,5,2,NULL,Locationchange,New hire
28253,6311,20161213,10,4,2,1,NULL,Termination,Voluntary resignation
28254,6351,20161027,3,34,7,3,NULL,Hire,Transfer to new team
28255,6392,20160910,6,3,4,2,NULL,Transfer,Promotion to senior
28256,6433,20160725,9,33,1,1,NULL,Promotion,New hire
28257,6473,20160608,2,2,6,3,NULL,Rolechange,Voluntary resignation
28258,6514,20160422,5,32,3,2,NULL,Locationchange,Transfer to new team
28259,6554,20160306,8,1,8,1,NULL,Termination,Promotion to senior
28260,6595,20160119,1,31,5,3,NULL,Hire,New hire
