Name ID;Person name;Birth Year (Film person);Death Year (Film person);Profession (Film person);# Film people
nm0959445;Hugo Álvarez;1950;;actor;1
nm0959482;Julia Álvarez;1950;;writer;1
nm0959484;Karla Álvarez;1972;2013;actress;1
nm0959497;Lucía Álvarez;1948;;composer;1
nm0959515;Marian Álvarez;1978;;actress;1
nm0959575;Roberto Álvarez;1956;;actor;1
nm0959578;Rosa Álvarez;1950;;actress;1
nm0959600;Tomás Álvarez;1967;;actor;1
nm0959614;Carlos Álvarez-Nóvoa;1940;2015;actor;1
nm0959624;Primitivo Álvaro;1942;2002;production_manager;1
nm0959625;Víctor Álvaro;1972;;actor;1
nm0959630;Juan Ángel;1960;;actor;1
nm0959651;Gyula Áts;1939;2018;actor;1
nm0959685;Mariana Ávila;1979;;actress;1
nm0959712;Johan Åberg;1975;;visual_effects;1
nm0959746;Per Åhlin;1931;;art_department;1
nm0959774;Jonas Åkerlund;1965;;director;1
nm0959785;Fred Åkerström;1937;1985;actor;1
nm0959805;Jane Aamund;1936;2019;writer;1
nm0959814;Josefin Årling;1983;;actress;1
nm0959832;Marit Åslein;1963;;director;1
nm0959868;Kujtim Çashku;1950;;director;1
nm0959882;Sanem Çelik;1975;;actress;1
nm0959897;Jean-Philippe Écoffey;1959;;actor;1
nm0959905;Béla Éless;1940;2020;actor;1
nm0959949;Joe Steve Ó Neachtain;1942;2020;actor;1
nm0959955;Áron Ócsvári;1992;;actor;1
nm0959958;Egill Ólafsson;1953;;actor;1
nm0959961;Guðmundur Ólafsson;1951;;actor;1
nm0959962;Hinrik Ólafsson;1963;;actor;1
nm0959963;Ólafur Darri Ólafsson;1973;;actor;1
nm0959964;Eszter Ónodi;1973;;actress;1
nm0959986;Eiji Ôki;1966;;actor;1
nm0959987;Nanako Ôkôchi;1977;;actress;1
nm0959994;Tatsushi Ohmori;1970;;director;1
nm0960005;Chiaki Ôsawa;1981;;actress;1
nm0960007;Mikio Ohsawa;1969;;actor;1
nm0960015;Yôko Ôshima;1955;;actress;1
nm0960019;Hikari Ôta;1965;;actor;1
nm0960020;Shin'ichirô Ôta;1971;;actor;1
nm0960025;Kentarô Ohtani;1965;;director;1
nm0960028;Katsuhiro Ôtomo;1954;;writer;1
nm0960030;Ryûzaburô Ôtomo;1952;;actor;1
nm0960033;Akio Ôtsuka;1959;;actor;1
nm0960053;Peter Öberg;1977;;actor;1
nm0960055;Veronica Öberg;1969;;casting_department;1
nm0960082;Mats Öhman;1971;;camera_department;1
nm0960099;Anders Öjebo;1966;;actor;1
nm0960104;Tim Seyfi;1971;;actor;1
nm0960161;Klas Östergren;1955;;writer;1
nm0960164;Anders Österholm;1988;;actor;1
nm0960225;Kutay Özcan;1993;;actor;1
nm0960237;Áron Öze;1970;;actor;1
nm0960238;Cem Özer;1959;;actor;1
nm0960287;Jakob Ørmen;1967;;director;1
nm0960290;Nijas Ørnbak-Fjeldmose;1983;;actor;1
nm0960299;Tammi Øst;1958;;actress;1
nm0960302;Marit Østbye;1948;;actress;1
nm0960309;Cecilie Egemose Østerby;1989;;actress;1
nm0960312;Anders Østergaard;1965;;director;1
nm0960313;Claus Riis Østergaard;1969;;actor;1
nm0960345;Ingunn Beate Øyen;1968;;actress;1
nm0960359;Dénes Ujlaky;1945;;actor;1
nm0960360;Zoltán Újvári;1955;;actor;1
nm0960373;Meray Ülgen;1941;;actor;1
nm0960374;Songül Ülkü;1963;;actress;1
nm0960375;Memduh Ün;1920;2015;producer;1
nm0960379;Birol Ünel;1961;2020;actor;1
nm0960380;Idil Üner;1971;;actress;1
nm0960386;Eggert Þorleifsson;1952;;actor;1
nm0960388;Steinunn Ólína Þorsteinsdóttir;1969;;actress;1
nm0960396;Adrian Fernández;1965;;actor;1
nm0960478;Wally Amos;1936;;actor;1
nm0960486;Marty Appel;1948;;miscellaneous;1
nm0960524;Andy Barrios;1972;;visual_effects;1
nm0960535;Milivoj Beader;1964;;actor;1
nm0960540;Gulya Beishenova;1970;;costume_department;1
nm0960639;Yamma Brown;1972;;soundtrack;1
nm0960643;Sharon Bryant;1956;;actress;1
nm0960649;Sasa Buneta;1971;;actor;1
nm0960655;Chris Bus;1955;;actress;1
nm0960657;Geezer Butler;1949;;soundtrack;1
nm0960749;D.H. Covey;1959;;art_department;1
nm0960770;Ashley Cusato;1974;;actress;1
nm0960771;Mladen Cutura;1959;;actor;1
nm0960777;Syd Dale;1924;1994;music_department;1
nm0960836;Luka Dragic;1979;;actor;1
nm0960853;Chrisanne Eastwood;1962;;actress;1
nm0960869;Stephan Enquist;1992;;actor;1
nm0960900;Haley Fife;1995;;actress;1
nm0960930;Beate Furcht;1974;;actress;1
nm0960937;Marek Gajczak;1966;;cinematographer;1
nm0960979;Christine Globke Saric;1972;;miscellaneous;1
nm0960989;Alejandra Gollas;1976;;actress;1
nm0961007;Xavier Graset;1963;;director;1
nm0961046;Almar Haflidason;1975;;actor;1
nm0961093;Bryce Hodgson;1989;;actor;1
nm0961124;Leo Ibanez;1974;;camera_department;1
nm0961140;Dieter Jasslauck;1934;2019;actor;1
nm0961183;Keith Kellogg;1975;;animation_department;1
nm0961186;Stasi Keramidis;1974;;actor;1
nm0961215;Daria Knez;1977;;actress;1
nm0961219;Adam Koncic;1977;;actor;1
nm0961221;Tijana Kondic;1984;;actress;1
nm0961310;Danijel Ljuboja;1975;;actor;1
nm0961355;Merlyn Mantle;1932;2009;miscellaneous;1
nm0961381;Callum McInerney;1991;;actor;1
nm0961387;Jack McQuisten;1945;2012;make_up_department;1
nm0961424;Juan Pablo Montoya;1975;;actor;1
nm0961436;Tory Mussett;1978;;actress;1
nm0961445;The Naked Cowboy;1970;;actor;1
nm0961471;Attila Nikléczy;1974;;production_manager;1
nm0961515;C. Carson Parks;1936;2005;soundtrack;1
nm0961526;Kenneth Patsel;1961;;camera_department;1
nm0961532;Adela Peeva;1947;;director;1
nm0961547;Tripp Pickell;1974;;actor;1
nm0961550;Gerda Pikali;1978;;actress;1
nm0961563;Lia Pokorny;1971;;actress;1
nm0961568;Kris Pope;1976;;actor;1
nm0961576;Ivica Pucar;1975;;actor;1
nm0961684;Sau Sek;1950;;actor;1
nm0961686;Chad Sayn;1976;;stunts;1
nm0961737;Gracy Singh;1980;;actress;1
nm0961755;Hugo de Sousa;1977;;director;1
nm0961756;Michael Sowa;1945;;visual_effects;1
nm0961765;Emanuel Steward;1944;2012;actor;1
nm0961800;Davor Svedruzic;1968;;actor;1
nm0961816;Tamara Czartoryski-Borbon;1978;;actress;1
nm0961823;Jean-François Tarnowski;1948;2005;writer;1
nm0961833;Sage Testini;1991;;actor;1
nm0961859;Isao Tsuge;1960;;art_department;1
nm0961932;Nick Warburton;1947;;writer;1
nm0962032;Sue Brook;1966;;editor;1
nm0962121;Tim Bishop;1973;;actor;1
nm0962128;Kenny Bräck;1966;;actor;1
nm0962157;Javier Cárdenas;1970;;director;1
nm0962176;Attila Egyed;1969;;actor;1
nm0962194;Chip Ganassi;1958;;actor;1
nm0962197;Frank Gehry;1929;;actor;1
nm0962209;Michael Kyle Gregory;1970;;actor;1
nm0962215;Tim Hansen;1960;;actor;1
nm0962226;Tom Herman;1971;;soundtrack;1
nm0962227;Ricardo Herrera;1981;;actor;1
nm0962260;Brett Kelly;1993;;actor;1
nm0962269;Wayne Kramer;1948;;composer;1
nm0962302;Cedo Martinic;1960;2011;actor;1
nm0962321;Roberto Moreno;1959;;actor;1
nm0962326;Renato Münster;1962;;actor;1
nm0962333;James Nicholas;1947;2007;actor;1
nm0962345;Aleksey Panin;1977;;actor;1
nm0962347;Max Papis;1969;;actor;1
nm0962359;James Phelps;1986;;actor;1
nm0962360;Oliver Phelps;1986;;actor;1
nm0962370;Scott Raynor;1978;;soundtrack;1
nm0962378;Jeff Richmond;1961;;composer;1
nm0962393;Thomas Schumann;1964;;actor;1
nm0962394;Richard Serra;1939;;director;1
nm0962407;Franz Sodann;1973;;actor;1
nm0962414;Alvin Stoller;1925;1992;music_department;1
nm0962436;Robert Ugrina;1974;;actor;1
nm0962449;Bill Ward;1948;;soundtrack;1
nm0962476;Naomi Akimoto;1963;;actress;1
nm0962487;Carrie Barton;1963;;actress;1
nm0962512;Shannon Engemann;1964;;actress;1
nm0962536;Teréz Hartman;1956;;actress;1
nm0962554;Kelley Limp;1976;;actress;1
nm0962574;Apara Mehta;1960;;actress;1
nm0962581;Erika Molnár;1960;;actress;1
nm0962596;Pamela Ribon;1975;;writer;1
nm0962633;Helen Young;1969;;actress;1
nm0962688;Tom Perry;1951;;art_department;1
nm0962692;Eva Schröder;1972;;art_department;1
nm0962713;Daniel De Felippo;1972;;director;1
nm0962722;Jesse Cowell;1973;;producer;1
nm0962745;David Hykes;1953;;soundtrack;1
nm0962749;Duncan Lamont;1931;2019;music_department;1
nm0962757;Michael Redman;1945;;actor;1
nm0962760;Mark Seymour;1956;;soundtrack;1
nm0962779;Yu Suzuki;1958;;miscellaneous;1
nm0962818;Sebastian Attie;1973;;editorial_department;1
nm0962855;Bob Cerv;1926;2017;miscellaneous;1
nm0962882;Paulie DiCocco III;1979;;transportation_department;1
nm0962905;Levi Fishman;1978;;miscellaneous;1
nm0962957;Stephanie Hurd;1966;;assistant_director;1
nm0962967;Adam Jordan;1970;;miscellaneous;1
nm0963001;Ross Long;1974;;camera_department;1
nm0963014;Daniel Mantle;1960;;miscellaneous;1
nm0963015;David Mantle;1955;;actor;1
nm0963045;Steve Moreau;1973;;camera_department;1
nm0963056;David Nguyen;1976;;camera_department;1
nm0963081;Sharon Potts;1956;;art_department;1
nm0963174;Erin Waters;1977;;editorial_department;1
nm0963175;Russell Watson;1966;;soundtrack;1
nm0963236;John Schneider;1962;;producer;1
nm0963341;Mike Barker;1968;;writer;1
nm0963359;Jane Goldman;1970;;producer;1
nm0963392;Matt Weitzman;1967;;producer;1
nm0967874;Heather C. Howard;1977;;make_up_department;1
nm0968535;Roman Ageev;1974;;actor;1
nm0968541;Oksana Akinshina;1987;;actress;1
nm0968549;Renee Ilsa Alcazar;1939;2007;animation_department;1
nm0968559;Malena Alterio;1974;;actress;1
nm0968570;Mariana Anghileri;1977;;actress;1
nm0968572;Samuel Pop Aning;1969;;actor;1
nm0968594;Pau Atienza;1972;;editor;1
nm0968623;Zachariah Barrientos;1973;;actor;1
nm0968625;Milagros Bará;1962;;director;1
nm0968656;Nadja Benaissa;1982;;actress;1
nm0968665;Claudia Berninzon;1976;;actress;1
nm0968726;Al Boswell;1941;2002;actor;1
nm0968789;Darlene Caamano Loquet;1970;;producer;1
nm0968794;Mila Calic;1984;;actress;1
nm0968816;Hortensia Casagran;1942;2014;animation_department;1
nm0968826;Fiorella Cayo;1975;;actress;1
nm0968850;Clifton Chenier;1925;1987;soundtrack;1
nm0968875;Bruce Claggett;1967;;actor;1
nm0968884;Katherine Coetzee;1985;;actress;1
nm0968896;Gilda Conon;1975;;miscellaneous;1
nm0968899;Jorge Consejo;1979;;actor;1
nm0968926;Ryan Cronin;1973;;visual_effects;1
nm0968938;Florida D'Ambrosio;1928;2017;animation_department;1
nm0969004;Tony DiGerolamo;1966;;writer;1
nm0969074;Andrew Eldritch;1959;;soundtrack;1
nm0969092;Piti Español;1954;;writer;1
nm0969108;Gareth Farr;1968;;composer;1
nm0969138;Dakota Floeter;1994;;actor;1
nm0969143;Veronika Forejtová;1942;;actress;1
nm0969149;Bruce Foxton;1955;;soundtrack;1
nm0969161;Georgia Frontiere;1927;2008;producer;1
nm0969202;Tom Gire;1968;;music_department;1
nm0969221;Mika Goodfriend;1978;;sound_department;1
nm0969228;Janusz Gosschalk;1979;;casting_director;1
nm0969242;Theresa Greene;1974;;art_department;1
nm0969259;Dipika Guha;1982;;producer;1
nm0969326;Jennie Rebecca Hogan;1971;;actress;1
nm0969337;Dane Honhart;1969;;producer;1
nm0969363;Dana International;1972;;soundtrack;1
nm0969382;Piotr Jankowski;1974;;actor;1
nm0969427;Semih Kaplanoglu;1963;;director;1
nm0969428;Tusshar Kapoor;1976;;actor;1
nm0969460;Hayk Kirakosyan;1962;;cinematographer;1
nm0969475;Tatyana Kolganova;1972;;actress;1
nm0969487;Beata Kozikowska;1971;;actress;1
nm0969503;Sander Kuipers;1981;;editor;1
nm0969505;Kunickaa Sadanand;1964;;actress;1
nm0969506;Rob Kunkel;1972;;actor;1
nm0969552;Joanne Leblanc;1970;;set_decorator;1
nm0969554;Scott Leclau;1973;;miscellaneous;1
nm0969561;Amy Leland;1975;;actress;1
nm0969563;Réka Lemhényi;1968;;editor;1
nm0969603;Lolly;1978;;actress;1
nm0969613;María Cristina Lozada;1942;;actress;1
nm0969651;Willa Ford;1981;;actress;1
nm0969667;Fernando Marés de Souza;1976;;writer;1
nm0969683;Manfred Mayer;1963;;art_department;1
nm0969701;Chris McDevitt;1980;;actor;1
nm0969747;Sandy Mölling;1981;;music_department;1
nm0969770;Cyril Mourali;1979;;actor;1
nm0969805;Chris Neuhahn;1972;;producer;1
nm0969850;Cécile Orblin;1976;;actress;1
nm0969859;Karen S. Paat;1951;2017;animation_department;1
nm0969871;Mica Paris;1969;;actress;1
nm0969879;Devrim Parscan;1937;2020;actor;1
nm0969891;Nelofer Pazira;1973;;writer;1
nm0969894;Dag Erik Pedersen;1959;;writer;1
nm0969901;Wayne Grayson;1974;;actor;1
nm0969906;Biel Perelló;1973;;writer;1
nm0969922;Doris Pilkington;1937;2014;writer;1
nm0969931;Cleo;1982;;actress;1
nm0969937;Olivier Podesta;1966;;actor;1
nm0969980;Roser Pujol;1969;;actress;1
nm0970010;Enrico Rava;1939;;composer;1
nm0970018;Harry Redknapp;1947;;actor;1
nm0970020;Estela Redondo;1975;;actress;1
nm0970074;Phelim Rowe;1983;;actor;1
nm0970104;Carmen Sanderson;1927;2017;animation_department;1
nm0970113;Kája Saudek;1935;2015;art_department;1
nm0970121;Stacey Scheller;1966;;actor;1
nm0970122;Nicole Scherzinger;1978;;soundtrack;1
nm0970126;Jörg von Schlebrügge;1961;;writer;1
nm0970139;Alena Schäferová;1957;;costume_designer;1
nm0970143;Jessica Erin Scully;1976;;miscellaneous;1
nm0970147;Judith Sehrbrock;1973;;actress;1
nm0970156;Ty Senior;1974;;special_effects;1
nm0970210;Simone Singh;1974;;actress;1
nm0970240;Sommore;1966;;actress;1
nm0970245;Beto Souza;1961;;director;1
nm0970256;Frederick William Springer III;1981;;miscellaneous;1
nm0970321;Hassan Tantai;1950;;actor;1
nm0970382;Piotr Trzaskalski;1964;;director;1
nm0970388;Tuck Tucker;1961;2020;art_department;1
nm0970396;Cüneyt Türel;1942;2012;actor;1
nm0970411;Corinne Van Ryck de Groot;1969;;stunts;1
nm0970417;Luc Vandeput;1954;;actor;1
nm0970434;Angelita Velásquez;1970;;actress;1
nm0970435;Apolena Veldová;1964;;actress;1
nm0970447;Conrad Vernon;1968;;actor;1
nm0970479;Camryn Walling;1990;;actor;1
nm0970500;W. Kale Whorton;1979;;editorial_department;1
nm0970502;Rafal Widajewicz;1969;;production_manager;1
nm0970507;James 'D-Train' Williams;1962;;soundtrack;1
nm0970523;Eric Wong;1976;;visual_effects;1
nm0970539;Isa Yahya;1982;;actor;1
nm0970544;Tomonori Yoshida;1966;;actor;1
nm0970565;Jan Otcenásek;1947;;writer;1
nm0970606;Cody Cameron;1970;;actor;1
nm0970618;Lance Gunnin;1955;2006;art_department;1
nm0970646;Madison Michele;1971;;actress;1
nm0970647;Andra Maria Margineanu;1996;;actress;1
nm0970699;Charles E. Bailey;1949;;actor;1
nm0970725;John Bisom;1965;2012;actor;1
nm0970736;Dane Bowers;1979;;soundtrack;1
nm0970745;Thomas Brooks;1970;;actor;1
nm0970752;Justin Burke;1987;;production_manager;1
nm0970761;Frank Caeti;1973;;actor;1
nm0970777;Kyle Chambers;1991;;actor;1
nm0970788;Bernd Clüver;1948;2011;actor;1
nm0970802;Jeff Corwin;1967;;producer;1
nm0970805;Ben Cotton;1975;;actor;1
nm0970834;Michael Diehl;1969;;sound_department;1
nm0970841;Gord Downie;1964;2017;soundtrack;1
nm0970866;Matthew Ewald;1982;;actor;1
nm0970878;Thomas Fleming;1927;;actor;1
nm0970900;Ewen Gilmour;1963;2014;actor;1
nm0970916;John Gregory;1954;;actor;1
nm0971009;Mark Kurtz;1961;;actor;1
nm0971016;Tony Knight;1967;;actor;1
nm0971017;Christopher Knights;1972;;actor;1
nm0971065;Paul Marazzi;1975;;actor;1
nm0971081;Brian McFadden;1980;;actor;1
nm0971127;Peter Orloff;1944;;soundtrack;1
nm0971133;Linda Park;1978;;actress;1
nm0971135;Craig Parkinson;1976;;actor;1
nm0971151;Manuel Pombal;1958;;actor;1
nm0971162;Paul Rankin;1959;;actor;1
nm0971233;Skee Skinner;1970;;producer;1
nm0971252;Christian Stevens;1975;;actor;1
nm0971255;Mike Stranges;1971;;actor;1
nm0971287;Javier Valdés;1959;;actor;1
nm0971299;Jacques Villeneuve;1971;;actor;1
nm0971317;Victor White;1978;2005;actor;1
nm0971346;Sonia Almarcha;1972;;actress;1
nm0971396;Bárbara Cayo;1974;;actress;1
nm0971401;Shannon Conley;1970;;actress;1
nm0971402;Alice Connor;1990;;actress;1
nm0971424;Maureen Dor;1970;;actress;1
nm0971479;Michael Lawlor;1948;2011;art_department;1
nm0971486;Lita Minger;1969;;art_department;1
nm0971548;Thorsten Wien;1969;;actor;1
nm0971588;John Baumbach;1974;;composer;1
nm0971591;John Burns;1958;;soundtrack;1
nm0971605;Mark Menza;1957;;composer;1
nm0971680;Elliot Graham;1976;;editor;1
nm0971835;Tito Duarte;1945;2003;music_department;1
nm0971885;Ray Harris;1952;;animation_department;1
nm0971939;Susan Krause;1976;;casting_department;1
nm0971969;Michael Marcus;1976;;producer;1
nm0972006;Vaclav Mottl;1976;;producer;1
nm0972022;J.C. Oden;1972;;miscellaneous;1
nm0972026;Tyler Olson;1973;;camera_department;1
nm0972034;Melanie Pava;1956;;animation_department;1
nm0972125;Paul Skidmore;1978;;cinematographer;1
nm0972127;Susan Slome;1967;;actress;1
nm0972146;S. Ann Sullivan;1929;2020;animation_department;1
nm0972167;Angela Via;1981;;soundtrack;1
nm0972191;Jamie Turner;1936;2010;script_department;1
nm0972213;Audrey Geisel;1921;2018;producer;1
nm0972238;Brendan Murphy;1956;2005;producer;1
nm0972246;Jim Schmidt;1961;;producer;1
nm0972266;Timothy Roberts;1965;2004;production_designer;1
nm0972267;Francis Tsai;1967;2015;art_department;1
nm0972330;Roberto Davide;1971;;actor;1
nm0972357;Paul Mann;1957;;special_effects;1
nm0972379;Bryan Blackburn;1928;2004;writer;1
nm0972458;Katya Gorina;1993;;actress;1
nm0972460;Sally Graham;1947;;actress;1
nm0972471;Sarah Heaney;1972;;actress;1
nm0972486;Vanessa Kelly;1974;;actress;1
nm0972490;Valerie Koch;1974;;actress;1
nm0972499;Joan Le Mesurier;1931;;writer;1
nm0972508;Ana Maria Lombo;1978;;soundtrack;1
nm0972531;Louise Monot;1981;;actress;1
nm0972553;Vanessa Petruo;1979;;actress;1
nm0972572;Michelle Russo;1978;;actress;1
nm0972586;Ivette Sosa;1976;;actress;1
nm0972588;Isla St. Clair;1952;;actress;1
nm0972598;Chie Tanaka;1981;;actress;1
nm0972612;Alice Bendová;1973;;actress;1
nm0972613;Erika Villalobos;1974;;actress;1
nm0972618;Maiko Watson;1981;;actress;1
nm0972626;Mari Wilson;1954;;soundtrack;1
nm0972658;Rowland B. Wilson;1930;2005;art_department;1
nm0972669;Jordan deBree;1977;;camera_department;1
nm0972723;Jan Vlasák;1968;;art_department;1
nm0972724;Javier Domingo;1968;;writer;1
nm0972740;Chris Lowe;1968;;camera_department;1
nm0972799;Nicholas Audsley;1982;;actor;1
nm0972851;Luke Benward;1995;;actor;1
nm0972865;Darren J. Biro;1972;;miscellaneous;1
nm0972884;Charles-André Bourassa;1985;;actor;1
nm0972955;Nicole Cherié Saletta;1986;;actress;1
nm0972971;Max Cleland;1942;;sound_department;1
nm0972979;Kaytha Coker;1970;;actress;1
nm0973088;Stefanie Dvorak;1979;;actress;1
nm0973095;Coralie Eichholtz;1981;;actress;1
nm0973108;Xosé Manuel Esperante;1976;;actor;1
nm0973125;Carolina Felline;1978;;actress;1
nm0973136;Krista Fico;1971;;producer;1
nm0973153;Corrado Fortuna;1978;;actor;1
nm0973157;Russell Freedman;1929;2018;producer;1
nm0973236;Stephan Guillemet;1965;;production_manager;1
nm0973252;Neil Hannon;1970;;actor;1
nm0973344;Alisa Kasmer;1977;;miscellaneous;1
nm0973354;Laurence Kennedy;1963;2018;actor;1
nm0973361;Billie Jean King;1943;;actress;1
nm0973370;Manami Konishi;1978;;actress;1
nm0973446;Gary Lundy;1981;;actor;1
nm0973486;Mariela Mastrangelo;1974;;producer;1
nm0973533;Sloane Momsen;1996;;actress;1
nm0973539;Moraes Moreira;1947;2020;soundtrack;1
nm0973541;Morrissey;1959;;soundtrack;1
nm0973551;Theresa Murnberger;2000;;actress;1
nm0973575;Natalya Nikulenko;1964;;actress;1
nm0973609;René Pape;1964;;actor;1
nm0973611;Ruby Jean Parisi;1975;;actress;1
nm0973612;Ed Parra;1968;;art_department;1
nm0973648;Greg Poppleton;1960;;actor;1
nm0973667;Byron Purvis;1976;;actor;1
nm0973690;Dimitar Ratchkov;1972;;actor;1
nm0973691;Kyle Rath;1975;;miscellaneous;1
nm0973692;Mark Brandon Read;1954;2013;actor;1
nm0973731;Thilo Röscheisen;1971;;writer;1
nm0973736;Emma Sackville;1989;;actress;1
nm0973753;Will De Los Santos;1965;;writer;1
nm0973791;Elana Shilling;1990;;actress;1
nm0973805;Martin Smeaton;1948;;art_department;1
nm0973827;Kiruna Stamell;1981;;actress;1
nm0973883;Elizabeth Theriault;1969;;art_department;1
nm0973888;George Thorogood;1950;;soundtrack;1
nm0973915;Xavi Turull;1960;2020;composer;1
nm0973999;Wendy Wolfcarius;1970;;editorial_department;1
nm0974015;Lev Eliseev;1934;2015;actor;1
nm0974036;Edward da Roza Jr.;1982;;location_management;1
nm0974047;Mart van Genugten;1976;;production_manager;1
nm0974053;Bill Anders;1933;;miscellaneous;1
nm0974059;Taylor Ball;1987;;actor;1
nm0974070;Alexander Cole;1993;;actor;1
nm0974078;Mickey Finn;1947;2003;soundtrack;1
nm0974080;Billy Gardell;1969;;actor;1
nm0974115;F. Lee Reynolds;1963;;miscellaneous;1
nm0974122;Mark Allen Shepherd;1961;;actor;1
nm0974135;John Young;1930;2018;miscellaneous;1
nm0974196;Silvia Pérez;1977;;make_up_department;1
nm0974207;Jeffrey Brown;1975;;producer;1
nm0974221;Florentino Fernández;1936;;transportation_department;1
nm0974262;Jeff Wright;1977;;editor;1
nm0974269;Pierre Chevalier;1945;2019;producer;1
nm0974287;Matt Bennett;1974;;stunts;1
nm0974331;Stacy Bellew;1974;;actress;1
nm0974339;Pavel Bezdek;1965;;stunts;1
nm0974342;Frank Borman;1928;;miscellaneous;1
nm0974350;Sean Bunch;1971;;miscellaneous;1
nm0974358;Paul Caroul;1975;;actor;1
nm0974364;Jonathan Cherry;1978;;actor;1
nm0974386;Jennifer Dibert;1982;;actress;1
nm0974391;Patrick Dorn;1991;;actor;1
nm0974418;Michael Giordani;1973;;actor;1
nm0974422;Marv Goux;1932;2002;actor;1
nm0974465;Kelsey Keel;1987;;actress;1
nm0974483;Chris Lazar;1986;;actor;1
nm0974484;Kwok-Lun Lee;1955;;actor;1
nm0974487;Emil Linka;1972;;actor;1
nm0974501;Andrew McNair;1979;;actor;1
nm0974520;Tony Oliva;1940;;actor;1
nm0974536;David Rakoff;1964;2012;actor;1
nm0974538;David Recha;1970;;actor;1
nm0974542;David Riedel;1974;;location_management;1
nm0974549;Peter Salett;1969;;soundtrack;1
nm0974572;Suresh John;1973;;actor;1
nm0974575;Brian Tee;1977;;actor;1
nm0974592;Matthew Whittet;1975;;actor;1
nm0974596;Nathan Wright;1979;;casting_department;1
nm0974604;Marcial Álvarez;1966;;actor;1
nm0974657;Pat Evans;1940;;actress;1
nm0974674;Samara Harris;1971;;actress;1
nm0974676;Leah Haywood;1976;;soundtrack;1
nm0974692;Mariya Kuznetsova;1950;;actress;1
nm0974722;Emma Nicolas;1994;;actress;1
nm0974798;Carlos Dávila;1967;;assistant_director;1
nm0974851;Brian Joe;1980;;miscellaneous;1
nm0974926;Joseph Carson;1973;;visual_effects;1
nm0974949;Megan Cunningham;1973;;miscellaneous;1
nm0974953;Tim David;1968;;miscellaneous;1
nm0974984;Josh Geller;1978;;miscellaneous;1
nm0975032;Aghi D. Koh;1967;;miscellaneous;1
nm0975081;Luis Pastor;1952;;soundtrack;1
nm0975165;Robert Zorella;1976;;art_department;1
nm0975175;Marc Stone;1972;;editorial_department;1
nm0975189;Brian Hyland;1943;;soundtrack;1
nm0975208;Suzanne Willard;1980;;actress;1
nm0975245;Sergey Moshkov;1961;;sound_department;1
nm0975328;Richard Boyle;1942;2016;writer;1
nm0988851;Lina Agifu;1972;;actress;1
nm0988863;David P. Allen;1966;;visual_effects;1
nm0988867;Frank S. Alonzi;1963;;actor;1
nm0988929;Michael S. Baumohl;1932;;miscellaneous;1
nm0988969;Matias Boquete;1983;;actor;1
nm0988990;Candace Brown;1976;;actress;1
nm0988999;Fulton Burley;1922;2007;actor;1
nm0989002;Joeri Busschots;1987;;actor;1
nm0989015;Barton Caplan;1968;;actor;1
nm0989016;Andrew Caple-Shaw;1980;;actor;1
nm0989044;Eric D. Christensen;1969;;visual_effects;1
nm0989087;Telma Cunha;1968;;actress;1
nm0989106;Ketki Dave;1960;;actress;1
nm0989145;Jutta Dinges;1968;;make_up_department;1
nm0989154;Thomas W. Dorst Jr.;1974;;art_department;1
nm0989177;Courtney Earlywine;1981;;production_manager;1
nm0989182;Tamsin Egerton;1988;;actress;1
nm0989197;J.C. Falcón;1969;;director;1
nm0989311;Andreas Grimm;1962;;composer;1
nm0989345;Anne Sarah Hartung;1979;;actress;1
nm0989393;Nihat Ileri;1955;;actor;1
nm0989396;Johannes Imdahl;1967;;cinematographer;1
nm0989397;Smriti Malhotra-Irani;1976;;actress;1
nm0989400;Evgeniy Ivanov;1963;2016;director;1
nm0989407;Dong-jik Jang;1966;;actor;1
nm0989428;Michel Jourdain Jr.;1976;;actor;1
nm0989454;Kyle Kass;1988;;actor;1
nm0989455;Shingo Katsurayama;1972;;actor;1
nm0989495;Teun Kuilboer;1982;;actor;1
nm0989506;Kathrin Kühnel;1977;;actress;1
nm0989560;Lexy;1976;;soundtrack;1
nm0989591;Katie MacIntosh;1967;;casting_director;1
nm0989649;Daniel Millican;1965;;producer;1
nm0989665;François Morency;1966;;actor;1
nm0989668;Jon Morgenthau;1970;;miscellaneous;1
nm0989767;Mike Pemberton;1976;;visual_effects;1
nm0989768;J.D. Peralta;1971;2002;miscellaneous;1
nm0989774;Nadja Petri;1976;;actress;1
nm0989826;Désirée Rancatore;1977;;actress;1
nm0989902;Matthias Schellenberg;1967;;cinematographer;1
nm0989913;Poppy Schwarze;1976;;producer;1
nm0989915;Chico Science;1966;1997;soundtrack;1
nm0989930;Miguel Ángel Rodríguez 'El Sevilla';1970;;soundtrack;1
nm0989932;Jason Shabatoski;1980;;editorial_department;1
nm0989943;Sudha Shivpuri;1937;2015;actor;1
nm0989959;Ksenia Solo;1987;;actress;1
nm0989976;Boris Starling;1970;;writer;1
nm0989994;Astrid Ströher;1971;;writer;1
nm0990000;Carlos Subercaseaux;1959;2013;art_department;1
nm0990047;Maho Toyota;1967;;actress;1
nm0990068;Radomil Uhlir;1957;2019;actor;1
nm0990089;Gregory Ver Poorten;1983;;actor;1
nm0990090;Aman Verma;1971;;actor;1
nm0990091;Eriek Verpaele;1952;;writer;1
nm0990095;Sara Vertongen;1976;;actress;1
nm0990104;Tim Vine;1967;;actor;1
