Title ID;Average Rating;Number of Votes
tt0760325;7,6;33
tt0760329;6,4;38065
tt0760437;7,2;13651
tt0762041;5,2;150
tt0762072;7,1;87
tt0762073;7,1;43067
tt0762091;4,2;111
tt0762093;6;57
tt0762096;3,8;349
tt0762100;6,9;31
tt0762104;6,1;5887
tt0762107;5,9;141607
tt0762110;7,2;7170
tt0762114;5,3;38151
tt0762121;6,8;10136
tt0762124;4,3;488
tt0762125;6;51232
tt0762127;7,2;46
tt0762129;4,4;69
tt0762131;4,1;46
tt0762138;5,7;10898
tt0762142;7;1290
tt0762145;4,8;830
tt0763275;6,9;99
tt0763327;5,9;163
tt0763831;5,9;40752
tt0763839;5,5;244
tt0763840;5,6;10494
tt0763844;5,1;288
tt0763847;4,6;267
tt0764234;8,1;8
tt0764260;6,8;80
tt0764271;6,4;281
tt0764272;7,1;18
tt0764639;6,5;2756
tt0764670;8,2;6
tt0764960;7,3;7
tt0764964;5,8;51
tt0764985;7,2;57
tt0765010;7,1;113090
tt0765096;6,8;6
tt0765120;6,6;52216
tt0765142;6,2;219
tt0765242;5,6;49
tt0765255;4,1;92
tt0765263;5,6;188
tt0765266;6,3;274
tt0765268;7,1;68
tt0765425;7,6;5534
tt0765429;7,8;395939
tt0765432;7,4;36262
tt0765437;5,3;172
tt0765443;7,6;229464
tt0765444;7,1;852
tt0765446;5,9;24586
tt0765447;6,5;13024
tt0765451;7;2374
tt0765456;3,6;97
tt0765458;7,5;9783
tt0765466;5,7;234
tt0765469;6,1;2131
tt0765476;5;38865
tt0765485;5,2;52
tt0765491;7,9;2875
tt0765494;8,2;82
tt0765538;7,9;10
tt0765700;5,7;15
tt0765725;8,2;1120
tt0765824;8,5;28
tt0765838;7,1;46
tt0765849;7,6;2506
tt0765850;6,5;30
tt0766162;4,1;22
tt0766221;5,2;149
tt0766237;6,6;14
tt0768100;6,6;175
tt0768114;6,8;839
tt0768116;7,1;1956
tt0768120;7,8;6569
tt0768129;7,1;56
tt0768137;5,8;189
tt0768145;6,3;314
tt0768150;8,3;68
tt0768153;5,6;115
tt0768155;6,4;62
tt0768156;7,1;328
tt0768171;5,2;572
tt0768177;6,3;211
tt0768189;5,5;42
tt0768209;6,2;156
tt0768212;6,2;20838
tt0768217;7,8;16
tt0768218;5,4;3099
tt0768221;6;121
tt0768222;5,7;5067
tt0768239;6,9;1270
tt0768690;6,1;103
tt0768798;7,6;15
tt0768830;6,2;429
tt0769499;3,8;1552
tt0769507;7,2;1896
tt0769757;5,8;95
tt0770193;5;12
tt0770521;7,7;4748
tt0770536;8;131
tt0770575;7,2;24
tt0770620;7,3;173
tt0770633;4,1;79
tt0770703;6,1;73042
tt0770722;6,2;816
tt0770728;6,1;22
tt0770736;5,8;74
tt0770752;5,7;74488
tt0770772;5,5;16482
tt0770802;8,5;33717
tt0770810;3,5;4795
tt0770814;5,5;747
tt0770828;7;706748
tt0770829;6,5;3361
tt0772105;7,1;3540
tt0772115;7,6;41
tt0772120;6,3;18
tt0772131;5,5;192
tt0772137;6,7;3947
tt0772139;6,8;2025
tt0772145;8;10074
tt0772147;7,6;52
tt0772150;7,3;57
tt0772157;6,3;6110
tt0772165;4,4;356
tt0772168;6,7;9070
tt0772172;4,3;1080
tt0772175;6;120
tt0772176;7,1;3815
tt0772178;4,6;6854
tt0772181;6,1;6151
tt0772187;6,3;4497
tt0772193;4,8;13026
tt0772200;6,7;1998
tt0772203;6,9;481
tt0772210;7,4;155
tt0772214;4,9;31
tt0772215;3,8;310
tt0772731;6,6;28
tt0772795;5,7;105
tt0772796;3,4;102
tt0772891;2,2;27
tt0772892;6,1;143
tt0773134;8,2;17
tt0773138;6,3;79
tt0773262;8,6;650389
tt0773264;3,6;5788
tt0773294;6,6;49
tt0773304;5,9;86
tt0773306;4,3;133
tt0773309;5,7;273
tt0773747;7,1;343
tt0773949;3,3;6
tt0774106;6,3;390
tt0774113;7;43
tt0774124;8,1;16
tt0774755;5,8;2091
tt0774756;5,8;644
tt0774757;5,6;25
tt0774809;7,4;4945
tt0775045;4,7;100
tt0775076;6,3;380
tt0775080;5,1;330
tt0775090;4,2;928
tt0775349;7,5;1271
tt0775362;6,6;3821
tt0775371;8,4;33
tt0775374;7,7;1701
tt0775402;7,4;64
tt0775403;7,6;182
tt0775405;6,6;183
tt0775407;6,4;1430
tt0775417;6,9;1040
tt0775438;7,3;1046
tt0775440;4,4;25842
tt0775480;5;1723
tt0775486;7;98
tt0775488;5,5;2500
tt0775489;7,5;33856
tt0775529;7,1;36028
tt0775536;3,5;602
tt0775539;5,5;21798
tt0775552;5,4;20867
tt0776201;6,6;51
tt0776728;8,7;11
tt0776789;7,2;31
tt0776798;7,1;27
tt0777216;7,6;11
tt0777724;2,6;5
tt0777932;6,4;215
tt0777946;5,2;212
tt0777962;6,6;123
tt0778009;6,6;10
tt0778082;3,9;62
tt0778534;6,1;167
tt0778536;7,7;85
tt0778539;8,2;22
tt0778545;6,3;36
tt0778562;6,4;18
tt0778571;5,3;31
tt0778618;5,4;25
tt0778631;6,6;1365
tt0778661;5,8;7055
tt0778733;7,8;8
tt0778749;7;1222
tt0778893;4,8;20
tt0778899;5;161
tt0778908;8;327
tt0779266;8,8;16
tt0779268;8,6;16
tt0779766;4,4;107
tt0779894;8,4;20
tt0779968;8,2;13
tt0779982;5,8;39218
tt0780049;4,7;139
tt0780087;7;110
tt0780126;2,7;653
tt0780134;6,5;683
tt0780167;6,6;422
tt0780180;7,5;5404
tt0780226;7,3;9
tt0780362;8,3;19568
tt0780374;3,1;64
tt0780442;6,3;254
tt0780461;5,5;179
tt0780485;5,3;2428
tt0780486;5,9;2251
tt0780488;4,4;38
tt0780492;6,6;985
tt0780503;6,4;2651
tt0780504;7,8;577065
tt0780506;4,6;492
tt0780511;7,1;58918
tt0780514;5,2;249
tt0780516;6,8;23130
tt0780517;6,5;547
tt0780521;7,1;126128
tt0780534;5,3;11102
tt0780536;7,9;393047
tt0780552;5,4;46
tt0780565;6,5;817
tt0780567;5,6;13983
tt0780568;5,5;4149
tt0780571;7,3;144238
tt0780577;7,2;323
tt0780583;5,1;8959
tt0780587;6;235
tt0780593;4,4;2229
tt0780595;4;8560
tt0780596;9,4;25
tt0780600;7,5;35
tt0780607;6;20479
tt0780621;6,6;2003
tt0780622;5,4;41739
tt0780644;5,9;81
tt0780645;4,1;2534
tt0780646;6,4;34
tt0780653;5,8;103007
tt0781046;4,5;17
tt0781306;5,8;13
tt0781331;5,7;126
tt0781359;5,5;193
tt0781392;5,1;265
tt0781407;6,4;25
tt0781435;6,5;1300
tt0781436;7,5;22
tt0781441;4,6;44
tt0781449;5,1;122
tt0781462;6,5;38
tt0781525;5,6;82
tt0781533;5;1253
tt0781538;6,6;12
tt0781899;7;49
tt0781996;6,3;38
tt0782053;6,7;180
tt0782057;6,2;13
tt0782061;5;9
tt0782075;5;23
tt0782076;6,4;56
tt0782374;6,1;2310
tt0782510;6,8;64
tt0782684;6;95
tt0782690;6,5;102
tt0782694;7,2;88
tt0782700;7,4;1671
tt0782708;5,4;24
tt0782709;5,7;183
tt0782839;6;512
tt0782869;4,9;123
tt0783233;7,8;254324
tt0783234;6,3;3770
tt0783236;3,7;124
tt0783238;6,6;14540
tt0783303;5,6;73
tt0783320;7,4;39
tt0783328;7,2;2809
tt0783392;6,7;773
tt0783475;7,4;1595
tt0783494;7;3586
tt0783511;6,6;448
tt0783515;6,6;4908
tt0783522;6,8;1231
tt0783532;7,3;10359
tt0783538;2,4;911
tt0783548;4;6
tt0783551;5,3;100
tt0783581;5,8;93
tt0783598;5,8;9271
tt0783601;5,5;2708
tt0783608;5,8;5256
tt0783612;8,5;4260
tt0783640;6,8;8421
tt0783663;9,4;11
tt0783665;6,7;126
tt0783695;5,6;1142
tt0783731;8,3;15
tt0783767;5,8;5201
tt0784145;6,2;180
tt0784164;7,6;50
tt0784613;8;15
tt0784896;5,7;2810
tt0784920;5,4;1206
tt0784972;5,3;10544
tt0784979;2,9;108
tt0784994;7,5;12
tt0785002;5,1;1401
tt0785007;5,2;23876
tt0785036;5,3;2410
tt0785062;5;490
tt0785065;7,6;152
tt0785076;5,8;109
tt0785077;2,2;14518
tt0786786;2,7;371
tt0786792;7,3;6
tt0786800;6,8;203
tt0787068;5,3;9
tt0787235;6;28
tt0787345;6,9;71
tt0787359;5,7;42
tt0787407;6,6;597
tt0787442;7,1;4038
tt0787462;7,2;5184
tt0787470;5,5;9517
tt0787474;6,8;54690
tt0787475;6,7;77799
tt0787484;7,5;1773
tt0787490;7,4;9837
tt0787495;5,6;1184
tt0787500;5,6;286
tt0787519;6,2;97
tt0787523;6,9;11375
tt0787524;7,2;52089
tt0787969;7;231
tt0787985;7,5;15935
tt0788052;6,4;638
tt0788086;5,8;113
tt0788133;7,3;67
tt0788135;5;36
tt0788256;7;33
tt0789768;5,9;12
tt0789770;6,3;353
tt0789771;6,2;155
tt0789789;6,2;24
tt0790477;7,9;1228
tt0790509;5,8;75
tt0790585;6,4;102
tt0790602;5,4;1734
tt0790603;7,4;3462
tt0790618;5,8;3258
tt0790627;5,6;3334
tt0790628;5,9;71039
tt0790636;8;446856
tt0790643;6,3;329
tt0790653;6;512
tt0790657;5,8;1804
tt0790663;7,4;4398
tt0790665;4,8;6397
tt0790673;8,4;20
tt0790676;6,5;2140
tt0790682;7,3;86
tt0790686;6,2;102687
tt0790709;6,9;588
tt0790712;7,1;34029
tt0790723;5,6;2923
tt0790724;7;312099
tt0790736;5,6;118817
tt0790751;6;893
tt0790770;6,4;9418
tt0790772;7,3;31794
tt0790777;6,9;28
tt0790781;5,4;5898
tt0790784;9,1;16
tt0790788;6,1;1185
tt0790804;4,3;11090
tt0790810;5,2;24
tt0791055;8,5;2619
tt0791056;5,2;121
tt0791057;7,2;185
tt0791058;5,2;13
tt0791089;6,1;47
tt0791096;6,4;19
tt0791113;7,5;12
tt0791150;6,4;904
tt0791162;5,5;36
tt0791178;6,7;781
tt0791200;5,2;36
tt0791205;8;12672
tt0791225;5,7;244
tt0791231;4,9;108
tt0791244;5,5;581
tt0791246;2,8;99
tt0791270;4,6;211
tt0791271;7,3;33
tt0791282;8,3;75
tt0791283;7,6;3782
tt0791294;6,8;14
tt0791303;6;6275
tt0791304;5,9;23964
tt0791309;5,4;7273
tt0791315;5,5;463
tt0791370;6;6
tt0791374;8;22
tt0791410;3,1;43
tt0791635;6,8;192
tt0792947;5,9;358
tt0792948;5,4;3050
tt0792959;5,8;262
tt0792965;6,8;11621
tt0792975;5,5;871
tt0792984;4,8;81
tt0792986;6,7;2952
tt0792988;6,4;250
tt0792997;5,8;50
tt0793409;6,2;1088
tt0793413;6,5;639
tt0793421;6;5
tt0793423;6,5;64
tt0793425;4,5;46
tt0793502;7,5;32
tt0793547;7,6;50
tt0793928;7,5;21
tt0794109;7,4;5
tt0794240;8,4;529
tt0794272;6,5;180
tt0794280;7,4;70
tt0794290;4,7;372
tt0794297;6,3;316
tt0794300;7,5;52
tt0794319;6,9;106
tt0794338;6,9;1796
tt0794350;7,6;1555
tt0794374;7,1;3035
tt0794399;7,2;2322
tt0795111;4,4;476
tt0795129;7;1098
tt0795176;9,4;168543
tt0795344;7,4;86
tt0795351;6,2;79876
tt0795358;6,5;35
tt0795361;4,1;3349
tt0795368;7,4;110396
tt0795370;5,7;1119
tt0795376;6,2;3698
tt0795405;6,8;390
tt0795413;6,3;296
tt0795421;6,4;218442
tt0795422;7,9;49
tt0795426;6;761
tt0795434;7,1;20689
tt0795438;6,1;2772
tt0795439;6,6;8142
tt0795441;7;12251
tt0795459;6,6;847
tt0795461;3,5;66457
tt0795463;5,8;1013
tt0795473;7,3;543
tt0795488;6,1;895
tt0795493;6,7;50209
tt0795522;7,8;528
tt0795923;7,5;6
tt0796087;7,6;121
tt0796171;7,2;41
tt0796212;7,2;8463
tt0796232;5,7;284
tt0796236;6,8;795
tt0796240;5;248
tt0796245;6,1;110
tt0796249;8,1;12
tt0796264;7,9;48460
tt0796302;5,6;10924
tt0796307;7,3;6634
tt0796314;6,8;3531
tt0796335;7,2;5977
tt0796339;6;278
tt0796355;4,4;387
tt0796366;7,9;579443
tt0796368;7,3;9439
tt0796375;6,5;17932
tt0796611;6,3;10
tt0796813;5;118
tt0796825;6,7;45
tt0796897;7,5;40
tt0796950;7,5;65
tt0797014;5,8;114
tt0797025;6,1;109
tt0797026;7,6;38
tt0797085;5,4;222
tt0797093;4,7;193
tt0797831;6,6;11
tt0798415;7,2;49
tt0798417;6,6;297
tt0798420;2,6;11
tt0798435;5,9;153
tt0798443;6,9;624
tt0798732;5,4;170
tt0798735;6,5;53
tt0798787;5,1;53
tt0798795;6,3;159
tt0798817;6,1;40538
tt0798820;7,2;36
tt0799770;7,2;355
tt0799788;7,1;294
tt0799857;4,8;84
tt0799862;7,1;23950
tt0799875;2,5;179
tt0799889;3,9;154
tt0799900;4;5
tt0799911;6,1;403
tt0799915;7,1;1282
tt0799916;6,3;496
tt0799922;6,9;29925
tt0799932;6,4;132
tt0799934;6,4;88863
tt0799938;7,5;386
tt0799949;2,4;102106
tt0799951;4;887
tt0799991;7,2;3031
tt0800003;3,6;10691
tt0800022;6,9;4043
tt0800027;6,6;16017
tt0800028;5;293
tt0800038;9,2;18
tt0800039;7,1;266227
tt0800058;7,4;44
tt0800063;7,2;34
tt0800069;5,1;61108
tt0800080;6,7;439070
tt0800092;4,9;8
tt0800099;7,6;3787
tt0800110;6,3;65
tt0800116;3,9;273
tt0800131;5,3;26
tt0800135;7;496
tt0800164;5,4;455
tt0800183;3,6;104
tt0800199;6,6;220
tt0800204;9;22
tt0800219;8,5;517
tt0800240;6,1;37881
tt0800241;6,7;51041
tt0800268;4,3;2220
tt0800275;6,5;344
tt0800287;6,3;40
tt0800288;7,9;9
tt0800296;7,6;42
tt0800308;6,7;58639
tt0800318;5;5864
tt0800320;5,8;271715
tt0800322;4,5;229
tt0800325;7;41018
tt0800328;4,5;4750
tt0800334;7,3;633
tt0800347;5,2;97
tt0800353;6,8;69
tt0800369;7;756052
tt0800953;7,8;18
tt0800956;7,4;11148
tt0800968;5,9;274
tt0800998;5,7;139
tt0801011;5,5;312
tt0801017;5;43
tt0801294;6,8;109
tt0801425;8;7831
tt0801426;6,7;1401
tt0801428;7,1;597
tt0801812;7,7;508
tt0801819;5,8;106
tt0801825;7,9;22
tt0802630;6,5;199
tt0802821;5,3;1398
tt0802924;5,1;32
tt0802948;7,3;32725
tt0803004;8,6;82
tt0803029;7,2;2695
tt0803047;6,3;407
tt0803052;6,6;1071
tt0803057;5,6;18173
tt0803061;7,4;16956
tt0803075;4,3;280
tt0803086;6,9;252
tt0803096;6,8;243226
tt0803100;6,1;1119
tt0803883;6,4;14
tt0804196;7,4;14
tt0804224;7,8;28
tt0804229;5;10
tt0804414;6,1;276
tt0804423;4;739
tt0804438;4,8;212
tt0804439;4,4;617
tt0804452;3,1;17871
tt0804461;6,8;69277
tt0804463;6,1;20513
tt0804476;6,8;25
tt0804491;8;5
tt0804492;1,9;36172
tt0804497;7,1;136863
tt0804500;5,2;113
tt0804502;4,6;152
tt0804503;8,6;209887
tt0804507;5,1;9469
tt0804508;8;7
tt0804509;5,8;740
tt0804513;7,3;1232
tt0804516;5,9;32115
tt0804519;4,9;830
tt0804522;6,8;54326
tt0804529;6;6307
tt0804532;6,1;109
tt0804536;4,4;21
tt0804539;4,2;618
tt0804540;5,6;26811
tt0804541;3,3;195
tt0804552;5,7;8309
tt0804892;7,2;274
tt0805124;7,2;70
tt0805184;6,4;11217
tt0805185;3,5;1527
tt0805188;7,9;1927
tt0805319;6,7;144
tt0805324;6,2;154
tt0805326;7,7;16
tt0805327;5,4;26
tt0805328;5,2;45
tt0805414;6;7
tt0805442;7,5;127
tt0805488;7,1;263
tt0805497;6,4;363
tt0805498;7,6;7
tt0805526;6,6;16153
tt0805541;4,6;57
tt0805547;3,7;142
tt0805551;7,5;10
tt0805559;5,4;7069
tt0805564;7,3;139148
tt0805570;6;60555
tt0805576;6,9;5177
tt0805580;5,9;485
tt0805602;4,8;136
tt0805607;6,7;156
tt0805613;7,2;1290
tt0805622;8,6;39
tt0805625;7,1;520
tt0805644;6,5;20
tt0805647;5,3;25938
tt0805660;6,5;317
tt0805661;8,1;13670
tt0805663;7,9;54063
tt0805664;7,2;5185
tt0805666;7,1;11134
tt0805667;7,9;1811
tt0805668;8,2;4535
tt0805669;6,5;40392
tt0805809;7,5;51
tt0805815;5,1;6579
tt0805905;5,8;377
tt0806000;7;135
tt0806008;4,7;294
tt0806027;5,3;14459
tt0806029;7;6418
tt0806059;4,4;35
tt0806124;5,6;176
tt0806130;6,1;284
tt0806136;6,8;361
tt0806139;6,5;195
tt0806147;3,7;10686
tt0806163;8,2;24
tt0806165;6,3;9411
tt0806203;6;43996
tt0806369;2,3;181
tt0806679;6,3;737
tt0806686;6,7;2979
tt0806871;4;7
tt0806905;5,5;170
tt0806938;6,1;950
tt0806940;5,4;2077
tt0807064;5,2;88
tt0807686;7,3;594
tt0807701;7;104
tt0807702;5,8;171
tt0807703;6,9;420
tt0807707;4,8;321
tt0807715;6,6;149
tt0807716;5,7;1645
tt0807720;5,1;230
tt0807721;7;2557
tt0807758;5,7;11265
tt0807767;4,2;388
tt0807910;3,8;23
tt0807952;5,7;512
tt0807965;6,4;278
tt0807979;5,6;101
tt0807980;7,6;457
tt0808085;6;144
tt0808096;7,3;13466
tt0808099;7,1;155
tt0808139;5,8;190
tt0808145;6,6;11
tt0808148;6,2;285
tt0808151;6,7;275910
tt0808174;7,2;1034
tt0808182;5,7;153
tt0808185;7,3;16554
tt0808210;2,5;520
tt0808240;1,7;15754
tt0808244;6,7;20251
tt0808250;4,5;35
tt0808261;3,4;426
tt0808265;4,7;1830
tt0808267;6,4;82
tt0808276;6,3;17359
tt0808279;6,6;91426
tt0808285;6,9;4340
tt0808288;2,4;790
tt0808306;6,1;2341
tt0808315;5,5;2421
tt0808331;5,9;11952
tt0808332;6,3;403
tt0808339;6,5;13565
tt0808348;6,8;1126
tt0808357;7,5;37721
tt0808358;3,7;451
tt0808368;6,5;176
tt0808393;6,6;257
tt0808399;6,2;44940
tt0808409;4,5;127
tt0808417;8;89298
tt0808425;5,3;610
tt0808435;6,5;1784
tt0808447;9,3;43
tt0808450;3;387
tt0808462;6,1;260
tt0808474;8,8;12
tt0808486;6,1;735
tt0808497;7,7;17
tt0808506;7,7;61063
tt0808510;5;42725
tt0808514;5,4;21
tt0808519;5,5;60
tt0808526;6,4;6929
tt0808894;3,8;90
tt0809118;7,1;46
tt0809356;6,5;17
tt0809373;5,3;11
tt0809386;8,2;25
tt0809387;4,3;182
tt0809407;7,4;7236
tt0809410;5,2;100
tt0809425;6,9;2353
tt0809432;6,7;716
tt0809439;6,7;889
tt0809469;6;250
tt0809497;7,3;3501
tt0809504;5,6;23393
tt0809517;5,9;103
tt0809533;6,7;1830
tt0809535;7,2;984
tt0809665;6,8;310
tt0809925;6,2;284
tt0809931;6,7;2521
tt0809946;4,2;164
tt0809951;7,3;4609
tt0810043;6,2;14
tt0810071;3,9;261
tt0810074;7,2;57
tt0810077;5,1;296
tt0810085;6,1;164
tt0810089;6,8;1410
tt0810096;7,1;380
tt0810425;4;16
tt0810451;6,3;6
tt0810469;7;236
tt0810470;5,4;85
tt0810474;2,4;353
tt0810489;4,2;43
tt0810500;5;326
tt0810515;7,7;9
tt0810614;5,8;950
tt0810637;6,2;145
tt0810640;6,8;8
tt0810726;7;2061
tt0810767;8,6;21
tt0810772;5,2;1249
tt0810784;6,9;25353
tt0810788;7,9;68456
tt0810797;6,3;36
tt0810803;8,4;41
tt0810809;7,1;1141
tt0810815;3,9;38
tt0810817;2,2;851
tt0810818;5,4;53
tt0810819;7,1;166286
tt0810821;5,2;550
tt0810823;5,6;12601
tt0810827;7,2;15735
tt0810831;6,8;180
tt0810846;6,3;384
tt0810868;6,7;4485
tt0810880;5,5;860
tt0810889;4,4;37
tt0810893;8,2;9
tt0810894;6,7;85
tt0810895;6,5;4205
tt0810900;5,1;55978
tt0810913;3,3;78835
tt0810920;6,1;113
tt0810922;6,3;51394
tt0810924;4,6;1017
tt0810927;4,2;170
tt0810928;5,6;1778
tt0810943;7,3;36
tt0810945;5,9;4864
tt0810951;6,6;1660
tt0810954;6,5;376
tt0810964;5,5;13
tt0810965;8,5;19
tt0810988;6,3;32865
tt0811011;2,3;961
tt0811021;3,7;255
tt0811026;8,3;2825
tt0811056;4,4;105
tt0811066;7,1;9451
tt0811069;7,5;67
tt0811077;7,2;86
tt0811080;6;69297
tt0811097;6,8;41
tt0811106;5;16297
tt0811124;3,8;1524
tt0811128;5,8;1724
tt0811136;7,6;4731
tt0811138;3,8;50667
tt0811154;7,6;65
tt0811159;3,5;708
tt0812243;7;9845
tt0812265;5,5;157
tt0812352;5,4;3425
tt0812366;5,9;336
tt0812377;6,7;1322
tt0813381;3,9;8
tt0813495;6,9;148
tt0813541;7;3095
tt0813547;7,6;43455
tt0813548;7,8;1248
tt0813551;2,4;110
tt0813552;5,6;29
tt0813681;7,7;70
tt0813715;7,5;229932
tt0813734;8;749
tt0813978;7,1;96
tt0814009;5;110
tt0814022;5,4;55111
tt0814042;6,9;339
tt0814072;4,8;139
tt0814075;7,9;9868
tt0814077;3,8;167
tt0814091;5,7;206
tt0814117;7,6;9
tt0814130;7,2;5866
tt0814131;6;1478
tt0814138;8,3;6
tt0814164;7,1;4644
tt0814176;4,5;51
tt0814197;7;260
tt0814202;6,9;8
tt0814221;7,7;57
tt0814229;5,6;363
tt0814234;7,5;313
tt0814236;5,7;284
tt0814255;5,9;178316
tt0814258;6,9;93
tt0814275;8;247
tt0814290;6,5;20
tt0814314;7,6;288466
tt0814331;4,8;4460
tt0814335;5,6;31886
tt0814380;5,2;2133
tt0814656;6,4;497
tt0814659;6,7;806
tt0814666;6,7;1283
tt0814685;6,2;25354
tt0814759;5;132
tt0814795;6,6;526
tt0815101;6,6;94
tt0815116;3,6;517
tt0815138;5,9;1506
tt0815140;8,7;298
tt0815170;8,2;40
tt0815178;6,3;13675
tt0815190;5,6;109
tt0815229;8,9;17
tt0815230;4;310
tt0815236;6,4;127970
tt0815241;7,6;57503
tt0815244;6,2;46290
tt0815245;6,3;76752
tt0815447;5,6;545
tt0815457;6;754
tt0815462;6,3;244
tt0815490;5,2;354
tt0815715;4,4;7
tt0815736;8,1;229
tt0816107;6,4;27
tt0816146;7,8;27
tt0816149;5,8;168
tt0816203;7,9;23
tt0816224;3,3;61
tt0816226;5,5;42
tt0816238;5,6;395
tt0816257;6,7;152
tt0816258;7,9;12813
tt0816367;7,8;26
tt0816384;6;7
tt0816397;8,2;8398
tt0816399;7,5;78
tt0816407;7,8;7602
tt0816423;7,3;121
tt0816436;5,9;13787
tt0816437;6,3;650
tt0816442;7,6;128220
tt0816462;5,2;95736
tt0816478;5,5;396
tt0816483;7,6;32
tt0816520;5,5;5866
tt0816530;5,8;631
tt0816538;6,5;6
tt0816539;5,9;6099
tt0816544;6;558
tt0816556;6,3;18496
tt0816608;6,8;12
tt0816616;6,4;1271
tt0816626;6,1;439
tt0816629;4,9;251
tt0816631;4,8;275
tt0816635;6,8;199
tt0816661;8,2;8
tt0816672;6;254
tt0816682;7,1;104
tt0816692;8,6;1536854
tt0816711;7;606228
tt0817177;7,7;82099
tt0817225;7,5;7224
tt0817228;5,1;3044
tt0817230;5,7;114922
tt0817233;7,3;280
tt0817305;6,6;8
tt0817496;7,6;11
tt0817538;5,7;58353
tt0817545;5,2;3467
tt0817907;6;107
tt0817911;4,7;285
tt0817938;6,1;18
tt0817959;6,8;29
tt0817979;6,6;5
tt0818077;4,6;226
tt0818095;1,9;600
tt0818098;2,6;106
tt0818123;6,3;637
tt0818133;5,8;13
tt0818165;5,2;8002
tt0818170;7;866
tt0818406;5,9;31
tt0818516;3,5;127
tt0818534;7,6;20
tt0818589;5,9;19
tt0818733;7,3;28
tt0818895;3,1;331
tt0818926;7,2;334
tt0819101;7,5;19
tt0819130;5,7;9
tt0819714;6,3;16728
tt0819723;6,6;249
tt0819735;6,5;602
tt0819755;5,4;7207
tt0819765;6,6;2378
tt0819791;6,8;1017
tt0819796;7,4;1392
tt0819798;6,6;80
tt0819810;6,6;1524
tt0819895;7,7;2005
tt0819900;3,6;116
tt0819906;7,1;511
tt0819916;4,5;139
tt0819929;6,4;12
tt0819952;5,4;72
tt0819953;6,8;2913
tt0819960;8,7;40
tt0820002;6,2;1227
tt0820010;5,5;1036
tt0820012;6,8;117
tt0820096;7,1;2158
tt0820153;6,3;361
tt0820158;7,4;887
tt0820162;6,4;709
tt0820892;6,9;32
tt0820914;4,3;550
tt0821003;8,9;10
tt0821375;6,8;7224
tt0821442;7,3;8055
tt0821477;5,7;52
tt0821478;6,4;34
tt0821486;6;27
tt0821554;3,5;62
tt0821638;7,1;6196
tt0821640;5,8;85336
tt0821642;6,7;51734
tt0821810;5,8;745
tt0821927;5,3;368
tt0822389;7,2;6601
tt0822393;6,8;21
tt0822785;5,6;126
tt0822802;2,3;439
tt0822803;7,2;144
tt0822811;7,9;67
tt0822827;2,5;1031
tt0822832;7,1;147947
tt0822833;3,8;2328
tt0822847;5,7;115791
tt0822849;6,7;4003
tt0822854;7,2;312524
tt0822868;5,5;6030
tt0823240;6,4;1443
tt0823331;6,7;110
tt0823333;6,3;5101
tt0823357;6,7;144
tt0823451;5,7;1536
tt0823462;7;327
tt0823493;7,2;74
tt0823571;6,5;26
tt0823599;5,4;306
tt0823613;7;14
tt0823617;4,8;42
tt0823640;8;13
tt0823641;3,4;18
tt0823645;7,5;84
tt0823651;5,8;96
tt0823679;7;23
tt0823967;7,6;208
tt0824021;7,2;1197
tt0824043;7,2;746
tt0824248;5,8;22
tt0824262;3,3;227
tt0824276;5,8;16
tt0824316;7,9;5714
tt0824328;5,8;161
tt0824364;5,7;20
tt0824404;6,3;29
tt0824406;6,2;349
tt0824412;6,3;114
tt0824422;6,1;393
tt0824425;7,5;20
tt0824521;7,4;86
tt0824700;2,3;14
tt0824713;8,7;29
tt0824747;7,7;240819
tt0824758;7;17966
tt0824767;8,8;6
tt0825222;7,5;583
tt0825225;6,6;690
tt0825232;7,4;232165
tt0825235;6,4;221
tt0825236;7,1;13033
tt0825239;6,7;3057
tt0825241;6,9;791
tt0825244;7,1;3160
tt0825247;6,7;256
tt0825248;6,9;3198
tt0825268;7,2;81
tt0825269;7,8;25
tt0825271;4,8;122
tt0825273;8,4;7
tt0825282;6,3;125
tt0825283;3,6;4203
tt0825334;8,4;60
tt0825339;4,4;185
tt0825348;6,8;122
tt0825682;6,6;148
tt0825684;6,8;11
tt0825695;5,2;318
tt0825728;3,7;571
tt0825744;5,4;66
tt0825745;6,8;202
tt0825749;6,6;149
tt0825751;6;27
tt0826087;5,4;75
tt0826110;6,9;419
tt0826237;7,3;49
tt0826254;6,7;1291
tt0826507;5,2;728
tt0826529;5,2;18
tt0826532;6;20
tt0826542;4,9;74
tt0826547;6,7;1112
tt0826558;4,1;144
tt0826566;2,4;314
tt0826570;5,2;1982
tt0826593;3,3;748
tt0826613;5,4;382
tt0826641;5,2;66
tt0826711;6,6;3849
tt0826756;6,4;1457
tt0826760;8,4;24559
tt0826816;6,7;36
tt0826960;4,9;296
tt0827166;5,6;192
tt0827181;5,3;1040
tt0827183;6,2;107
tt0827190;6,6;137
tt0827503;7,4;30795
tt0827507;7,5;462
tt0827517;7,4;9606
tt0827700;6,4;242
tt0827706;6,6;66
tt0827713;7,1;1982
tt0827714;2,8;165
tt0827717;6,4;256
tt0827724;6,9;14
tt0827727;3,7;46
tt0827729;5;719
tt0827740;7,6;38
tt0827763;6,9;68
tt0827945;6,6;31
tt0827947;4,3;924
tt0828065;6,3;1236
