Property ID,Host ID,Host Name,Host since,Host response time,Host response rate,Host acceptance rate,Host is super host?,Host listings count,Host total listings count,Host has progile picture?,Host verified?,Neighborhood,Neighborhood Group,Latitude,Longitude,Room type,Number of guests,Number of Bathrooms,Number of Bathrooms (text),Number of Bedrooms,Number of Beds,Price ($),Has hot water?,Has shampoo?,Has dishes and silverware?,Has long term stays allowed?,Has fire extinguisher?,Has essentials?,Has carbon monoxide alarm?,Has lock on bedroom door?,Has hangers?,Has hair dryer?,Has heating?,Has tv?,Has patio or balcony?,Has wifi?,Has backyard?,Has refrigerator?,Has elevator?,Has extra pillows and blankets?,Has kitchen?,Minimum nights,Maximum nights,Availability in last 90 days,Availability in last 1 year,Number of reviews,Score - rating,Score - accuracy,Score - cleanliness,Score - check in,Score - communication,Score - location,Score - value,Instantly bookable?,Revenue in 1 year
2088441,4269183,Alba,28/11/2012,within an hour,0.98,1,Yes,9,9,Yes,Yes,la Maternitat i Sant Ramon,Les Corts,41.37484,2.11978,Entire home/apt,3,,1 bath,1,2,85,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,1124,22,256,288,4.82,4.92,4.93,4.92,4.88,4.69,4.8,1,9265
52147308,15171574,Ramon,06/05/2014,within an hour,0.97,0.97,No,11,11,Yes,Yes,Sants - Badal,Sants-Montjuïc,41.37229,2.12563,Entire home/apt,3,,1 bath,,2,101,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,2,30,27,135,15,4.53,4.73,4.73,4.73,4.87,4,4.13,1,23230
51241576,413533062,Fernando,17/07/2021,within an hour,1,1,No,3,3,No,Yes,la Dreta de l'Eixample,Eixample,41.3863,2.16868,Entire home/apt,4,,1 bath,2,3,290,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,3,365,39,39,22,4.36,4.32,4.41,4.32,4.68,4.77,4.23,1,94540
51526813,413533062,Fernando,17/07/2021,within an hour,1,1,No,3,3,No,Yes,el Raval,Ciutat Vella,41.37858,2.17036,Entire home/apt,4,,1 bath,2,3,308,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,3,27,41,98,21,4.71,4.67,4.76,4.76,4.76,4.81,4.67,1,82236
51608617,413532868,Dalila And Daniel,17/07/2021,within an hour,1,0.99,No,3,3,No,Yes,el Barri Gòtic,Ciutat Vella,41.38407824,2.171053631,Private room,3,,1 shared bath,1,2,170,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,3,365,49,75,12,4.08,4.08,3.58,4.75,4.92,5,4.5,1,49300
23197,90417,Etain (Marnie),09/03/2010,within an hour,1,1,Yes,2,2,Yes,Yes,el Besòs i el Maresme,Sant Martí,41.41291,2.22063,Entire home/apt,5,,2 baths,3,4,421,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,4,300,30,297,59,4.74,4.93,4.91,4.93,4.98,4.57,4.62,1,28628
276527,1444707,Jesus,26/11/2011,within an hour,1,1,No,2,2,Yes,Yes,el Coll,Gràcia,41.42042,2.148,Entire home/apt,6,,,2,5,100,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,3,365,21,182,452,4.58,4.62,4.63,4.89,4.85,4.46,4.61,0,18300
337755,1716315,Marc,07/02/2012,within an hour,1,1,Yes,7,7,Yes,Yes,la Vila Olímpica del Poblenou,Sant Martí,41.39169,2.1926,Entire home/apt,4,,1 bath,1,2,191,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,365,16,20,25,4.75,4.75,4.46,5,5,4.83,4.5,1,65895
342641,1738696,Estela,12/02/2012,within an hour,1,1,Yes,3,3,Yes,Yes,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,41.42882,2.10123,Entire home/apt,4,,1 bath,1,2,129,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,2,28,12,134,93,4.69,4.73,4.89,4.87,4.9,4.41,4.58,0,29799
352772,1786501,Fidel,21/02/2012,within an hour,1,1,No,8,8,Yes,Yes,la Nova Esquerra de l'Eixample,Eixample,41.38184,2.15119,Entire home/apt,5,,1 bath,2,4,128,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2,90,10,268,136,4.67,4.78,4.63,4.75,4.79,4.67,4.53,1,12416
357576,1809535,Silvia,25/02/2012,within an hour,1,0.98,Yes,2,2,Yes,Yes,la Vila de Gràcia,Gràcia,41.40508,2.15491,Entire home/apt,6,,1 bath,3,4,210,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,1,30,12,233,274,4.86,4.92,4.9,4.99,4.99,4.94,4.85,0,27720
377161,1444707,Jesus,26/11/2011,within an hour,1,1,No,2,2,Yes,Yes,el Coll,Gràcia,41.41892,2.14871,Entire home/apt,4,,1 bath,2,3,114,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,3,365,18,175,475,4.65,4.76,4.72,4.92,4.89,4.54,4.63,0,21660
393717,1968590,Manel,19/03/2012,within an hour,1,0.97,No,6,6,Yes,Yes,el Raval,Ciutat Vella,41.37950135,2.165679842,Entire home/apt,4,,1 bath,2,4,123,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,3,31,7,227,330,4.38,4.7,4.38,4.83,4.83,4.68,4.5,1,16974
239821,1257705,José Luis,06/10/2011,within an hour,1,0.99,No,4,4,Yes,Yes,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.39653,2.1442,Entire home/apt,8,,1 bath,3,6,175,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,2,90,8,107,27,4.17,4.21,4.33,4.46,4.54,4.5,4.33,1,45150
558366,2745490,Bori,26/06/2012,within a few hours,1,0.75,No,2,2,Yes,Yes,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38361,2.18552,Private room,1,,1 shared bath,1,1,49,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,32,32,31,115,50,4.8,4.82,4.66,4.86,4.88,5,4.8,0,12250
508212,2504689,Carolina,30/05/2012,within an hour,1,0.95,No,1,1,Yes,Yes,l'Antiga Esquerra de l'Eixample,Eixample,41.39161,2.15782,Entire home/apt,2,,1 bath,2,2,171,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,5,91,16,96,75,4.81,4.84,4.77,4.93,4.93,4.92,4.64,0,45999
639137,1257705,José Luis,06/10/2011,within an hour,1,0.99,No,4,4,Yes,Yes,la Nova Esquerra de l'Eixample,Eixample,41.38496,2.14292,Entire home/apt,10,,3 baths,4,9,186,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,2,90,7,75,29,4.18,4.39,4.43,4.79,4.75,4.68,4.14,1,53940
667181,3235383,Juan,12/08/2012,within an hour,1,1,No,3,3,Yes,Yes,Torre Baró,Nou Barris,41.45501,2.18309,Private room,1,,1 private bath,1,1,44,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,31,180,16,291,223,4.84,4.87,4.92,4.94,4.82,4.44,4.79,1,3256
759351,4002679,Lamarsó,29/10/2012,within an hour,1,0.98,Yes,2,2,Yes,Yes,Hostafrancs,Sants-Montjuïc,41.3742,2.1456,Entire home/apt,2,,1 bath,1,1,85,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,2,30,0,2,291,4.81,4.92,4.76,4.95,4.93,4.84,4.79,0,30855
725779,3754260,Lisandro,04/10/2012,within a few hours,1,1,No,0,0,Yes,Yes,Navas,Sant Andreu,41.4166,2.18525,Private room,1,,1 shared bath,1,1,13,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,32,90,21,260,63,4.68,4.77,4.53,4.73,4.73,4.66,4.68,0,1365
729078,3786292,Flavio,07/10/2012,within an hour,1,0.99,No,2,2,Yes,Yes,el Raval,Ciutat Vella,41.37741,2.17391,Entire home/apt,4,,1 bath,2,3,89,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,2,15,5,233,347,4.52,4.63,4.63,4.76,4.83,4.86,4.62,1,11748
744153,3899934,Lluís,17/10/2012,within an hour,1,1,Yes,1,1,Yes,Yes,la Dreta de l'Eixample,Eixample,41.39829,2.17542,Entire home/apt,2,,1 bath,1,2,55,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,4,21,4,179,509,4.77,4.83,4.88,4.98,4.98,4.83,4.79,1,10230
790404,3885805,Ana,16/10/2012,within an hour,1,1,No,4,4,Yes,Yes,la Vila de Gràcia,Gràcia,41.40319,2.15855,Entire home/apt,3,,1 bath,1,1,134,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,3,90,59,115,193,4.32,4.58,4.57,4.8,4.72,4.8,4.26,0,33500
790475,3885805,Ana,16/10/2012,within an hour,1,1,No,4,4,Yes,Yes,la Vila de Gràcia,Gràcia,41.39925,2.15842,Entire home/apt,3,,1 bath,1,1,180,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,3,90,57,113,207,4.18,4.35,4.5,4.7,4.75,4.82,4.09,0,45360
895091,9667715,Romina,27/10/2013,within an hour,1,0.98,No,12,12,Yes,Yes,l'Antiga Esquerra de l'Eixample,Eixample,41.38882,2.15557,Entire home/apt,6,,2 baths,3,4,244,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,3,180,14,173,223,4.59,4.73,4.66,4.8,4.79,4.78,4.55,0,46848
883382,4261436,Jessica & Tonny,27/11/2012,within an hour,1,1,No,3,3,Yes,Yes,el Carmel,Horta-Guinardó,41.418831,2.157363,Entire home/apt,6,,1 bath,2,6,162,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,2,90,24,138,120,4.56,4.54,4.78,4.68,4.67,4.18,4.36,1,36774
1013104,5573281,Christoph,22/03/2013,within a few hours,1,1,Yes,3,3,Yes,Yes,el Camp d'en Grassot i Gràcia Nova,Gràcia,41.40871,2.16426,Entire home/apt,7,,2.5 baths,3,5,110,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,3,90,0,0,38,4.87,4.92,4.95,4.97,5,4.82,4.68,1,40150
1073748,5159312,Antonio & Mauro,20/02/2013,within an hour,1,0.97,Yes,1,1,Yes,Yes,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,41.41472,2.10531,Entire home/apt,4,,1 bath,1,2,180,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,3,90,6,191,104,4.98,4.98,4.99,5,4.99,4.95,4.95,1,31320
1098894,4226509,Eva & Darney,23/11/2012,within an hour,1,1,Yes,3,3,Yes,Yes,l'Antiga Esquerra de l'Eixample,Eixample,41.38991,2.15957,Entire home/apt,14,,6 baths,6,6,957,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,4,500,17,222,167,4.95,4.91,4.89,4.93,4.94,4.91,4.78,0,136851
1291971,7024519,Joan,20/06/2013,within an hour,1,0.96,Yes,1,1,Yes,Yes,la Sagrada Família,Eixample,41.40971,2.17392,Entire home/apt,5,,1 bath,2,3,119,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,3,15,5,124,382,4.53,4.67,4.85,4.82,4.83,4.83,4.53,1,28679
1218609,2745490,Bori,26/06/2012,within a few hours,1,0.75,No,2,2,Yes,Yes,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38559,2.18567,Private room,1,,1 shared bath,1,1,42,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,32,32,32,116,28,4.86,4.93,4.71,5,4.93,4.96,4.57,0,10458
1220091,3754260,Lisandro,04/10/2012,within a few hours,1,1,No,0,0,Yes,Yes,Navas,Sant Andreu,41.41741,2.18505,Private room,1,,1 shared bath,1,1,15,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,32,93,17,17,18,4.76,5,4.53,4.76,4.76,4.59,4.65,1,5220
1343256,7285494,David,04/07/2013,within an hour,1,0.98,Yes,1,1,Yes,Yes,la Sagrada Família,Eixample,41.40348,2.1777,Entire home/apt,4,,1 bath,1,2,122,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2,15,9,97,385,4.69,4.84,4.66,4.74,4.81,4.79,4.7,0,32696
1356472,1257705,José Luis,06/10/2011,within an hour,1,0.99,No,4,4,Yes,Yes,la Nova Esquerra de l'Eixample,Eixample,41.38496,2.14292,Entire home/apt,10,,3 baths,4,9,186,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,2,90,8,104,46,4.23,4.43,4.5,4.84,4.7,4.57,4.07,1,48546
1402772,612665,Oscar,22/05/2011,within an hour,1,1,No,5,5,Yes,Yes,la Dreta de l'Eixample,Eixample,41.39017,2.17577,Entire home/apt,4,,1 bath,1,2,162,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,180,8,91,188,4.35,4.56,4.49,4.64,4.68,4.89,4.36,0,44388
1659522,4147219,Vicky,14/11/2012,within an hour,1,0.99,Yes,1,1,Yes,Yes,Hostafrancs,Sants-Montjuïc,41.37289,2.14505,Entire home/apt,4,,2 baths,2,3,129,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,60,6,227,438,4.83,4.92,4.87,4.93,4.93,4.75,4.81,0,17802
1677706,8876390,Enric & Packo,16/09/2013,within an hour,1,0.94,No,8,8,Yes,Yes,la Sagrada Família,Eixample,41.40422,2.17308,Entire home/apt,2,,1 bath,1,1,181,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,3,30,61,333,407,4.88,4.87,4.98,4.96,4.96,4.94,4.85,0,5792
1681646,1729823,Tati,10/02/2012,within an hour,1,0.98,Yes,1,1,Yes,Yes,el Camp d'en Grassot i Gràcia Nova,Gràcia,41.40771,2.164,Private room,2,,1 private bath,1,1,84,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,2,7,23,23,170,4.85,4.9,4.91,4.97,4.97,4.92,4.77,0,28728
1889121,4226509,Eva & Darney,23/11/2012,within an hour,1,1,Yes,3,3,Yes,Yes,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.39583,2.15517,Entire home/apt,12,,6 baths,6,6,986,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,4,1124,16,220,188,4.95,4.98,4.93,4.98,4.97,4.89,4.85,0,142970
1891083,7263547,Marc,03/07/2013,within an hour,1,1,Yes,6,6,Yes,Yes,la Dreta de l'Eixample,Eixample,41.39812,2.17021,Entire home/apt,6,,1 bath,3,4,100,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,365,0,0,405,4.92,4.92,4.91,4.93,4.97,4.91,4.84,0,36500
1790446,1716315,Marc,07/02/2012,within an hour,1,1,Yes,7,7,Yes,Yes,el Poblenou,Sant Martí,41.39815,2.20009,Entire home/apt,4,,1 bath,,3,191,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1,365,43,47,29,4.82,4.82,4.79,4.86,4.86,4.75,4.79,1,60738
1908257,478821,Michael,02/04/2011,within an hour,1,1,Yes,2,2,Yes,Yes,l'Antiga Esquerra de l'Eixample,Eixample,41.38668,2.1618,Entire home/apt,10,,2 baths,4,8,232,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,2,1124,6,84,131,4.74,4.85,4.79,4.85,4.83,4.89,4.66,0,65192
1916806,1369675,Javier,04/11/2011,within an hour,1,1,No,8,8,Yes,Yes,la Vila de Gràcia,Gràcia,41.39823,2.15961,Entire home/apt,6,,1 bath,2,4,364,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,360,15,287,51,4.3,4.33,4.46,4.48,4.52,4.82,4.2,1,28392
1843084,1369675,Javier,04/11/2011,within an hour,1,1,No,8,8,Yes,Yes,la Vila de Gràcia,Gràcia,41.39898,2.16167,Entire home/apt,14,,2.5 baths,5,9,673,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,4,364,29,297,93,4.28,4.36,4.06,4.67,4.66,4.72,4.31,1,45764
2054695,1369675,Javier,04/11/2011,within an hour,1,1,No,8,8,Yes,Yes,la Dreta de l'Eixample,Eixample,41.39681,2.16116,Entire home/apt,5,,1 bath,2,5,277,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,365,33,308,27,4,4,3.69,4.5,4.58,4.73,3.65,1,15789
2369067,5197001,Javier,23/02/2013,within an hour,1,1,No,3,3,Yes,Yes,Hostafrancs,Sants-Montjuïc,41.37592,2.14618,Entire home/apt,5,,1 bath,3,4,90,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2,365,16,174,291,4.62,4.82,4.69,4.79,4.83,4.81,4.57,0,17190
2519401,3800200,Leonardo,08/10/2012,within an hour,1,0.96,Yes,2,2,Yes,Yes,la Nova Esquerra de l'Eixample,Eixample,41.3809,2.15051,Private room,1,,1 shared bath,1,1,45,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,4,64,40,62,245,4.59,4.65,4.82,4.83,4.84,4.66,4.59,1,13635
2775642,612665,Oscar,22/05/2011,within an hour,1,1,No,5,5,Yes,Yes,la Dreta de l'Eixample,Eixample,41.39015,2.17563,Entire home/apt,6,,1 bath,2,2,167,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,3,98,4,82,157,4.39,4.53,4.54,4.64,4.64,4.82,4.41,0,47261
2824043,1348378,Lidia,29/10/2011,within an hour,1,0.97,Yes,2,2,Yes,Yes,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,41.41251,2.1375,Private room,1,,1 shared bath,1,1,30,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,20,500,31,247,29,4.69,4.75,4.45,4.71,4.79,4.79,4.61,1,3540
3163248,612665,Oscar,22/05/2011,within an hour,1,1,No,5,5,Yes,Yes,la Dreta de l'Eixample,Eixample,41.39015,2.17552,Entire home/apt,5,,1 bath,2,6,157,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,50,8,89,189,4.59,4.72,4.78,4.59,4.68,4.87,4.51,0,43332
3167271,1029387,Andres,28/08/2011,within an hour,1,0.99,Yes,1,1,Yes,Yes,la Sagrada Família,Eixample,41.40743,2.17423,Entire home/apt,4,,1 bath,2,3,84,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,2,29,6,68,236,4.86,4.91,4.95,4.95,4.94,4.86,4.75,1,24948
3455823,4979782,Silvina,05/02/2013,within a few hours,1,1,Yes,2,2,Yes,Yes,la Sagrada Família,Eixample,41.40135,2.17605,Entire home/apt,4,,1 bath,2,2,147,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,4,120,7,7,351,4.84,4.9,4.89,4.94,4.95,4.79,4.81,0,52626
3491453,3601196,Mar,18/09/2012,within an hour,1,0.95,No,41,41,Yes,Yes,la Sagrada Família,Eixample,41.40893,2.1727,Entire home/apt,6,,2 baths,4,4,120,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,3,1124,23,269,60,4.56,4.74,4.7,4.68,4.7,4.7,4.54,1,11520
4004925,20765287,Claude,31/08/2014,within an hour,1,0.96,Yes,1,1,Yes,Yes,el Poblenou,Sant Martí,41.40089,2.20629,Entire home/apt,5,,1 bath,2,3,175,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,3,30,26,54,278,4.86,4.87,4.95,4.92,4.96,4.69,4.72,0,54425
4383632,44384,Daniela,08/10/2009,within a few hours,1,0.92,Yes,3,3,Yes,Yes,el Guinardó,Horta-Guinardó,41.41179,2.17437,Entire home/apt,4,,1 bath,1,1,99,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,10,120,13,235,80,4.88,4.89,4.81,4.91,4.95,4.86,4.73,0,12870
4543132,15775899,Antonio,20/05/2014,within an hour,1,1,Yes,10,10,Yes,Yes,la Dreta de l'Eixample,Eixample,41.39519,2.17046,Entire home/apt,6,,2 baths,2,4,203,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,60,20,254,158,4.84,4.9,4.89,4.89,4.95,4.94,4.75,1,22533
5101904,404364,Claudia,22/02/2011,within an hour,1,0.99,Yes,2,2,Yes,Yes,la Sagrada Família,Eixample,41.40511,2.17319,Entire home/apt,4,,1 bath,2,3,174,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,3,30,14,172,261,4.79,4.88,4.78,4.82,4.84,4.94,4.65,0,33582
5332741,15775899,Antonio,20/05/2014,within an hour,1,1,Yes,10,10,Yes,Yes,la Sagrada Família,Eixample,41.40255,2.17716,Entire home/apt,4,,1 bath,1,1,154,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,60,14,261,138,4.76,4.88,4.77,4.88,4.92,4.83,4.7,1,16016
5780066,29987733,Maria,25/03/2015,within an hour,1,0.84,Yes,1,1,Yes,Yes,Sants,Sants-Montjuïc,41.377159,2.134228,Entire home/apt,7,,2 baths,4,4,276,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1,31,3,201,85,4.89,4.93,4.92,4.94,4.96,4.83,4.8,0,45264
5516844,15775899,Antonio,20/05/2014,within an hour,1,1,Yes,10,10,Yes,Yes,la Dreta de l'Eixample,Eixample,41.39102,2.17544,Entire home/apt,6,,2 baths,2,4,217,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,60,10,254,177,4.88,4.93,4.81,4.96,4.97,4.95,4.85,1,24087
6659933,1369675,Javier,04/11/2011,within an hour,1,1,No,8,8,Yes,Yes,la Dreta de l'Eixample,Eixample,41.39658,2.1611,Entire home/apt,6,,1 bath,2,5,421,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,360,24,299,40,4.34,4.47,4.42,4.79,4.68,4.95,4.39,1,27786
6794693,1489436,Ana,09/12/2011,within an hour,1,0.99,Yes,1,1,Yes,Yes,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.39052,2.17982,Entire home/apt,10,,2.5 baths,5,5,370,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,2,365,8,208,309,4.95,4.96,4.98,4.96,4.98,4.93,4.86,1,58090
7948481,14074766,Patricia,09/04/2014,within an hour,1,0.99,Yes,1,1,Yes,Yes,el Poble Sec,Sants-Montjuïc,41.37409,2.16429,Entire home/apt,4,,1 bath,2,4,150,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,3,30,11,94,218,4.92,4.94,4.94,4.98,5,4.91,4.81,0,40650
8169339,43115531,Francesc,01/09/2015,within an hour,1,1,No,0,0,Yes,Yes,la Dreta de l'Eixample,Eixample,41.39043,2.16653,Entire home/apt,10,,2.5 baths,3,10,407,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2,360,38,124,122,4.56,4.59,4.73,4.63,4.52,4.95,4.53,1,98087
9750334,50291804,Manuel,01/12/2015,within an hour,1,1,Yes,3,3,Yes,Yes,Sant Antoni,Eixample,41.37789,2.16164,Entire home/apt,2,,1 bath,1,2,157,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,3,180,11,231,93,4.84,4.83,4.67,4.81,4.94,4.96,4.61,1,21038
10805338,8856051,Alejandro,15/09/2013,within an hour,1,1,No,1,1,Yes,Yes,la Sagrada Família,Eixample,41.40071,2.1746,Entire home/apt,4,,2 baths,2,2,250,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,4,90,5,172,57,4.82,4.93,4.81,4.85,4.86,4.87,4.78,0,48250
11136572,2841625,Isabel,05/07/2012,within an hour,1,1,No,1,1,Yes,No,Hostafrancs,Sants-Montjuïc,41.37307,2.14202,Private room,1,,1.5 shared baths,1,1,35,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,7,31,33,151,97,4.76,4.78,4.85,4.93,4.8,4.79,4.8,0,7490
