OrderID,CustomerID,OrderDate,ShipDate,ShipMode,Status
O001380,C00106,2026-01-31,2026-02-05,Second Class,Completed
O001381,C00487,2026-01-31,2026-02-04,First Class,Completed
O001382,C00423,2026-01-31,2026-02-03,Standard,Completed
O001383,C00433,2026-01-31,2026-02-02,First Class,Completed
O001384,C00287,2026-01-31,2026-02-03,Second Class,Completed
O001385,C00243,2026-01-31,2026-02-05,Second Class,Completed
O001386,C00367,2026-01-31,2026-02-03,First Class,Completed
O001387,C00050,2026-01-31,2026-02-01,Second Class,Completed
O001388,C00002,2026-01-31,2026-02-02,First Class,Completed
O001389,C00425,2026-01-31,2026-02-03,Second Class,Completed
O001390,C00281,2026-01-31,2026-02-03,Second Class,Completed
O001391,C00360,2026-01-31,2026-02-03,Standard,Completed
O001392,C00460,2026-01-31,2026-02-01,Standard,Completed
O001393,C00072,2026-01-31,2026-02-04,Second Class,Completed
O001394,C00055,2026-01-31,2026-02-04,First Class,Completed
O001395,C00101,2026-01-31,2026-02-05,Standard,Completed
O001396,C00477,2026-01-31,2026-02-01,First Class,Completed
O001397,C00235,2026-01-31,2026-02-02,Standard,Completed
O001398,C00056,2026-01-31,2026-02-03,First Class,Completed
O001399,C00475,2026-01-31,2026-02-01,Second Class,Completed
O001400,C00064,2026-01-31,2026-02-05,First Class,Completed
O001401,C00338,2026-01-31,2026-02-04,Second Class,Completed
O001402,C00069,2026-01-31,2026-02-05,First Class,Completed
O001403,C00272,2026-01-31,2026-02-01,Second Class,Completed
O001404,C00284,2026-01-31,2026-02-01,First Class,Completed
O001405,C00248,2026-01-31,2026-02-05,Second Class,Completed
O001406,C00355,2026-01-31,2026-02-02,Second Class,Completed
O001407,C00375,2026-01-31,2026-02-02,Standard,Completed
O001408,C00199,2026-01-31,2026-02-01,Second Class,Completed
O001409,C00311,2026-01-31,2026-02-05,First Class,Completed
O001410,C00452,2026-01-31,2026-02-05,First Class,Completed
O001411,C00312,2026-01-31,2026-02-04,Second Class,Completed
O001412,C00141,2026-01-31,2026-02-02,First Class,Completed
O001413,C00497,2026-01-31,2026-02-03,First Class,Completed
O001414,C00413,2026-01-31,2026-02-04,Standard,Completed
O001415,C00212,2026-01-31,2026-02-02,Second Class,Completed
O001416,C00154,2026-01-31,2026-02-05,Second Class,Completed
O001417,C00441,2026-01-31,2026-02-05,First Class,Completed
O001418,C00324,2026-01-31,2026-02-05,Standard,Completed
O001419,C00108,2026-01-31,2026-02-02,Second Class,Completed
O001420,C00352,2026-01-31,2026-02-03,First Class,Completed
O001421,C00364,2026-01-31,2026-02-02,Second Class,Completed
O001422,C00258,2026-01-31,2026-02-02,Second Class,Completed
O001423,C00364,2026-01-31,2026-02-03,Standard,Completed
O001424,C00288,2026-01-31,2026-02-03,First Class,Completed
O001425,C00293,2026-01-31,2026-02-05,Second Class,Completed
O001426,C00346,2026-01-31,2026-02-04,Second Class,Completed
O001427,C00147,2026-01-31,2026-02-05,First Class,Completed
O001428,C00268,2026-01-31,2026-02-01,Standard,Completed
O001429,C00196,2026-01-31,2026-02-01,Standard,Completed
O001430,C00344,2026-01-31,2026-02-01,Standard,Completed
O001431,C00137,2026-01-31,2026-02-02,Standard,Completed
O001432,C00350,2026-01-31,2026-02-03,First Class,Completed
O001433,C00430,2026-01-31,2026-02-02,Standard,Completed
O001434,C00105,2026-01-31,2026-02-03,Second Class,Completed
O001435,C00184,2026-01-31,2026-02-01,First Class,Completed
O001436,C00316,2026-01-31,2026-02-01,Second Class,Completed
O001437,C00443,2026-01-31,2026-02-05,Standard,Completed
O001438,C00200,2026-01-31,2026-02-05,Standard,Completed
O001439,C00402,2026-01-31,2026-02-05,Second Class,Completed
O001440,C00355,2026-01-31,2026-02-03,Second Class,Completed
O001441,C00475,2026-01-31,2026-02-01,First Class,Completed
O001442,C00214,2026-01-31,2026-02-04,Second Class,Completed
O001443,C00495,2026-01-31,2026-02-03,Second Class,Completed
O001444,C00007,2026-01-31,2026-02-01,Second Class,Completed
O001445,C00104,2026-01-31,2026-02-03,Second Class,Completed
O001446,C00425,2026-01-31,2026-02-04,Standard,Completed
O001447,C00387,2026-01-31,2026-02-03,Second Class,Completed
O001448,C00379,2026-01-31,2026-02-05,Second Class,Completed
O001449,C00398,2026-01-31,2026-02-02,Second Class,Completed
O001450,C00151,2026-01-31,2026-02-02,First Class,Completed
O001451,C00350,2026-01-31,2026-02-02,Standard,Completed
O001452,C00493,2026-01-31,2026-02-02,Standard,Completed
O001453,C00062,2026-01-31,2026-02-05,First Class,Completed
O001454,C00220,2026-01-31,2026-02-01,First Class,Completed
O001455,C00136,2026-01-31,2026-02-05,Standard,Completed
O001456,C00300,2026-01-31,2026-02-02,First Class,Completed
O001457,C00170,2026-01-31,2026-02-01,First Class,Completed
O001458,C00021,2026-01-31,2026-02-02,Standard,Completed
O001459,C00306,2026-01-31,2026-02-03,Standard,Completed
O001460,C00432,2026-01-31,2026-02-05,Second Class,Completed
O001461,C00252,2026-01-31,2026-02-03,Second Class,Completed
O001462,C00184,2026-01-31,2026-02-05,Standard,Completed
O001463,C00270,2026-01-31,2026-02-03,Standard,Completed
O001464,C00267,2026-01-31,2026-02-02,Standard,Completed
O001465,C00082,2026-01-31,2026-02-05,First Class,Completed
O001466,C00275,2026-01-31,2026-02-05,First Class,Completed
O001467,C00179,2026-01-31,2026-02-01,Standard,Completed
O001468,C00340,2026-01-31,2026-02-02,First Class,Completed
O001469,C00185,2026-01-31,2026-02-03,First Class,Completed
O001470,C00487,2026-01-31,2026-02-02,Second Class,Completed
O001471,C00244,2026-01-31,2026-02-05,Second Class,Completed
O001472,C00059,2026-01-31,2026-02-01,Second Class,Completed
O001473,C00229,2026-01-31,2026-02-03,Standard,Completed
O001474,C00471,2026-01-31,2026-02-05,Second Class,Completed
O001475,C00491,2026-01-31,2026-02-02,Standard,Completed
O001476,C00196,2026-01-31,2026-02-03,Standard,Completed
O001477,C00132,2026-01-31,2026-02-04,Second Class,Completed
O001478,C00013,2026-01-31,2026-02-03,Second Class,Completed
O001479,C00264,2026-01-31,2026-02-03,Second Class,Completed
O001480,C00250,2026-01-31,2026-02-04,Standard,Completed
O001481,C00460,2026-01-31,2026-02-03,Second Class,Completed
O001482,C00165,2026-01-31,2026-02-02,Second Class,Completed
O001483,C00486,2026-01-31,2026-02-01,Standard,Completed
O001484,C00498,2026-01-31,2026-02-02,Second Class,Completed
O001485,C00004,2026-01-31,2026-02-05,Second Class,Completed
O001486,C00108,2026-01-31,2026-02-01,Second Class,Completed
O001487,C00443,2026-01-31,2026-02-02,Second Class,Completed
O001488,C00428,2026-01-31,2026-02-04,Standard,Completed
O001489,C00276,2026-01-31,2026-02-02,Second Class,Completed
O001490,C00332,2026-01-31,2026-02-04,Standard,Completed
O001491,C00013,2026-01-31,2026-02-02,First Class,Completed
O001492,C00020,2026-01-31,2026-02-03,Standard,Completed
O001493,C00028,2026-01-31,2026-02-01,Standard,Completed
O001494,C00286,2026-01-31,2026-02-03,Standard,Completed
O001495,C00421,2026-01-31,2026-02-05,Standard,Completed
O001496,C00209,2026-01-31,2026-02-03,First Class,Completed
O001497,C00323,2026-01-31,2026-02-04,First Class,Completed
O001498,C00162,2026-01-31,2026-02-04,Standard,Completed
O001499,C00345,2026-01-31,2026-02-04,Standard,Completed
O001500,C00004,2026-01-31,2026-02-05,Second Class,Completed
O001501,C00033,2026-01-31,2026-02-05,Second Class,Completed
O001502,C00024,2026-01-31,2026-02-05,Second Class,Completed
O001503,C00184,2026-01-31,2026-02-01,Second Class,Completed
O001504,C00149,2026-01-31,2026-02-01,Second Class,Completed
O001505,C00311,2026-01-31,2026-02-03,Standard,Completed
O001506,C00392,2026-01-31,2026-02-03,First Class,Completed
O001507,C00203,2026-01-31,2026-02-04,Second Class,Completed
O001508,C00243,2026-01-31,2026-02-01,Standard,Completed
O001509,C00113,2026-01-31,2026-02-05,Standard,Completed
O001510,C00408,2026-01-31,2026-02-04,Second Class,Completed
O001511,C00492,2026-01-31,2026-02-03,Second Class,Completed
O001512,C00153,2026-01-31,2026-02-02,Second Class,Completed
O001513,C00491,2026-01-31,2026-02-03,Standard,Completed
O001514,C00448,2026-01-31,2026-02-05,Second Class,Completed
O001515,C00064,2026-01-31,2026-02-02,Standard,Completed
O001516,C00294,2026-01-31,2026-02-01,Second Class,Completed
O001517,C00276,2026-01-31,2026-02-04,Second Class,Completed
O001518,C00157,2026-01-31,2026-02-01,Standard,Completed
O001519,C00109,2026-01-31,2026-02-03,First Class,Completed
O001520,C00073,2026-01-31,2026-02-05,Standard,Completed
O001521,C00114,2026-01-31,2026-02-02,Second Class,Completed
O001522,C00100,2026-01-31,2026-02-03,Standard,Completed
O001523,C00344,2026-01-31,2026-02-02,Second Class,Completed
O001524,C00436,2026-01-31,2026-02-01,Second Class,Completed
O001525,C00331,2026-01-31,2026-02-04,Second Class,Completed
O001526,C00149,2026-01-31,2026-02-01,Second Class,Completed
O001527,C00129,2026-01-31,2026-02-01,Standard,Completed
O001528,C00372,2026-01-31,2026-02-02,Second Class,Completed
O001529,C00488,2026-01-31,2026-02-04,First Class,Completed
O001530,C00066,2026-01-31,2026-02-03,Second Class,Completed
O001531,C00052,2026-01-31,2026-02-02,First Class,Completed
O001532,C00036,2026-01-31,2026-02-05,Standard,Completed
O001533,C00249,2026-01-31,2026-02-03,First Class,Completed
O001534,C00316,2026-01-31,2026-02-03,Second Class,Completed
O001535,C00356,2026-01-31,2026-02-03,Second Class,Completed
O001536,C00290,2026-01-31,2026-02-02,Second Class,Completed
O001537,C00414,2026-01-31,2026-02-03,First Class,Completed
O001538,C00087,2026-01-31,2026-02-04,Standard,Completed
O001539,C00127,2026-01-31,2026-02-03,Standard,Completed
O001540,C00142,2026-01-31,2026-02-04,First Class,Completed
O001541,C00348,2026-01-31,2026-02-02,Second Class,Completed
O001542,C00450,2026-01-31,2026-02-03,First Class,Completed
O001543,C00229,2026-01-31,2026-02-04,First Class,Completed
O001544,C00250,2026-01-31,2026-02-03,Second Class,Completed
O001545,C00090,2026-01-31,2026-02-01,Second Class,Completed
O001546,C00042,2026-01-31,2026-02-05,First Class,Completed
O001547,C00457,2026-01-31,2026-02-02,Second Class,Completed
O001548,C00135,2026-01-31,2026-02-02,Second Class,Completed
O001549,C00373,2026-01-31,2026-02-01,Standard,Completed
O001550,C00435,2026-01-31,2026-02-01,Second Class,Completed
O001551,C00417,2026-01-31,2026-02-01,Second Class,Completed
O001552,C00208,2026-01-31,2026-02-05,Second Class,Completed
O001553,C00465,2026-01-31,2026-02-02,Standard,Completed
O001554,C00134,2026-01-31,2026-02-05,Second Class,Completed
O001555,C00242,2026-01-31,2026-02-05,Second Class,Completed
O001556,C00188,2026-01-31,2026-02-02,First Class,Completed
O001557,C00457,2026-01-31,2026-02-02,Second Class,Completed
O001558,C00069,2026-01-31,2026-02-03,First Class,Completed
O001559,C00262,2026-01-31,2026-02-05,Standard,Completed
O001560,C00187,2026-01-31,2026-02-04,Second Class,Completed
O001561,C00340,2026-01-31,2026-02-01,Standard,Completed
O001562,C00351,2026-01-31,2026-02-05,Standard,Completed
O001563,C00072,2026-01-31,2026-02-05,First Class,Completed
O001564,C00092,2026-01-31,2026-02-02,Second Class,Completed
O001565,C00338,2026-01-31,2026-02-05,Standard,Completed
O001566,C00481,2026-01-31,2026-02-04,First Class,Completed
O001567,C00113,2026-01-31,2026-02-01,First Class,Completed
O001568,C00033,2026-01-31,2026-02-02,First Class,Completed
O001569,C00120,2026-01-31,2026-02-03,Standard,Completed
O001570,C00266,2026-01-31,2026-02-02,First Class,Completed
O001571,C00241,2026-01-31,2026-02-04,First Class,Completed
O001572,C00021,2026-01-31,2026-02-01,Second Class,Completed
O001573,C00053,2026-01-31,2026-02-03,Second Class,Completed
O001574,C00325,2026-01-31,2026-02-05,First Class,Completed
O001575,C00297,2026-01-31,2026-02-03,Second Class,Completed
O001576,C00090,2026-01-31,2026-02-05,First Class,Completed
O001577,C00188,2026-01-31,2026-02-04,Second Class,Completed
O001578,C00265,2026-01-31,2026-02-01,First Class,Completed
O001579,C00499,2026-01-31,2026-02-04,Standard,Completed
O001580,C00208,2026-01-31,2026-02-05,First Class,Completed
O001581,C00250,2026-01-31,2026-02-03,First Class,Completed
O001582,C00004,2026-01-31,2026-02-05,Second Class,Completed
O001583,C00226,2026-01-31,2026-02-02,Standard,Completed
O001584,C00040,2026-01-31,2026-02-02,Second Class,Completed
O001585,C00109,2026-01-31,2026-02-03,Standard,Completed
O001586,C00081,2026-01-31,2026-02-02,First Class,Completed
O001587,C00368,2026-01-31,2026-02-05,Standard,Completed
O001588,C00213,2026-01-31,2026-02-02,First Class,Completed
O001589,C00247,2026-01-31,2026-02-01,Second Class,Completed
O001590,C00246,2026-01-31,2026-02-04,Standard,Completed
O001591,C00083,2026-01-31,2026-02-05,Second Class,Completed
O001592,C00012,2026-01-31,2026-02-04,Standard,Completed
O001593,C00066,2026-01-31,2026-02-01,Second Class,Completed
O001594,C00083,2026-01-31,2026-02-05,Standard,Completed
O001595,C00021,2026-01-31,2026-02-05,Second Class,Completed
O001596,C00029,2026-01-31,2026-02-02,Standard,Completed
O001597,C00473,2026-01-31,2026-02-03,Standard,Completed
O001598,C00491,2026-01-31,2026-02-05,First Class,Completed
O001599,C00497,2026-01-31,2026-02-05,Second Class,Completed
O001600,C00450,2026-01-31,2026-02-01,Second Class,Completed
O001601,C00485,2026-01-31,2026-02-03,Standard,Completed
O001602,C00230,2026-01-31,2026-02-02,Second Class,Completed
O001603,C00445,2026-01-31,2026-02-04,First Class,Completed
O001604,C00113,2026-01-31,2026-02-02,First Class,Completed
O001605,C00074,2026-01-31,2026-02-05,Second Class,Completed
O001606,C00320,2026-01-31,2026-02-02,Second Class,Completed
O001607,C00136,2026-01-31,2026-02-05,Standard,Completed
O001608,C00473,2026-01-31,2026-02-03,First Class,Completed
O001609,C00303,2026-01-31,2026-02-05,Standard,Completed
O001610,C00194,2026-01-31,2026-02-02,First Class,Completed
O001611,C00056,2026-01-31,2026-02-02,Standard,Completed
O001612,C00268,2026-01-31,2026-02-02,Second Class,Completed
O001613,C00424,2026-01-31,2026-02-04,Standard,Completed
O001614,C00050,2026-01-31,2026-02-05,Standard,Completed
O001615,C00462,2026-01-31,2026-02-04,Second Class,Completed
O001616,C00020,2026-01-31,2026-02-05,Second Class,Completed
O001617,C00386,2026-01-31,2026-02-05,Standard,Completed
O001618,C00247,2026-01-31,2026-02-01,Second Class,Completed
O001619,C00462,2026-01-31,2026-02-02,Second Class,Completed
O001620,C00424,2026-01-31,2026-02-05,Standard,Completed
O001621,C00268,2026-01-31,2026-02-04,First Class,Completed
O001622,C00448,2026-01-31,2026-02-03,Standard,Completed
O001623,C00220,2026-01-31,2026-02-05,Standard,Completed
O001624,C00405,2026-01-31,2026-02-04,First Class,Completed
O001625,C00302,2026-01-31,2026-02-03,Second Class,Completed
O001626,C00051,2026-01-31,2026-02-05,First Class,Completed
O001627,C00131,2026-01-31,2026-02-02,First Class,Completed
O001628,C00466,2026-01-31,2026-02-02,Standard,Completed
O001629,C00307,2026-01-31,2026-02-03,Second Class,Completed
O001630,C00132,2026-01-31,2026-02-04,Standard,Completed
O001631,C00364,2026-01-31,2026-02-01,Second Class,Completed
O001632,C00296,2026-01-31,2026-02-01,Second Class,Completed
O001633,C00267,2026-01-31,2026-02-01,Standard,Completed
O001634,C00336,2026-01-31,2026-02-04,Standard,Completed
O001635,C00210,2026-01-31,2026-02-03,First Class,Completed
O001636,C00080,2026-01-31,2026-02-01,First Class,Completed
O001637,C00130,2026-01-31,2026-02-05,First Class,Completed
O001638,C00217,2026-01-31,2026-02-05,Second Class,Completed
O001639,C00314,2026-01-31,2026-02-03,First Class,Completed
O001640,C00387,2026-01-31,2026-02-04,Standard,Completed
O001641,C00283,2026-01-31,2026-02-04,Second Class,Completed
O001642,C00092,2026-01-31,2026-02-04,First Class,Completed
O001643,C00285,2026-01-31,2026-02-05,First Class,Completed
O001644,C00158,2026-01-31,2026-02-03,Second Class,Completed
O001645,C00397,2026-01-31,2026-02-03,Second Class,Completed
O001646,C00377,2026-01-31,2026-02-04,Standard,Completed
O001647,C00383,2026-01-31,2026-02-01,Standard,Completed
O001648,C00401,2026-01-31,2026-02-04,Second Class,Completed
O001649,C00052,2026-01-31,2026-02-02,Standard,Completed
O001650,C00206,2026-01-31,2026-02-05,First Class,Completed
O001651,C00315,2026-01-31,2026-02-05,Second Class,Completed
O001652,C00083,2026-01-31,2026-02-01,First Class,Completed
O001653,C00412,2026-01-31,2026-02-01,Standard,Completed
O001654,C00242,2026-01-31,2026-02-02,Second Class,Completed
O001655,C00046,2026-01-31,2026-02-04,Standard,Completed
O001656,C00114,2026-01-31,2026-02-03,First Class,Completed
O001657,C00312,2026-01-31,2026-02-01,Standard,Completed
O001658,C00477,2026-01-31,2026-02-04,First Class,Completed
O001659,C00336,2026-01-31,2026-02-05,Second Class,Completed
O001660,C00365,2026-01-31,2026-02-03,Second Class,Completed
O001661,C00485,2026-01-31,2026-02-01,Standard,Completed
O001662,C00225,2026-01-31,2026-02-04,Standard,Completed
O001663,C00436,2026-01-31,2026-02-02,Second Class,Completed
O001664,C00147,2026-01-31,2026-02-05,Standard,Completed
O001665,C00402,2026-01-31,2026-02-01,Second Class,Completed
O001666,C00265,2026-01-31,2026-02-05,Second Class,Completed
O001667,C00315,2026-01-31,2026-02-02,Standard,Completed
O001668,C00185,2026-01-31,2026-02-01,Standard,Completed
O001669,C00500,2026-01-31,2026-02-01,Standard,Completed
O001670,C00142,2026-01-31,2026-02-01,First Class,Completed
O001671,C00343,2026-01-31,2026-02-03,First Class,Completed
O001672,C00301,2026-01-31,2026-02-04,Standard,Completed
O001673,C00008,2026-01-31,2026-02-05,Second Class,Completed
O001674,C00471,2026-01-31,2026-02-01,Standard,Completed
O001675,C00146,2026-01-31,2026-02-05,Second Class,Completed
O001676,C00469,2026-01-31,2026-02-05,Second Class,Completed
O001677,C00178,2026-01-31,2026-02-03,First Class,Completed
O001678,C00311,2026-01-31,2026-02-02,Standard,Completed
O001679,C00477,2026-01-31,2026-02-04,First Class,Completed
O001680,C00003,2026-01-31,2026-02-05,First Class,Completed
O001681,C00209,2026-01-31,2026-02-02,Second Class,Completed
O001682,C00287,2026-01-31,2026-02-01,Standard,Completed
O001683,C00151,2026-01-31,2026-02-05,First Class,Completed
O001684,C00412,2026-01-31,2026-02-01,Second Class,Completed
O001685,C00449,2026-01-31,2026-02-03,Second Class,Completed
O001686,C00129,2026-01-31,2026-02-05,Second Class,Completed
O001687,C00495,2026-01-31,2026-02-04,First Class,Completed
O001688,C00248,2026-01-31,2026-02-05,Standard,Completed
O001689,C00493,2026-01-31,2026-02-03,First Class,Completed
O001690,C00460,2026-01-31,2026-02-04,Second Class,Completed
O001691,C00247,2026-01-31,2026-02-01,Standard,Completed
O001692,C00035,2026-01-31,2026-02-03,First Class,Completed
O001693,C00347,2026-01-31,2026-02-02,Second Class,Completed
O001694,C00410,2026-01-31,2026-02-02,First Class,Completed
O001695,C00490,2026-01-31,2026-02-04,First Class,Completed
O001696,C00275,2026-01-31,2026-02-05,Standard,Completed
O001697,C00128,2026-01-31,2026-02-03,First Class,Completed
O001698,C00205,2026-01-31,2026-02-01,Second Class,Completed
O001699,C00039,2026-01-31,2026-02-03,Second Class,Completed
O001700,C00244,2026-01-31,2026-02-02,First Class,Completed
O001701,C00112,2026-01-31,2026-02-03,Second Class,Completed
O001702,C00094,2026-01-31,2026-02-03,Second Class,Completed
O001703,C00256,2026-01-31,2026-02-02,Second Class,Completed
O001704,C00121,2026-01-31,2026-02-02,Second Class,Completed
O001705,C00447,2026-01-31,2026-02-02,First Class,Completed
O001706,C00118,2026-01-31,2026-02-02,Standard,Completed
O001707,C00429,2026-01-31,2026-02-02,Second Class,Completed
O001708,C00080,2026-01-31,2026-02-03,Standard,Completed
O001709,C00472,2026-01-31,2026-02-01,Standard,Completed
O001710,C00315,2026-01-31,2026-02-04,Standard,Completed
O001711,C00491,2026-01-31,2026-02-05,Standard,Completed
O001712,C00191,2026-01-31,2026-02-04,Second Class,Completed
O001713,C00253,2026-01-31,2026-02-03,Second Class,Completed
O001714,C00252,2026-01-31,2026-02-03,Standard,Completed
O001715,C00144,2026-01-31,2026-02-05,First Class,Completed
O001716,C00385,2026-01-31,2026-02-02,Second Class,Completed
O001717,C00028,2026-01-31,2026-02-02,Second Class,Completed
O001718,C00245,2026-01-31,2026-02-04,Second Class,Completed
O001719,C00258,2026-01-31,2026-02-01,First Class,Completed
O001720,C00441,2026-01-31,2026-02-04,Second Class,Completed
O001721,C00235,2026-01-31,2026-02-02,Standard,Completed
O001722,C00236,2026-01-31,2026-02-05,First Class,Completed
O001723,C00007,2026-01-31,2026-02-01,Second Class,Completed
O001724,C00195,2026-01-31,2026-02-02,Second Class,Completed
O001725,C00167,2026-01-31,2026-02-01,First Class,Completed
O001726,C00442,2026-01-31,2026-02-05,First Class,Completed
O001727,C00281,2026-01-31,2026-02-02,First Class,Completed
O001728,C00138,2026-01-31,2026-02-02,First Class,Completed
O001729,C00176,2026-01-31,2026-02-05,First Class,Completed
O001730,C00256,2026-01-31,2026-02-02,First Class,Completed
O001731,C00215,2026-01-31,2026-02-02,Second Class,Completed
O001732,C00187,2026-01-31,2026-02-03,First Class,Completed
O001733,C00231,2026-01-31,2026-02-03,Standard,Completed
O001734,C00068,2026-01-31,2026-02-05,Second Class,Completed
O001735,C00417,2026-01-31,2026-02-02,Standard,Completed
O001736,C00412,2026-01-31,2026-02-03,Standard,Completed
O001737,C00222,2026-01-31,2026-02-05,First Class,Completed
O001738,C00075,2026-01-31,2026-02-02,Second Class,Completed
O001739,C00243,2026-01-31,2026-02-02,Standard,Completed
O001740,C00216,2026-01-31,2026-02-02,First Class,Completed
O001741,C00458,2026-01-31,2026-02-02,Second Class,Completed
O001742,C00274,2026-01-31,2026-02-05,Second Class,Completed
O001743,C00403,2026-01-31,2026-02-03,First Class,Completed
O001744,C00129,2026-01-31,2026-02-03,Second Class,Completed
O001745,C00025,2026-01-31,2026-02-05,First Class,Completed
O001746,C00354,2026-01-31,2026-02-01,Standard,Completed
O001747,C00111,2026-01-31,2026-02-01,First Class,Completed
O001748,C00430,2026-01-31,2026-02-04,Second Class,Completed
O001749,C00231,2026-01-31,2026-02-01,Second Class,Completed
O001750,C00134,2026-01-31,2026-02-03,First Class,Completed
O001751,C00287,2026-01-31,2026-02-03,Second Class,Completed
O001752,C00177,2026-01-31,2026-02-03,Standard,Completed
O001753,C00063,2026-01-31,2026-02-04,First Class,Completed
O001754,C00102,2026-01-31,2026-02-05,Second Class,Completed
O001755,C00333,2026-01-31,2026-02-05,Second Class,Completed
O001756,C00090,2026-01-31,2026-02-05,First Class,Completed
O001757,C00167,2026-01-31,2026-02-03,Second Class,Completed
O001758,C00250,2026-01-31,2026-02-05,Second Class,Completed
O001759,C00456,2026-01-31,2026-02-04,Standard,Completed
O001760,C00315,2026-01-31,2026-02-04,First Class,Completed
O001761,C00324,2026-01-31,2026-02-04,Standard,Completed
O001762,C00328,2026-01-31,2026-02-02,First Class,Completed
O001763,C00324,2026-01-31,2026-02-04,Second Class,Completed
O001764,C00208,2026-01-31,2026-02-05,Standard,Completed
O001765,C00083,2026-01-31,2026-02-01,First Class,Completed
O001766,C00161,2026-01-31,2026-02-02,First Class,Completed
O001767,C00364,2026-01-31,2026-02-03,First Class,Completed
O001768,C00331,2026-01-31,2026-02-05,First Class,Completed
O001769,C00455,2026-01-31,2026-02-03,First Class,Completed
O001770,C00383,2026-01-31,2026-02-03,Second Class,Completed
O001771,C00495,2026-01-31,2026-02-05,First Class,Completed
O001772,C00086,2026-01-31,2026-02-04,Standard,Completed
O001773,C00065,2026-01-31,2026-02-01,Second Class,Completed
O001774,C00339,2026-01-31,2026-02-02,First Class,Completed
O001775,C00108,2026-01-31,2026-02-01,Standard,Completed
O001776,C00053,2026-01-31,2026-02-04,Standard,Completed
O001777,C00480,2026-01-31,2026-02-01,First Class,Completed
O001778,C00028,2026-01-31,2026-02-05,Standard,Completed
O001779,C00269,2026-01-31,2026-02-04,Standard,Completed
O001780,C00135,2026-01-31,2026-02-01,Second Class,Completed
O001781,C00044,2026-01-31,2026-02-02,Second Class,Completed
O001782,C00159,2026-01-31,2026-02-04,Standard,Completed
O001783,C00378,2026-01-31,2026-02-02,First Class,Completed
O001784,C00321,2026-01-31,2026-02-04,Standard,Completed
O001785,C00270,2026-01-31,2026-02-02,Standard,Completed
O001786,C00018,2026-01-31,2026-02-01,Second Class,Completed
O001787,C00441,2026-01-31,2026-02-03,First Class,Completed
O001788,C00240,2026-01-31,2026-02-04,Second Class,Completed
O001789,C00281,2026-01-31,2026-02-03,First Class,Completed
O001790,C00497,2026-01-31,2026-02-02,Second Class,Completed
O001791,C00091,2026-01-31,2026-02-05,Second Class,Completed
O001792,C00234,2026-01-31,2026-02-05,Second Class,Completed
O001793,C00223,2026-01-31,2026-02-05,Second Class,Completed
O001794,C00159,2026-01-31,2026-02-05,First Class,Completed
O001795,C00277,2026-01-31,2026-02-04,Standard,Completed
O001796,C00227,2026-01-31,2026-02-01,First Class,Completed
O001797,C00212,2026-01-31,2026-02-03,First Class,Completed
O001798,C00156,2026-01-31,2026-02-02,Standard,Completed
O001799,C00268,2026-01-31,2026-02-01,Standard,Completed
O001800,C00147,2026-01-31,2026-02-03,First Class,Completed
O001801,C00005,2026-01-31,2026-02-05,Second Class,Completed
O001802,C00485,2026-01-31,2026-02-04,First Class,Completed
O001803,C00005,2026-01-31,2026-02-03,First Class,Completed
O001804,C00306,2026-01-31,2026-02-03,Standard,Completed
O001805,C00281,2026-01-31,2026-02-01,First Class,Completed
O001806,C00211,2026-01-31,2026-02-02,Second Class,Completed
O001807,C00203,2026-01-31,2026-02-04,Standard,Completed
O001808,C00367,2026-01-31,2026-02-02,Second Class,Completed
O001809,C00425,2026-01-31,2026-02-04,First Class,Completed
O001810,C00135,2026-01-31,2026-02-02,Standard,Completed
O001811,C00321,2026-01-31,2026-02-04,Standard,Completed
O001812,C00392,2026-01-31,2026-02-05,Second Class,Completed
O001813,C00146,2026-01-31,2026-02-03,Second Class,Completed
O001814,C00415,2026-01-31,2026-02-05,First Class,Completed
O001815,C00097,2026-01-31,2026-02-04,Standard,Completed
O001816,C00070,2026-01-31,2026-02-02,First Class,Completed
O001817,C00327,2026-01-31,2026-02-01,First Class,Completed
O001818,C00232,2026-01-31,2026-02-05,First Class,Completed
O001819,C00252,2026-01-31,2026-02-05,Standard,Completed
O001820,C00010,2026-01-31,2026-02-03,Standard,Completed
O001821,C00497,2026-01-31,2026-02-01,Second Class,Completed
O001822,C00096,2026-01-31,2026-02-01,Standard,Completed
O001823,C00138,2026-01-31,2026-02-03,Standard,Completed
O001824,C00373,2026-01-31,2026-02-04,Standard,Completed
O001825,C00047,2026-01-31,2026-02-02,Standard,Completed
O001826,C00253,2026-01-31,2026-02-01,Standard,Completed
O001827,C00216,2026-01-31,2026-02-03,First Class,Completed
O001828,C00191,2026-01-31,2026-02-04,First Class,Completed
O001829,C00170,2026-01-31,2026-02-01,Standard,Completed
O001830,C00029,2026-01-31,2026-02-02,First Class,Completed
O001831,C00037,2026-01-31,2026-02-04,Second Class,Completed
O001832,C00093,2026-01-31,2026-02-04,Standard,Completed
O001833,C00419,2026-01-31,2026-02-03,First Class,Completed
O001834,C00063,2026-01-31,2026-02-01,Second Class,Completed
O001835,C00198,2026-01-31,2026-02-02,First Class,Completed
O001836,C00378,2026-01-31,2026-02-02,Standard,Completed
O001837,C00236,2026-01-31,2026-02-02,Second Class,Completed
O001838,C00267,2026-01-31,2026-02-01,Second Class,Completed
