sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO74225,CA-1098,18283,20131231,20140107,20140112,9,1,9
SO74226,TT-T092,11300,20131231,20140107,20140112,5,1,5
SO74226,HY-1023-70,11300,20131231,20140107,20140112,55,1,55
SO74226,LJ-0192-S,11300,20131231,20140107,20140112,50,1,50
SO74227,TI-R628,29036,20131231,20140107,20140112,25,1,25
SO74227,LJ-0192-S,29036,20131231,20140107,20140112,50,1,50
SO74228,BC-M005,13071,20131231,20140107,20140112,10,1,10
SO74228,WB-H098,13071,20131231,20140107,20140112,5,1,5
SO74228,HL-U509,13071,20131231,20140107,20140112,35,1,35
SO74229,SH-W890-L,18891,20131231,20140107,20140112,70,1,70
SO74229,LJ-0192-X,18891,20131231,20140107,20140112,50,1,50
SO74230,WB-H098,16757,20131231,20140107,20140112,5,1,5
SO74231,WB-H098,26461,20131231,20140107,20140112,5,1,5
SO74231,SJ-0194-X,26461,20131231,20140107,20140112,54,1,54
SO74232,TT-M928,14402,20131231,20140107,20140112,5,1,5
SO74232,HL-U509,14402,20131231,20140107,20140112,35,1,35
SO74233,FE-6654,20508,20131231,20140107,20140112,22,1,22
SO74234,FE-6654,20330,20131231,20140107,20140112,22,1,22
SO74234,BC-M005,20330,20131231,20140107,20140112,10,1,10
SO74234,WB-H098,20330,20131231,20140107,20140112,5,1,5
SO74234,HL-U509-B,20330,20131231,20140107,20140112,35,1,35
SO74235,TT-M928,15629,20131231,20140107,20140112,5,1,5
SO74235,HL-U509,15629,20131231,20140107,20140112,35,1,35
SO74236,TT-M928,16321,20131231,20140107,20140112,5,1,5
SO74236,PK-7098,16321,20131231,20140107,20140112,2,1,2
SO74237,TT-M928,15444,20131231,20140107,20140112,5,1,5
SO74237,TI-M823,15444,20131231,20140107,20140112,35,1,35
SO74237,HL-U509-B,15444,20131231,20140107,20140112,35,1,35
SO74237,CA-1098,15444,20131231,20140107,20140112,9,1,9
SO74238,TI-M823,14988,20131231,20140107,20140112,35,1,35
SO74239,SH-W890-M,28457,20131231,20140107,20140112,70,1,70
SO74240,TI-R628,13804,20131231,20140107,20140112,25,1,25
SO74240,PK-7098,13804,20131231,20140107,20140112,2,1,2
SO74241,TI-M602,20168,20131231,20140107,20140112,30,1,30
SO74241,PK-7098,20168,20131231,20140107,20140112,2,1,2
SO74242,TT-M928,20904,20131231,20140107,20140112,5,1,5
SO74242,TI-M602,20904,20131231,20140107,20140112,30,1,30
SO74242,HL-U509-B,20904,20131231,20140107,20140112,35,1,35
SO74243,TT-R982,24097,20131231,20140107,20140112,4,1,4
SO74243,PK-7098,24097,20131231,20140107,20140112,2,1,2
SO74244,TI-T723,12740,20131231,20140107,20140112,29,1,29
SO74244,TT-T092,12740,20131231,20140107,20140112,5,1,5
SO74244,HL-U509,12740,20131231,20140107,20140112,35,1,35
SO74245,TI-M823,11185,20131231,20140107,20140112,35,1,35
SO74245,FE-6654,11185,20131231,20140107,20140112,22,1,22
SO74245,HL-U509-R,11185,20131231,20140107,20140112,35,1,35
SO74245,VE-C304-S,11185,20131231,20140107,20140112,64,1,64
SO74246,TI-M823,11138,20131231,20140107,20140112,35,1,35
SO74246,TT-M928,11138,20131231,20140107,20140112,5,1,5
SO74247,TI-M823,12145,20131231,20140107,20140112,35,1,35
SO74247,TT-M928,12145,20131231,20140107,20140112,5,1,5
SO74247,HL-U509-B,12145,20131231,20140107,20140112,35,1,35
SO74247,LJ-0192-S,12145,20131231,20140107,20140112,50,1,50
SO74248,TI-M823,11801,20131231,20140107,20140112,35,1,35
SO74248,PK-7098,11801,20131231,20140107,20140112,2,1,2
SO74249,FE-6654,19223,20131231,20140107,20140112,22,1,22
SO74249,PK-7098,19223,20131231,20140107,20140112,2,1,2
SO74250,FE-6654,18812,20131231,20140107,20140112,22,1,22
SO74250,HL-U509,18812,20131231,20140107,20140112,35,1,35
SO74250,LJ-0192-X,18812,20131231,20140107,20140112,50,1,50
SO74250,CA-1098,18812,20131231,20140107,20140112,9,1,9
SO74251,TI-M823,11856,20131231,20140107,20140112,35,1,35
SO74251,TT-M928,11856,20131231,20140107,20140112,5,1,5
SO74251,HL-U509,11856,20131231,20140107,20140112,35,1,35
SO74252,CA-1098,12646,20131231,20140107,20140112,9,1,9
SO74253,TI-M267,11051,20140101,20140108,20140113,25,1,25
SO74253,TT-M928,11051,20140101,20140108,20140113,5,1,5
SO74253,HL-U509-B,11051,20140101,20140108,20140113,35,1,35
SO74254,TI-M267,11079,20140101,20140108,20140113,25,1,25
SO74255,TI-R628,15154,20140101,20140108,20140113,25,1,25
SO74256,TI-M602,17250,20140101,20140108,20140113,30,1,30
SO74256,TT-M928,17250,20140101,20140108,20140113,5,1,5
SO74257,FE-6654,19091,20140101,20140108,20140113,22,1,22
SO74258,FE-6654,18304,20140101,20140108,20140113,22,1,22
SO74258,PK-7098,18304,20140101,20140108,20140113,2,1,2
SO74259,SH-W890-L,26772,20140101,20140108,20140113,70,1,70
SO74259,SJ-0194-M,26772,20140101,20140108,20140113,54,1,54
SO74260,TI-T723,16486,20140101,20140108,20140113,29,1,29
SO74260,TT-T092,16486,20140101,20140108,20140113,5,1,5
SO74260,PK-7098,16486,20140101,20140108,20140113,2,1,2
SO74261,HL-U509-B,11733,20140101,20140108,20140113,35,1,35
SO74262,TT-T092,28258,20140101,20140108,20140113,5,1,5
SO74262,PK-7098,28258,20140101,20140108,20140113,2,1,2
SO74263,TI-R982,25189,20140101,20140108,20140113,33,1,33
SO74263,RA-H123,25189,20140101,20140108,20140113,120,1,120
SO74264,TI-M602,22187,20140101,20140108,20140113,30,1,30
SO74264,PK-7098,22187,20140101,20140108,20140113,2,1,2
SO74265,TT-M928,22105,20140101,20140108,20140113,5,1,5
SO74265,TI-M602,22105,20140101,20140108,20140113,30,1,30
SO74265,PK-7098,22105,20140101,20140108,20140113,2,1,2
SO74265,CL-9009,22105,20140101,20140108,20140113,8,1,8
SO74266,SH-W890-M,20757,20140101,20140108,20140113,70,1,70
SO74267,WB-H098,16368,20140101,20140108,20140113,5,1,5
SO74267,HL-U509,16368,20140101,20140108,20140113,35,1,35
SO74267,LJ-0192-S,16368,20140101,20140108,20140113,50,1,50
SO74267,CA-1098,16368,20140101,20140108,20140113,9,1,9
SO74268,TT-M928,21925,20140101,20140108,20140113,5,1,5
SO74268,PK-7098,21925,20140101,20140108,20140113,2,1,2
SO74269,SH-W890-M,14546,20140101,20140108,20140113,70,1,70
SO74269,SJ-0194-X,14546,20140101,20140108,20140113,54,1,54
SO74270,WB-H098,23768,20140101,20140108,20140113,5,1,5
SO74270,GL-H102-M,23768,20140101,20140108,20140113,24,1,24
SO74271,TT-R982,12606,20140101,20140108,20140113,4,1,4
SO74271,HL-U509,12606,20140101,20140108,20140113,35,1,35
SO74271,CA-1098,12606,20140101,20140108,20140113,9,1,9
SO74272,TI-M823,11142,20140101,20140108,20140113,35,1,35
SO74272,TT-M928,11142,20140101,20140108,20140113,5,1,5
SO74272,HL-U509-R,11142,20140101,20140108,20140113,35,1,35
SO74273,TT-T092,25570,20140101,20140108,20140113,5,1,5
SO74273,GL-H102-M,25570,20140101,20140108,20140113,24,1,24
SO74274,TT-T092,28917,20140101,20140108,20140113,5,1,5
SO74274,HY-1023-70,28917,20140101,20140108,20140113,55,1,55
SO74274,GL-H102-S,28917,20140101,20140108,20140113,24,1,24
SO74275,WB-H098,11383,20140101,20140108,20140113,5,1,5
SO74275,BC-R205,11383,20140101,20140108,20140113,9,1,9
SO74275,HL-U509-R,11383,20140101,20140108,20140113,35,1,35
SO74276,FE-6654,17491,20140101,20140108,20140113,22,1,22
SO74276,HL-U509-B,17491,20140101,20140108,20140113,35,1,35
SO74277,FE-6654,16930,20140102,20140109,20140114,22,1,22
SO74277,GL-H102-L,16930,20140102,20140109,20140114,24,1,24
SO74278,SH-W890-M,27516,20140102,20140109,20140114,70,1,70
SO74278,SJ-0194-L,27516,20140102,20140109,20140114,54,1,54
SO74279,WB-H098,11115,20140102,20140109,20140114,5,1,5
SO74279,BC-M005,11115,20140102,20140109,20140114,10,1,10
SO74279,VE-C304-L,11115,20140102,20140109,20140114,64,1,64
SO74280,CL-9009,11467,20140102,20140109,20140114,8,1,8
SO74281,TT-R982,13124,20140102,20140109,20140114,4,1,4
SO74282,TI-T723,26637,20140102,20140109,20140114,29,1,29
SO74282,TT-T092,26637,20140102,20140109,20140114,5,1,5
SO74282,GL-H102-S,26637,20140102,20140109,20140114,24,1,24
SO74283,TI-R628,28762,20140102,20140109,20140114,25,1,25
SO74283,PK-7098,28762,20140102,20140109,20140114,2,1,2
SO74284,TI-M267,26193,20140102,20140109,20140114,25,1,25
SO74284,PK-7098,26193,20140102,20140109,20140114,2,1,2
SO74284,CL-9009,26193,20140102,20140109,20140114,8,1,8
SO74285,TT-M928,22548,20140102,20140109,20140114,5,1,5
SO74285,TI-M602,22548,20140102,20140109,20140114,30,1,30
SO74285,PK-7098,22548,20140102,20140109,20140114,2,1,2
SO74286,BC-M005,21714,20140102,20140109,20140114,10,1,10
SO74286,WB-H098,21714,20140102,20140109,20140114,5,1,5
SO74286,LJ-0192-M,21714,20140102,20140109,20140114,50,1,50
SO74287,TT-M928,17867,20140102,20140109,20140114,5,1,5
SO74287,TI-M602,17867,20140102,20140109,20140114,30,1,30
SO74287,HL-U509-B,17867,20140102,20140109,20140114,35,1,35
SO74287,LJ-0192-X,17867,20140102,20140109,20140114,50,1,50
SO74288,BC-M005,21935,20140102,20140109,20140114,10,1,10
SO74288,WB-H098,21935,20140102,20140109,20140114,5,1,5
SO74288,GL-H102-S,21935,20140102,20140109,20140114,24,1,24
SO74289,WB-H098,21901,20140102,20140109,20140114,5,1,5
SO74289,BC-M005,21901,20140102,20140109,20140114,10,1,10
SO74290,SH-W890-L,12795,20140102,20140109,20140114,70,1,70
SO74290,LJ-0192-X,12795,20140102,20140109,20140114,50,1,50
SO74291,WB-H098,25101,20140102,20140109,20140114,5,1,5
SO74291,VE-C304-L,25101,20140102,20140109,20140114,64,1,64
SO74292,TT-M928,28245,20140102,20140109,20140114,5,1,5
SO74292,PK-7098,28245,20140102,20140109,20140114,2,1,2
SO74293,TT-M928,15306,20140102,20140109,20140114,5,1,5
SO74293,HL-U509-B,15306,20140102,20140109,20140114,35,1,35
SO74293,LJ-0192-S,15306,20140102,20140109,20140114,50,1,50
SO74294,WB-H098,16240,20140102,20140109,20140114,5,1,5
SO74295,FE-6654,18535,20140102,20140109,20140114,22,1,22
SO74296,TT-M928,16274,20140102,20140109,20140114,5,1,5
SO74297,TT-M928,18153,20140102,20140109,20140114,5,1,5
SO74298,TI-M823,15448,20140102,20140109,20140114,35,1,35
SO74298,TT-M928,15448,20140102,20140109,20140114,5,1,5
SO74299,TT-M928,14999,20140102,20140109,20140114,5,1,5
SO74299,TI-M823,14999,20140102,20140109,20140114,35,1,35
SO74299,PK-7098,14999,20140102,20140109,20140114,2,1,2
SO74300,FE-6654,14980,20140102,20140109,20140114,22,1,22
SO74300,HL-U509,14980,20140102,20140109,20140114,35,1,35
SO74301,TI-R092,24877,20140102,20140109,20140114,21,1,21
SO74301,TT-R982,24877,20140102,20140109,20140114,4,1,4
SO74301,SO-R809-M,24877,20140102,20140109,20140114,9,1,9
SO74302,TI-R092,21113,20140102,20140109,20140114,21,1,21
SO74302,PK-7098,21113,20140102,20140109,20140114,2,1,2
SO74303,WB-H098,24145,20140102,20140109,20140114,5,1,5
SO74303,CA-1098,24145,20140102,20140109,20140114,9,1,9
SO74304,WB-H098,22521,20140102,20140109,20140114,5,1,5
SO74305,TI-T723,22624,20140102,20140109,20140114,29,1,29
SO74305,TT-T092,22624,20140102,20140109,20140114,5,1,5
SO74306,BC-R205,11632,20140103,20140110,20140115,9,1,9
SO74306,WB-H098,11632,20140103,20140110,20140115,5,1,5
SO74306,VE-C304-S,11632,20140103,20140110,20140115,64,1,64
SO74307,TI-R628,15796,20140103,20140110,20140115,25,1,25
SO74308,TI-M602,17237,20140103,20140110,20140115,30,1,30
SO74308,TT-M928,17237,20140103,20140110,20140115,5,1,5
SO74308,FE-6654,17237,20140103,20140110,20140115,22,1,22
SO74308,SJ-0194-S,17237,20140103,20140110,20140115,54,1,54
SO74309,FE-6654,17375,20140103,20140110,20140115,22,1,22
SO74310,ST-1401,12692,20140103,20140110,20140115,159,1,159
SO74311,TT-T092,28023,20140103,20140110,20140115,5,1,5
SO74311,HL-U509,28023,20140103,20140110,20140115,35,1,35
SO74312,TT-T092,26783,20140103,20140110,20140115,5,1,5
SO74312,TI-T723,26783,20140103,20140110,20140115,29,1,29
SO74312,HY-1023-70,26783,20140103,20140110,20140115,55,1,55
SO74313,TI-T723,13760,20140103,20140110,20140115,29,1,29
SO74313,TT-T092,13760,20140103,20140110,20140115,5,1,5
SO74313,HL-U509-R,13760,20140103,20140110,20140115,35,1,35
SO74314,TI-M267,25963,20140103,20140110,20140115,25,1,25
SO74315,TI-T723,26580,20140103,20140110,20140115,29,1,29
SO74315,TT-T092,26580,20140103,20140110,20140115,5,1,5
SO74315,HL-U509-R,26580,20140103,20140110,20140115,35,1,35
SO74316,TI-R982,11287,20140103,20140110,20140115,33,1,33
SO74316,TT-R982,11287,20140103,20140110,20140115,4,1,4
SO74316,PK-7098,11287,20140103,20140110,20140115,2,1,2
SO74317,TI-M602,17657,20140103,20140110,20140115,30,1,30
SO74317,TT-M928,17657,20140103,20140110,20140115,5,1,5
SO74317,PK-7098,17657,20140103,20140110,20140115,2,1,2
SO74318,SH-W890-M,18846,20140103,20140110,20140115,70,1,70
SO74318,CA-1098,18846,20140103,20140110,20140115,9,1,9
SO74318,SJ-0194-X,18846,20140103,20140110,20140115,54,1,54
SO74319,WB-H098,18507,20140103,20140110,20140115,5,1,5
SO74319,HL-U509-R,18507,20140103,20140110,20140115,35,1,35
SO74319,VE-C304-S,18507,20140103,20140110,20140115,64,1,64
SO74320,SH-W890-L,27377,20140103,20140110,20140115,70,1,70
SO74320,LJ-0192-M,27377,20140103,20140110,20140115,50,1,50
SO74320,CA-1098,27377,20140103,20140110,20140115,9,1,9
SO74321,WB-H098,11723,20140103,20140110,20140115,5,1,5
SO74321,HL-U509,11723,20140103,20140110,20140115,35,1,35
SO74322,WB-H098,18107,20140103,20140110,20140115,5,1,5
SO74322,CA-1098,18107,20140103,20140110,20140115,9,1,9
SO74323,WB-H098,12056,20140103,20140110,20140115,5,1,5
SO74323,HL-U509-B,12056,20140103,20140110,20140115,35,1,35
SO74324,TT-M928,14583,20140103,20140110,20140115,5,1,5
SO74325,TT-M928,14407,20140103,20140110,20140115,5,1,5
SO74325,HL-U509-R,14407,20140103,20140110,20140115,35,1,35
SO74325,GL-H102-M,14407,20140103,20140110,20140115,24,1,24
SO74326,TT-M928,23350,20140103,20140110,20140115,5,1,5
SO74326,HY-1023-70,23350,20140103,20140110,20140115,55,1,55
SO74327,TT-M928,19525,20140103,20140110,20140115,5,1,5
SO74327,HL-U509-R,19525,20140103,20140110,20140115,35,1,35
SO74328,TT-M928,17939,20140103,20140110,20140115,5,1,5
SO74328,TI-M602,17939,20140103,20140110,20140115,30,1,30
SO74328,PK-7098,17939,20140103,20140110,20140115,2,1,2
SO74329,BC-M005,13601,20140103,20140110,20140115,10,1,10
SO74329,HL-U509-R,13601,20140103,20140110,20140115,35,1,35
SO74330,TI-M602,20799,20140103,20140110,20140115,30,1,30
SO74330,PK-7098,20799,20140103,20140110,20140115,2,1,2
SO74331,TT-R982,26820,20140103,20140110,20140115,4,1,4
SO74332,TI-R092,26951,20140103,20140110,20140115,21,1,21
SO74332,TT-R982,26951,20140103,20140110,20140115,4,1,4
SO74332,HL-U509,26951,20140103,20140110,20140115,35,1,35
SO74333,TT-T092,16443,20140103,20140110,20140115,5,1,5
SO74334,TT-M928,11645,20140103,20140110,20140115,5,1,5
SO74334,TI-M823,11645,20140103,20140110,20140115,35,1,35
SO74334,HL-U509,11645,20140103,20140110,20140115,35,1,35
SO74334,GL-H102-M,11645,20140103,20140110,20140115,24,1,24
SO74335,TI-M823,11294,20140103,20140110,20140115,35,1,35
SO74335,TT-M928,11294,20140103,20140110,20140115,5,1,5
SO74336,TI-M267,12696,20140104,20140111,20140116,25,1,25
SO74337,WB-H098,20309,20140104,20140111,20140116,5,1,5
SO74337,VE-C304-M,20309,20140104,20140111,20140116,64,1,64
SO74338,TT-R982,14019,20140104,20140111,20140116,4,1,4
SO74338,TI-R982,14019,20140104,20140111,20140116,33,1,33
SO74339,LJ-0192-M,17296,20140104,20140111,20140116,50,1,50
SO74340,TT-T092,19587,20140104,20140111,20140116,5,1,5
SO74340,TI-T723,19587,20140104,20140111,20140116,29,1,29
SO74340,HL-U509,19587,20140104,20140111,20140116,35,1,35
SO74340,GL-H102-M,19587,20140104,20140111,20140116,24,1,24
SO74341,PK-7098,18730,20140104,20140111,20140116,2,1,2
SO74342,SJ-0194-X,11668,20140104,20140111,20140116,54,1,54
SO74343,TI-T723,27190,20140104,20140111,20140116,29,1,29
SO74343,TT-T092,27190,20140104,20140111,20140116,5,1,5
SO74343,PK-7098,27190,20140104,20140111,20140116,2,1,2
SO74344,TI-R982,14371,20140104,20140111,20140116,33,1,33
SO74345,TI-M267,21703,20140104,20140111,20140116,25,1,25
SO74345,TT-M928,21703,20140104,20140111,20140116,5,1,5
SO74346,TI-M267,25881,20140104,20140111,20140116,25,1,25
SO74347,TI-M267,20087,20140104,20140111,20140116,25,1,25
SO74347,PK-7098,20087,20140104,20140111,20140116,2,1,2
SO74348,TT-M928,23243,20140104,20140111,20140116,5,1,5
SO74348,TI-M602,23243,20140104,20140111,20140116,30,1,30
SO74349,TT-M928,23020,20140104,20140111,20140116,5,1,5
SO74349,TI-M602,23020,20140104,20140111,20140116,30,1,30
SO74349,FE-6654,23020,20140104,20140111,20140116,22,1,22
SO74349,BC-M005,23020,20140104,20140111,20140116,10,1,10
SO74349,WB-H098,23020,20140104,20140111,20140116,5,1,5
SO74349,HL-U509-B,23020,20140104,20140111,20140116,35,1,35
SO74350,TT-R982,16071,20140104,20140111,20140116,4,1,4
SO74350,TI-R982,16071,20140104,20140111,20140116,33,1,33
SO74351,WB-H098,16816,20140104,20140111,20140116,5,1,5
SO74352,WB-H098,18472,20140104,20140111,20140116,5,1,5
SO74352,LJ-0192-X,18472,20140104,20140111,20140116,50,1,50
SO74352,GL-H102-S,18472,20140104,20140111,20140116,24,1,24
SO74353,FE-6654,13919,20140104,20140111,20140116,22,1,22
SO74353,VE-C304-M,13919,20140104,20140111,20140116,64,1,64
SO74354,FE-6654,15259,20140104,20140111,20140116,22,1,22
SO74355,TT-M928,14785,20140104,20140111,20140116,5,1,5
SO74355,HL-U509,14785,20140104,20140111,20140116,35,1,35
SO74355,CA-1098,14785,20140104,20140111,20140116,9,1,9
SO74356,TT-R982,19937,20140104,20140111,20140116,4,1,4
SO74356,TI-R628,19937,20140104,20140111,20140116,25,1,25
SO74356,HL-U509-B,19937,20140104,20140111,20140116,35,1,35
SO74356,CA-1098,19937,20140104,20140111,20140116,9,1,9
SO74357,TI-R628,20136,20140104,20140111,20140116,25,1,25
SO74357,PK-7098,20136,20140104,20140111,20140116,2,1,2
SO74358,TT-M928,17938,20140104,20140111,20140116,5,1,5
SO74358,TI-M602,17938,20140104,20140111,20140116,30,1,30
SO74358,PK-7098,17938,20140104,20140111,20140116,2,1,2
SO74359,WB-H098,21837,20140104,20140111,20140116,5,1,5
SO74359,VE-C304-L,21837,20140104,20140111,20140116,64,1,64
SO74360,TT-T092,27318,20140104,20140111,20140116,5,1,5
SO74360,CA-1098,27318,20140104,20140111,20140116,9,1,9
SO74360,TI-T723,27318,20140104,20140111,20140116,29,1,29
SO74361,TT-T092,13677,20140104,20140111,20140116,5,1,5
SO74361,HL-U509-R,13677,20140104,20140111,20140116,35,1,35
SO74362,TI-M823,11218,20140104,20140111,20140116,35,1,35
SO74362,PK-7098,11218,20140104,20140111,20140116,2,1,2
SO74363,FE-6654,16133,20140104,20140111,20140116,22,1,22
SO74363,HL-U509,16133,20140104,20140111,20140116,35,1,35
SO74364,HL-U509,11435,20140104,20140111,20140116,35,1,35
SO74365,TI-R628,15758,20140105,20140112,20140117,25,1,25
SO74365,TT-R982,15758,20140105,20140112,20140117,4,1,4
SO74365,HL-U509-B,15758,20140105,20140112,20140117,35,1,35
SO74366,TI-R628,15186,20140105,20140112,20140117,25,1,25
SO74366,PK-7098,15186,20140105,20140112,20140117,2,1,2
SO74367,TI-M602,19651,20140105,20140112,20140117,30,1,30
SO74367,TT-M928,19651,20140105,20140112,20140117,5,1,5
SO74367,FE-6654,19651,20140105,20140112,20140117,22,1,22
SO74367,PK-7098,19651,20140105,20140112,20140117,2,1,2
SO74368,TI-M602,16633,20140105,20140112,20140117,30,1,30
SO74369,WB-H098,23530,20140105,20140112,20140117,5,1,5
SO74369,HL-U509,23530,20140105,20140112,20140117,35,1,35
SO74370,LJ-0192-L,14675,20140105,20140112,20140117,50,1,50
SO74371,HY-1023-70,14684,20140105,20140112,20140117,55,1,55
SO74372,SJ-0194-M,18330,20140105,20140112,20140117,54,1,54
SO74373,HL-U509-R,11091,20140105,20140112,20140117,35,1,35
SO74374,SJ-0194-M,14265,20140105,20140112,20140117,54,1,54
SO74375,PK-7098,11644,20140105,20140112,20140117,2,1,2
SO74376,PK-7098,11309,20140105,20140112,20140117,2,1,2
SO74377,TT-R982,11235,20140105,20140112,20140117,4,1,4
SO74377,HL-U509-B,11235,20140105,20140112,20140117,35,1,35
SO74377,GL-H102-M,11235,20140105,20140112,20140117,24,1,24
SO74378,TT-R982,28863,20140105,20140112,20140117,4,1,4
SO74378,TI-R628,28863,20140105,20140112,20140117,25,1,25
SO74378,HL-U509-R,28863,20140105,20140112,20140117,35,1,35
SO74379,TT-R982,11182,20140105,20140112,20140117,4,1,4
SO74379,HL-U509,11182,20140105,20140112,20140117,35,1,35
SO74380,TI-T723,26170,20140105,20140112,20140117,29,1,29
SO74381,TT-T092,13762,20140105,20140112,20140117,5,1,5
SO74381,CA-1098,13762,20140105,20140112,20140117,9,1,9
SO74381,TI-T723,13762,20140105,20140112,20140117,29,1,29
SO74382,TI-M267,26595,20140105,20140112,20140117,25,1,25
SO74383,TT-R982,16800,20140105,20140112,20140117,4,1,4
SO74383,TI-R982,16800,20140105,20140112,20140117,33,1,33
SO74384,TT-R982,16948,20140105,20140112,20140117,4,1,4
SO74384,TI-R982,16948,20140105,20140112,20140117,33,1,33
SO74384,HL-U509-B,16948,20140105,20140112,20140117,35,1,35
SO74385,TT-R982,25178,20140105,20140112,20140117,4,1,4
SO74385,TI-R982,25178,20140105,20140112,20140117,33,1,33
SO74386,TI-M267,26108,20140105,20140112,20140117,25,1,25
SO74386,TT-M928,26108,20140105,20140112,20140117,5,1,5
SO74386,PK-7098,26108,20140105,20140112,20140117,2,1,2
SO74387,TI-M602,23590,20140105,20140112,20140117,30,1,30
SO74387,TT-M928,23590,20140105,20140112,20140117,5,1,5
SO74387,HL-U509-B,23590,20140105,20140112,20140117,35,1,35
SO74388,BC-M005,21395,20140105,20140112,20140117,10,1,10
SO74388,HL-U509,21395,20140105,20140112,20140117,35,1,35
SO74388,SJ-0194-L,21395,20140105,20140112,20140117,54,1,54
SO74389,BC-M005,20393,20140105,20140112,20140117,10,1,10
SO74389,WB-H098,20393,20140105,20140112,20140117,5,1,5
SO74390,BC-M005,20491,20140105,20140112,20140117,10,1,10
SO74390,CA-1098,20491,20140105,20140112,20140117,9,1,9
SO74390,WB-H098,20491,20140105,20140112,20140117,5,1,5
SO74391,SH-W890-M,20276,20140105,20140112,20140117,70,1,70
SO74391,CA-1098,20276,20140105,20140112,20140117,9,1,9
SO74391,LJ-0192-X,20276,20140105,20140112,20140117,50,1,50
SO74392,WB-H098,17549,20140105,20140112,20140117,5,1,5
SO74392,HL-U509-B,17549,20140105,20140112,20140117,35,1,35
SO74393,WB-H098,24663,20140105,20140112,20140117,5,1,5
SO74393,SJ-0194-M,24663,20140105,20140112,20140117,54,1,54
SO74394,WB-H098,16883,20140105,20140112,20140117,5,1,5
SO74394,HL-U509-B,16883,20140105,20140112,20140117,35,1,35
SO74394,SO-R809-M,16883,20140105,20140112,20140117,9,1,9
SO74395,TT-M928,16239,20140105,20140112,20140117,5,1,5
SO74395,HL-U509-R,16239,20140105,20140112,20140117,35,1,35
SO74396,TT-M928,16070,20140105,20140112,20140117,5,1,5
SO74396,HL-U509,16070,20140105,20140112,20140117,35,1,35
SO74397,TT-M928,14482,20140105,20140112,20140117,5,1,5
SO74397,HL-U509,14482,20140105,20140112,20140117,35,1,35
SO74397,LJ-0192-L,14482,20140105,20140112,20140117,50,1,50
SO74398,FE-6654,14340,20140105,20140112,20140117,22,1,22
SO74399,FE-6654,18642,20140105,20140112,20140117,22,1,22
SO74399,BC-M005,18642,20140105,20140112,20140117,10,1,10
SO74399,WB-H098,18642,20140105,20140112,20140117,5,1,5
SO74399,HL-U509-R,18642,20140105,20140112,20140117,35,1,35
SO74399,LJ-0192-X,18642,20140105,20140112,20140117,50,1,50
SO74399,GL-H102-S,18642,20140105,20140112,20140117,24,1,24
SO74400,TI-R982,13798,20140105,20140112,20140117,33,1,33
SO74400,TT-R982,13798,20140105,20140112,20140117,4,1,4
SO74400,VE-C304-S,13798,20140105,20140112,20140117,64,1,64
SO74401,TI-R982,13611,20140105,20140112,20140117,33,1,33
SO74401,TT-R982,13611,20140105,20140112,20140117,4,1,4
SO74401,PK-7098,13611,20140105,20140112,20140117,2,1,2
SO74402,WB-H098,23978,20140105,20140112,20140117,5,1,5
SO74402,HL-U509-R,23978,20140105,20140112,20140117,35,1,35
SO74403,TI-M602,22305,20140105,20140112,20140117,30,1,30
SO74403,TT-M928,22305,20140105,20140112,20140117,5,1,5
SO74403,HL-U509,22305,20140105,20140112,20140117,35,1,35
SO74403,LJ-0192-L,22305,20140105,20140112,20140117,50,1,50
SO74404,TT-R982,24042,20140105,20140112,20140117,4,1,4
SO74404,SO-R809-M,24042,20140105,20140112,20140117,9,1,9
SO74405,TT-R982,26863,20140105,20140112,20140117,4,1,4
SO74406,TT-R982,25790,20140105,20140112,20140117,4,1,4
SO74406,TI-R092,25790,20140105,20140112,20140117,21,1,21
SO74406,HL-U509-B,25790,20140105,20140112,20140117,35,1,35
SO74406,CA-1098,25790,20140105,20140112,20140117,9,1,9
SO74407,TT-T092,24185,20140105,20140112,20140117,5,1,5
SO74407,PK-7098,24185,20140105,20140112,20140117,2,1,2
SO74408,TI-T723,14992,20140105,20140112,20140117,29,1,29
SO74408,TT-T092,14992,20140105,20140112,20140117,5,1,5
SO74408,PK-7098,14992,20140105,20140112,20140117,2,1,2
SO74409,TT-T092,27793,20140105,20140112,20140117,5,1,5
SO74409,LJ-0192-M,27793,20140105,20140112,20140117,50,1,50
SO74410,TI-M823,11985,20140105,20140112,20140117,35,1,35
SO74410,TT-M928,11985,20140105,20140112,20140117,5,1,5
SO74411,TT-M928,12203,20140105,20140112,20140117,5,1,5
SO74411,TI-M823,12203,20140105,20140112,20140117,35,1,35
SO74411,PK-7098,12203,20140105,20140112,20140117,2,1,2
SO74412,FE-6654,12890,20140105,20140112,20140117,22,1,22
SO74412,LJ-0192-M,12890,20140105,20140112,20140117,50,1,50
SO74413,TI-M823,12417,20140105,20140112,20140117,35,1,35
SO74413,FE-6654,12417,20140105,20140112,20140117,22,1,22
SO74413,PK-7098,12417,20140105,20140112,20140117,2,1,2
SO74414,FE-6654,16849,20140105,20140112,20140117,22,1,22
SO74414,HL-U509-R,16849,20140105,20140112,20140117,35,1,35
SO74415,HL-U509-B,11597,20140105,20140112,20140117,35,1,35
