state_id,state_abbr,county_state_name,county_id,county_name,latitude,longitude,consolidated_city-county,population,population_cohort,employment,employment_cohort,doe_climate_zone,cohort,consumption (MWh),expenditures in Millions,consumption (MWh/capita),expenditures in Millions,utility customers,GHG emissions mtons CO2e,consumption (TcF),expenditures in Millions,consumption (TcF/capita),expenditures in Millions,utility customers,occuped housing units,consumption (MWh),expenditures in Millions,consumption (MWh/capita),expenditures in Millions,consumption (MWh),expenditures in Millions,utility customers,consumption (TcF),expenditures in Millions,consumption (TcF/capita),expenditures in Millions,consumption (TcF),expenditures in Millions,utility customers,buildings,area (sq. ft.),consumption (gallons),consumption (gallons/capita),consumption (gallons),consumption (gallons/capita),vehicle miles traveled (miles),vehicle miles traveled (miles/capita),consumption (MWh),expenditures in Millions,consumption (MWh/capita),consumption (TcF),expenditures in Millions,consumption (TcF/capita),expenditures in Millions,establishments,consumption (MWh),expenditures in Millions
48,TX,"Crosby County, TX",48107,Crosby County,33.609144,-101.29871,,5987,2,1171,1,3,30201,"23,332","2,326",4,0,"3,028","13,280","74,144",894,12,0,"1,560","2,110","59,657","4,192",10,1,"46,356","3,889","1,804","146,909",980,25,0,"181,093","1,248",274,,,"5,203,990",869,"2,866,225",479,"105,889,595","17,687","76,833","4,094",13,"513,617","1,361",86,0,,"48,753","2,598"
48,TX,"Culberson County, TX",48109,Culberson County,31.445908,-104.526945,,2259,1,1083,1,3,30101,"9,251","1,039",4,0,999,"4,255","20,478",238,9,0,633,762,"9,971",818,4,0,"5,938",498,178,0,0,0,0,0,0,92,,,"14,539,435","6,436","15,426,599","6,829","376,118,603","166,498","4,060",216,2,"2,688",7,1,0,,259,14
48,TX,"Dallam County, TX",48111,Dallam County,36.28637,-102.59402,,7052,2,3485,1,4,40201,"26,424","2,650",4,0,"3,018","15,040","91,789","1,107",13,0,"2,066","2,360","45,359","3,151",6,0,"30,063","2,522","1,093","31,646",210,4,0,"38,581",266,244,,,"6,914,402",980,"4,048,149",574,"143,482,511","20,346","30,977","1,650",4,"508,394","1,347",72,0,,"17,039",908
48,TX,"Dallas County, TX",48113,Dallas County,32.766987,-96.778424,,2513054,17,2912184,17,3,31717,"11,809,657","1,317,410",5,1,"963,008","5,432,168","22,106,949","266,647",9,0,"441,757","894,542","22,542,401","1,828,270",9,1,"22,387,827","1,878,364","162,573","22,620,764","150,844",9,0,"27,910,195","192,301","35,762",,,"1,461,458,663",582,"400,135,747",159,"27,208,024,163","10,827","8,684,882","462,722",3,"85,324,628","226,110",34,0,,"8,809",469
48,TX,"Dawson County, TX",48115,Dawson County,32.741934,-101.947322,,13317,4,4891,1,3,30401,"59,903","6,688",4,1,"5,178","27,554","151,072","1,822",11,0,"3,495","4,329","46,667","3,784",4,0,"42,899","3,599",952,"41,888",279,3,0,"51,635",356,195,,,"10,027,681",753,"5,510,284",414,"204,419,159","15,350","52,814","2,814",4,"27,062",72,2,0,,"48,629","2,591"
48,TX,"Deaf Smith County, TX",48117,Deaf Smith County,34.940766,-102.607564,,19039,5,10866,3,4,40503,"69,859","7,010",4,0,"7,368","39,763","255,996","3,088",13,0,"5,024","6,081","89,265","6,179",5,0,"69,711","5,849","1,611","73,528",490,4,0,"90,638",624,245,,,"9,455,167",497,"5,072,162",266,"189,539,623","9,955","137,157","7,308",7,"3,372,068","8,936",177,0,,"26,443","1,409"
48,TX,"Delta County, TX",48119,Delta County,33.385933,-95.67335,,5226,2,1542,1,3,30201,"28,067","3,135",5,1,"3,232","12,910","38,800",468,7,0,698,"1,971","42,434","3,444",8,1,"17,781","1,492",610,"15,002",100,3,0,"18,493",127,71,,,"2,755,064",527,"1,593,600",305,"58,864,607","11,264","12,012",640,2, -   , -   , -   , -   ,,"6,030",321
48,TX,"Denton County, TX",48121,Denton County,33.205132,-97.12114,,754650,14,423766,12,3,31412,"3,957,462","437,011",5,1,"294,845","1,820,340","7,062,728","84,320",9,0,"145,175","265,790","3,935,532","320,373",5,0,"3,451,985","289,625","34,424","2,972,708","19,823",4,0,"3,661,668","25,229","6,899",,,"329,413,505",437,"95,514,983",127,"6,269,520,471","8,308","736,682","39,250",1,"6,454,249","17,104",9,0,,"24,734","1,318"
48,TX,"DeWitt County, TX",48123,DeWitt County,29.082346,-97.361654,,20660,5,10465,3,2,20503,"103,399","12,416",5,1,"9,195","47,561","85,672","1,009",4,0,"2,271","7,105","104,099","9,560",5,0,"77,301","6,486","1,956","137,318",900,7,0,"118,126",814,343,,,"12,532,747",607,"6,887,519",333,"261,445,898","12,655","121,328","6,464",6,"542,032","1,436",26,0,,"3,704",197
48,TX,"Dickens County, TX",48125,Dickens County,33.615363,-100.787617,,2237,1,392,1,3,30101,"9,345","1,068",4,0,"1,458","4,298","17,526",211,8,0,259,869,"9,115",747,4,0,"6,840",574,264,"6,443",43,3,0,"7,943",55,35,,,"2,453,296","1,097","1,526,180",682,"51,866,805","23,186","14,856",791,7, -   , -   , -   , -   ,,"11,386",607
48,TX,"Dimmit County, TX",48127,Dimmit County,28.423587,-99.765871,,10842,3,8977,3,2,20303,"48,076","5,800",4,1,"4,359","22,114","86,014","1,087",8,0,913,"3,457","47,335","4,362",4,0,"27,011","2,266",970,"13,303",200,1,0,5,0,57,,,"11,097,127","1,024","6,577,903",607,"234,120,270","21,594","62,223","3,315",6,"1,072,696","2,843",99,0,,924,49
48,TX,"Donley County, TX",48129,Donley County,34.955036,-100.815846,,3506,1,814,1,4,40101,"16,155","1,567",5,0,"2,387","7,431","39,832",442,11,0,808,"1,287","16,755","1,229",5,0,"11,941","1,002",343,"6,879",50,2,0,"8,715",60,29,,,"10,958,353","3,126","7,984,413","2,277","244,339,112","69,692","10,401",554,3,"2,310",6,1,0,,"5,957",317
48,TX,"Duval County, TX",48131,Duval County,27.681123,-98.497393,,11510,4,3893,1,2,20401,"55,759","6,744",5,1,"8,921","25,648","25,395",301,2,0,712,"3,892","50,530","4,662",4,0,"16,759","1,406","1,247","20,238",131,2,0,"19,121",132,73,,,"7,719,546",671,"4,409,134",383,"162,896,339","14,153","93,885","5,002",8,"1,497,188","3,968",130,0,,"4,754",253
48,TX,"Eastland County, TX",48133,Eastland County,32.324645,-98.83656,,18252,5,10921,3,3,30503,"87,791","9,820",5,1,"10,111","40,382","136,919","1,641",8,0,"3,257","6,752","201,609","16,373",11,1,"73,329","6,152","4,083","85,347",570,5,0,"91,990",634,329,,,"18,458,086","1,011","18,321,070","1,004","467,147,850","25,594","223,701","11,919",12,"2,707,240","7,174",148,0,,"6,958",371
48,TX,"Ector County, TX",48135,Ector County,31.865301,-102.542507,,153177,10,114930,9,3,31009,"742,769","82,909",5,1,"55,445","341,657","1,184,690","14,286",8,0,"27,225","50,950","645,782","52,359",4,0,"630,493","52,899","8,357","555,339","3,704",4,0,"678,678","4,676","1,823",,,"60,200,091",393,"34,498,385",225,"1,267,076,478","8,272","574,848","30,627",4,"13,229,112","35,057",86,0,,"1,610",86
48,TX,"Edwards County, TX",48137,Edwards County,29.985877,-100.307373,,2028,1,327,1,2,20101,"9,074","1,054",4,1,"1,724","4,174","9,362",113,5,0,34,718,"5,697",518,3,0,"3,727",313,173,"5,001",33,2,0,"6,165",42,23,,,"3,248,329","1,602","1,925,560",949,"67,623,447","33,345","5,551",296,3,"2,310",6,1,0,,524,28
48,TX,"Ellis County, TX",48139,Ellis County,32.346878,-96.79694,,160225,10,84126,8,3,31008,"874,550","97,592",5,1,"56,500","402,273","806,540","9,729",5,0,"16,958","53,803","567,920","46,040",4,0,"556,411","46,683","8,712","636,278","4,243",4,0,"784,334","5,404","1,911",,,"111,264,042",694,"52,469,763",327,"2,288,868,808","14,285","1,591,688","84,804",10,"5,610,136","14,867",35,0,,"24,421","1,301"
48,TX,"El Paso County, TX",48141,El Paso County,31.766403,-106.24139,,833592,14,470206,13,3,31413,"2,004,955","249,394",2,0,"277,164","954,038","6,613,227","76,792",8,0,"275,293","261,415","3,084,170","293,346",4,0,"3,856,604","323,573","34,862","7,033,703","47,078",8,0,"4,876,435","33,599","8,483",,,"337,620,551",405,"109,096,757",131,"6,467,083,950","7,758","3,151,665","167,918",4,"10,381,342","27,511",12,0,,"14,688",783
48,TX,"Erath County, TX",48143,Erath County,32.238136,-98.222377,,40641,7,23718,5,3,30705,"184,447","20,592",5,1,"17,152","84,841","178,192","2,147",4,0,"3,709","14,197","141,976","11,513",3,0,"139,179","11,677","2,293","151,921","1,013",4,0,"182,321","1,256",503,,,"18,771,175",462,"11,856,902",292,"412,127,721","10,141","260,023","13,854",6,"635,087","1,683",16,0,,"10,065",536
48,TX,"Falls County, TX",48145,Falls County,31.25193,-96.934127,,17265,5,3373,1,2,20501,"75,827","8,450",4,0,"7,623","34,879","114,444","1,381",7,0,"2,256","5,447","38,614","3,131",2,0,"38,056","3,193",847,"51,178",341,3,0,"63,087",435,186,,,"11,781,250",682,"8,294,573",480,"266,405,310","15,430","57,613","3,070",3,"210,559",558,12,0,,"18,698",996
48,TX,"Fannin County, TX",48147,Fannin County,33.591161,-96.104988,,33757,6,9928,3,3,30603,"177,955","19,889",5,1,"14,049","81,855","196,176","2,366",6,0,"3,817","12,022","78,621","6,389",2,0,"77,373","6,492","1,541","89,004",594,3,0,"109,714",756,338,,,"13,052,814",387,"5,781,384",171,"260,098,436","7,705","83,372","4,442",2,"196,111",520,6,0,,"20,173","1,075"
48,TX,"Fayette County, TX",48149,Fayette County,29.877886,-96.921231,,24909,5,14692,4,2,20504,"125,827","14,203",5,1,"13,906","57,878","96,162","1,138",4,0,"2,100","9,553","99,674","9,978",4,0,"94,658","7,942","2,748","155,027","1,011",6,0,"144,508",996,525,,,"28,264,574","1,135","24,656,148",990,"681,985,058","27,379","263,411","14,034",11,"3,249,563","8,611",130,0,,"13,271",707
48,TX,"Fisher County, TX",48151,Fisher County,32.740473,-100.40312,,3847,1,922,1,3,30101,"22,205","2,491",6,1,"2,602","10,214","35,888",433,9,0,789,"1,650","24,945","2,028",6,1,"13,196","1,107",547,"13,317",89,3,0,"16,415",113,63,,,"4,144,053","1,077","2,436,328",633,"87,238,031","22,677","33,822","1,802",9,"721,273","1,911",187,0,,"22,694","1,209"
48,TX,"Floyd County, TX",48153,Floyd County,34.07373,-101.303274,,6088,2,1836,1,4,40201,"28,468","2,869",5,0,"3,129","16,204","88,679","1,070",15,0,"1,876","2,444","30,255","2,100",5,0,"23,712","1,989",707,"22,871",153,4,0,"28,192",194,108,,,"4,948,516",813,"2,615,438",430,"98,275,822","16,143","51,570","2,748",8,520,1,0,0,,"49,000","2,611"
48,TX,"Foard County, TX",48155,Foard County,33.963306,-99.816828,,1320,1,177,1,3,30101,"6,170",706,5,1,892,"2,838","14,386",174,11,0,370,526,"6,454",531,5,0,"4,839",406,198,"5,606",37,4,0,"6,910",48,26,,,"1,316,434",997,"817,874",620,"27,947,821","21,173","4,098",218,3,118,0,0,0,,"2,196",117
48,TX,"Fort Bend County, TX",48157,Fort Bend County,29.526602,-95.771015,,683756,14,320096,12,2,21412,"3,401,722","377,532",5,1,"221,620","1,564,713","5,150,133","60,988",8,0,"173,303","214,126","1,795,536","142,032",3,0,"2,128,997","178,625","24,974","2,938,052","19,039",4,0,"2,776,032","19,127","5,569",,,"248,841,651",364,"93,564,123",137,"4,921,873,592","7,198","1,453,087","77,419",2,"12,961,170","34,347",19,0,,"29,675","1,581"
48,TX,"Franklin County, TX",48159,Franklin County,33.175846,-95.219066,,10571,3,10212,3,3,30303,"61,435","6,832",6,1,"8,481","34,969","58,137",696,5,0,"1,086","4,114","77,045","6,267",7,1,"28,373","2,381","1,357","29,963",197,3,0,"32,960",227,112,,,"8,269,809",782,"7,615,930",720,"204,089,369","19,307","27,094","1,444",3,"6,963",18,1,0,,"2,940",157
48,TX,"Freestone County, TX",48161,Freestone County,31.70126,-96.144487,,19585,5,6825,2,2,20502,"108,243","12,404",6,1,"33,050","49,789","112,020","1,351",6,0,"1,828","7,339","119,876","12,596",6,1,"52,029","4,365","3,625","67,620",451,3,0,"83,022",572,258,,,"21,950,268","1,121","20,319,942","1,038","544,769,965","27,816","66,550","3,546",3,"1,646,145","4,362",84,0,,"7,984",425
48,TX,"Frio County, TX",48163,Frio County,28.869334,-99.108788,,18542,5,10663,3,2,20503,"70,005","8,415",4,0,"5,899","32,201","95,549","1,250",5,0,"3,650","4,660","47,085","4,327",3,0,"34,382","2,885","1,119","8,148",74,0,0,4,0,106,,,"20,970,524","1,131","20,115,675","1,085","529,884,280","28,578","92,581","4,933",5,"1,740,303","4,612",94,0,,"4,431",236
48,TX,"Gaines County, TX",48165,Gaines County,32.743942,-102.631561,,19485,5,7818,3,3,30503,"83,759","9,294",4,0,"6,625","47,675","135,220","1,628",7,0,"2,704","5,630","77,580","6,223",4,0,"41,365","3,471","1,395","44,438",296,2,0,"52,583",362,180,,,"13,951,617",716,"8,878,419",456,"300,729,100","15,434","217,702","11,599",11,"9,581,511","25,391",492,1,,"50,038","2,666"
48,TX,"Galveston County, TX",48167,Galveston County,29.228366,-94.895426,,314485,12,171538,10,2,21210,"1,697,503","192,189",5,1,"138,249","780,812","2,040,372","24,132",6,0,"69,640","115,685","960,397","80,046",3,0,"1,138,103","95,488","18,529","1,646,339","10,699",5,0,"1,518,981","10,466","4,060",,,"133,880,232",426,"42,837,505",136,"2,527,739,529","8,038","2,396,612","127,689",8,"25,832,515","68,456",82,0,,"5,193",277
48,TX,"Garza County, TX",48169,Garza County,33.183792,-101.301134,,6614,2,2205,1,3,30201,"19,638","2,176",3,0,"2,277","11,178","52,435",633,8,0,"1,056","1,625","33,476","2,688",5,0,"19,842","1,665",681,"25,673",171,4,0,"31,647",218,89,,,"9,555,171","1,445","6,096,828",922,"206,302,978","31,192","69,123","3,683",10,"1,047,566","2,776",158,0,,"14,008",746
48,TX,"Gillespie County, TX",48171,Gillespie County,30.325088,-98.941851,,25732,6,18484,5,3,30605,"122,081","12,907",5,1,"12,937","56,155","137,933","1,664",5,0,"3,299","10,498","104,457","9,503",4,0,"134,748","11,305","2,576","163,699","1,092",6,0,"201,790","1,390",565,,,"13,444,642",522,"8,082,056",314,"283,841,917","11,031","83,952","4,473",3,"568,929","1,508",22,0,,"5,873",313
48,TX,"Glasscock County, TX",48173,Glasscock County,31.868006,-101.521494,,1253,1,251,1,3,30101,"7,183",805,6,1,539,"3,304","5,605",67,4,0,29,438,"3,763",306,3,0,"1,748",147,105,0,0,0,0,0,0,0,,,"5,453,216","4,352","3,591,187","2,866","117,266,739","93,589","43,162","2,300",34,"3,593,237","9,522","2,868",8,,"27,439","1,462"
48,TX,"Goliad County, TX",48175,Goliad County,28.6607,-97.430415,,7463,2,1352,1,2,20201,"41,696","5,001",6,1,"3,719","19,179","20,923",246,3,0,333,"2,798","24,261","2,230",3,0,"17,919","1,503",609,"33,080",217,4,0,"28,456",196,107,,,"5,740,788",769,"3,630,452",486,"125,890,083","16,869","47,983","2,556",6,"1,397,519","3,703",187,0,,"5,416",289
48,TX,"Gonzales County, TX",48177,Gonzales County,29.461917,-97.491861,,20370,5,9972,3,2,20503,"95,084","11,356",5,1,"8,838","43,736","62,137",732,3,0,"1,388","6,611","81,453","7,495",4,0,"60,496","5,076","1,336","93,490",613,5,0,"80,424",554,234,,,"24,941,499","1,224","22,645,190","1,112","610,592,868","29,975","191,987","10,229",9,"1,540,629","4,083",76,0,,"4,422",236
48,TX,"Gray County, TX",48179,Gray County,35.402542,-100.812374,,23028,5,11839,4,4,40504,"92,869","9,328",4,0,"10,691","52,860","354,719","4,273",15,0,"7,898","8,201","158,859","11,121",7,0,"105,707","8,869","3,116","123,126",817,5,0,"145,101","1,000",718,,,"11,622,412",505,"8,948,478",389,"264,561,643","11,489","395,010","21,046",17,"6,866,111","18,195",298,1,,"11,684",623
48,TX,"Grayson County, TX",48181,Grayson County,33.624524,-96.675693,,124231,9,76692,8,3,30908,"680,000","75,992",5,1,"53,696","312,784","1,040,295","12,549",8,0,"22,951","47,161","553,804","45,059",4,0,"544,882","45,716","8,533","557,926","3,720",4,0,"687,301","4,736","1,983",,,"75,233,629",606,"25,469,059",205,"1,429,805,423","11,509","1,254,141","66,819",10,"4,358,569","11,550",35,0,,"25,383","1,352"
48,TX,"Gregg County, TX",48183,Gregg County,32.486397,-94.816276,,123283,9,129894,10,3,30910,"585,324","57,094",5,0,"57,338","333,162","780,741","9,350",6,0,"20,302","45,446","983,835","75,346",8,1,"656,209","55,057","14,235","692,276","4,556",6,0,"760,954","5,243","2,446",,,"70,284,843",570,"29,725,006",241,"1,377,602,558","11,174","1,531,676","81,606",12,"45,648,182","120,968",370,1,,"3,306",176
48,TX,"Grimes County, TX",48185,Grimes County,30.543231,-95.988082,,27140,6,10485,3,2,20603,"142,647","13,998",5,1,"10,868","65,614","87,431","1,047",3,0,"1,343","9,000","58,325","4,366",2,0,"47,870","4,016","1,292","70,090",461,3,0,"77,101",531,278,,,"19,077,273",703,"11,161,227",411,"406,291,960","14,970","151,701","8,082",6,"842,575","2,233",31,0,,"9,491",506
48,TX,"Guadalupe County, TX",48187,Guadalupe County,29.583532,-97.946771,,147313,10,64252,8,2,21008,"693,131","74,991",5,1,"54,229","318,824","259,415","3,069",2,0,"5,923","49,930","413,475","39,317",3,0,"363,293","30,481","6,817","548,737","3,561",4,0,"512,551","3,531","1,205",,,"74,008,693",502,"39,318,116",267,"1,557,428,608","10,572","963,136","51,315",7,"2,717,652","7,202",18,0,,"23,556","1,255"
48,TX,"Hale County, TX",48189,Hale County,34.068436,-101.822888,,35007,6,17520,5,4,40605,"126,469","12,685",4,0,"14,062","71,985","436,161","5,261",12,0,"9,726","11,335","402,747","27,924",12,1,"315,097","26,437","5,973","473,561","3,158",14,0,"583,754","4,022",909,,,"18,348,544",524,"11,922,872",341,"394,038,043","11,256","117,322","6,251",3,"2,798,086","7,415",80,0,,"70,554","3,759"
48,TX,"Hall County, TX",48191,Hall County,34.453189,-100.576343,,3162,1,982,1,3,30101,"12,935","1,366",4,0,"2,173","7,362","52,809",637,17,0,"1,184","1,235","29,882","2,376",9,1,"19,712","1,654",675,"28,799",192,9,0,"35,505",245,89,,,"5,134,085","1,624","2,812,908",890,"102,723,851","32,487","27,215","1,450",9,214,1,0,0,,"24,931","1,328"
48,TX,"Hamilton County, TX",48193,Hamilton County,31.707342,-98.111756,,8232,3,3121,1,3,30301,"43,634","4,905",5,1,"4,505","20,071","48,677",587,6,0,"1,285","3,231","29,726","2,587",4,0,"34,866","2,925",576,"38,870",259,5,0,"47,915",330,126,,,"6,262,776",761,"3,885,797",472,"136,019,079","16,523","58,850","3,135",7,"60,244",160,7,0,,"6,170",329
48,TX,"Hansford County, TX",48195,Hansford County,36.272847,-101.35693,,5552,2,2338,1,4,40201,"22,912","2,303",4,0,"2,428","13,041","95,120","1,045",17,0,"2,764","1,979","55,998","4,039",10,1,"22,338","1,874","1,177","73,676",279,13,0,"12,030",83,466,,,"3,162,382",570,"1,729,501",312,"63,481,850","11,434","96,621","5,148",17,"2,962,994","7,852",534,1,,"17,682",942
48,TX,"Hardeman County, TX",48197,Hardeman County,34.289904,-99.745697,,3952,1,1181,1,3,30101,"18,763","2,143",5,1,"2,465","8,630","54,107",653,14,0,"1,508","1,590","42,101","3,450",11,1,"31,595","2,651",792,"38,166",254,10,0,"46,784",322,173,,,"7,312,363","1,850","4,265,011","1,079","152,718,452","38,643","38,716","2,063",10,"830,704","2,201",210,1,,"6,709",357
48,TX,"Hardin County, TX",48199,Hardin County,30.329648,-94.393178,,55624,7,18371,5,2,20705,"338,166","32,809",6,1,"23,423","129,177","167,405","1,979",3,0,"3,677","20,408","159,628","11,711",3,0,"130,837","10,977","2,712","197,899","1,286",4,0,"182,436","1,257",586,,,"24,395,954",439,"12,017,009",216,"500,902,110","9,005","341,554","18,198",6,"2,908,377","7,707",52,0,,"4,716",251
48,TX,"Harris County, TX",48201,Harris County,29.857273,-95.393037,,4434257,18,4090870,18,2,21818,"21,034,157","2,334,458",5,1,"1,665,977","9,675,224","27,595,075","326,658",6,0,"873,864","1,536,259","22,731,971","1,798,304",5,0,"26,968,544","2,262,691","241,602","35,139,152","227,706",8,0,"33,198,554","228,738","53,883",,,"2,202,950,895",497,"782,915,625",177,"42,687,057,588","9,627","20,787,519","1,107,538",5,"289,344,122","766,762",65,0,,"20,097","1,071"
48,TX,"Harrison County, TX",48203,Harrison County,32.547991,-94.374434,,66431,8,38780,7,3,30807,"354,767","34,353",5,1,"31,409","201,931","333,596","3,964",5,0,"9,225","23,473","347,446","26,775",5,0,"225,770","18,942","5,824","268,634","1,745",4,0,"259,724","1,790","1,069",,,"43,069,743",648,"31,263,228",471,"975,767,056","14,688","451,360","24,048",7,"32,202,938","85,338",485,1,,"8,235",439
48,TX,"Hartley County, TX",48205,Hartley County,35.840244,-102.610047,,5966,2,2517,1,4,40201,"21,638","2,168",4,0,"2,064","12,316","72,429",874,12,0,"1,481","1,812","57,021","3,996",10,1,"23,069","1,936",728,"16,525",110,3,0,"20,371",140,61,,,"6,482,138","1,087","3,940,371",660,"136,300,241","22,846","29,607","1,577",5, -   , -   , -   , -   ,,"13,454",717
48,TX,"Haskell County, TX",48207,Haskell County,33.175965,-99.730773,,5812,2,2077,1,3,30201,"28,475","3,259",5,1,"3,403","13,098","58,344",704,10,0,"1,418","2,193","34,622","2,828",6,0,"21,753","1,825",726,"20,066",134,3,0,"24,736",170,96,,,"5,052,445",869,"2,711,918",467,"103,444,233","17,798","45,305","2,414",8,"185,340",491,32,0,,"30,296","1,614"
48,TX,"Hays County, TX",48209,Hays County,30.061225,-98.029267,,185686,10,106862,9,2,21009,"853,760","89,404",5,0,"70,320","392,710","798,226","9,500",4,0,"19,196","64,324","369,455","33,846",2,0,"616,849","51,754","8,092","793,194","5,153",4,0,"769,773","5,304","1,700",,,"98,008,132",528,"39,481,443",213,"1,950,880,679","10,506","285,904","15,233",2,"1,850,796","4,905",10,0,,"5,521",294
48,TX,"Hemphill County, TX",48211,Hemphill County,35.815956,-100.27921,,4151,1,2750,1,3,30101,"18,044","1,815",4,0,"1,774","10,271","46,004",554,11,0,"1,297","1,374","38,394","2,740",9,1,"16,230","1,362",849,"9,557",62,2,0,"11,171",77,336,,,"3,321,187",800,"2,056,117",495,"69,515,652","16,747","101,429","5,404",24,"2,934,971","7,778",707,2,,851,45
48,TX,"Henderson County, TX",48213,Henderson County,32.211633,-95.853418,,79213,8,26170,6,3,30806,"478,942","53,446",6,1,"39,426","220,302","263,567","3,178",3,0,"4,306","29,785","230,888","18,717",3,0,"226,209","18,979","4,236","217,834","1,451",3,0,"266,669","1,837",929,,,"38,224,475",483,"15,440,932",195,"739,953,306","9,341","188,161","10,025",2,"2,570,548","6,812",32,0,,"13,008",693
48,TX,"Hidalgo County, TX",48215,Hidalgo County,26.396384,-98.18099,,828334,14,389652,12,2,21412,"3,057,853","362,305",4,0,"261,974","1,406,542","1,582,585","18,377",2,0,"19,383","227,477","3,082,467","282,889",4,0,"2,193,284","184,019","35,929","3,980,375","26,641",5,0,"2,759,576","19,013","5,819",,,"278,354,709",336,"95,124,007",115,"5,280,802,652","6,375","920,935","49,067",1,"5,907,836","15,656",7,0,,"41,612","2,217"
48,TX,"Hill County, TX",48217,Hill County,31.982681,-97.130668,,34901,6,14656,4,2,20604,"186,110","20,790",5,1,"20,948","85,606","189,523","2,286",5,0,"3,170","12,806","322,852","26,251",9,1,"117,693","9,875","5,188","130,949",873,4,0,"161,419","1,112",416,,,"35,324,907","1,012","29,238,919",838,"839,633,374","24,058","107,201","5,712",3,"212,738",564,6,0,,"32,557","1,735"
48,TX,"Hockley County, TX",48219,Hockley County,33.605932,-102.343398,,23377,5,13017,4,4,40504,"96,806","9,675",4,0,"9,700","55,101","259,672","3,132",11,0,"5,494","8,103","98,809","6,892",4,0,"73,611","6,176","2,244","103,050",687,4,0,"127,028",875,359,,,"15,561,727",666,"7,931,477",339,"312,984,056","13,389","160,372","8,544",7,"4,803,279","12,729",205,1,,"57,650","3,072"
48,TX,"Hood County, TX",48221,Hood County,32.430149,-97.831677,,54217,7,28597,6,3,30706,"303,380","33,583",6,1,"42,815","139,548","154,285","1,848",3,0,"1,724","21,040","457,983","37,181",8,1,"201,341","16,893","8,548","213,265","1,424",4,0,"228,144","1,572",820,,,"19,478,484",359,"8,242,593",152,"386,262,566","7,124","210,081","11,193",4,"4,114,721","10,904",76,0,,"5,308",283
48,TX,"Hopkins County, TX",48223,Hopkins County,33.148959,-95.565194,,35844,6,21486,5,3,30605,"197,275","22,007",6,1,"17,984","112,287","188,400","2,256",5,0,"3,734","13,259","144,763","11,737",4,0,"124,717","10,464","2,350","130,898",862,4,0,"143,990",992,424,,,"26,364,647",736,"21,735,702",606,"627,917,684","17,518","316,766","16,877",9,"724,060","1,919",20,0,,"9,264",494
48,TX,"Houston County, TX",48225,Houston County,31.323036,-95.4216,,22802,5,6435,2,2,20502,"118,305","13,213",5,1,"13,350","54,417","111,341","1,333",5,0,"2,354","8,221","69,986","5,676",3,0,"56,094","4,706","1,325","68,168",449,3,0,"74,986",517,224,,,"11,325,596",497,"5,978,683",262,"232,796,110","10,209","76,751","4,089",3,"454,055","1,203",20,0,,"7,524",401
48,TX,"Howard County, TX",48227,Howard County,32.303471,-101.438772,,36423,6,17864,5,3,30605,"159,717","17,891",4,0,"12,967","73,466","335,301","4,045",9,0,"7,402","11,229","149,423","12,139",4,0,"138,268","11,601","2,310","152,293","1,016",4,0,"187,730","1,293",470,,,"21,819,249",599,"16,036,504",440,"496,346,407","13,627","976,019","52,001",27,"3,116,375","8,258",86,0,,"19,147","1,020"
48,TX,"Hudspeth County, TX",48229,Hudspeth County,31.450868,-105.377549,,3481,1,420,1,3,30101,"11,901","1,491",3,0,"1,511","5,474","6,767",79,2,0,133,940,"7,877",756,2,0,"5,626",472,213,"7,950",53,2,0,"5,512",38,28,,,"20,564,497","5,908","24,837,854","7,135","565,050,396","162,324","4,843",258,1, -   , -   , -   , -   ,,"2,079",111
48,TX,"Hunt County, TX",48231,Hunt County,33.123292,-96.084202,,89068,9,47041,7,3,30907,"479,146","53,649",5,1,"39,138","220,396","517,835","6,240",6,0,"9,299","31,154","386,634","31,413",4,0,"296,997","24,918","6,485","334,923","2,229",4,0,"406,860","2,803","1,101",,,"55,866,537",627,"35,445,637",398,"1,232,303,924","13,836","280,535","14,947",3,"229,527",608,3,0,,"26,871","1,432"
48,TX,"Hutchinson County, TX",48233,Hutchinson County,35.837047,-101.362746,,21782,5,12934,4,4,40504,"93,310","9,365",4,0,"11,067","53,111","308,564","3,696",14,0,"6,686","7,910","149,009","10,455",7,0,"96,539","8,100","2,730","127,483",851,6,0,"136,377",940,397,,,"9,693,915",445,"4,240,431",195,"186,913,098","8,581","945,660","50,384",43,"19,017,924","50,397",873,2,,"5,135",274
48,TX,"Irion County, TX",48235,Irion County,31.303424,-100.981304,,1631,1,871,1,3,30101,"8,928","1,130",5,1,856,"4,107","8,097",98,5,0,66,632,"7,652",669,5,0,"6,051",508,242,"5,663",38,3,0,"6,980",48,25,,,"5,392,893","3,306","3,817,186","2,340","122,073,887","74,846","29,759","1,586",18,"1,450,775","3,845",890,2,,"1,516",81
48,TX,"Jack County, TX",48237,Jack County,33.232093,-98.171609,,8866,3,4092,1,3,30301,"46,951","5,245",5,1,"4,063","21,596","60,490",725,7,0,"1,340","3,066","25,986","2,109",3,0,"24,618","2,065",499,"25,782",172,3,0,"27,581",190,106,,,"5,825,868",657,"3,635,622",410,"126,314,010","14,247","123,278","6,568",14,"2,118,675","5,614",239,1,,"3,191",170
