seller_id;seller_zip_code_prefix;seller_city;seller_state
Seller 1190;9041;santo andre;SP
Seller 962;13232;campo limpo paulista;SP
Seller 1553;13960;socorro;SP
Seller 1225;2475;sao paulo;SP
Seller 2251;85603;francisco beltrao;PR
Seller 461;13070;campinas;SP
Seller 2845;13271;valinhos;SP
Seller 233;1512;sao paulo;SP
Seller 1764;29161;serra;ES
Seller 1210;83450;bocaiuva do sul;PR
Seller 1878;3304;sao paulo;SP
Seller 586;3273;sao paulo;SP
Seller 468;31573;belo horizonte;MG
Seller 2415;13471;americana;SP
Seller 1162;45658;ilheus;BA
Seller 290;88715;jaguaruna;SC
Seller 1538;13911;jaguariuna;SP
Seller 1226;6440;barueri;SP
Seller 264;15015;sao jose do rio preto;SP
Seller 1981;95780;montenegro;RS
Seller 1701;14940;ibitinga;SP
Seller 649;13097;campinas;SP
Seller 2894;2279;sao paulo;SP
Seller 175;24440;sao goncalo;RJ
Seller 2032;5743;sao paulo;SP
Seller 2697;89203;joinville;SC
Seller 528;32240;contagem;MG
Seller 2955;5595;sao paulo;SP
Seller 2743;13505;rio claro;SP
Seller 2531;4291;sao paulo;SP
Seller 1153;2110;sao paulo;SP
Seller 377;8577;itaquaquecetuba;SP
Seller 2100;8420;sao paulo;SP
Seller 1624;17018;bauru;SP
Seller 2257;95625;imbe;RS
Seller 2274;6419;barueri;SP
Seller 3021;4101;sao paulo;SP
Seller 2218;6150;osasco;SP
Seller 2182;2113;sao paulo;SP
Seller 57;83323;pinhais;PR
Seller 1386;9090;santo andre;SP
Seller 1132;5043;sao paulo;SP
Seller 2261;83602;campo largo;PR
Seller 2269;14021;ribeirao preto;SP
Seller 2314;95020;caxias do sul;RS
Seller 2298;99300;soledade;RS
Seller 2695;31035;belo horizonte;MG
Seller 297;7790;cajamar;SP
Seller 62;72015;brasilia;DF
Seller 1007;3725;sao paulo;SP
Seller 344;88303;itajai;SC
Seller 1620;14801;araraquara;SP
Seller 1951;35700;sete lagoas;MG
Seller 981;36032;juiz de fora;MG
Seller 1856;89295;rio negrinho;SC
Seller 310;5530;sao paulo;SP
Seller 1412;6018;osasco;SP
Seller 2643;13840;mogi guacu;SP
Seller 1851;16250;clementina;SP
Seller 2310;1023;sao paulo;SP
Seller 2117;2610;sao paulo;SP
Seller 2061;15070;sao jose do rio preto;SP
Seller 562;71825;brasilia;DF
Seller 955;4250;sao paulo;SP
Seller 2300;1220;sao paulo;SP
Seller 950;9175;santo andre;SP
Seller 1085;18044;sorocaba;SP
Seller 31;13450;santa barbara d´oeste;SP
Seller 1531;25035;duque de caxias;RJ
Seller 1887;14780;barretos;SP
Seller 1271;86047;londrina;PR
Seller 1717;7901;francisco morato;SP
Seller 111;13232;campo limpo paulista;SP
Seller 2207;13408;piracicaba;SP
Seller 1496;96203;rio grande;RS
Seller 363;89041;blumenau;SC
Seller 2790;93510;novo hamburgo;RS
Seller 973;2752;sao paulo;SP
Seller 1073;87040;maringa;PR
Seller 2133;89825;xaxim;SC
Seller 2618;13043;campinas;SP
Seller 828;18550;boituva;SP
Seller 1256;20061;rio de janeiro;RJ
Seller 636;1257;sao paulo;SP
Seller 483;87025;maringa;PR
Seller 3001;14020;ribeirao preto;SP
Seller 2820;80215;curitiba;PR
Seller 2019;74210;goiania;GO
Seller 2198;89160;rio do sul;SC
Seller 2753;4911;sao paulo;SP
Seller 332;1031;sao paulo;SP
Seller 582;80230;curitiba;PR
Seller 473;9340;maua;SP
Seller 1568;69005;manaus;AM
Seller 811;3542;sao paulo;SP
Seller 1995;2411;sao paulo;SP
Seller 7;5455;sao paulo;SP
Seller 2830;15115;bady bassitt;SP
Seller 151;24120;niteroi;RJ
Seller 2914;1314;sao paulo;SP
Seller 3047;25900;rio de janeiro;RJ
Seller 2522;87240;terra boa;PR
Seller 2559;8011;sao paulo;SP
Seller 3059;13660;porto ferreira;SP
Seller 1682;18608;botucatu;SP
Seller 1227;15070;sao jose do rio preto;SP
Seller 1006;78020;cuiaba;MT
Seller 2918;37165;minas gerais;MG
Seller 1919;4083;sao paulo;SP
Seller 449;18130;sao roque;SP
Seller 1168;6694;itapevi;SP
Seller 1140;6790;taboao da serra;SP
Seller 600;89023;blumenau;SC
Seller 296;9720;sao bernardo do campo;SP
Seller 2352;29160;serra;ES
Seller 513;2066;sao paulo;SP
Seller 1426;87050;maringa;PR
Seller 1536;13347;indaiatuba;SP
Seller 319;4265;sao paulo;SP
Seller 1399;87502;umuarama;PR
Seller 234;13920;pedreira;SP
Seller 1046;3560;sao paulo;SP
Seller 2462;13160;artur nogueira;SP
Seller 2201;18701;avare;SP
Seller 173;17400;garca;SP
Seller 2874;32419;ibirite;MG
Seller 1626;83607;campo largo;PR
Seller 338;3731;sao paulo;SP
Seller 320;14401;franca;SP
Seller 790;31710;belo horizonte;MG
Seller 2126;83405;colombo;PR
Seller 3024;14790;guaira;SP
Seller 2996;14940;ibitinga;SP
Seller 2134;4660;sao paulo;SP
Seller 479;13347;indaiatuba;SP
Seller 1753;82315;curitiba;PR
Seller 2136;3658;sao paulo;SP
Seller 358;6715;cotia;SP
Seller 969;32604;betim;MG
Seller 1645;89063;blumenau;SC
Seller 1071;8030;sao paulo;SP
Seller 2614;36046;juiz de fora;MG
Seller 2189;2334;sao paulo;SP
Seller 1202;14401;franca;SP
Seller 2295;4851;sao paulo;SP
Seller 2208;85875;santa terezinha de itaipu;PR
Seller 1243;20761;rio de janeiro;RJ
Seller 1559;17370;santa maria da serra;SP
Seller 1912;15350;auriflama;SP
Seller 2628;9710;sao bernardo do campo;SP
Seller 2268;31525;belo horizonte;MG
Seller 2887;16200;birigui;SP
Seller 2367;25720;petropolis;RJ
Seller 2875;88704;tubarao;SC
Seller 2684;79112;campo grande;MS
Seller 756;17300;dois corregos;SP
Seller 1042;97110;santa maria;RS
Seller 1742;3168;sao paulo;SP
Seller 2356;98290;condor;RS
Seller 2721;13414;piracicaba;SP
Seller 2276;13251;itatiba;SP
Seller 1660;14940;ibitinga;SP
Seller 2557;6539;santana de parnaiba;SP
Seller 3051;80010;curitiba;PR
Seller 2446;38401;uberlandia;MG
Seller 2967;74590;goiania;GO
Seller 1403;85875;santa terezinha de itaipu;PR
Seller 1170;72210;brasilia;DF
Seller 525;38700;patos de minas;MG
Seller 2341;15056;sao jose do rio preto;SP
Seller 2458;20950;rio de janeiro;RJ
Seller 1948;38950;ibia;MG
Seller 2347;16208;birigui;SP
Seller 2440;80250;curitiba;PR
Seller 2250;7192;guarulhos;SP
Seller 1254;85801;cascavel;PR
Seller 3029;13272;valinhos;SP
Seller 1329;14021;ribeirao preto;SP
Seller 2164;4679;sao paulo;SP
Seller 1221;1421;sao paulo;SP
Seller 1182;46430;guanambi;BA
Seller 1047;61658;caucaia;CE
Seller 2120;89052;blumenau;SP
Seller 2676;87013;maringa;PR
Seller 1874;89650;treze tilias;SC
Seller 2762;89819;cordilheira alta;SC
Seller 2907;35547;carmo da mata;MG
Seller 211;88370;navegantes;SC
Seller 551;92030;canoas;RS
Seller 1241;35400;ouro preto;MG
Seller 73;14940;ibitinga;SP
Seller 2315;33600;pedro leopoldo;MG
Seller 604;87070;maringa;PR
Seller 872;8270;sao paulo;SP
Seller 899;3111;sao paulo;SP
Seller 2006;14270;santa rosa de viterbo;SP
Seller 1097;89036;blumenau;SC
Seller 1867;4708;sao paulo;SP
Seller 1736;89820;xanxere;SC
Seller 2426;90620;porto alegre;RS
Seller 2944;35500;divinopolis;MG
Seller 2452;7411;sao paulo;SP
Seller 1104;7023;guarulhos;SP
Seller 2938;80310;curitiba;PR
Seller 2253;19160;alvares machado;SP
Seller 186;21840;rio de janeiro;RJ
Seller 2925;30390;belo horizonte;MG
Seller 1481;18060;sorocaba;SP
Seller 2418;88132;palhoca;SC
Seller 2783;83408;colombo;PR
Seller 918;13720;scao jose do rio pardo;SP
Seller 220;87015;maringa;PR
Seller 1849;9180;santo andre;SP
Seller 1793;9785;sao bernardo do campo;SP
Seller 343;19806;assis;SP
Seller 731;11709;praia grande;SP
Seller 1689;21510;rio de janeiro;RJ
Seller 51;14850;pradopolis;SP
Seller 2534;4547;sao paulo;SP
Seller 345;14070;ribeirao preto;SP
Seller 2114;31110;belo horizonte;MG
Seller 1527;81460;curitiba;PR
Seller 93;13206;jundiai;SP
Seller 2000;4104;sao paulo;SP
Seller 690;3106;sao paulo;SP
Seller 642;1123;sao paulo;SP
Seller 1124;30130;belo horizonte;MG
Seller 2166;98780;santa rosa;RS
Seller 1541;89520;curitibanos;SC
Seller 1213;18500;laranjal paulista;SP
Seller 2468;14093;ribeirao preto;SP
Seller 2003;14096;ribeirao preto;SP
Seller 72;14940;ibitinga;SP
Seller 2773;3124;sao paulo;SP
Seller 2091;18015;sorocaba;SP
Seller 2626;36010;juiz de fora;MG
Seller 554;81020;curitiba;SP
Seller 2541;3182;sao paulo;SP
Seller 1405;7124;guarulhos;SP
Seller 1520;7024;guarulhos;SP
Seller 326;13140;paulinia;SP
Seller 1640;15061;sao jose do rio preto;SP
Seller 2785;21740;rio de janeiro;RJ
Seller 399;14090;ribeirao preto;SP
Seller 2214;22640;rio de janeiro;RJ
Seller 825;7013;guarulhos;SP
Seller 502;38442;araguari;MG
Seller 1453;33940;ribeirao das neves;MG
Seller 2547;9551;sao caetano do sul;SP
Seller 1565;93348;novo hamburgo;RS
Seller 1803;14015;sao paulo;SP
Seller 1916;18017;sorocaba;SP
Seller 1364;37704;pocos de caldas;MG
Seller 2329;18076;sorocaba;SP
Seller 842;81560;curitiba;PR
Seller 961;3334;sao paulo;SP
Seller 2338;15155;jaci;SP
Seller 388;38400;uberlandia;MG
Seller 1820;32310;contagem;MG
Seller 1796;90240;porto alegre;RS
Seller 829;20040;rio de janeiro;RJ
Seller 1195;3063;sao paulo;SP
Seller 1846;5141;sp;SP
Seller 1932;1452;sao paulo;SP
Seller 2811;29315;cachoeiro de itapemirim;ES
Seller 2368;17017;bauru;SP
Seller 2724;85884;medianeira;PR
Seller 3057;88490;paulo lopes;SC
Seller 2726;5756;sao paulo;SP
Seller 2611;5302;sao paulo;SP
Seller 2141;95270;flores da cunha;RS
Seller 1606;25530;sao joao de meriti;RJ
Seller 1244;89108;massaranduba;SC
Seller 1777;11430;guaruja;SP
Seller 1902;2614;sao paulo;SP
Seller 750;4270;sao paulo;SP
Seller 1063;60348;fortaleza;CE
Seller 2584;2415;sao paulo;SP
Seller 2414;13360;capivari;SP
Seller 307;86300;cornelio procopio;PR
Seller 496;12243;sao jose dos campos;SP
Seller 125;95013;caxias do sul;RS
Seller 1619;2422;sao paulo;SP
Seller 1330;32315;contagem;MG
Seller 1535;95098;caxias do sul;RS
Seller 298;2028;sao paulo;SP
Seller 617;87050;maringa;PR
Seller 832;3971;sao paulo;SP
Seller 1954;13060;campinas;SP
Seller 994;13487;limeira;SP
Seller 1639;8430;sao paulo;SP
Seller 2049;12331;jacarei;SP
Seller 740;8500;ferraz de vasconcelos;SP
Seller 916;13090;campinas;SP
Seller 1437;14020;ribeirao preto;SP
Seller 2060;4516;sao paulo;SP
Seller 2788;89065;blumenau;SC
Seller 1151;3318;sao paulo;SP
Seller 1054;30668;belo horizonte;MG
Seller 881;5141;pirituba;SP
Seller 387;4209;sao paulo;SP
Seller 1026;2242;sao paulo;SP
Seller 412;12913;braganca paulista;SP
Seller 2880;5616;sao paulo;SP
Seller 938;14940;ibitinga;SP
Seller 2927;3461;sao paulo;SP
Seller 1530;12270;jambeiro;SP
Seller 2904;1140;sao paulo;SP
Seller 491;13328;salto;SP
Seller 1450;35590;lagoa da prata;MG
Seller 1980;82560;curitiba;PR
Seller 2816;93040;sao leopoldo;RS
Seller 2723;4537;sao paulo;SP
Seller 1499;27345;barra mansa;RJ
Seller 2109;15025;sao jose do rio preto;SP
Seller 2392;71900;aguas claras df;SP
Seller 2234;3009;sao paulo;SP
Seller 184;9572;sao caetano do sul;SP
Seller 2839;14027;ribeirao pretp;SP
Seller 1911;2916;sao paulo;SP
Seller 2062;87210;cianorte;PR
Seller 578;2443;sao paulo;SP
Seller 2692;14940;ibitinga;SP
Seller 3016;3508;sao paulo;SP
Seller 2205;21320;rio de janeiro;SP
Seller 500;3287;sao paulo;SP
Seller 2890;1208;sao paulo;SP
Seller 1668;44002;feira de santana;BA
Seller 102;86073;londrina;PR
Seller 1128;38445;araguari;MG
Seller 1864;5186;sao paulo;SP
Seller 2742;88037;florianopolis;SC
Seller 2579;13040;campinas;SP
Seller 1485;89164;rio do sul;SC
Seller 1665;80010;curitiba;PR
Seller 1766;91150;porto alegre;RS
Seller 2183;6018;osasco;SP
Seller 1526;13660;porto ferreira;SP
Seller 300;13920;pedreira;SP
Seller 2863;23587;rio de janeiro;RJ
Seller 2650;6465;barueri;SP
Seller 971;91920;porto alegre;RS
Seller 1545;96503;cachoeira do sul;RS
Seller 3;14840;guariba;SP
Seller 2373;4101;sao paulo;SP
Seller 1106;11030;santos;SP
Seller 2406;13790;sao sebastiao da grama/sp;SP
Seller 325;17900;dracena;SP
Seller 2779;18500;laranjal paulista;SP
Seller 2633;6501;santana de parnaiba;SP
Seller 2966;17047;bauru;SP
Seller 2320;6473;barueri;SP
Seller 1429;5676;sao paulo;SP
Seller 2291;2839;sao paulo;SP
Seller 1648;14010;ribeirao preto;SP
Seller 2148;9725;sao bernardo do campo;SP
Seller 317;4141;sao paulo;SP
Seller 2332;22775;rio de janeiro;RJ
Seller 1371;17400;garca;SP
Seller 2054;12604;lorena;SP
Seller 1119;86030;londrina;PR
Seller 766;31140;belo horizonte;MG
Seller 1570;13465;americana;SP
Seller 1534;7221;guarulhos;SP
Seller 2868;19906;ourinhos;SP
Seller 1188;14940;ibitinga;SP
Seller 1048;80220;curitiba;PR
Seller 2916;87900;loanda;PR
Seller 1366;17250;bariri;SP
Seller 742;8832;mogi das cruzes;SP
Seller 159;3018;sao paulo;SP
Seller 1661;20040;rio de janeiro;RJ
Seller 257;28810;rio bonito;SP
Seller 1219;11720;praia grande;SP
Seller 236;17209;jau;SP
Seller 2483;14078;robeirao preto;SP
Seller 198;3237;sao paulo;SP
Seller 1478;89228;joinville;SC
Seller 1264;7170;guarulhos;SP
Seller 720;3880;sao paulo;SP
Seller 2354;14020;ribeirao preto;SP
Seller 2461;89504;cacador;SC
Seller 1750;5008;sao paulo;SP
Seller 420;89288;sao bento do sul;SC
Seller 1806;21510;rio de janeiro;RJ
Seller 2853;1041;sao paulo;SP
Seller 667;14802;araraquara;SP
Seller 729;72460;gama;DF
Seller 810;17504;marilia;SP
Seller 2844;4208;sao paulo;SP
Seller 841;80040;curitiba;PR
Seller 558;19020;presidente prudente;SP
Seller 1667;83005;sao jose dos pinhais;PR
Seller 1031;13520;sao pedro;SP
Seller 609;26379;queimados;RJ
Seller 1295;2929;sao paulo;SP
Seller 2167;39400;montes claros;MG
Seller 1566;9560;sao caetano do sul;SP
Seller 354;16304;penapolis;SP
Seller 2292;8593;itaquaquecetuba;SP
Seller 1156;18110;votorantim;SP
Seller 2769;3586;sao paulo;SP
Seller 2442;9830;sao bernardo do campo;SP
Seller 1580;17017;bauru;SP
Seller 1349;80420;curitiba;PR
Seller 745;6871;itapecerica da serra;SP
Seller 2710;13214;jundiai;SP
Seller 1787;11990;cananeia;SP
Seller 2560;14055;ribeirao preto;SP
Seller 1914;7070;guarulhos;SP
Seller 269;41820;salvador;BA
Seller 135;17032;bauru;SP
Seller 781;35160;ipatinga;MG
Seller 2046;27321;barra mansa;RJ
Seller 726;95705;bento goncalves;RS
Seller 2487;3553;sao paulo;SP
Seller 874;13214;jundiai;SP
Seller 1493;13380;nova odessa;SP
Seller 451;88372;navegantes;SC
Seller 1083;3028;sao paulo;SP
Seller 13;14095;ribeirao preto;SP
Seller 890;87065;maringa;PR
Seller 968;2124;sao paulo;SP
Seller 770;9710;sao bernardo do campo;SP
Seller 1298;13845;mogi guacu;SP
Seller 2940;3064;sao paulo;SP
Seller 1860;9070;santo andre;SP
Seller 1607;19300;presidente bernardes;SP
Seller 2411;22790;rio de janeiro;RJ
Seller 1637;13481;limeira;SP
Seller 2349;82620;curitiba;PR
Seller 631;95088;caxias do sul;RS
Seller 655;2918;sao paulo;SP
Seller 1091;84925;pinhalao;PR
Seller 1993;88960;sombrio;SC
Seller 1486;30220;belo horizonte;MG
Seller 2898;88010;florianopolis;SC
Seller 1090;38022;uberaba;MG
Seller 2612;17505;marilia;SP
Seller 1732;14075;ribeirao preto;SP
Seller 924;2873;sao paulo;SP
Seller 1377;19802;assis;SP
Seller 819;13424;piracicaba;SP
Seller 39;87303;campo mourao;PR
Seller 1458;83323;pinhais;PR
Seller 52;3204;sao paulo;SP
Seller 1321;55002;caruaru;PE
Seller 1583;9571;sao caetano do sul;SP
Seller 1461;13840;mogi guacu;SP
Seller 189;3872;sao paulo;SP
Seller 2210;4208;sao paulo;SP
Seller 2654;81200;curitiba;PR
Seller 1923;81650;curitiba;PR
Seller 2655;86801;apucarana;PR
Seller 1194;83408;colombo;PR
Seller 3025;89820;xanxere;SC
Seller 2832;83323;pinhais;PR
Seller 1719;80250;curitiba;PR
Seller 1970;38400;uberlandia;MG
Seller 633;26285;nova iguacu;RJ
Seller 1710;4735;sao paulo;SP
Seller 2492;4104;sao paulo;SP
Seller 1926;21921;rio de janeiro;RJ
Seller 2444;36213;dores de campos;MG
Seller 3033;9520;sao caetano do sul;SP
Seller 1700;8223;sao paulo;SP
Seller 446;81880;curitiba;PR
Seller 2163;6322;carapicuiba;SP
Seller 447;3655;sao paulo;SP
Seller 104;19023;presidente prudente;SP
Seller 2173;13091;campinas;SP
Seller 40;37175;ilicinea;MG
Seller 2259;13403;piracicaba;SP
Seller 1883;88301;itajai;SC
Seller 1657;93336;novo hamburgo;RS
Seller 1473;3480;sao paulo;SP
Seller 2656;4282;sao paulo;SP
Seller 1632;88113;sao jose;SC
Seller 2746;4176;sao paulo;SP
Seller 1641;14940;ibitinga;SP
Seller 2022;9561;sao caetano do sul;SP
Seller 1964;86181;cambe;PR
Seller 815;18090;sorocaba;SP
Seller 2494;35900;itabira;MG
Seller 439;3504;sao paulo;SP
Seller 1931;3068;sao paulo;SP
Seller 2848;85960;marechal candido rondon;PR
Seller 2591;8246;sao paulo;SP
Seller 1290;14860;barrinha;SP
Seller 392;81070;curitiba;PR
Seller 570;8180;sao paulo;SP
Seller 2990;89022;blumenau;SC
Seller 146;89031;blumenau;SC
Seller 2399;90250;porto alegre;RS
Seller 2529;74110;goiania;GO
Seller 1206;86800;apucarana;PR
Seller 1335;3813;sao paulo;SP
Seller 1961;89280;sao bento do sul;SC
Seller 460;3320;sao paulo;SP
Seller 1001;12942;atibaia;SP
Seller 1102;71215;brasilia;DF
Seller 862;87230;jussara;PR
Seller 688;14090;ribeirao preto;SP
Seller 2065;87050;maringa;PR
Seller 2202;85815;cascavel;PR
Seller 1301;85960;marechal candido rondon;PA
Seller 2610;13471;americana;SP
Seller 1941;14405;franca;SP
Seller 2513;5004;sao paulo;SP
Seller 657;6711;cotia;SP
Seller 1707;83321;pinhais;SP
Seller 1767;87015;maringa;PR
Seller 1972;86060;londrina;PR
Seller 1617;5856;sao paulo;SP
Seller 333;84600;uniao da vitoria;PR
Seller 1643;7180;guarulhos;SP
Seller 1752;13030;campinas;SP
Seller 2893;13920;pedreira;SP
Seller 1015;13205;jundiai;SP
Seller 1214;9891;sao bernardo do campo;SP
Seller 481;11010;santos;SP
Seller 222;19830;echapora;SP
Seller 2106;38183;araxa;MG
Seller 2281;15505;votuporanga;SP
Seller 2129;11015;santos;SP
Seller 1745;89460;canoinhas;SC
Seller 1850;21040;rio de janeiro;RJ
Seller 355;14110;ribeirao preto;SP
Seller 2383;95840;triunfo;RS
Seller 2823;18681;lencois paulista;SP
Seller 2855;29166;serra;ES
Seller 1380;96816;santa cruz do sul;RS
Seller 632;4461;sao paulo;SP
Seller 370;14940;ibitinga;SP
Seller 761;2265;sao paulo;SP
Seller 2789;3431;sao paulo;SP
Seller 426;6080;osasco;SP
Seller 2359;6286;osasco;SP
Seller 247;80240;curitiba;PR
Seller 1423;82300;curitiba;PR
Seller 1443;5849;sao paulo;SP
Seller 573;23092;rio de janeiro;RJ
Seller 90;3702;sao paulo;SP
Seller 1688;8577;itaquaquecetuba;SP
Seller 1992;86690;colorado;PR
Seller 2657;88220;itapema;SC
Seller 1893;88352;brusque;SC
Seller 86;4208;sao paulo;SP
Seller 2267;28950;armacao dos buzios;RJ
Seller 2641;89208;joinville;SC
Seller 2101;3319;sao paulo;SP
Seller 2706;5624;sao paulo;SP
Seller 2470;87045;maringa;PR
Seller 1673;59020;natal;RN
Seller 2748;6192;osasco;SP
Seller 2193;87043;maringa;PR
Seller 2357;2350;sao paulo;SP
Seller 952;19029;presidente prudente;SP
Seller 2530;17209;jau;SP
Seller 2196;85880;itaipulandia;PR
Seller 1497;18030;sorocaba;SP
Seller 2903;37540;santa rita do sapucai;MG
Seller 510;95012;caxias do sul;RS
Seller 646;2040;sao paulo;SP
Seller 1825;80620;curitiba;PR
Seller 410;70719;brasilia;DF
Seller 2974;20766;rio de janeiro;RJ
Seller 1275;3476;sao paulo;SP
Seller 732;12940;atibaia;SP
Seller 2814;93800;sapiranga;RS
Seller 956;83020;sao jose dos pinhais;PR
Seller 1702;83833;fazenda rio grande;PR
Seller 1265;74333;goiania;GO
Seller 45;13324;salto;SP
Seller 1043;3138;sao paulo;SP
Seller 137;1201;sao paulo;SP
Seller 309;30882;belo horizonte;MG
Seller 1374;5468;sao paulo;SP
Seller 2289;9961;diadema;SP
Seller 2457;1026;sao paulo;SP
Seller 523;4243;sao paulo;SP
Seller 2390;92120;canoas;RS
Seller 1266;87702;paranavai;PR
Seller 1649;38400;uberlandia;MG
Seller 1857;4193;sao paulo;SP
Seller 2056;14055;ribeirao preto;SP
Seller 70;6506;santana de parnaiba;SP
Seller 16;71931;brasilia;DF
Seller 2011;31365;belo horizonte;MG
Seller 2876;18052;sorocaba;SP
Seller 438;94810;alvorada;RS
Seller 2514;20091;rio de janeiro;RJ
Seller 2159;8596;itaquaquecetuba;SP
Seller 82;4131;sao paulo;SP
Seller 1988;80410;curitiba;PR
Seller 2249;1212;sao paulo;SP
Seller 2873;18270;tatui;SP
Seller 1289;11900;registro;SP
Seller 1802;13474;americana;SP
Seller 364;4733;sao paulo;SP
Seller 2771;3165;sao paulo;SP
Seller 239;18950;ipaussu;SP
Seller 843;3679;sao paulo;SP
Seller 1548;86010;londrina;PR
Seller 498;1208;sao paulo;SP
Seller 1149;36325;tiradentes;MG
Seller 786;75901;rio verde;GO
Seller 2574;71936;brasilia;DF
Seller 314;25900;mage;RJ
Seller 699;75124;anapolis;GO
Seller 1148;3565;sao paulo;SP
Seller 760;4696;sao paulo;SP
Seller 2177;1309;sao paulo;SP
Seller 1350;6764;tabao da serra;SP
Seller 301;3908;sao paulo;SP
Seller 1139;70856;brasilia;DF
Seller 2237;3641;sao paulo;SP
Seller 1322;31980;belo horizonte;MG
Seller 1743;1310;sao paulo;SP
Seller 2246;3445;sao paulo;SP
Seller 3061;13478;americana;SP
Seller 1656;5417;sao paulo;SP
Seller 997;9951;diadema;SP
Seller 1625;84172;castro;PR
Seller 2949;90520;porto alegre;RS
Seller 448;2281;sao paulo;SP
Seller 2057;3279;sao paulo;SP
Seller 1087;16306;penapolis;SP
Seller 2105;5104;sao paulo;SP
Seller 1051;87114;sarandi;PR
Seller 2364;6760;sao paulo;SP
Seller 20;12327;jacarei;SP
Seller 1680;12230;sao jose dos campos;SP
Seller 1304;88308;itajai;SC
Seller 1929;8072;sao paulo;SP
Seller 920;18590;bofete;SP
Seller 316;9080;santo andre;SP
Seller 1315;2336;sao paulo;SP
Seller 1523;21825;rio de janeiro;RJ
Seller 2290;86026;londrina;PR
Seller 1775;14096;ribeirao preto;SP
Seller 2422;88380;picarras;SC
Seller 1014;8070;sao paulo;SP
Seller 1145;28035;rio de janeiro;RJ
Seller 701;9171;santo andre;SP
Seller 1769;17510;marilia;SP
Seller 1310;20551;rio de janeiro;RJ
Seller 2842;15013;sao jose do rio preto;SP
Seller 1647;4607;sao paulo;SP
Seller 1096;7097;guarulhos;SP
Seller 2819;7791;cajamar;SP
Seller 2425;18111;votorantim;SP
Seller 2941;95180;farroupilha;RS
Seller 389;6716;cotia;SP
Seller 1397;13901;amparo;SP
Seller 1155;37443;baependi;MG
Seller 2111;29056;vitoria;ES
Seller 1662;75650;morrinhos;GO
Seller 2630;6766;taboao da serra;SP
Seller 1034;8541;ferraz de vasconcelos;SP
Seller 1697;9010;santo andre;SP
Seller 913;9780;sao bernardo do campo;SP
Seller 2957;5051;sao paulo;SP
Seller 1353;2522;sao paulo;SP
Seller 2472;5879;sao paulo;SP
Seller 2378;86702;arapongas;PR
Seller 2825;13320;salto;SP
Seller 1218;28615;nova friburgo;RJ
Seller 1003;18136;sao roque;SP
Seller 647;4007;sao paulo - sp;SP
Seller 727;74150;goiania;GO
Seller 1564;8215;sao paulo;SP
Seller 2686;15131;mirassol;SP
Seller 1325;88960;sombrio;SC
Seller 1905;80620;curitiba;PR
Seller 1870;29100;vila velha;ES
Seller 1425;24900;marica;RJ
Seller 161;22240;rio de janeiro;RJ
Seller 2138;14402;franca;SP
Seller 244;19063;presidente prudente;SP
Seller 2333;1026;sao paulo;SP
Seller 519;36407;conselheiro lafaiete;MG
Seller 1099;85812;cascavel;PR
Seller 256;87015;maringa;PR
Seller 1238;86010;londrina;PR
Seller 1376;85816;cascavel;PR
Seller 2078;76330;jaragua;GO
Seller 260;13250;itatiba;SP
Seller 2098;4795;sao paulo;SP
Seller 1543;81530;curitiba;PR
Seller 2699;2337;sao paulo;SP
Seller 2708;16200;birigui;SP
Seller 1464;81630;curitiba;PR
Seller 2047;89228;joinville;SC
Seller 683;1026;sao paulo;SP
Seller 2145;13905;amparo;SP
Seller 936;13211;jundiai;SP
Seller 1678;14940;ibitinga;SP
Seller 1726;9560;sao caetano do sul;SP
Seller 2905;2320;sao paulo;SP
Seller 1696;35044;governador valadares;MG
Seller 315;15170;tanabi;SP
Seller 827;33936;ribeirao das neves;MG
Seller 2363;5522;sao paulo;SP
Seller 1738;9321;maua;SP
Seller 1396;13845;mogi guacu;SP
Seller 431;71551;brasilia;DF
Seller 807;2969;sao paulo;SP
Seller 2593;22793;rio de janeiro, rio de janeiro, brasil;RJ
Seller 4;31842;belo horizonte;MG
Seller 982;4705;sao paulo;SP
Seller 945;31910;belo horizonte;MG
Seller 2509;89041;blumenau;SC
Seller 2646;37550;pouso alegre;MG
Seller 797;8820;mogi das cruzes;SP
Seller 14;14940;ibitinga;SP
Seller 2672;9895;sao bernardo do campo;SP
Seller 577;3211;sao paulo;SP
Seller 2803;4360;sao paulo;SP
Seller 2132;3064;sao paulo;SP
Seller 1528;17512;marilia;SP
Seller 1861;6453;barueri;SP
Seller 1529;88316;itajai;SC
Seller 1989;13920;pedreira;SP
Seller 1175;35180;timoteo;MG
Seller 1741;8810;mogi das cruzes;SP
Seller 712;3937;sao paulo;SP
Seller 1984;3340;sao paulo;SP
Seller 793;3437;sao paulo;SP
Seller 546;29480;muqui;ES
Seller 2840;89255;jaragua do sul;SC
Seller 119;36010;juiz de fora;MG
Seller 1368;3679;sao paulo;SP
Seller 3011;14610;ipua;SP
Seller 1949;12306;jacarei / sao paulo;SP
Seller 2758;63540;varzea alegre;CE
Seller 2030;8615;suzano;SP
Seller 1705;4281;sao paulo;SP
Seller 2885;13710;tambau;SP
Seller 623;13601;araras;SP
Seller 9;13720;sao jose do rio pardo;SP
Seller 2772;38022;uberaba;MG
Seller 2703;20521;rio de janeiro;RJ
Seller 2118;84500;irati;PR
Seller 292;14085;riberao preto;SP
Seller 223;86600;rolandia;PR
Seller 639;37708;pocos de caldas;MG
