product_id;product_category;product_name_lenght;product_description_lenght;product_photos_qty;product_weight_g;product_length_cm;product_height_cm;product_width_cm
Product 1168;WATCHES_GIFTS;46;501;4;363;18;13;13
Product 23615;TELEPHONY;57;209;2;50;18;6;11
Product 6248;TOYS;49;432;2;2200;30;20;22
Product 31371;BED_BATH_TABLE;57;178;1;475;28;4;28
Product 26766;HEALTH_BEAUTY;54;2009;3;29800;95;19;66
Product 7119;FASHION_BAGS_ACCESSORIES;60;1118;4;1050;22;15;20
Product 7001;COMPUTERS_ACCESSORIES;51;147;2;300;18;12;14
Product 30591;GARDEN_TOOLS;55;1314;3;2100;30;30;15
Product 9644;GARDEN_TOOLS;52;1834;1;3900;31;13;13
Product 28970;HEALTH_BEAUTY;55;2908;2;200;24;26;11
Product 337;SPORTS_LEISURE;56;1125;1;200;23;11;15
Product 14118;AUTO;44;799;1;350;20;15;15
Product 1610;BED_BATH_TABLE;56;336;1;1250;50;20;35
Product 30135;GARDEN_TOOLS;44;1153;1;4500;29;10;37
Product 199;FASHION_BAGS_ACCESSORIES;36;412;5;100;16;5;20
Product 29082;COOL_STUFF;33;893;1;950;40;40;30
Product 27544;OFFICE_FURNITURE;58;1250;1;12775;53;52;17
Product 14247;BED_BATH_TABLE;43;113;1;350;40;4;30
Product 22779;TELEPHONY;43;693;1;100;24;10;24
Product 7724;FURNITURE_DECOR;54;2075;2;600;68;8;13
Product 2527;BED_BATH_TABLE;59;189;1;1650;46;3;34
Product 18815;BABY;46;449;2;1050;70;10;40
Product 12469;BED_BATH_TABLE;51;1075;1;1000;30;8;26
Product 30138;WATCHES_GIFTS;38;692;1;300;20;18;20
Product 372;SPORTS_LEISURE;42;858;1;1300;30;30;35
Product 29294;WATCHES_GIFTS;50;672;1;500;21;14;14
Product 22622;HEALTH_BEAUTY;57;815;3;850;26;16;25
Product 14846;GARDEN_TOOLS;63;735;4;5750;41;18;27
Product 28784;HEALTH_BEAUTY;37;1288;1;850;30;12;16
Product 7601;COMPUTERS_ACCESSORIES;55;1183;1;100;16;16;11
Product 8519;FURNITURE_DECOR;43;2186;2;250;60;11;11
Product 24294;HEALTH_BEAUTY;45;744;1;150;16;16;20
Product 11163;FASHION_SHOES;52;380;5;1400;22;12;33
Product 6758;BED_BATH_TABLE;57;290;6;1250;60;20;60
Product 13509;BED_BATH_TABLE;53;637;1;1350;16;10;16
Product 22596;BED_BATH_TABLE;53;128;2;850;50;5;50
Product 29320;COMPUTERS_ACCESSORIES;52;108;4;200;30;12;20
Product 8489;WATCHES_GIFTS;38;268;1;180;16;7;12
Product 5348;COMPUTERS_ACCESSORIES;49;807;2;350;16;10;30
Product 2196;STATIONERY;36;41;1;100;16;5;16
Product 20820;PERFUMERY;51;532;1;500;17;6;15
Product 6200;FURNITURE_DECOR;63;1517;5;17800;50;50;50
Product 17782;#N/A;;;;500;17;5;28
Product 27982;LUGGAGE_ACCESSORIES;37;602;1;300;24;5;11
Product 7530;PET_SHOP;52;1540;4;850;24;20;24
Product 16067;COMPUTERS_ACCESSORIES;51;180;2;100;16;6;14
Product 23770;BED_BATH_TABLE;28;1303;1;500;60;5;40
Product 12733;TELEPHONY;40;1382;2;200;19;3;11
Product 15468;BABY;34;679;2;200;35;8;30
Product 16803;PET_SHOP;50;1189;1;150;16;14;16
Product 14211;SPORTS_LEISURE;54;636;3;750;45;15;15
Product 216;BED_BATH_TABLE;58;293;1;1850;40;10;30
Product 29200;PET_SHOP;45;599;2;250;32;5;17
Product 21605;SPORTS_LEISURE;34;862;4;150;24;4;14
Product 21087;GARDEN_TOOLS;53;427;5;1050;22;21;16
Product 20793;TOYS;57;696;4;325;21;7;16
Product 14323;HEALTH_BEAUTY;56;315;1;450;19;28;17
Product 8705;HEALTH_BEAUTY;57;969;2;2350;30;30;11
Product 2590;WATCHES_GIFTS;52;364;1;250;40;10;25
Product 13573;AUTO;53;82;1;400;20;8;17
Product 14507;BED_BATH_TABLE;53;267;2;1900;45;15;35
Product 29915;HEALTH_BEAUTY;59;1566;1;1200;16;16;16
Product 20365;FURNITURE_DECOR;58;271;2;700;60;16;11
Product 27754;HOUSEWARES;43;230;2;6700;40;25;40
Product 17108;SPORTS_LEISURE;57;3315;3;538;23;17;17
Product 13075;HEALTH_BEAUTY;28;59;1;125;16;7;12
Product 24358;HOUSEWARES;60;894;1;6700;40;40;40
Product 21143;TOYS;56;581;2;600;30;10;20
Product 6856;BED_BATH_TABLE;55;208;1;2543;34;12;30
Product 25923;BED_BATH_TABLE;47;632;1;300;16;10;16
Product 4706;BABY;53;194;1;3200;19;35;31
Product 19912;PET_SHOP;55;1228;3;300;32;7;17
Product 31040;HEALTH_BEAUTY;41;1151;1;450;21;20;29
Product 31068;FURNITURE_DECOR;48;637;2;1300;31;40;11
Product 2238;FURNITURE_DECOR;51;831;1;1400;20;30;20
Product 4972;TELEPHONY;44;497;1;88;16;7;12
Product 18416;HEALTH_BEAUTY;37;613;5;600;23;7;48
Product 21424;BOOKS_IMPORTED;51;470;2;300;16;8;11
Product 572;TELEPHONY;54;599;1;150;19;4;11
Product 18687;FASHION_BAGS_ACCESSORIES;46;633;5;300;30;15;27
Product 17754;GARDEN_TOOLS;59;602;1;8450;45;44;29
Product 4439;WATCHES_GIFTS;43;597;1;450;22;14;17
Product 7559;COMPUTERS_ACCESSORIES;40;878;1;900;31;16;16
Product 626;HEALTH_BEAUTY;23;814;1;567;43;8;28
Product 5121;BED_BATH_TABLE;52;384;1;600;16;10;16
Product 26539;BABY;41;449;2;1050;70;10;40
Product 4175;FASHION_BAGS_ACCESSORIES;51;372;2;200;16;9;11
Product 22434;LUGGAGE_ACCESSORIES;45;646;4;1200;42;20;31
Product 6316;HEALTH_BEAUTY;57;1009;1;583;31;16;16
Product 8835;AUTO;37;182;1;100;21;3;18
Product 3822;SPORTS_LEISURE;35;833;6;200;25;5;19
Product 19340;TELEPHONY;36;280;1;400;17;17;17
Product 25679;OFFICE_FURNITURE;23;160;1;50;35;90;45
Product 21587;PET_SHOP;53;823;17;1050;21;17;30
Product 19273;BED_BATH_TABLE;51;754;1;9450;38;7;26
Product 17459;HOUSEWARES;37;409;2;8600;38;28;32
Product 18626;LUGGAGE_ACCESSORIES;60;244;1;400;34;6;24
Product 28666;ART;24;372;1;2685;57;23;25
Product 8312;FURNITURE_DECOR;57;87;1;3400;40;9;34
Product 4364;HOUSEWARES;39;585;3;1200;34;15;34
Product 19557;CONSTRUCTION_TOOLS_CONSTRUCTION;50;455;4;2550;20;55;40
Product 24461;MUSIC;58;799;4;200;30;8;20
Product 10572;BOOKS_GENERAL_INTEREST;60;2671;4;600;20;22;14
Product 980;COMPUTERS_ACCESSORIES;32;517;1;900;30;16;16
Product 1546;COOL_STUFF;54;512;1;300;16;6;12
Product 2501;ELECTRONICS;43;742;2;283;18;9;15
Product 30603;LUGGAGE_ACCESSORIES;37;1293;1;3300;34;31;34
Product 22506;HEALTH_BEAUTY;31;937;2;883;18;18;16
Product 16389;BABY;59;556;3;3967;45;39;32
Product 10217;HOME_APPLIANCES_2;59;1400;3;1500;31;5;11
Product 30283;TELEPHONY;58;317;2;500;17;17;17
Product 26451;BABY;54;369;1;450;35;2;25
Product 17142;HOUSEWARES;38;270;1;600;16;26;11
Product 25807;FURNITURE_DECOR;53;326;1;10100;30;60;40
Product 23181;BED_BATH_TABLE;38;466;3;300;16;29;26
Product 22799;TOYS;60;1182;5;550;25;16;16
Product 13418;TOYS;52;825;4;1600;62;15;41
Product 20416;HOUSEWARES;48;1717;3;1275;29;5;26
Product 12468;BED_BATH_TABLE;54;517;1;5200;45;10;37
Product 23146;MUSICAL_INSTRUMENTS;59;1092;1;3600;70;20;30
Product 30315;SPORTS_LEISURE;34;129;2;350;16;8;11
Product 16501;PERFUMERY;56;1440;1;475;16;16;17
Product 15271;FURNITURE_DECOR;50;941;1;1350;24;6;24
Product 4054;CONSTRUCTION_TOOLS_CONSTRUCTION;55;112;6;7900;60;20;40
Product 11500;LUGGAGE_ACCESSORIES;40;124;1;450;24;47;34
Product 21433;HOME_APPLIANCES;56;259;1;400;27;13;17
Product 19044;FOOD;53;869;1;300;16;12;15
Product 7555;GARDEN_TOOLS;56;417;5;1150;22;21;16
Product 26938;AUTO;29;141;2;900;16;57;15
Product 29578;FASHION_SHOES;52;408;5;1400;22;12;33
Product 9893;FASHION_BAGS_ACCESSORIES;29;132;5;50;17;4;13
Product 5890;SPORTS_LEISURE;56;1381;4;1050;40;20;20
Product 1375;PERFUMERY;54;933;1;50;16;5;11
Product 26600;BABY;49;1317;2;650;27;25;22
Product 15374;SPORTS_LEISURE;38;715;2;3300;22;22;22
Product 19025;HOUSEWARES;58;2304;5;1650;24;21;19
Product 2778;FURNITURE_DECOR;60;563;1;250;35;10;17
Product 21515;HEALTH_BEAUTY;51;2388;3;250;23;7;15
Product 29669;FURNITURE_DECOR;57;281;2;1600;30;5;45
Product 27875;TOYS;54;784;2;1600;16;35;35
Product 7749;GARDEN_TOOLS;59;1399;5;600;19;7;18
Product 9560;ELECTRONICS;53;1996;3;373;21;11;17
Product 6293;TOYS;59;814;2;1400;35;28;16
Product 16174;BED_BATH_TABLE;60;567;2;283;51;4;32
Product 26174;PERFUMERY;45;974;2;100;16;11;14
Product 19247;HEALTH_BEAUTY;41;1797;1;300;16;19;11
Product 11635;SPORTS_LEISURE;53;191;4;200;25;10;20
Product 16144;#N/A;;;;1200;64;11;15
Product 30559;FURNITURE_DECOR;63;456;6;7000;55;7;55
Product 13248;BOOKS_TECHNICAL;39;1312;1;2050;28;5;22
Product 30764;DVDS_BLU_RAY;43;947;1;250;20;2;14
Product 10168;HOUSEWARES;59;236;1;100;21;9;13
Product 12450;FURNITURE_DECOR;45;354;2;1050;35;20;35
Product 30683;FASHION_BAGS_ACCESSORIES;41;395;4;100;16;9;11
Product 14295;DRINKS;17;954;1;440;17;13;14
Product 4897;HEALTH_BEAUTY;38;2068;1;1200;19;28;17
Product 22220;BED_BATH_TABLE;53;313;1;4500;58;20;38
Product 27276;BED_BATH_TABLE;58;324;5;4400;73;40;47
Product 27321;BOOKS_GENERAL_INTEREST;51;1095;2;600;30;4;20
Product 20739;SPORTS_LEISURE;58;383;4;950;22;5;14
Product 5437;COOL_STUFF;56;444;4;2900;44;16;42
Product 12822;PERFUMERY;24;347;1;100;16;16;16
Product 29595;TOYS;44;88;2;5700;39;30;29
Product 7115;COMPUTERS_ACCESSORIES;55;312;5;4450;19;23;19
Product 30441;BED_BATH_TABLE;53;120;1;1650;30;20;25
Product 681;OFFICE_FURNITURE;35;292;1;5000;60;45;45
Product 14537;FURNITURE_DECOR;42;3438;1;1000;41;23;25
Product 7024;HEALTH_BEAUTY;56;1534;1;1600;35;25;20
Product 3817;TOYS;45;769;1;1400;64;10;25
Product 1116;FURNITURE_DECOR;24;457;4;100;80;10;60
Product 266;TOYS;45;589;4;200;16;7;11
Product 2487;BED_BATH_TABLE;38;735;5;800;20;20;20
Product 26919;FASHION_BAGS_ACCESSORIES;38;404;3;223;20;9;15
Product 67;AUTO;60;380;1;150;16;6;11
Product 11075;FASHION_BAGS_ACCESSORIES;53;1359;1;200;16;2;11
Product 26760;HOME_APPLIANCES;57;125;1;300;18;8;13
Product 26974;BED_BATH_TABLE;58;255;1;1000;30;5;30
Product 22681;HEALTH_BEAUTY;34;476;1;2900;35;20;30
Product 4431;BED_BATH_TABLE;32;501;1;550;35;2;50
Product 4987;TOYS;54;1504;2;1517;31;22;28
Product 6281;BED_BATH_TABLE;54;704;1;1900;40;15;32
Product 25472;FURNITURE_DECOR;63;464;4;300;20;5;48
Product 25325;FURNITURE_DECOR;23;284;9;400;16;22;18
Product 10113;FASHION_BAGS_ACCESSORIES;57;457;2;550;16;5;30
Product 30775;BED_BATH_TABLE;58;330;1;200;40;10;30
Product 3358;WATCHES_GIFTS;39;648;1;400;23;7;17
Product 8047;SPORTS_LEISURE;30;643;8;700;30;36;20
Product 11110;FURNITURE_DECOR;57;2016;2;550;68;8;13
Product 14696;STATIONERY;46;940;1;650;30;16;16
Product 1902;SPORTS_LEISURE;59;261;3;1100;40;2;40
Product 5742;HEALTH_BEAUTY;40;520;2;50;20;15;15
Product 23769;FURNITURE_DECOR;32;470;1;22700;42;82;42
Product 19304;HOUSEWARES;31;298;4;8050;55;35;25
Product 8354;HEALTH_BEAUTY;42;618;2;75;16;10;11
Product 4153;SIGNALING_AND_SECURITY;54;588;1;400;60;25;25
Product 9688;BED_BATH_TABLE;56;255;1;1750;30;5;30
Product 7513;TELEPHONY;42;271;4;200;16;6;18
Product 7524;TELEPHONY;39;478;2;150;25;5;16
Product 29919;PERFUMERY;48;1117;1;400;22;16;16
Product 26331;BED_BATH_TABLE;55;187;1;2200;35;20;30
Product 355;SPORTS_LEISURE;60;1341;6;3600;20;15;42
Product 4012;SIGNALING_AND_SECURITY;60;480;1;300;16;14;15
Product 24677;AUTO;57;1399;3;11450;61;25;45
Product 24307;BABY;39;1640;1;350;20;16;25
Product 15552;FURNITURE_DECOR;60;253;1;1000;25;25;25
Product 31704;TELEPHONY;57;586;2;200;19;4;11
Product 17145;PERFUMERY;50;694;1;397;21;15;17
Product 3975;PET_SHOP;58;1775;6;600;20;19;20
Product 19590;HOUSEWARES;38;595;1;1100;30;30;30
Product 8773;TELEPHONY;59;734;4;300;17;4;12
Product 9292;HOUSEWARES;28;3194;4;7900;29;44;29
Product 4731;SPORTS_LEISURE;33;537;3;500;30;10;20
Product 18199;FURNITURE_DECOR;53;231;1;300;27;10;12
Product 423;HOUSEWARES;42;367;3;236;23;14;16
Product 20435;GARDEN_TOOLS;63;167;1;50;16;2;11
Product 22541;SPORTS_LEISURE;39;799;3;725;23;23;23
Product 22823;FASHION_BAGS_ACCESSORIES;51;1398;1;200;16;2;20
Product 31471;AUTO;59;695;6;5100;47;19;23
Product 21680;TELEPHONY;28;314;2;500;30;10;20
Product 14321;AUTO;60;336;1;150;25;20;25
Product 1666;KITCHEN_DINING_LAUNDRY_GARDEN_FURNITURE;50;445;1;1000;34;25;25
Product 16250;TOYS;47;465;1;500;26;8;21
Product 10891;WATCHES_GIFTS;53;538;2;225;16;7;11
Product 932;COOL_STUFF;37;1794;3;12000;24;25;31
Product 7940;HOME_CONFORT;52;287;2;700;45;15;35
Product 4440;TOYS;57;927;3;800;20;35;20
Product 9209;HOUSEWARES;34;605;5;1650;37;17;34
Product 23317;GARDEN_TOOLS;53;2430;1;7150;30;40;30
Product 22542;COMPUTERS_ACCESSORIES;34;244;1;600;16;15;15
Product 2141;GARDEN_TOOLS;54;1313;2;800;20;20;20
Product 17414;BED_BATH_TABLE;55;434;1;1100;22;18;18
Product 27668;CONSTRUCTION_TOOLS_CONSTRUCTION;60;455;5;4400;19;23;19
Product 15234;PERFUMERY;29;156;1;100;16;8;19
Product 29859;FURNITURE_DECOR;30;634;1;25250;41;43;91
Product 12085;AUTO;44;174;2;600;30;30;30
Product 5224;BED_BATH_TABLE;60;236;1;1500;34;7;32
Product 28906;AUTO;55;874;4;2000;68;9;35
Product 25607;COMPUTERS_ACCESSORIES;49;1175;1;650;16;25;16
Product 11148;FURNITURE_DECOR;55;1065;1;650;33;4;33
Product 19751;FASHION_BAGS_ACCESSORIES;42;95;1;350;17;18;17
Product 7856;ELECTRONICS;22;603;1;500;16;21;20
Product 26697;SPORTS_LEISURE;40;719;4;200;20;8;11
Product 19238;AUTO;51;1008;5;450;27;16;27
Product 7090;BED_BATH_TABLE;60;298;1;2500;33;7;39
Product 12231;BABY;57;779;1;750;18;20;20
Product 14182;PET_SHOP;60;505;5;300;27;9;27
Product 6283;PERFUMERY;33;340;1;563;20;12;14
Product 6786;COOL_STUFF;36;1349;1;700;32;32;16
Product 29650;AUTO;60;232;2;450;25;25;25
Product 5228;HEALTH_BEAUTY;59;633;1;488;18;15;17
Product 5192;CONSOLES_GAMES;41;811;1;30000;65;65;65
Product 2136;HOUSEWARES;20;1115;2;4006;45;24;30
Product 11676;TOYS;59;763;5;1083;48;20;47
Product 29914;HOUSEWARES;44;518;1;500;16;25;12
Product 10149;BED_BATH_TABLE;32;734;5;400;16;10;11
Product 6162;FURNITURE_DECOR;55;2031;2;600;60;11;11
Product 2625;FASHION_SHOES;40;303;12;500;29;7;16
Product 31069;COMPUTERS_ACCESSORIES;47;207;1;100;16;8;12
Product 1469;BOOKS_TECHNICAL;55;2085;1;1900;27;7;20
Product 936;SPORTS_LEISURE;45;450;1;1300;16;12;13
Product 6433;TOYS;22;499;1;5031;60;43;29
Product 591;BED_BATH_TABLE;51;352;2;600;60;10;50
Product 16920;HOUSEWARES;59;435;5;5350;36;22;36
Product 21775;SPORTS_LEISURE;45;317;2;500;25;25;25
Product 22895;WATCHES_GIFTS;53;716;2;175;19;7;11
Product 22275;MARKET_PLACE;18;1315;4;500;20;8;14
Product 21024;AUTO;34;812;4;2700;20;40;40
Product 6575;KITCHEN_DINING_LAUNDRY_GARDEN_FURNITURE;34;905;5;5400;53;10;67
Product 16731;WATCHES_GIFTS;59;644;2;350;16;11;11
Product 21549;WATCHES_GIFTS;42;596;5;100;16;17;12
Product 8010;WATCHES_GIFTS;57;573;8;200;16;2;11
Product 1237;ELECTRONICS;52;602;1;281;17;9;13
Product 12797;AUTO;53;524;1;1675;63;9;63
Product 7650;SPORTS_LEISURE;52;482;1;7550;28;40;40
Product 14195;GARDEN_TOOLS;51;305;1;1000;25;16;16
Product 30045;BABY;40;1978;4;250;65;11;11
Product 19198;AUTO;46;350;1;2500;33;27;26
Product 23449;GARDEN_TOOLS;54;708;1;5100;50;73;20
Product 17593;SPORTS_LEISURE;58;1186;1;350;20;20;20
Product 3605;COMPUTERS_ACCESSORIES;51;785;3;183;20;15;17
Product 22169;OFFICE_FURNITURE;58;1256;1;9200;52;52;17
Product 2472;GARDEN_TOOLS;60;2253;5;3500;32;31;11
Product 10610;WATCHES_GIFTS;39;1405;4;1017;23;16;18
Product 30723;COMPUTERS_ACCESSORIES;53;357;3;250;19;3;14
Product 1938;SPORTS_LEISURE;52;522;1;100;17;7;14
Product 31180;HOUSEWARES;49;179;3;750;60;6;12
Product 10532;FURNITURE_DECOR;58;1400;5;550;47;17;30
Product 8833;AUTO;60;705;2;350;17;21;11
Product 5787;AUTO;50;829;2;14900;32;47;38
Product 25895;HEALTH_BEAUTY;53;2506;1;2550;28;14;20
Product 30570;HEALTH_BEAUTY;46;2079;3;625;35;9;28
Product 22607;#N/A;;;;100;16;16;16
Product 12219;COMPUTERS_ACCESSORIES;42;306;2;18100;45;65;40
Product 23949;BED_BATH_TABLE;38;411;1;11500;48;30;35
Product 17975;HOUSEWARES;56;381;5;1900;30;15;15
Product 31049;FURNITURE_DECOR;60;2084;3;1350;69;11;11
Product 30355;#N/A;;;;100;25;2;17
Product 25580;BABY;37;1110;2;300;21;8;16
Product 12503;FIXED_TELEPHONY;39;975;3;450;16;8;16
Product 13748;COMPUTERS_ACCESSORIES;25;282;2;300;19;5;13
Product 30121;SPORTS_LEISURE;28;1174;1;200;20;20;20
Product 23887;PET_SHOP;56;387;2;600;27;9;26
Product 26624;SPORTS_LEISURE;55;1891;6;550;38;11;28
Product 20050;FURNITURE_DECOR;60;864;1;150;22;22;22
Product 15475;BED_BATH_TABLE;60;553;1;900;20;2;20
Product 18903;FURNITURE_DECOR;51;822;3;1050;55;11;11
Product 30188;FURNITURE_DECOR;50;1181;3;2600;53;8;11
Product 18895;HOUSEWARES;52;278;1;950;16;30;27
Product 15527;OFFICE_FURNITURE;46;2115;1;14600;58;28;58
Product 1333;BED_BATH_TABLE;49;381;1;850;25;18;40
Product 4059;HEALTH_BEAUTY;56;2264;2;1025;23;18;20
Product 8647;SPORTS_LEISURE;46;1850;1;1450;20;30;20
Product 1864;LUGGAGE_ACCESSORIES;57;674;1;22350;32;74;53
Product 25398;COSTRUCTION_TOOLS_GARDEN;59;915;1;588;16;14;13
Product 5247;WATCHES_GIFTS;49;666;2;700;17;13;13
Product 10429;SPORTS_LEISURE;37;213;1;400;16;10;20
Product 21479;HOUSEWARES;59;203;1;400;16;10;14
Product 6068;COMPUTERS_ACCESSORIES;45;812;4;500;16;8;20
Product 3374;BED_BATH_TABLE;57;677;1;1050;28;14;16
Product 9014;PERFUMERY;52;874;2;265;19;14;16
Product 31500;HOUSEWARES;50;389;1;8350;35;34;34
Product 20147;HEALTH_BEAUTY;56;627;1;2000;37;30;24
Product 20044;PERFUMERY;45;128;3;400;25;4;20
Product 28806;HOUSEWARES;57;396;3;4500;27;47;27
Product 26361;FASHION_UNDERWEAR_BEACH;51;1343;4;300;25;16;11
Product 955;PET_SHOP;57;2093;4;1550;40;32;20
Product 4576;HOME_APPLIANCES;40;125;1;1800;25;14;23
Product 23749;SPORTS_LEISURE;51;833;1;1100;16;16;18
Product 5002;FASHION_BAGS_ACCESSORIES;39;206;5;200;22;8;15
Product 14546;TOYS;28;422;4;500;19;12;25
Product 11874;COMPUTERS_ACCESSORIES;58;946;6;650;25;10;15
Product 20408;COMPUTERS_ACCESSORIES;60;893;2;750;50;6;28
Product 10564;FURNITURE_DECOR;59;372;1;400;37;15;27
Product 25167;GARDEN_TOOLS;41;1903;1;5650;17;38;32
Product 25196;HEALTH_BEAUTY;46;388;1;1250;18;20;18
Product 30364;HEALTH_BEAUTY;36;535;1;2000;30;12;16
Product 1786;AUTO;55;2026;1;3375;103;23;27
Product 2917;TELEPHONY;49;613;2;250;19;4;11
Product 1174;SPORTS_LEISURE;30;1764;1;150;16;17;22
Product 2325;FASHION_MALE_CLOTHING;39;411;2;900;45;10;35
Product 2051;PERFUMERY;38;419;1;415;26;12;18
Product 22669;FASHION_SHOES;57;404;4;1500;22;12;33
Product 21881;HOUSEWARES;55;205;1;2100;42;22;28
Product 10813;TOYS;44;324;2;550;31;19;26
Product 31552;FASHION_BAGS_ACCESSORIES;51;789;1;250;16;2;11
Product 2303;COSTRUCTION_TOOLS_GARDEN;38;673;1;150;16;20;20
Product 28745;SMALL_APPLIANCES;30;1792;2;3525;39;36;24
Product 14146;AIR_CONDITIONING;58;872;1;6250;53;21;36
Product 3971;WATCHES_GIFTS;48;702;1;362;19;11;15
Product 841;GARDEN_TOOLS;33;2188;2;7650;20;20;20
Product 5385;BED_BATH_TABLE;58;231;1;8800;40;6;29
Product 5658;BED_BATH_TABLE;55;693;1;2050;42;11;32
Product 12718;HEALTH_BEAUTY;59;1271;1;240;18;14;16
Product 31434;GARDEN_TOOLS;50;1054;3;175;22;8;15
Product 30160;OFFICE_FURNITURE;57;957;1;7667;52;52;17
Product 15041;COMPUTERS_ACCESSORIES;50;486;2;200;16;7;23
Product 25366;BED_BATH_TABLE;60;213;1;1050;35;10;18
Product 2533;FASHION_BAGS_ACCESSORIES;57;457;2;500;16;5;30
Product 30944;BED_BATH_TABLE;58;205;3;1350;40;6;30
Product 5219;PET_SHOP;60;496;2;150;27;9;27
Product 29896;TOYS;53;645;1;1905;30;25;19
Product 17642;BED_BATH_TABLE;59;140;3;1400;36;8;29
Product 6320;GARDEN_TOOLS;59;317;2;7900;70;8;34
Product 9537;FURNITURE_DECOR;57;392;1;5300;64;40;50
Product 25002;SPORTS_LEISURE;57;3285;4;1225;30;17;17
Product 8432;FURNITURE_DECOR;49;374;1;600;25;2;17
Product 3984;PERFUMERY;40;638;2;50;20;8;14
Product 8964;ART;27;59;2;100;20;20;11
Product 2348;HEALTH_BEAUTY;53;1229;2;725;32;22;29
Product 11759;BED_BATH_TABLE;60;3863;5;21400;82;23;68
Product 9262;HOUSEWARES;56;1793;4;500;35;14;15
Product 15867;WATCHES_GIFTS;41;304;1;250;16;16;16
Product 8689;TOYS;45;698;3;450;20;12;17
Product 25170;HOME_APPLIANCES;60;159;1;150;18;8;13
Product 26608;CONSTRUCTION_TOOLS_CONSTRUCTION;55;501;4;600;30;12;20
Product 2257;TOYS;46;599;1;725;35;25;24
Product 1097;HEALTH_BEAUTY;52;910;1;350;30;20;30
Product 7396;PERFUMERY;35;389;1;378;20;15;16
Product 20162;AIR_CONDITIONING;56;817;5;2800;30;10;30
Product 21631;WATCHES_GIFTS;48;680;2;5867;43;19;30
Product 31191;COMPUTERS_ACCESSORIES;58;684;3;1300;16;16;16
Product 9579;HEALTH_BEAUTY;53;891;5;300;28;8;18
Product 20110;SPORTS_LEISURE;56;176;3;2700;43;11;31
Product 16811;AUTO;58;1849;1;200;25;7;12
Product 13864;HOUSEWARES;59;920;4;200;22;7;15
Product 10648;PERFUMERY;27;1280;1;125;16;14;14
Product 1735;FASHION_MALE_CLOTHING;55;1241;2;500;16;2;20
Product 12910;TELEPHONY;38;580;2;100;16;3;11
Product 3313;STATIONERY;46;664;3;800;48;7;38
Product 11133;BED_BATH_TABLE;53;665;1;800;30;3;24
Product 19713;BED_BATH_TABLE;58;706;1;1250;20;20;20
Product 865;COMPUTERS_ACCESSORIES;39;1350;4;217;19;4;15
Product 5902;ART;57;851;1;1500;65;6;48
Product 14820;COMPUTERS_ACCESSORIES;60;549;1;400;30;15;15
Product 30778;BED_BATH_TABLE;55;514;1;2300;25;25;25
Product 8911;BED_BATH_TABLE;59;225;1;1600;35;8;29
Product 11118;FASHION_UNDERWEAR_BEACH;21;1683;2;100;16;2;11
Product 9726;FASHION_BAGS_ACCESSORIES;36;1356;4;200;16;6;11
Product 13826;FURNITURE_DECOR;55;1457;1;1050;16;16;16
Product 10584;LUGGAGE_ACCESSORIES;35;468;1;1200;40;22;30
Product 31346;SPORTS_LEISURE;55;699;1;5250;23;23;23
Product 27905;FURNITURE_DECOR;48;948;4;600;34;6;23
Product 26320;#N/A;;;;200;16;2;20
Product 29660;#N/A;;;;675;32;7;32
Product 23459;COOL_STUFF;45;199;3;825;39;18;38
Product 21142;FOOD_DRINK;42;2268;6;3250;28;16;16
Product 14959;LUGGAGE_ACCESSORIES;55;197;2;450;16;2;11
Product 22212;COSTRUCTION_TOOLS_GARDEN;35;1151;1;150;16;11;14
Product 9486;BABY;58;2379;1;1100;26;22;13
Product 13945;PET_SHOP;63;1440;3;6700;40;20;50
Product 24054;OFFICE_FURNITURE;42;2065;1;15100;58;28;56
Product 183;HOME_CONFORT;58;162;1;3050;20;30;46
Product 15828;STATIONERY;43;386;2;750;31;3;22
Product 31246;SMALL_APPLIANCES;46;573;1;1075;20;20;20
Product 16583;BED_BATH_TABLE;47;235;1;3000;55;25;45
Product 16477;TOYS;42;1083;4;400;20;10;20
Product 24018;AUTO;44;736;2;570;15;10;14
Product 21567;KITCHEN_DINING_LAUNDRY_GARDEN_FURNITURE;49;321;1;30000;97;30;70
Product 12607;ELECTRONICS;57;810;1;150;19;14;19
Product 13479;HOUSEWARES;55;1319;2;2400;102;20;31
Product 22995;HOUSEWARES;48;734;2;2250;40;35;14
Product 22761;SPORTS_LEISURE;28;502;4;800;25;25;25
Product 19134;TOYS;53;923;3;1200;50;15;32
Product 12111;ELECTRONICS;46;111;1;389;17;12;13
Product 23846;BOOKS_IMPORTED;59;706;1;150;33;2;23
Product 20111;WATCHES_GIFTS;59;573;2;275;19;13;19
Product 28674;FURNITURE_DECOR;26;304;1;2400;37;30;20
Product 14283;KITCHEN_DINING_LAUNDRY_GARDEN_FURNITURE;37;768;1;16825;60;48;53
Product 20608;OFFICE_FURNITURE;37;851;1;6550;23;19;29
Product 17155;COOL_STUFF;26;887;2;1000;16;19;15
Product 23671;SPORTS_LEISURE;44;3520;1;470;19;19;18
Product 14378;WATCHES_GIFTS;46;464;8;250;31;4;15
Product 27071;SPORTS_LEISURE;59;913;7;450;20;10;20
Product 22723;#N/A;;;;900;16;16;16
Product 16635;PET_SHOP;31;933;5;1100;20;20;25
Product 26433;COOL_STUFF;56;1002;2;4950;18;32;18
