customer_unique_id;customer_zip_code_prefix;customer_city;customer_state
Customer 1407;35450;itabirito;MG
Customer 1408;69307;boa vista;RR
Customer 1409;2420;sao paulo;SP
Customer 1410;82720;curitiba;PR
Customer 1411;55700;limoeiro;PE
Customer 1412;29338;itaipava;ES
Customer 1413;68371;altamira;PA
Customer 1414;28941;sao pedro da aldeia;RJ
Customer 1415;23017;rio de janeiro;RJ
Customer 1416;5882;sao paulo;SP
Customer 1417;5379;sao paulo;SP
Customer 1418;95585;arroio do sal;RS
Customer 1419;5314;sao paulo;SP
Customer 1420;2636;sao paulo;SP
Customer 1421;13202;jundiai;SP
Customer 1422;35408;glaura;MG
Customer 1423;38444;araguari;MG
Customer 1424;6711;cotia;SP
Customer 1425;95300;lagoa vermelha;RS
Customer 1426;24240;niteroi;RJ
Customer 1427;8584;itaquaquecetuba;SP
Customer 1428;35290;mantena;MG
Customer 1429;11629;sao sebastiao;SP
Customer 1430;7023;guarulhos;SP
Customer 1431;11750;peruibe;SP
Customer 1432;1452;sao paulo;SP
Customer 1433;13083;campinas;SP
Customer 1434;8371;sao paulo;SP
Customer 1435;88703;tubarao;SC
Customer 1436;35162;ipatinga;MG
Customer 1437;51020;recife;PE
Customer 1438;35480;bonfim;MG
Customer 1439;80540;curitiba;PR
Customer 1440;94836;alvorada;RS
Customer 1441;38740;patrocinio;MG
Customer 1442;22783;rio de janeiro;RJ
Customer 1443;85010;guarapuava;PR
Customer 1444;90430;porto alegre;RS
Customer 1445;75830;mineiros;GO
Customer 1446;22221;rio de janeiro;RJ
Customer 1447;91450;porto alegre;RS
Customer 1448;70760;brasilia;DF
Customer 1449;13082;campinas;SP
Customer 1450;5267;sao paulo;SP
Customer 1451;13273;valinhos;SP
Customer 1452;4086;sao paulo;SP
Customer 1453;1452;sao paulo;SP
Customer 1454;13417;piracicaba;SP
Customer 1455;25065;duque de caxias;RJ
Customer 1456;13206;jundiai;SP
Customer 1457;4434;sao paulo;SP
Customer 1458;45607;itabuna;BA
Customer 1459;1123;sao paulo;SP
Customer 1460;20260;rio de janeiro;RJ
Customer 1461;87302;campo mourao;PR
Customer 1462;21511;rio de janeiro;RJ
Customer 1463;25250;duque de caxias;RJ
Customer 1464;20561;rio de janeiro;RJ
Customer 1465;8431;sao paulo;SP
Customer 1466;88200;tijucas;SC
Customer 1467;44574;santo antonio de jesus;BA
Customer 1468;78640;canarana;MT
Customer 1469;6850;itapecerica da serra;SP
Customer 1470;6395;carapicuiba;SP
Customer 1471;30882;belo horizonte;MG
Customer 1472;85685;nova prata do iguacu;PR
Customer 1473;89650;treze tilias;SC
Customer 1474;29230;anchieta;ES
Customer 1475;8473;sao paulo;SP
Customer 1476;2563;sao paulo;SP
Customer 1477;89203;joinville;SC
Customer 1478;41745;salvador;BA
Customer 1479;13466;americana;SP
Customer 1480;3984;sao paulo;SP
Customer 1481;90430;porto alegre;RS
Customer 1482;27331;barra mansa;RJ
Customer 1483;9250;santo andre;SP
Customer 1484;70743;brasilia;DF
Customer 1485;89694;faxinal dos guedes;SC
Customer 1486;30516;belo horizonte;MG
Customer 1487;13238;campo limpo paulista;SP
Customer 1488;86450;quatigua;PR
Customer 1489;9991;diadema;SP
Customer 1490;80740;curitiba;PR
Customer 1491;56326;petrolina;PE
Customer 1492;26165;belford roxo;RJ
Customer 1493;38280;iturama;MG
Customer 1494;20730;rio de janeiro;RJ
Customer 1495;48900;juazeiro;BA
Customer 1496;44085;feira de santana;BA
Customer 1497;12308;jacarei;SP
Customer 1498;2878;sao paulo;SP
Customer 1499;11673;caraguatatuba;SP
Customer 1500;9271;santo andre;SP
Customer 1501;5782;sao paulo;SP
Customer 1502;85555;palmas;PR
Customer 1503;27353;barra mansa;RJ
Customer 1504;99010;passo fundo;RS
Customer 1505;1229;sao paulo;SP
Customer 1506;98910;tres de maio;RS
Customer 1507;13670;santa rita do passa quatro;SP
Customer 1508;4039;sao paulo;SP
Customer 1509;22051;rio de janeiro;RJ
Customer 1510;13476;americana;SP
Customer 1511;21931;rio de janeiro;RJ
Customer 1512;78240;porto esperidiao;MT
Customer 1513;14110;bonfim paulista;SP
Customer 1514;14240;cajuru;SP
Customer 1515;89500;cacador;SC
Customer 1516;36888;muriae;MG
Customer 1517;68628;paragominas;PA
Customer 1518;14930;boa esperanca do sul;SP
Customer 1519;31330;belo horizonte;MG
Customer 1520;1452;sao paulo;SP
Customer 1521;22795;rio de janeiro;RJ
Customer 1522;45400;valenca;BA
Customer 1523;33600;pedro leopoldo;MG
Customer 1524;18610;botucatu;SP
Customer 1525;90540;porto alegre;RS
Customer 1526;4621;sao paulo;SP
Customer 1527;27913;macae;RJ
Customer 1528;22290;rio de janeiro;RJ
Customer 1529;37190;tres pontas;MG
Customer 1530;63010;juazeiro do norte;CE
Customer 1531;51335;recife;PE
Customer 1532;13013;campinas;SP
Customer 1533;5778;sao paulo;SP
Customer 1534;1407;sao paulo;SP
Customer 1535;94085;gravatai;RS
Customer 1536;6172;osasco;SP
Customer 1537;87050;maringa;PR
Customer 1538;13210;jundiai;SP
Customer 1539;13050;campinas;SP
Customer 1540;38900;bambui;MG
Customer 1541;94420;viamao;RS
Customer 1542;13207;jundiai;SP
Customer 1543;25870;comendador levy gasparian;RJ
Customer 1544;49535;sao miguel do aleixo;SE
Customer 1545;79002;campo grande;MS
Customer 1546;4363;sao paulo;SP
Customer 1547;88034;florianopolis;SC
Customer 1548;57601;palmeira dos indios;AL
Customer 1549;18520;cerquilho;SP
Customer 1550;83602;campo largo;PR
Customer 1551;3431;sao paulo;SP
Customer 1552;13480;limeira;SP
Customer 1553;5625;sao paulo;SP
Customer 1554;85568;saudade do iguacu;PR
Customer 1555;18950;ipaussu;SP
Customer 1556;73770;alto paraiso de goias;GO
Customer 1557;21060;rio de janeiro;RJ
Customer 1558;4084;sao paulo;SP
Customer 1559;3660;sao paulo;SP
Customer 1560;6787;taboao da serra;SP
Customer 1561;5409;sao paulo;SP
Customer 1562;96400;bage;RS
Customer 1563;87015;maringa;PR
Customer 1564;28970;araruama;RJ
Customer 1565;35500;divinopolis;MG
Customer 1566;51340;recife;PE
Customer 1567;36900;manhuacu;MG
Customer 1568;20541;rio de janeiro;RJ
Customer 1569;7500;santa isabel;SP
Customer 1570;13084;campinas;SP
Customer 1571;5026;sao paulo;SP
Customer 1572;91430;porto alegre;RS
Customer 1573;75860;quirinopolis;GO
Customer 1574;55022;caruaru;PE
Customer 1575;95047;caxias do sul;RS
Customer 1576;28860;casimiro de abreu;RJ
Customer 1577;40230;salvador;BA
Customer 1578;66045;belem;PA
Customer 1579;18970;chavantes;SP
Customer 1580;13214;jundiai;SP
Customer 1581;5590;sao paulo;SP
Customer 1582;6730;vargem grande paulista;SP
Customer 1583;28943;sao pedro da aldeia;RJ
Customer 1584;29850;ecoporanga;ES
Customer 1585;12630;cachoeira paulista;SP
Customer 1586;37552;pouso alegre;MG
Customer 1587;40060;salvador;BA
Customer 1588;75908;rio verde;GO
Customer 1589;22470;rio de janeiro;RJ
Customer 1590;13070;campinas;SP
Customer 1591;61939;maracanau;CE
Customer 1592;5366;sao paulo;SP
Customer 1593;1224;sao paulo;SP
Customer 1594;22071;rio de janeiro;RJ
Customer 1595;17012;bauru;SP
Customer 1596;4430;sao paulo;SP
Customer 1597;15085;sao jose do rio preto;SP
Customer 1598;14810;araraquara;SP
Customer 1599;13232;campo limpo paulista;SP
Customer 1600;48700;serrinha;BA
Customer 1601;91330;porto alegre;RS
Customer 1602;72015;brasilia;DF
Customer 1603;81070;curitiba;PR
Customer 1604;89460;canoinhas;SC
Customer 1605;31710;belo horizonte;MG
Customer 1606;14500;ituverava;SP
Customer 1607;12030;taubate;SP
Customer 1608;95585;arroio do sal;RS
Customer 1609;80020;curitiba;PR
Customer 1610;22231;rio de janeiro;RJ
Customer 1611;22440;rio de janeiro;RJ
Customer 1612;21810;rio de janeiro;RJ
Customer 1613;17017;bauru;SP
Customer 1614;38400;uberlandia;MG
Customer 1615;8663;suzano;SP
Customer 1616;88058;florianopolis;SC
Customer 1617;64230;buriti dos lopes;PI
Customer 1618;96200;rio grande;RS
Customer 1619;97015;santa maria;RS
Customer 1620;46220;rio do antonio;BA
Customer 1621;5145;sao paulo;SP
Customer 1622;4015;sao paulo;SP
Customer 1623;16570;guaranta;SP
Customer 1624;54280;jaboatao dos guararapes;PE
Customer 1625;25036;duque de caxias;RJ
Customer 1626;5590;sao paulo;SP
Customer 1627;70650;brasilia;DF
Customer 1628;33035;santa luzia;MG
Customer 1629;68455;tucurui;PA
Customer 1;14409;franca;SP
Customer 2;9790;sao bernardo do campo;SP
Customer 3;1151;sao paulo;SP
Customer 4;8775;mogi das cruzes;SP
Customer 5;13056;campinas;SP
Customer 6;89254;jaragua do sul;SC
Customer 7;4534;sao paulo;SP
Customer 8;35182;timoteo;MG
Customer 9;81560;curitiba;PR
Customer 10;30575;belo horizonte;MG
Customer 11;39400;montes claros;MG
Customer 12;20231;rio de janeiro;RJ
Customer 13;18682;lencois paulista;SP
Customer 14;5704;sao paulo;SP
Customer 15;95110;caxias do sul;RS
Customer 16;13412;piracicaba;SP
Customer 17;22750;rio de janeiro;RJ
Customer 18;7124;guarulhos;SP
Customer 19;5416;sao paulo;SP
Customer 20;68485;pacaja;PA
Customer 21;88034;florianopolis;SC
Customer 22;74914;aparecida de goiania;GO
Customer 23;5713;sao paulo;SP
Customer 24;82820;curitiba;PR
Customer 25;8225;sao paulo;SP
Customer 26;9121;santo andre;SP
Customer 27;74310;goiania;GO
Customer 28;4571;sao paulo;SP
Customer 29;29311;cachoeiro de itapemirim;ES
Customer 30;5528;sao paulo;SP
Customer 31;12235;sao jose dos campos;SP
Customer 32;18130;sao roque;SP
Customer 33;42800;camacari;BA
Customer 34;27525;resende;RJ
Customer 35;81750;curitiba;PR
Customer 36;13175;sumare;SP
Customer 37;7170;guarulhos;SP
Customer 38;93415;novo hamburgo;RS
Customer 39;65075;sao luis;MA
Customer 40;88104;sao jose;SC
Customer 41;7176;guarulhos;SP
Customer 42;35960;santa barbara;MG
Customer 43;5727;sao paulo;SP
Customer 44;7053;guarulhos;SP
Customer 45;14026;ribeirao preto;SP
Customer 46;30320;belo horizonte;MG
Customer 47;38300;ituiutaba;MG
Customer 48;18740;taquarituba;SP
Customer 49;83085;sao jose dos pinhais;PR
Customer 50;89254;jaragua do sul;SC
Customer 51;5351;sao paulo;SP
Customer 52;39406;montes claros;MG
Customer 53;14860;barrinha;SP
Customer 54;21310;rio de janeiro;RJ
Customer 55;23970;parati;RJ
Customer 56;79804;dourados;MS
Customer 57;5017;sao paulo;SP
Customer 58;75388;trindade;GO
Customer 59;85808;cascavel;PR
Customer 60;60140;fortaleza;CE
Customer 61;72270;brasilia;DF
Customer 62;2075;sao paulo;SP
Customer 63;96015;pelotas;RS
Customer 64;90010;porto alegre;RS
Customer 65;22440;rio de janeiro;RJ
Customer 66;13323;salto;SP
Customer 67;30190;belo horizonte;MG
Customer 68;13212;jundiai;SP
Customer 69;29307;cachoeiro de itapemirim;ES
Customer 70;12280;cacapava;SP
Customer 71;60336;fortaleza;CE
Customer 72;11310;sao vicente;SP
Customer 73;38408;uberlandia;MG
Customer 74;37720;botelhos;MG
Customer 75;24431;sao goncalo;RJ
Customer 76;5890;sao paulo;SP
Customer 77;3733;sao paulo;SP
Customer 78;83709;araucaria;PR
Customer 79;11347;sao vicente;SP
Customer 80;26272;nova iguacu;RJ
Customer 81;5415;sao paulo;SP
Customer 82;59655;areia branca;RN
Customer 83;4548;sao paulo;SP
Customer 84;28010;campos dos goytacazes;RJ
Customer 85;13573;sao carlos;SP
Customer 86;2175;sao paulo;SP
Customer 87;37500;itajuba;MG
Customer 88;90670;porto alegre;RS
Customer 89;9890;sao bernardo do campo;SP
Customer 90;13321;salto;SP
Customer 91;44380;cruz das almas;BA
Customer 92;27700;vassouras;RJ
Customer 93;44033;feira de santana;BA
Customer 94;4537;sao paulo;SP
Customer 95;71540;brasilia;DF
Customer 96;13569;sao carlos;SP
Customer 97;5565;sao paulo;SP
Customer 98;3636;sao paulo;SP
Customer 99;24120;niteroi;RJ
Customer 100;65058;sao luis;MA
Customer 101;2983;sao paulo;SP
Customer 102;4105;sao paulo;SP
Customer 103;89260;jaragua do sul;SC
Customer 104;62016;sobral;CE
Customer 105;35500;divinopolis;MG
Customer 106;8743;mogi das cruzes;SP
Customer 107;71928;brasilia;DF
Customer 108;4938;sao paulo;SP
Customer 109;2209;sao paulo;SP
Customer 110;25850;paraiba do sul;RJ
Customer 111;53437;paulista;PE
Customer 112;4710;sao paulo;SP
Customer 113;6382;carapicuiba;SP
Customer 114;2632;sao paulo;SP
Customer 115;95765;bom principio;RS
Customer 116;2631;sao paulo;SP
Customer 117;36780;astolfo dutra;MG
Customer 118;80050;curitiba;PR
Customer 119;30664;belo horizonte;MG
Customer 120;86990;marialva;PR
Customer 121;8490;sao paulo;SP
Customer 122;15015;sao jose do rio preto;SP
Customer 123;28909;cabo frio;RJ
Customer 124;32140;contagem;MG
Customer 125;38410;uberlandia;MG
Customer 126;86640;cafeara;PR
Customer 127;91340;porto alegre;RS
Customer 128;14600;sao joaquim da barra;SP
Customer 129;85854;foz do iguacu;PR
Customer 130;30421;belo horizonte;MG
Customer 131;9862;sao bernardo do campo;SP
Customer 132;24431;sao goncalo;RJ
Customer 133;8686;suzano;SP
Customer 134;7243;guarulhos;SP
Customer 135;89120;timbo;SC
Customer 136;88348;camboriu;SC
Customer 137;95340;nova bassano;RS
Customer 138;96215;rio grande;RS
Customer 139;71665;brasilia;DF
Customer 140;12929;braganca paulista;SP
Customer 141;78600;barra do garcas;MT
Customer 142;4960;sao paulo;SP
Customer 143;6835;embu;SP
Customer 144;9784;sao bernardo do campo;SP
Customer 145;73020;brasilia;DF
Customer 146;88840;urussanga;SC
Customer 147;37589;silvianopolis;MG
Customer 148;5874;sao paulo;SP
Customer 149;39505;gameleiras;MG
Customer 150;66050;belem;PA
Customer 151;37701;pocos de caldas;MG
Customer 152;32070;contagem;MG
Customer 153;11065;santos;SP
Customer 154;12970;piracaia;SP
Customer 155;22251;rio de janeiro;RJ
Customer 156;11035;santos;SP
Customer 157;78557;sinop;MT
Customer 158;11440;guaruja;SP
Customer 159;6401;barueri;SP
Customer 160;5590;sao paulo;SP
Customer 161;95770;feliz;RS
Customer 162;4679;sao paulo;SP
Customer 163;30330;belo horizonte;MG
Customer 164;12270;jambeiro;SP
Customer 165;15050;sao jose do rio preto;SP
Customer 166;35160;ipatinga;MG
Customer 167;17602;tupa;SP
Customer 168;4427;sao paulo;SP
Customer 169;70750;brasilia;DF
Customer 170;89031;blumenau;SC
Customer 171;15275;moncoes;SP
Customer 172;22290;rio de janeiro;RJ
Customer 173;3563;sao paulo;SP
Customer 174;88330;balneario camboriu;SC
Customer 175;20030;rio de janeiro;RJ
Customer 176;4723;sao paulo;SP
Customer 177;65430;vargem grande;MA
Customer 178;79130;rio brilhante;MS
Customer 179;36855;eugenopolis;MG
Customer 180;66055;belem;PA
Customer 181;15054;sao jose do rio preto;SP
Customer 182;13142;paulinia;SP
Customer 183;3951;sao paulo;SP
Customer 184;13214;jundiai;SP
Customer 185;3127;sao paulo;SP
Customer 186;9030;santo andre;SP
Customer 187;12240;sao jose dos campos;SP
Customer 188;22251;rio de janeiro;RJ
Customer 189;13045;campinas;SP
Customer 190;30830;belo horizonte;MG
Customer 191;86806;apucarana;PR
Customer 192;52070;recife;PE
Customer 193;6290;osasco;SP
Customer 194;13270;valinhos;SP
Customer 195;9040;santo andre;SP
Customer 196;69049;manaus;AM
Customer 197;95595;cidreira;RS
Customer 198;20561;rio de janeiro;RJ
Customer 199;97700;santiago;RS
Customer 200;8340;sao paulo;SP
Customer 201;97340;sao sepe;RS
Customer 202;78580;alta floresta;MT
Customer 203;7191;guarulhos;SP
Customer 204;54430;jaboatao dos guararapes;PE
Customer 205;5451;sao paulo;SP
Customer 206;29395;ibatiba;ES
Customer 207;13188;hortolandia;SP
Customer 208;2376;sao paulo;SP
Customer 209;6719;cotia;SP
Customer 210;27915;macae;RJ
Customer 211;89868;saudades;SC
Customer 212;22220;rio de janeiro;RJ
Customer 213;68908;macapa;AP
Customer 214;18160;salto de pirapora;SP
Customer 215;6764;taboao da serra;SP
Customer 216;75570;bom jesus;GO
Customer 217;95124;caxias do sul;RS
Customer 218;38415;uberlandia;MG
Customer 219;18900;santa cruz do rio pardo;SP
Customer 220;9950;diadema;SP
Customer 221;45320;santa ines;BA
Customer 222;23075;rio de janeiro;RJ
Customer 223;48700;serrinha;BA
Customer 224;18112;votorantim;SP
Customer 225;13185;hortolandia;SP
Customer 226;27580;itatiaia;RJ
Customer 227;25245;duque de caxias;RJ
Customer 228;28375;varre-sai;RJ
Customer 229;21615;rio de janeiro;RJ
Customer 230;95095;caxias do sul;RS
Customer 231;20250;rio de janeiro;RJ
Customer 232;29101;vila velha;ES
Customer 233;13053;campinas;SP
Customer 234;23860;mangaratiba;RJ
Customer 235;12942;atibaia;SP
Customer 236;5450;sao paulo;SP
Customer 237;41706;salvador;BA
Customer 238;57046;maceio;AL
Customer 239;91350;porto alegre;RS
Customer 240;22620;rio de janeiro;RJ
Customer 241;16204;birigui;SP
Customer 242;14401;franca;SP
Customer 243;25675;petropolis;RJ
Customer 244;24220;niteroi;RJ
Customer 245;90240;porto alegre;RS
Customer 246;13520;sao pedro;SP
Customer 247;84200;jaguariaiva;PR
Customer 248;21515;rio de janeiro;RJ
Customer 249;7847;franco da rocha;SP
Customer 250;3609;sao paulo;SP
Customer 251;72220;brasilia;DF
Customer 252;12280;cacapava;SP
Customer 253;13212;jundiai;SP
Customer 254;41480;salvador;BA
Customer 255;12420;pindamonhangaba;SP
Customer 256;84500;irati;PR
Customer 257;18380;ribeira;SP
Customer 258;35160;ipatinga;MG
Customer 259;4455;sao paulo;SP
Customer 260;36200;barbacena;MG
Customer 261;55700;limoeiro;PE
Customer 262;76974;espigao do oeste;RO
Customer 263;26155;belford roxo;RJ
Customer 264;12215;sao jose dos campos;SP
Customer 265;70770;brasilia;DF
Customer 266;35171;coronel fabriciano;MG
Customer 267;9960;diadema;SP
Customer 268;72331;brasilia;DF
Customer 269;72225;brasilia;DF
Customer 270;11740;itanhaem;SP
Customer 271;74825;goiania;GO
Customer 272;14709;bebedouro;SP
Customer 273;13465;americana;SP
Customer 274;41308;salvador;BA
Customer 275;36500;uba;MG
Customer 276;86700;arapongas;PR
Customer 277;13287;vinhedo;SP
Customer 278;88304;itajai;SC
Customer 279;79823;dourados;MS
Customer 280;17033;bauru;SP
Customer 281;14850;pradopolis;SP
Customer 282;5171;sao paulo;SP
Customer 283;78325;aripuana;MT
Customer 284;12900;braganca paulista;SP
Customer 285;4374;sao paulo;SP
Customer 286;45840;guaratinga;BA
Customer 287;4190;sao paulo;SP
Customer 288;79904;ponta pora;MS
Customer 289;16011;aracatuba;SP
Customer 290;27265;volta redonda;RJ
Customer 291;87025;maringa;PR
Customer 292;7197;guarulhos;SP
Customer 293;1527;sao paulo;SP
Customer 294;4845;sao paulo;SP
Customer 295;14802;araraquara;SP
Customer 296;35367;matipo;MG
Customer 297;24230;niteroi;RJ
Customer 298;36205;barbacena;MG
Customer 299;91130;porto alegre;RS
Customer 300;95500;santo antonio da patrulha;RS
Customer 301;1230;sao paulo;SP
Customer 302;91760;porto alegre;RS
Customer 303;27351;barra mansa;RJ
Customer 304;60181;fortaleza;CE
Customer 305;39100;diamantina;MG
Customer 306;30330;belo horizonte;MG
Customer 307;71505;brasilia;DF
Customer 308;87050;maringa;PR
Customer 309;41720;salvador;BA
Customer 310;4003;sao paulo;SP
Customer 311;27913;macae;RJ
Customer 312;5792;sao paulo;SP
Customer 313;18120;mairinque;SP
Customer 314;31615;belo horizonte;MG
Customer 315;85790;capitao leonidas marques;PR
Customer 316;20735;rio de janeiro;RJ
Customer 317;37950;sao sebastiao do paraiso;MG
Customer 318;22240;rio de janeiro;RJ
Customer 319;25645;petropolis;RJ
Customer 320;2802;sao paulo;SP
Customer 321;4744;sao paulo;SP
Customer 322;3704;sao paulo;SP
Customer 323;13416;piracicaba;SP
Customer 324;26115;belford roxo;RJ
Customer 325;73035;brasilia;DF
Customer 326;74580;goiania;GO
Customer 327;97590;rosario do sul;RS
Customer 328;23820;itaguai;RJ
Customer 329;3579;sao paulo;SP
Customer 330;11420;guaruja;SP
Customer 331;35774;paraopeba;MG
Customer 332;9271;santo andre;SP
Customer 333;13041;campinas;SP
Customer 334;1321;sao paulo;SP
Customer 335;20240;rio de janeiro;RJ
Customer 336;31555;belo horizonte;MG
Customer 337;85012;guarapuava;PR
Customer 338;39885;crisolita;MG
Customer 339;27175;pirai;RJ
Customer 340;57062;maceio;AL
Customer 341;29903;linhares;ES
Customer 342;17120;agudos;SP
Customer 343;2435;sao paulo;SP
Customer 344;4116;sao paulo;SP
Customer 345;21010;rio de janeiro;RJ
Customer 346;25545;sao joao de meriti;RJ
Customer 347;3105;sao paulo;SP
Customer 348;21616;rio de janeiro;RJ
Customer 349;88370;navegantes;SC
Customer 350;13641;pirassununga;SP
Customer 351;9686;sao bernardo do campo;SP
Customer 352;89694;faxinal dos guedes;SC
Customer 353;7251;guarulhos;SP
Customer 354;71908;brasilia;DF
Customer 355;72300;brasilia;DF
Customer 356;88805;criciuma;SC
Customer 357;29830;nova venecia;ES
Customer 358;99010;passo fundo;RS
Customer 359;2230;sao paulo;SP
Customer 360;38400;uberlandia;MG
Customer 361;6386;carapicuiba;SP
Customer 362;20780;rio de janeiro;RJ
Customer 363;38950;ibia;MG
Customer 364;74986;aparecida de goiania;GO
Customer 365;1310;sao paulo;SP
Customer 366;11045;santos;SP
Customer 367;36900;manhuacu;MG
Customer 368;13178;sumare;SP
Customer 369;68371;altamira;PA
Customer 370;74423;goiania;GO
Customer 371;22231;rio de janeiro;RJ
Customer 372;88110;sao jose;SC
Customer 373;3718;sao paulo;SP
Customer 374;28495;aperibe;RJ
Customer 375;11320;sao vicente;SP
Customer 376;16010;aracatuba;SP
Customer 377;78015;cuiaba;MT
Customer 378;92320;canoas;RS
Customer 379;32140;contagem;MG
Customer 380;31330;belo horizonte;MG
Customer 381;5093;sao paulo;SP
Customer 382;30441;belo horizonte;MG
Customer 383;11547;cubatao;SP
Customer 384;87030;maringa;PR
Customer 385;3923;sao paulo;SP
Customer 386;13232;campo limpo paulista;SP
Customer 387;86181;cambe;PR
Customer 388;8576;itaquaquecetuba;SP
Customer 389;9551;sao caetano do sul;SP
Customer 390;12243;sao jose dos campos;SP
Customer 391;5894;sao paulo;SP
Customer 392;3574;sao paulo;SP
Customer 393;39404;montes claros;MG
Customer 394;40323;salvador;BA
Customer 395;30240;belo horizonte;MG
Customer 396;24240;niteroi;RJ
Customer 397;22440;rio de janeiro;RJ
Customer 398;7020;guarulhos;SP
Customer 399;5596;sao paulo;SP
Customer 400;35935;sao goncalo do rio abaixo;MG
Customer 401;86600;rolandia;PR
Customer 402;37410;tres coracoes;MG
Customer 403;96570;cacapava do sul;RS
Customer 404;2435;sao paulo;SP
Customer 405;1424;sao paulo;SP
Customer 406;1537;sao paulo;SP
Customer 407;14050;ribeirao preto;SP
Customer 408;24722;sao goncalo;RJ
Customer 409;36680;sao joao nepomuceno;MG
Customer 410;6722;cotia;SP
Customer 411;24220;niteroi;RJ
Customer 412;92035;canoas;RS
Customer 413;22451;rio de janeiro;RJ
Customer 414;74160;goiania;GO
Customer 415;13610;leme;SP
Customer 416;13600;araras;SP
Customer 417;13201;jundiai;SP
Customer 418;55525;cortes;PE
Customer 419;35164;ipatinga;MG
Customer 420;3183;sao paulo;SP
Customer 421;14051;ribeirao preto;SP
Customer 422;88351;brusque;SC
Customer 423;60055;fortaleza;CE
Customer 424;95780;montenegro;RS
Customer 425;76630;itaberai;GO
Customer 426;12413;pindamonhangaba;SP
Customer 427;72620;brasilia;DF
Customer 428;14270;santa rosa de viterbo;SP
Customer 429;73780;agua fria de goias;GO
Customer 430;11065;santos;SP
Customer 431;99150;marau;RS
Customer 432;35790;curvelo;MG
Customer 433;24060;niteroi;RJ
Customer 434;36080;juiz de fora;MG
Customer 435;38408;uberlandia;MG
Customer 436;13843;mogi-guacu;SP
Customer 437;24350;niteroi;RJ
Customer 438;8150;sao paulo;SP
Customer 439;2559;sao paulo;SP
Customer 440;3755;sao paulo;SP
Customer 441;1227;sao paulo;SP
Customer 442;30575;belo horizonte;MG
Customer 443;6286;osasco;SP
Customer 444;4001;sao paulo;SP
Customer 445;12503;guaratingueta;SP
Customer 446;9895;sao bernardo do campo;SP
Customer 447;83209;paranagua;PR
Customer 448;16403;lins;SP
Customer 449;4401;sao paulo;SP
Customer 450;93700;campo bom;RS
Customer 451;14170;sertaozinho;SP
Customer 452;2846;sao paulo;SP
Customer 453;79640;tres lagoas;MS
Customer 454;6765;taboao da serra;SP
Customer 455;32044;contagem;MG
Customer 456;24230;niteroi;RJ
Customer 457;9250;santo andre;SP
Customer 458;4160;sao paulo;SP
Customer 459;17208;jau;SP
Customer 460;81250;curitiba;PR
Customer 461;95780;montenegro;RS
Customer 462;88106;sao jose;SC
Customer 463;78307;campos de julio;MT
Customer 464;28999;saquarema;RJ
Customer 465;9530;sao caetano do sul;SP
Customer 466;13160;artur nogueira;SP
Customer 467;48950;uaua;BA
Customer 468;4342;sao paulo;SP
Customer 469;6624;jandira;SP
Customer 470;30431;belo horizonte;MG
Customer 471;4182;sao paulo;SP
Customer 472;4862;sao paulo;SP
Customer 473;13275;valinhos;SP
Customer 474;89705;concordia;SC
Customer 475;28625;nova friburgo;RJ
Customer 476;18051;sorocaba;SP
Customer 477;20550;rio de janeiro;RJ
Customer 478;35430;ponte nova;MG
Customer 479;89245;araquari;SC
Customer 480;12233;sao jose dos campos;SP
Customer 481;36881;muriae;MG
Customer 482;2302;sao paulo;SP
Customer 483;6455;barueri;SP
Customer 484;9061;santo andre;SP
Customer 485;88372;navegantes;SC
Customer 486;34004;nova lima;MG
Customer 487;75400;inhumas;GO
Customer 488;28250;italva;RJ
Customer 489;2082;sao paulo;SP
Customer 490;25802;tres rios;RJ
Customer 491;26185;belford roxo;RJ
Customer 492;97030;santa maria;RS
Customer 493;45585;itagiba;BA
Customer 494;88054;florianopolis;SC
Customer 495;4717;sao paulo;SP
Customer 496;38600;paracatu;MG
Customer 497;22410;rio de janeiro;RJ
Customer 498;82310;curitiba;PR
Customer 499;22753;rio de janeiro;RJ
Customer 500;89825;xaxim;SC
Customer 501;20540;rio de janeiro;RJ
Customer 502;9250;santo andre;SP
Customer 503;85301;laranjeiras do sul;PR
Customer 504;4704;sao paulo;SP
Customer 505;8080;sao paulo;SP
Customer 506;62740;itapiuna;CE
Customer 507;8072;sao paulo;SP
Customer 508;7143;guarulhos;SP
Customer 509;13050;campinas;SP
Customer 510;52120;recife;PE
Customer 511;14055;ribeirao preto;SP
Customer 512;35500;divinopolis;MG
Customer 513;4772;sao paulo;SP
Customer 514;13403;piracicaba;SP
Customer 515;73808;formosa;GO
Customer 516;24220;niteroi;RJ
Customer 517;88058;florianopolis;SC
Customer 518;35430;ponte nova;MG
Customer 519;24315;niteroi;RJ
Customer 520;13400;piracicaba;SP
Customer 521;79130;rio brilhante;MS
Customer 522;2365;sao paulo;SP
Customer 523;3562;sao paulo;SP
Customer 524;4571;sao paulo;SP
Customer 525;16202;birigui;SP
Customer 526;93900;ivoti;RS
Customer 527;41820;salvador;BA
Customer 528;48903;juazeiro;BA
Customer 529;84025;ponta grossa;PR
Customer 530;29830;nova venecia;ES
Customer 531;58407;campina grande;PB
Customer 532;22280;rio de janeiro;RJ
Customer 533;6140;osasco;SP
Customer 534;6056;osasco;SP
Customer 535;18110;votorantim;SP
Customer 536;4561;sao paulo;SP
