cycle_id,truck_id,excavator_id,site_id,load_time,dump_time,tonnes,distance_km,fuel_litres
CYC010288,TRK007,EXC006,QLD001,2024-08-17 08:54:00,2024-08-17 09:18:27,353.29,2.57,156.2
CYC010289,TRK004,EXC005,WA001,2024-03-22 21:20:00,2024-03-22 22:12:01,334.50,6.06,180.67
CYC010290,TRK003,EXC002,QLD001,2024-06-02 10:10:00,2024-06-02 10:54:52,384.17,6.43,129.03
CYC010291,TRK002,EXC003,WA001,2024-11-20 14:56:00,2024-11-20 15:47:29,394.22,6.35,216.75
CYC010292,TRK013,EXC002,QLD001,2024-01-04 04:46:00,2024-01-04 05:24:44,362.87,6.24,104.21
CYC010293,TRK009,EXC005,NSW001,2024-12-23 11:19:00,2024-12-23 11:44:14,330.89,6.8km,116.7
CYC010294,TRK003,EXC001,NSW001,2024-04-30 21:01:00,2024-04-30 21:31:09,206.38,3.41,184.51
CYC010295,TRK003,EXC005,QLD001,2024-04-20 04:11:00,2024-04-20 05:03:55,384.37,3.0km,170.62
CYC010296,TRK012,EXC001,WA001,2024-04-24 22:47:00,2024-04-24 23:24:36,351.11,4.46,239.13
CYC010297,TRK001,EXC001,WA001,2024-12-23 01:32:00,2024-12-23 02:13:34,227.16,2.8km,109.52
CYC010298,TRK012,EXC004,QLD001,2024-11-05 05:47:00,2024-11-05 06:44:47,212.15,7.88,187.66
CYC010299,TRK007,EXC004,NSW001,2024-06-17 05:10:00,2024-06-17 05:45:22,245.17,3.0km,145.27
CYC010300,TRK006,EXC001,QLD001,2024-04-25 23:47:00,2024-04-26 00:15:55,343.76,6.05,111.66
CYC010301,TRK004,EXC006,NSW001,2024-02-18 05:48:00,2024-02-18 06:14:16,373.25,7.42,185.7
CYC010302,TRK008,EXC003,NSW001,2024-03-30 02:26:00,2024-03-30 03:13:23,217.45,6.38,197.96
CYC010303,TRK011,EXC005,WA001,2024-11-01 21:34:00,2024-11-01 22:22:11,248.89,8.01,119.65
CYC010304,TRK005,EXC006,NSW001,2024-04-16 18:13:00,2024-04-16 18:41:46,269.21,7.53,208.72
CYC010305,TRK015,EXC003,QLD001,2024-05-06 15:52:00,2024-05-06 16:42:27,280.55,4.74,169.16
CYC010306,TRK013,EXC004,NSW001,2024-01-28 16:43:00,2024-01-28 17:06:44,216.76,7.6km,240.74
CYC010307,TRK001,EXC005,NSW001,2024-11-19 04:46:00,2024-11-19 05:34:01,377.13,6.49,-166.58
CYC010308,TRK007,EXC004,WA001,2024-08-04 20:53:00,2024-08-04 21:38:53,363.29,8.38,241.82
CYC010309,TRK011,EXC006,QLD001,2024-03-18 05:43:00,,307.26,3.9km,180.97
CYC010310,TRK011,EXC006,QLD001,2024-07-18 12:45:00,2024-07-18 13:24:22,314.98,8.28,118.35
CYC010311,TRK009,EXC006,WA001,2024-10-07 04:46:00,2024-10-07 05:37:09,393.68,3.28,105.11
CYC010312,TRK002,EXC001,NSW001,2024-02-26 03:19:00,2024-02-26 03:50:46,366.6,6.02,179.83
CYC010313,TRK008,EXC005,WA001,2024-10-04 20:58:00,,364.26,6.75,87.7
CYC010314,TRK011,EXC003,QLD001,2024-06-15 21:33:00,2024-06-15 22:22:54,271.63,5.48,211.94
CYC010315,TRK010,EXC006,WA001,2024-05-24 01:02:00,2024-05-24 01:32:20,365.04,5.95,165.6
CYC010316,TRK002,EXC001,WA001,2024-02-04 22:54:00,2024-02-04 23:40:34,387.16,2.02,151.32
CYC010317,TRK007,EXC004,NSW001,2024-01-01 16:10:00,2024-01-01 16:38:44,260.19,4.51,213.56
CYC010318,TRK002,EXC004,QLD001,2024-11-28 22:43:00,2024-11-28 23:31:05,387.73,5.6,185.51
CYC010319,TRK003,EXC003,QLD001,2024-12-28 14:51:00,2024-12-28 15:27:12,391.31,5.91,101.73
CYC010320,TRK015,EXC006,WA001,2024-08-08 21:12:00,2024-08-08 21:43:26,370.72,8.2km,189.59
CYC010321,TRK015,EXC002,QLD001,2024-02-15 13:14:00,2024-02-15 13:42:15,229.60,4.28,138.68
CYC010322,TRK010,EXC005,QLD001,2024-04-01 18:36:00,2024-04-01 19:13:40,258.67,3.8km,150.39
CYC010323,TRK008,EXC005,NSW001,2024-01-25 14:46:00,2024-01-25 15:07:10,329.73,8.32,182.74
CYC010324,TRK012,EXC002,NSW001,2024-01-31 01:48:00,2024-01-31 02:43:50,214.65,7.3km,183.26
CYC010325,TRK011,EXC002,WA001,2024-09-10 05:42:00,2024-09-10 06:08:03,376.94,3.13,227.0
CYC010326,TRK012,EXC002,NSW001,2024-03-09 23:16:00,2024-03-09 23:51:28,326.58,4.47,129.32
CYC010327,TRK002,EXC006,QLD001,2024-09-01 22:34:00,2024-09-01 22:55:05,324.9,4.75,201.61
CYC010328,TRK014,EXC002,NSW001,2024-08-12 14:17:00,2024-08-12 15:09:49,208.31,3.11,223.39
CYC010329,TRK010,EXC006,WA001,2024-10-21 07:53:00,2024-10-21 08:50:11,291.29,4.6km,113.69
CYC010330,TRK009,EXC006,NSW001,2024-02-26 18:00:00,2024-02-26 18:54:05,391.8,5.51,200.31
CYC010331,TRK015,EXC005,QLD001,2024-11-12 20:36:00,2024-11-12 21:16:25,204.68,5.77,159.88
CYC010332,TRK015,EXC003,QLD001,2024-10-06 14:25:00,2024-10-06 15:11:35,322.3,4.13,97.4
CYC010333,TRK009,EXC001,QLD001,2024-08-25 19:56:00,2024-08-25 20:51:39,202.09,4.72,227.64
CYC010334,TRK012,EXC006,WA001,2024-07-25 12:45:00,2024-07-25 13:42:28,213.39,7.31,105.58
CYC010335,TRK009,EXC001,WA001,2024-08-31 21:56:00,2024-08-31 22:25:51,224.17,6.02,193.76
CYC010336,TRK005,EXC006,NSW001,2024-07-31 18:59:00,2024-07-31 19:52:00,312.2,5.69,96.51
CYC010337,TRK010,EXC005,NSW001,2024-04-07 12:48:00,2024-04-07 13:46:59,256.24,5.1,134.89
CYC010338,TRK008,EXC002,NSW001,2024-02-02 21:17:00,2024-02-02 21:58:58,318.95,6.01,238.68
CYC010339,TRK010,EXC005,QLD001,2024-07-01 16:34:00,2024-07-01 16:56:53,234.92,6.3,138.64
CYC010340,TRK004,EXC006,WA001,2024-05-24 15:18:00,2024-05-24 15:39:33,286.97,6.2,132.0
CYC010341,TRK010,EXC004,WA001,2024-07-24 02:10:00,2024-07-24 02:59:10,251.91,6.7,85.29
CYC010342,TRK001,EXC001,NSW001,2024-06-14 13:14:00,,205.84,4.71,193.7
CYC010343,TRK014,EXC005,NSW001,2024-10-09 04:31:00,2024-10-09 04:58:33,312.97,3.7km,106.45
CYC010344,TRK003,EXC005,NSW001,2024-12-19 22:41:00,2024-12-19 23:08:24,284.46,3.68,234.3
CYC010345,TRK002,EXC002,WA001,2024-01-23 07:25:00,2024-01-23 08:04:20,384.92,6.4km,114.47
CYC010346,TRK006,EXC003,WA001,2024-10-01 03:14:00,2024-10-01 03:43:21,266.42,4.46,195.42
CYC010347,TRK009,EXC003,NSW001,2024-10-02 23:24:00,2024-10-02 23:45:15,355.76,7.36,86.21
CYC010348,TRK002,EXC005,NSW001,2024-06-19 19:25:00,2024-06-19 20:24:16,343.62,7.5km,94.35
CYC010349,TRK007,EXC002,NSW001,2024-08-26 03:11:00,2024-08-26 03:33:11,345.29,2.99,220.75
CYC010350,TRK009,EXC006,QLD001,2024-10-13 20:02:00,2024-10-13 20:51:24,318.2,6.4,231.38
CYC010351,TRK002,EXC006,WA001,2024-11-27 05:00:00,2024-11-27 05:50:37,247.88,8.32,164.23
CYC010352,TRK007,EXC006,QLD001,2024-11-05 04:43:00,2024-11-05 05:33:08,306.24,2.12,127.87
CYC010353,TRK008,EXC006,NSW001,2024-01-31 20:24:00,2024-01-31 21:09:16,238.81,4.05,138.05
CYC010354,TRK009,EXC005,WA001,2024-07-12 12:31:00,2024-07-12 12:52:13,327.62,1.96,202.26
CYC010355,TRK014,EXC005,NSW001,2024-04-19 07:13:00,2024-04-19 07:43:53,242.46,2.24,121.55
CYC010356,TRK010,EXC006,NSW001,2024-11-18 23:41:00,2024-11-19 00:03:22,293.81,7.59,222.78
CYC010357,TRK009,EXC001,NSW001,2024-12-14 11:59:00,2024-12-14 12:27:15,302.07,1.81,133.76
CYC010358,TRK006,EXC005,QLD001,2024-07-08 16:03:00,2024-07-08 17:01:21,283.57,1.62,124.35
CYC010359,TRK010,EXC001,NSW001,2024-11-26 10:25:00,2024-11-26 11:10:03,260.05,4.06,140.8
CYC010360,TRK006,EXC002,WA001,2024-11-07 03:16:00,2024-11-07 04:01:57,235.48,7.6,248.95
CYC010361,TRK012,EXC003,QLD001,2024-01-05 14:59:00,2024-01-05 15:53:06,390.16,4.3km,194.88
CYC010362,TRK001,EXC001,WA001,2024-01-21 13:02:00,2024-01-21 13:29:17,275.05,6.96,127.27
CYC010363,TRK012,EXC002,NSW001,2024-12-18 15:27:00,2024-12-18 16:18:13,262.95,1.95,157.17
CYC010364,TRK012,EXC006,WA001,2024-10-31 21:46:00,2024-10-31 22:15:50,219.67,6.76,91.7
CYC010365,TRK008,EXC001,QLD001,2024-04-08 13:09:00,2024-04-08 13:48:38,289.37,4.55,182.62
CYC010366,TRK003,EXC005,QLD001,2024-02-04 15:19:00,2024-02-04 16:09:30,291.48,3.47,-176.18
CYC010367,TRK003,EXC004,NSW001,2024-12-06 04:21:00,2024-12-06 05:13:49,384.17,1.8km,207.74
CYC010368,TRK006,EXC001,WA001,2024-07-29 10:36:00,2024-07-29 10:59:09,393.43,8.37,242.42
CYC010369,TRK011,EXC001,WA001,2024-11-28 20:59:00,2024-11-28 21:55:55,384.33,1.55,168.89
CYC010370,TRK005,EXC001,NSW001,2024-11-19 13:53:00,2024-11-19 14:47:07,333.43,3.7,95.4
CYC010371,TRK014,EXC003,QLD001,2024-02-07 22:47:00,2024-02-07 23:31:47,360.07,3.4km,138.64
CYC010372,TRK015,EXC002,QLD001,2024-08-09 01:42:00,2024-08-09 02:38:34,207.54,3.2,128.17
CYC010373,TRK008,EXC003,QLD001,2024-03-14 01:15:00,2024-03-14 02:04:44,358.36,5.9km,90.68
CYC010374,TRK007,EXC006,WA001,2024-07-27 15:43:00,2024-07-27 16:25:46,310.53,2.69,236.53
CYC010375,TRK005,EXC005,WA001,2024-04-05 12:16:00,,291.88,3.4km,184.08
CYC010376,TRK010,EXC006,NSW001,2024-05-13 18:21:00,2024-05-13 18:51:54,270.69,1.96,172.48
CYC010377,TRK001,EXC003,QLD001,2024-03-31 03:26:00,2024-03-31 03:59:39,255.55,3.42,151.35
CYC010378,TRK003,EXC004,NSW001,2024-01-23 12:29:00,2024-01-23 13:20:46,233.52,2.9km,207.11
CYC010379,TRK002,EXC001,QLD001,2024-11-29 16:04:00,2024-11-29 16:41:57,289.85,3.33,98.83
CYC010380,TRK014,EXC003,NSW001,2024-03-04 11:03:00,2024-03-04 11:27:19,279.74,8.18,187.13
CYC010381,TRK014,EXC001,NSW001,2024-01-06 15:52:00,2024-01-06 16:20:59,338.05,5.1,85.81
CYC010382,TRK004,EXC005,QLD001,2024-12-06 21:23:00,2024-12-06 22:14:45,383.39,7.7,142.77
CYC010383,TRK015,EXC004,QLD001,2024-08-28 23:13:00,2024-08-28 23:44:00,236.26,5.01,247.64
CYC010384,TRK004,EXC005,WA001,2024-01-10 16:16:00,2024-01-10 16:46:33,200.88,4.03,154.31
CYC010385,TRK014,EXC002,WA001,2024-01-31 11:21:00,2024-01-31 12:16:29,364.57,2.93,206.35
CYC010386,TRK007,EXC005,QLD001,2024-06-17 04:09:00,2024-06-17 04:50:12,268.19,1.96,102.75
CYC010387,TRK015,EXC001,WA001,2024-05-02 22:17:00,2024-05-02 22:50:23,276.42,3.52,109.24
CYC010388,TRK007,EXC001,QLD001,2024-06-05 21:20:00,2024-06-05 22:11:40,241.55,3.68,189.89
CYC010389,TRK010,EXC004,QLD001,2024-10-24 07:46:00,2024-10-24 08:31:27,216.1,7.31,240.81
CYC010390,TRK013,EXC006,QLD001,2024-07-01 16:34:00,2024-07-01 17:09:50,233.21,7.96,175.2
CYC010391,TRK004,EXC001,QLD001,2024-09-26 16:06:00,2024-09-26 17:05:06,283.17,8.27,184.03
CYC010392,TRK015,EXC006,NSW001,2024-09-19 22:19:00,2024-09-19 22:59:01,246.93,4.91,101.27
CYC010393,TRK014,EXC005,WA001,2024-02-14 07:00:00,2024-02-14 07:25:02,343.86,1.85,88.59
CYC010394,TRK002,EXC001,NSW001,2024-12-13 13:49:00,,304.17,6.09,82.28
CYC010395,TRK011,EXC006,QLD001,2024-06-10 11:21:00,2024-06-10 11:55:59,257.82,1.5,243.49
CYC010396,TRK003,EXC002,NSW001,2024-11-12 04:06:00,2024-11-12 04:39:08,257.03,5.3km,213.27
CYC010397,TRK001,EXC001,QLD001,2024-04-29 22:29:00,2024-04-29 23:17:37,300.25,8.27,137.15
CYC010398,TRK012,EXC006,QLD001,2024-02-07 12:18:00,2024-02-07 12:52:15,358.59,4.5,242.7
CYC010399,TRK009,EXC005,NSW001,2024-03-23 03:10:00,2024-03-23 03:45:33,390.91,2.43,229.13
CYC010400,TRK010,EXC003,QLD001,2024-02-24 05:04:00,2024-02-24 05:58:28,220.02,7.11,196.5
CYC010401,TRK015,EXC002,WA001,2024-07-02 13:02:00,2024-07-02 13:59:31,321.56,3.07,210.6
CYC010402,TRK015,EXC006,QLD001,2024-01-26 11:42:00,2024-01-26 12:22:25,372.04,7.03,165.92
CYC010403,TRK002,EXC003,WA001,2024-02-05 06:05:00,,295.74,7.45,145.16
CYC010404,TRK007,EXC005,WA001,2024-10-12 19:06:00,2024-10-12 19:33:44,205.13,6.6km,114.79
CYC010405,TRK008,EXC003,QLD001,2024-05-24 07:16:00,2024-05-24 07:51:06,268.51,2.6km,177.17
CYC010406,TRK014,EXC001,WA001,2024-08-15 13:06:00,2024-08-15 13:48:21,226.07,4.6,159.11
CYC010407,TRK009,EXC002,QLD001,2024-11-16 04:24:00,,396.73,2.7km,118.96
CYC010408,TRK011,EXC005,WA001,2024-02-20 07:41:00,2024-02-20 08:12:07,375.14,5.08,94.27
CYC010409,TRK014,EXC003,WA001,2024-01-24 18:53:00,2024-01-24 19:47:29,316.74,1.51,122.92
CYC010410,TRK009,EXC003,QLD001,2024-08-07 15:51:00,2024-08-07 16:21:49,355.6,3.2km,247.2
CYC010411,TRK011,EXC003,NSW001,2024-04-16 02:26:00,2024-04-16 03:11:54,255.97,4.5km,215.11
CYC010412,TRK011,EXC005,NSW001,2024-07-14 17:36:00,2024-07-14 18:08:11,383.59,4.37,169.57
CYC010413,TRK002,EXC001,NSW001,2024-05-28 21:50:00,2024-05-28 22:37:11,356.8,2.8,230.13
CYC010414,TRK011,EXC005,WA001,2024-10-27 10:25:00,2024-10-27 10:51:19,278.82,1.9km,161.31
CYC010415,TRK013,EXC002,QLD001,2024-05-22 03:10:00,2024-05-22 03:39:31,213.57,7.5km,86.85
CYC010416,TRK006,EXC003,QLD001,2024-03-24 21:17:00,2024-03-24 21:52:37,255.36,3.07,190.43
CYC010417,TRK003,EXC006,NSW001,2024-01-02 04:19:00,2024-01-02 04:44:12,201.4,5.05,130.78
CYC010418,TRK007,EXC004,WA001,2024-12-04 16:46:00,,258.06,6.35,211.16
CYC010419,TRK009,EXC002,WA001,2024-02-11 15:12:00,2024-02-11 15:52:34,235.13,8.5,175.99
CYC010420,TRK005,EXC003,QLD001,2024-11-21 18:41:00,2024-11-21 19:09:41,347.3,5.19,123.28
CYC010421,TRK011,EXC005,QLD001,2024-10-28 11:26:00,2024-10-28 12:07:02,388.14,5.5,220.46
CYC010422,TRK002,EXC002,WA001,2024-04-13 14:30:00,2024-04-13 15:04:51,260.7,5.7km,242.81
CYC010423,TRK003,EXC006,WA001,2024-07-15 05:45:00,2024-07-15 06:40:53,333.32,1.97,184.75
CYC010424,TRK013,EXC005,WA001,2024-10-30 13:43:00,2024-10-30 14:35:03,372.61,3.05,152.82
CYC010425,TRK010,EXC004,WA001,2024-08-30 02:18:00,,226.32,2.48,242.63
CYC010426,TRK008,EXC001,WA001,2024-02-15 04:09:00,2024-02-15 05:03:01,289.87,7.75,100.55
CYC010427,TRK009,EXC006,QLD001,2024-11-13 14:34:00,2024-11-13 15:33:25,362.08,7.4km,114.66
CYC010428,TRK012,EXC003,QLD001,2024-05-23 22:21:00,2024-05-23 22:56:48,212.12,3.44,172.99
CYC010429,TRK007,EXC003,NSW001,2024-04-29 13:42:00,2024-04-29 14:28:50,365.37,2.3km,145.51
CYC010430,TRK004,EXC001,NSW001,2024-01-15 06:22:00,2024-01-15 07:08:31,249.76,5.0km,140.7
CYC010431,TRK015,EXC004,WA001,2024-02-27 11:02:00,2024-02-27 11:25:26,295.07,7.49,249.83
CYC010432,TRK013,EXC002,QLD001,2024-11-13 04:28:00,2024-11-13 04:51:31,351.66,1.72,233.57
CYC010433,TRK003,EXC004,WA001,2024-05-10 08:48:00,2024-05-10 09:47:19,250.24,7.55,228.19
CYC010434,TRK011,EXC002,NSW001,2024-07-18 04:47:00,2024-07-18 05:22:33,256.89,6.2km,142.92
CYC010435,TRK009,EXC005,NSW001,2024-01-21 22:07:00,2024-01-21 22:40:22,207.96,6.53,243.77
CYC010436,TRK011,EXC003,QLD001,2024-10-11 10:14:00,2024-10-11 10:52:22,377.46,1.8km,159.96
CYC010437,TRK003,EXC002,WA001,2024-06-07 05:30:00,2024-06-07 06:15:06,356.25,2.57,95.79
CYC010438,TRK015,EXC004,WA001,2024-02-23 09:14:00,2024-02-23 10:11:56,262.83,4.01,123.69
CYC010439,TRK010,EXC004,QLD001,2024-02-20 17:30:00,2024-02-20 18:07:19,380.53,2.33,162.54
CYC010440,TRK011,EXC004,QLD001,2024-12-01 10:38:00,2024-12-01 10:59:29,383.61,1.92,195.66
CYC010441,TRK003,EXC005,WA001,2024-01-25 16:51:00,2024-01-25 17:39:16,373.77,6.62,191.81
CYC010442,TRK002,EXC001,WA001,2024-12-03 19:30:00,,216.48,6.74,162.11
CYC010443,TRK006,EXC003,QLD001,2024-11-07 05:42:00,2024-11-07 06:41:25,260.61,7.2,207.56
CYC010444,TRK015,EXC006,WA001,2024-10-16 03:06:00,2024-10-16 03:46:16,326.75,8.48,114.93
CYC010445,TRK010,EXC001,WA001,2024-04-25 15:43:00,2024-04-25 16:40:02,216.01,5.6km,139.34
CYC010446,TRK007,EXC006,QLD001,2024-07-03 13:24:00,2024-07-03 13:56:51,205.9,3.4,184.21
CYC010447,TRK008,EXC001,QLD001,2024-10-26 00:18:00,,270.22,5.89,166.7
CYC010448,TRK007,EXC002,NSW001,2024-05-13 22:48:00,2024-05-13 23:23:51,355.78,4.4km,89.1
CYC010449,TRK011,EXC003,NSW001,2024-12-15 15:43:00,2024-12-15 16:09:57,254.57,1.8,123.38
CYC010450,TRK003,EXC003,NSW001,2024-10-24 21:16:00,2024-10-24 21:37:26,358.07,8.18,115.56
CYC010451,TRK012,EXC005,WA001,2024-01-24 08:56:00,2024-01-24 09:22:50,326.93,2.65,232.92
CYC010452,TRK006,EXC005,NSW001,2024-02-13 02:17:00,2024-02-13 03:11:07,398.00,7.4km,198.58
CYC010453,TRK015,EXC005,WA001,2024-06-13 17:24:00,2024-06-13 18:12:26,255.18,3.04,238.38
CYC010454,TRK013,EXC004,QLD001,2024-12-08 03:17:00,2024-12-08 04:11:12,273.51,7.64,120.59
CYC010455,TRK006,EXC003,WA001,2024-07-05 21:19:00,2024-07-05 22:07:03,220.34,5.6km,100.06
CYC010456,TRK003,EXC003,WA001,2024-12-17 22:03:00,2024-12-17 22:56:33,289.91,5.66,137.86
CYC010457,TRK007,EXC004,WA001,2024-04-21 18:18:00,2024-04-21 18:55:07,363.77,8.47,138.73
CYC010458,TRK006,EXC001,QLD001,2024-08-01 06:51:00,2024-08-01 07:40:56,328.71,4.94,134.62
CYC010459,TRK001,EXC004,NSW001,2024-11-25 08:09:00,2024-11-25 08:53:19,315.95,2.03,140.73
CYC010460,TRK001,EXC003,QLD001,2024-03-11 15:48:00,2024-03-11 16:36:29,242.87,6.37,181.68
CYC010461,TRK013,EXC001,WA001,2024-10-15 15:04:00,2024-10-15 15:35:59,322.14,5.29,97.71
CYC010462,TRK003,EXC006,NSW001,2024-03-18 01:20:00,2024-03-18 01:57:20,342.38,7.2km,161.79
CYC010463,TRK013,EXC002,QLD001,2024-08-22 10:26:00,2024-08-22 10:55:21,266.00,8.2km,132.6
CYC010464,TRK015,EXC006,QLD001,2024-01-03 19:50:00,2024-01-03 20:35:51,246.58,7.96,101.48
CYC010465,TRK007,EXC001,WA001,2024-01-06 01:29:00,2024-01-06 02:07:21,233.99,6.2km,81.89
CYC010466,TRK003,EXC001,QLD001,2024-12-18 11:57:00,2024-12-18 12:40:30,371.63,1.74,117.54
CYC010467,TRK006,EXC006,QLD001,2024-01-03 14:31:00,2024-01-03 15:13:15,379.61,3.58,100.22
CYC010468,TRK013,EXC005,WA001,2024-05-30 11:09:00,2024-05-30 11:47:20,348.47,5.9km,213.63
CYC010469,TRK012,EXC004,QLD001,2024-10-05 15:59:00,2024-10-05 16:51:55,242.41,4.2,184.54
CYC010470,TRK008,EXC006,NSW001,2024-09-24 20:29:00,2024-09-24 20:51:42,311.84,2.5km,233.53
CYC010471,TRK001,EXC003,WA001,2024-04-28 11:19:00,2024-04-28 12:13:56,309.14,5.62,167.24
CYC010472,TRK008,EXC001,WA001,2024-11-13 00:50:00,2024-11-13 01:13:12,217.81,4.01,121.8
CYC010473,TRK006,EXC002,QLD001,2024-05-14 17:28:00,2024-05-14 17:48:16,286.74,7.65,135.45
CYC010474,TRK015,EXC006,WA001,2024-05-16 08:02:00,2024-05-16 08:45:12,240.92,6.38,190.83
CYC010475,TRK005,EXC005,WA001,2024-03-24 08:56:00,2024-03-24 09:25:09,387.96,8.46,-123.94
CYC010476,TRK005,EXC005,NSW001,2024-02-20 08:10:00,2024-02-20 08:38:25,204.14,4.85,246.57
CYC010477,TRK009,EXC002,QLD001,2024-08-18 22:18:00,2024-08-18 23:03:38,370.13,5.6km,-134.98
CYC010478,TRK005,EXC003,QLD001,2024-07-28 01:40:00,2024-07-28 02:17:17,322.93,4.7km,182.49
CYC010479,TRK002,EXC003,NSW001,2024-04-13 07:32:00,2024-04-13 07:56:29,383.36,4.79,182.96
CYC010480,TRK001,EXC002,NSW001,2024-08-10 08:40:00,2024-08-10 09:33:16,389.1,6.9km,112.31
CYC010481,TRK005,EXC004,NSW001,2024-03-09 10:57:00,2024-03-09 11:45:53,349.04,4.72,177.85
CYC010482,TRK009,EXC003,QLD001,2024-07-01 13:50:00,2024-07-01 14:37:46,331.85,8.28,194.39
CYC010483,TRK002,EXC005,NSW001,2024-06-16 20:52:00,2024-06-16 21:26:30,217.05,6.74,196.33
CYC010484,TRK001,EXC001,QLD001,2024-11-26 19:32:00,,342.66,1.76,100.07
CYC010485,TRK005,EXC002,QLD001,2024-03-15 03:40:00,2024-03-15 04:10:51,220.54,4.38,141.61
CYC010486,TRK011,EXC002,WA001,2024-06-20 23:55:00,2024-06-21 00:45:09,313.06,2.52,129.27
CYC010487,TRK011,EXC006,NSW001,2024-03-09 18:28:00,,212.26,6.92,133.77
CYC010488,TRK010,EXC005,NSW001,2024-06-24 12:07:00,2024-06-24 12:54:24,281.13,3.1km,242.11
CYC010489,TRK011,EXC006,WA001,2024-01-02 11:11:00,2024-01-02 11:49:55,308.80,7.14,139.24
CYC010490,TRK004,EXC004,QLD001,2024-10-27 05:32:00,2024-10-27 06:07:28,342.25,4.47,140.27
CYC010491,TRK005,EXC002,NSW001,2024-03-07 02:55:00,2024-03-07 03:27:30,317.12,1.8km,213.75
CYC010492,TRK009,EXC003,QLD001,2024-07-02 07:25:00,2024-07-02 07:46:59,290.9,3.4km,225.21
CYC010493,TRK003,EXC003,QLD001,2024-07-15 07:30:00,2024-07-15 08:08:38,255.73,7.44,238.98
CYC010494,TRK012,EXC002,QLD001,2024-04-24 22:47:00,2024-04-24 23:23:43,395.01,1.84,226.78
CYC010495,TRK002,EXC004,WA001,2024-01-30 04:11:00,,350.23,2.99,149.9
CYC010496,TRK007,EXC001,QLD001,2024-09-15 12:10:00,2024-09-15 12:36:26,307.35,7.19,179.6
CYC010497,TRK015,EXC001,WA001,2024-10-14 19:51:00,2024-10-14 20:48:09,281.89,6.94,220.24
CYC010498,TRK009,EXC004,WA001,2024-07-10 04:11:00,,315.71,4.6km,169.84
CYC010499,TRK009,EXC002,NSW001,2024-11-07 19:34:00,2024-11-07 20:06:41,213.19,5.1km,212.59
CYC010500,TRK012,EXC005,QLD001,2024-11-28 21:48:00,2024-11-28 22:12:25,356.08,3.72,94.34
CYC010501,TRK012,EXC002,WA001,2024-01-28 08:53:00,2024-01-28 09:20:22,245.38,2.42,148.3
CYC010502,TRK013,EXC001,QLD001,2024-05-19 14:51:00,,359.86,5.83,149.55
CYC010503,TRK007,EXC002,WA001,2024-05-26 20:08:00,2024-05-26 21:07:47,211.33,4.44,217.49
CYC010504,TRK011,EXC001,QLD001,2024-11-22 09:36:00,,340.85,5.35,80.03
CYC010505,TRK013,EXC001,NSW001,2024-12-17 09:27:00,2024-12-17 09:54:51,288.48,4.19,248.05
CYC010506,TRK004,EXC001,WA001,2024-03-04 04:14:00,2024-03-04 04:52:58,217.6,6.0,113.33
CYC010507,TRK005,EXC001,QLD001,2024-01-21 05:18:00,2024-01-21 05:44:21,330.10,4.5km,109.89
CYC010508,TRK006,EXC003,QLD001,2024-10-27 12:51:00,,213.63,3.6,-135.66
CYC010509,TRK004,EXC001,QLD001,2024-10-03 15:19:00,2024-10-03 16:16:24,361.59,6.9,167.61
CYC010510,TRK011,EXC005,QLD001,2024-03-01 14:31:00,2024-03-01 15:20:35,372.65,3.71,106.04
CYC010511,TRK014,EXC006,WA001,2024-01-07 17:23:00,2024-01-07 17:59:28,332.77,7.4km,103.78
CYC010512,TRK001,EXC004,WA001,2024-01-28 06:19:00,2024-01-28 06:40:27,357.43,7.34,243.88
CYC010513,TRK010,EXC004,WA001,2024-08-03 15:30:00,2024-08-03 16:18:56,203.46,1.8km,151.47
CYC010514,TRK005,EXC006,NSW001,2024-03-03 00:07:00,2024-03-03 00:48:28,295.82,3.87,112.14
CYC010515,TRK007,EXC004,WA001,2024-03-09 04:04:00,2024-03-09 04:52:09,313.05,8.4km,132.15
CYC010516,TRK004,EXC001,QLD001,2024-05-04 16:21:00,2024-05-04 16:45:49,300.16,2.72,147.57
CYC010517,TRK012,EXC006,QLD001,2024-09-18 16:11:00,2024-09-18 16:48:09,241.85,1.6km,108.55
CYC010518,TRK015,EXC004,WA001,2024-12-16 17:25:00,2024-12-16 17:59:57,235.69,2.75,124.8
CYC010519,TRK001,EXC005,QLD001,2024-06-18 08:44:00,2024-06-18 09:20:30,301.01,2.7km,119.47
CYC010520,TRK006,EXC003,QLD001,2024-10-29 01:28:00,2024-10-29 01:50:32,280.11,6.19,88.23
CYC010521,TRK004,EXC004,WA001,2024-04-18 07:12:00,2024-04-18 07:40:59,214.58,2.31,207.52
CYC010522,TRK014,EXC006,QLD001,2024-04-28 10:46:00,2024-04-28 11:41:33,298.2,7.25,193.24
CYC010523,TRK013,EXC003,QLD001,2024-06-30 11:38:00,2024-06-30 12:12:34,329.85,5.59,233.61
CYC010524,TRK011,EXC006,QLD001,2024-04-14 14:24:00,2024-04-14 15:17:46,280.2,5.12,167.0
CYC010525,TRK014,EXC004,QLD001,2024-09-05 05:19:00,2024-09-05 05:39:13,258.72,5.83,-210.05
CYC010526,TRK007,EXC001,WA001,2024-01-13 19:12:00,2024-01-13 20:00:10,397.5,4.04,175.38
CYC010527,TRK013,EXC002,WA001,2024-03-14 04:27:00,2024-03-14 04:52:29,251.42,7.5km,160.58
