work_order_id,equipment_id,site_id,open_time,close_time,failure_type,parts_cost_aud,labor_hours,priority
WO04313,TRK009,WA001,2024-02-26 14:00:00,2024-02-27 15:53:46,brake system,32441.53,27.08,Medium
WO04314,TRK015,NSW001,2024-07-15 06:00:00,2024-07-17 04:05:29,ENGINE FAILURE,14202.79,50.04,MEDIUM
WO04315,TRK008,WA001,2024-04-27 17:00:00,2024-04-29 13:56:45,Hydraulic Leak,20070.31,33.89,high
WO04316,TRK001,QLD001,2024-03-30 03:00:00,2024-03-30 15:02:21,belt replacement,12715.82,14.69,HIGH
WO04317,CRU003,WA001,2024-09-09 09:00:00,2024-09-10 09:59:37,Transmission Issue,"$25,531.71",34.64,MEDIUM
WO04318,TRK013,NSW001,2024-09-17 20:00:00,2024-09-18 01:16:19,Bearing Failure,44491.58,4.71,HIGH
WO04319,TRK011,QLD001,2024-10-31 19:00:00,2024-11-02 09:21:42,BELT REPLACEMENT,"$6,261.82",30.44,HIGH
WO04320,TRK015,WA001,2024-10-14 23:00:00,2024-10-16 03:08:01,belt replacement,30342.34,21.08,Medium
WO04321,TRK006,QLD001,2024-02-11 06:00:00,,Electrical Fault,"$29,099.11",12.76,LOW
WO04322,TRK014,WA001,2024-12-25 16:00:00,2024-12-26 17:31:36,Coolant System,"$36,712.25",14.35,HIGH
WO04323,TRK015,WA001,2024-02-16 01:00:00,2024-02-16 12:20:26,bearing failure,"$101,906.00",11.21,HIGH
WO04324,TRK014,QLD001,2024-04-16 22:00:00,,brake system,33765.68,33.92,LOW
WO04325,TRK009,WA001,2024-09-11 22:00:00,2024-09-12 20:31:10,HYDRAULIC LEAK,25906.68,28.32,HIGH
WO04326,EXC004,QLD001,2024-05-25 00:00:00,2024-05-25 08:32:57,Bearing Failure,22868.33,9.55,Medium
WO04327,TRK005,NSW001,2024-03-19 19:00:00,2024-03-20 13:20:50,tire damage,"$25,272.69",11.9,HIGH
WO04328,TRK004,NSW001,2024-10-15 21:00:00,,Tire Damage,5661.94,7.41,HIGH
WO04329,TRK001,NSW001,2024-01-07 07:00:00,,Brake System,8246.10,21.39,high
WO04330,TRK001,QLD001,2024-05-12 17:00:00,2024-05-13 05:15:02,SENSOR MALFUNCTION,28720.53,6.83,high
WO04331,TRK010,WA001,2024-11-16 19:00:00,2024-11-17 13:31:43,Brake System,17035.96,14.05,MEDIUM
WO04332,TRK013,QLD001,2024-10-24 05:00:00,2024-10-25 05:17:38,Hydraulic Leak,"$164,389.00",15.01,Medium
WO04333,CNV001,QLD001,2024-06-23 01:00:00,2024-06-23 05:58:59,BEARING FAILURE,"$12,441.38",2.84,MEDIUM
WO04334,TRK009,WA001,2024-11-30 09:00:00,2024-12-01 02:51:33,transmission issue,44599.75,12.2,HIGH
WO04335,TRK008,NSW001,2024-12-01 05:00:00,2024-12-02 14:31:30,electrical fault,"$179,215.00",18.46,MEDIUM
WO04336,TRK009,WA001,2024-08-26 08:00:00,2024-08-26 19:34:19,Coolant System,23055.53,14.66,HIGH
WO04337,TRK014,WA001,2024-02-28 09:00:00,2024-02-29 07:01:39,HYDRAULIC LEAK,39547.25,20.61,Medium
WO04338,TRK004,WA001,2024-03-07 16:00:00,2024-03-09 12:49:32,Belt Replacement,"$8,524.67",26.57,Medium
WO04339,EXC006,WA001,2024-09-19 12:00:00,2024-09-19 14:21:42,Engine Failure,39186.34,2.67,HIGH
WO04340,TRK005,QLD001,2024-05-13 22:00:00,,Electrical Fault,39074.13,39.88,LOW
WO04341,TRK007,WA001,2024-07-23 16:00:00,2024-07-24 16:00:46,sensor malfunction,28810.91,15.06,high
WO04342,CRU003,WA001,2024-04-07 20:00:00,2024-04-09 12:42:13,Brake System,44952.04,59.63,high
WO04343,EXC001,NSW001,2024-05-01 16:00:00,2024-05-03 10:59:31,engine failure,47973.46,36.27,HIGH
WO04344,CNV003,QLD001,2024-09-22 17:00:00,2024-09-24 03:09:32,Bearing Failure,25115.19,51.0,HIGH
WO04345,TRK005,QLD001,2024-04-14 13:00:00,2024-04-15 15:15:57,Sensor Malfunction,33266.42,14.31,high
WO04346,TRK006,QLD001,2024-10-26 07:00:00,,tire damage,41814.28,50.16,high
WO04347,EXC006,NSW001,2024-10-22 18:00:00,2024-10-24 04:38:32,tire damage,28021.56,25.01,high
WO04348,TRK006,QLD001,2024-03-22 10:00:00,2024-03-24 05:26:55,Brake System,"$114,166.00",55.61,Medium
WO04349,TRK007,QLD001,2024-01-06 14:00:00,2024-01-07 08:19:17,belt replacement,"$177,485.00",15.11,MEDIUM
WO04350,TRK003,QLD001,2024-06-15 21:00:00,2024-06-16 14:44:35,Electrical Fault,"$173,916.00",18.56,LOW
WO04351,TRK014,NSW001,2024-04-02 14:00:00,2024-04-04 09:56:23,Belt Replacement,"$13,294.75",37.3,LOW
WO04352,TRK003,NSW001,2024-08-13 17:00:00,,Electrical Fault,45753.68,57.62,Medium
WO04353,CRU002,WA001,2024-10-22 05:00:00,2024-10-22 07:48:34,Hydraulic Leak,"$33,199.13",2.09,high
WO04354,TRK001,QLD001,2024-09-28 21:00:00,2024-09-29 11:13:57,Tire Damage,45874.55,18.08,Medium
WO04355,CRU002,NSW001,2024-12-23 17:00:00,2024-12-24 18:06:17,Transmission Issue,3502.96,17.38,HIGH
WO04356,CNV003,QLD001,2024-10-02 04:00:00,2024-10-02 21:39:54,bearing failure,8296.10,18.47,Medium
WO04357,TRK004,QLD001,2024-12-18 10:00:00,2024-12-19 00:50:52,Brake System,17880.78,8.57,MEDIUM
WO04358,EXC001,NSW001,2024-02-07 01:00:00,2024-02-08 15:44:52,TIRE DAMAGE,14325.51,52.71,HIGH
WO04359,TRK002,QLD001,2024-06-01 11:00:00,2024-06-03 08:09:38,Tire Damage,34252.18,27.83,Medium
WO04360,TRK005,WA001,2024-03-16 10:00:00,2024-03-17 13:41:43,Coolant System,16647.42,33.35,MEDIUM
WO04361,TRK003,QLD001,2024-07-01 18:00:00,2024-07-02 17:00:49,Bearing Failure,10418.30,30.78,LOW
WO04362,TRK003,WA001,2024-11-27 04:00:00,,bearing failure,28296.96,21.3,LOW
WO04363,TRK015,QLD001,2024-04-08 16:00:00,2024-04-10 06:57:36,Brake System,8162.20,23.6,HIGH
WO04364,TRK015,WA001,2024-05-18 21:00:00,2024-05-19 10:01:27,Sensor Malfunction,"$164,422.00",13.73,HIGH
WO04365,CNV003,QLD001,2024-01-18 18:00:00,2024-01-20 13:03:13,coolant system,49823.43,23.79,MEDIUM
WO04366,TRK002,WA001,2024-07-20 06:00:00,2024-07-21 15:02:29,Brake System,23211.68,17.21,high
WO04367,CNV001,WA001,2024-04-30 16:00:00,2024-05-01 19:52:04,Belt Replacement,36826.70,23.19,LOW
WO04368,CRU003,WA001,2024-09-21 01:00:00,,belt replacement,12452.02,30.51,MEDIUM
WO04369,TRK008,WA001,2024-06-06 11:00:00,2024-06-07 13:19:35,electrical fault,47787.75,20.08,LOW
WO04370,CNV001,QLD001,2024-03-25 06:00:00,2024-03-27 03:08:46,Transmission Issue,39181.71,55.34,HIGH
WO04371,TRK015,QLD001,2024-02-09 17:00:00,2024-02-10 01:52:10,engine failure,"$47,497.56",7.29,Medium
WO04372,CRU002,WA001,2024-05-16 03:00:00,2024-05-17 21:03:19,hydraulic leak,"$146,426.00",26.65,HIGH
WO04373,TRK006,QLD001,2024-12-13 19:00:00,2024-12-14 17:32:55,Bearing Failure,17940.93,17.0,HIGH
WO04374,CNV003,WA001,2024-02-28 07:00:00,2024-02-28 18:44:17,electrical fault,20589.75,7.91,Medium
WO04375,TRK003,WA001,2024-12-24 01:00:00,2024-12-25 21:36:36,sensor malfunction,22803.78,31.43,MEDIUM
WO04376,TRK013,NSW001,2024-01-26 14:00:00,2024-01-27 08:11:50,Belt Replacement,5432.93,12.51,high
WO04377,TRK009,NSW001,2024-12-30 17:00:00,2024-12-31 23:58:27,Coolant System,43684.79,45.57,LOW
WO04378,TRK014,QLD001,2024-06-26 20:00:00,2024-06-27 02:57:12,Electrical Fault,30639.56,8.02,MEDIUM
WO04379,TRK009,NSW001,2024-03-10 05:00:00,2024-03-10 10:02:08,Coolant System,31922.02,4.27,high
WO04380,CRU003,QLD001,2024-12-07 19:00:00,2024-12-09 03:13:25,Engine Failure,27272.28,19.85,HIGH
WO04381,EXC001,NSW001,2024-09-24 09:00:00,2024-09-25 11:41:19,electrical fault,28200.17,18.67,MEDIUM
WO04382,TRK014,NSW001,2024-08-11 14:00:00,2024-08-13 11:47:50,sensor malfunction,4626.78,55.59,Medium
WO04383,TRK008,WA001,2024-04-20 17:00:00,2024-04-21 19:21:26,Sensor Malfunction,32562.39,35.32,HIGH
WO04384,TRK003,NSW001,2024-04-27 18:00:00,2024-04-29 17:33:20,COOLANT SYSTEM,46112.10,56.56,high
WO04385,EXC004,WA001,2024-01-04 22:00:00,2024-01-05 04:37:46,Bearing Failure,29317.50,6.22,LOW
WO04386,TRK008,WA001,2024-12-23 22:00:00,2024-12-25 19:39:18,belt replacement,14346.51,56.58,LOW
WO04387,TRK005,WA001,2024-07-16 10:00:00,2024-07-16 12:12:41,coolant system,19068.07,2.39,LOW
WO04388,TRK007,WA001,2024-03-22 04:00:00,2024-03-24 03:28:51,Brake System,41060.77,51.92,MEDIUM
WO04389,EXC004,QLD001,2024-08-27 02:00:00,2024-08-28 11:55:49,electrical fault,38201.19,43.74,MEDIUM
WO04390,CNV001,QLD001,2024-01-19 08:00:00,2024-01-21 06:45:14,hydraulic leak,29262.63,35.92,MEDIUM
WO04391,TRK008,WA001,2024-04-03 00:00:00,,brake system,"$154,047.00",2.89,HIGH
WO04392,TRK008,WA001,2024-06-20 15:00:00,,HYDRAULIC LEAK,17275.44,34.95,high
WO04393,CRU003,NSW001,2024-09-10 02:00:00,2024-09-11 15:44:01,bearing failure,40771.71,33.58,high
WO04394,TRK006,WA001,2024-03-20 22:00:00,2024-03-21 00:44:16,electrical fault,14727.11,3.71,Medium
WO04395,TRK004,QLD001,2024-05-29 00:00:00,2024-05-29 21:11:15,BRAKE SYSTEM,46287.66,11.24,HIGH
WO04396,TRK015,WA001,2024-03-04 07:00:00,2024-03-05 03:51:24,transmission issue,43402.98,21.86,Medium
WO04397,TRK006,NSW001,2024-01-01 06:00:00,2024-01-02 21:57:02,Tire Damage,12759.24,40.91,high
WO04398,CRU003,NSW001,2024-06-15 22:00:00,,Electrical Fault,36987.40,25.3,high
WO04399,TRK005,WA001,2024-06-12 11:00:00,2024-06-13 19:41:49,Bearing Failure,28017.70,19.67,LOW
WO04400,TRK007,NSW001,2024-10-06 13:00:00,2024-10-08 02:17:31,Brake System,14871.06,40.93,LOW
WO04401,CRU001,WA001,2024-05-10 18:00:00,,Coolant System,43823.75,16.42,Medium
WO04402,CRU003,NSW001,2024-02-20 22:00:00,2024-02-22 07:10:56,Belt Replacement,777.64,28.75,Medium
WO04403,TRK014,WA001,2024-06-24 07:00:00,2024-06-26 01:17:03,Engine Failure,5134.05,24.62,LOW
WO04404,TRK009,WA001,2024-06-15 04:00:00,,engine failure,"$130,924.00",32.23,Medium
WO04405,TRK004,WA001,2024-01-03 05:00:00,2024-01-03 10:03:45,electrical fault,"$111,525.00",3.87,Medium
WO04406,TRK001,WA001,2024-03-26 06:00:00,2024-03-26 20:16:58,Tire Damage,21357.43,9.38,HIGH
WO04407,TRK005,WA001,2024-01-24 23:00:00,2024-01-25 19:12:12,Coolant System,"$15,264.87",14.23,Medium
WO04408,TRK014,NSW001,2024-05-12 22:00:00,2024-05-14 11:14:08,engine failure,38778.75,22.25,high
WO04409,CRU003,QLD001,2024-11-07 20:00:00,2024-11-09 15:49:01,bearing failure,"$15,418.85",38.67,LOW
WO04410,TRK003,NSW001,2024-08-17 11:00:00,2024-08-18 19:10:07,bearing failure,17320.82,39.72,HIGH
WO04411,TRK012,WA001,2024-02-26 18:00:00,2024-02-27 08:09:23,Bearing Failure,15270.14,18.7,HIGH
WO04412,CNV003,NSW001,2024-08-23 09:00:00,2024-08-24 19:55:17,Tire Damage,15442.72,22.32,high
WO04413,EXC005,QLD001,2024-09-25 05:00:00,2024-09-26 11:59:22,Coolant System,"$21,000.32",34.18,MEDIUM
WO04414,TRK011,NSW001,2024-09-25 04:00:00,2024-09-26 13:00:08,Hydraulic Leak,49108.18,22.62,Medium
WO04415,TRK015,NSW001,2024-01-13 14:00:00,2024-01-13 18:03:41,Coolant System,48751.46,5.02,MEDIUM
WO04416,TRK004,NSW001,2024-11-18 13:00:00,2024-11-20 00:40:55,BRAKE SYSTEM,"$20,631.61",35.12,HIGH
WO04417,CRU002,QLD001,2024-09-18 10:00:00,2024-09-18 21:33:54,Transmission Issue,28170.54,13.91,LOW
WO04418,TRK004,QLD001,2024-08-08 05:00:00,2024-08-09 01:15:46,coolant system,43413.67,10.75,HIGH
WO04419,TRK006,NSW001,2024-08-27 21:00:00,2024-08-29 05:38:49,TIRE DAMAGE,"$11,037.07",28.28,MEDIUM
WO04420,CRU003,WA001,2024-05-20 00:00:00,2024-05-20 22:58:31,Bearing Failure,23666.12,32.6,LOW
WO04421,TRK009,WA001,2024-03-28 21:00:00,2024-03-30 16:41:55,coolant system,"$35,171.78",60.71,Medium
WO04422,TRK004,NSW001,2024-05-22 15:00:00,2024-05-23 10:09:00,hydraulic leak,8446.53,12.89,MEDIUM
WO04423,TRK006,QLD001,2024-03-15 08:00:00,2024-03-17 03:23:32,Coolant System,"$11,614.26",32.21,MEDIUM
WO04424,TRK013,WA001,2024-07-15 03:00:00,,hydraulic leak,46937.16,27.48,MEDIUM
WO04425,TRK010,NSW001,2024-01-31 16:00:00,,Belt Replacement,"$187,662.00",9.85,HIGH
WO04426,EXC004,QLD001,2024-01-08 09:00:00,2024-01-08 19:35:45,engine failure,43671.70,10.18,high
WO04427,CRU003,QLD001,2024-07-19 13:00:00,2024-07-20 03:26:08,belt replacement,22123.61,11.85,Medium
WO04428,TRK012,WA001,2024-07-23 13:00:00,2024-07-23 23:26:51,Transmission Issue,47489.83,10.72,LOW
WO04429,TRK002,NSW001,2024-01-05 05:00:00,2024-01-05 20:19:20,Electrical Fault,34640.97,15.12,HIGH
WO04430,TRK015,NSW001,2024-01-21 11:00:00,2024-01-23 10:11:16,Belt Replacement,"$15,243.49",25.38,Medium
WO04431,TRK012,WA001,2024-07-21 15:00:00,2024-07-22 16:58:18,Coolant System,16122.16,14.16,HIGH
WO04432,EXC002,WA001,2024-08-13 13:00:00,2024-08-13 21:14:22,Bearing Failure,12238.36,12.32,Medium
WO04433,EXC004,NSW001,2024-04-18 07:00:00,2024-04-20 02:07:21,Electrical Fault,9787.67,55.24,LOW
WO04434,EXC003,QLD001,2024-04-14 18:00:00,2024-04-15 22:17:05,sensor malfunction,"$36,235.85",42.2,HIGH
WO04435,TRK003,NSW001,2024-09-07 08:00:00,2024-09-08 14:09:29,Transmission Issue,31699.33,23.01,MEDIUM
WO04436,EXC002,NSW001,2024-04-23 18:00:00,2024-04-25 07:19:45,Sensor Malfunction,46103.17,19.64,MEDIUM
WO04437,TRK015,WA001,2024-10-09 00:00:00,2024-10-09 03:09:51,engine failure,44117.98,2.79,high
WO04438,TRK010,NSW001,2024-11-23 17:00:00,2024-11-25 15:48:23,Belt Replacement,16946.95,57.76,MEDIUM
WO04439,EXC004,NSW001,2024-01-12 08:00:00,2024-01-12 12:14:39,bearing failure,"$194,571.00",4.94,high
WO04440,TRK006,QLD001,2024-04-08 23:00:00,2024-04-10 14:48:39,Coolant System,4467.63,42.56,Medium
WO04441,TRK014,QLD001,2024-12-27 15:00:00,2024-12-28 00:21:06,tire damage,17665.39,8.56,Medium
WO04442,TRK002,WA001,2024-07-25 12:00:00,,Engine Failure,24161.76,25.05,Medium
WO04443,EXC001,QLD001,2024-11-03 12:00:00,2024-11-05 06:19:28,Tire Damage,15138.99,39.55,LOW
WO04444,EXC003,QLD001,2024-09-06 08:00:00,2024-09-06 20:07:54,Coolant System,31343.15,7.93,MEDIUM
WO04445,CRU003,WA001,2024-08-26 03:00:00,2024-08-27 09:58:01,sensor malfunction,36223.33,21.04,HIGH
WO04446,TRK002,NSW001,2024-05-26 21:00:00,,Coolant System,20981.30,15.66,high
WO04447,TRK009,NSW001,2024-04-20 09:00:00,2024-04-22 04:49:29,Bearing Failure,48160.03,30.26,MEDIUM
WO04448,EXC005,NSW001,2024-05-17 21:00:00,2024-05-19 12:02:26,Transmission Issue,28622.44,19.89,LOW
WO04449,TRK011,QLD001,2024-03-06 08:00:00,2024-03-06 16:54:52,Transmission Issue,18327.49,5.48,HIGH
WO04450,TRK013,WA001,2024-11-12 15:00:00,2024-11-12 20:17:03,Sensor Malfunction,44158.11,4.79,high
WO04451,TRK015,NSW001,2024-05-26 02:00:00,2024-05-27 13:37:17,tire damage,28233.08,33.19,MEDIUM
WO04452,TRK001,WA001,2024-07-19 18:00:00,2024-07-21 09:14:32,Tire Damage,44782.19,53.29,MEDIUM
WO04453,TRK001,QLD001,2024-01-10 22:00:00,,coolant system,24771.64,48.14,Medium
WO04454,TRK013,NSW001,2024-12-29 05:00:00,2024-12-29 23:10:57,Brake System,"$7,021.32",20.25,MEDIUM
WO04455,CRU003,NSW001,2024-03-03 22:00:00,2024-03-04 09:49:04,BELT REPLACEMENT,"$114,069.00",14.37,high
WO04456,TRK015,NSW001,2024-05-10 03:00:00,2024-05-11 01:30:23,Bearing Failure,5127.72,30.37,MEDIUM
WO04457,TRK009,NSW001,2024-12-30 22:00:00,2025-01-01 19:18:13,Belt Replacement,18223.96,63.02,Medium
WO04458,TRK010,WA001,2024-07-20 00:00:00,2024-07-20 22:43:31,Hydraulic Leak,"$165,417.00",25.79,high
WO04459,EXC005,QLD001,2024-04-14 03:00:00,2024-04-15 16:52:21,Transmission Issue,13395.09,55.0,high
WO04460,EXC003,NSW001,2024-05-13 14:00:00,2024-05-14 20:44:01,Bearing Failure,47709.54,38.39,MEDIUM
WO04461,EXC003,QLD001,2024-07-05 04:00:00,2024-07-06 11:09:31,electrical fault,34356.84,41.68,MEDIUM
WO04462,TRK013,WA001,2024-08-07 14:00:00,,hydraulic leak,38585.09,35.91,high
WO04463,TRK010,QLD001,2024-11-14 11:00:00,2024-11-15 15:48:31,Hydraulic Leak,"$43,647.49",20.37,LOW
WO04464,EXC001,QLD001,2024-08-12 19:00:00,2024-08-14 09:45:09,Belt Replacement,11125.00,28.17,high
WO04465,EXC006,QLD001,2024-01-10 02:00:00,2024-01-11 16:17:24,Brake System,19512.09,39.4,MEDIUM
WO04466,TRK001,NSW001,2024-01-01 02:00:00,2024-01-03 01:39:06,Engine Failure,42641.75,24.62,high
WO04467,TRK010,QLD001,2024-02-11 20:00:00,2024-02-12 21:10:10,Belt Replacement,40354.60,34.05,Medium
WO04468,CRU002,WA001,2024-08-21 16:00:00,,Hydraulic Leak,34645.31,18.35,LOW
WO04469,CRU003,WA001,2024-09-17 08:00:00,2024-09-17 10:59:42,sensor malfunction,27093.87,4.12,MEDIUM
WO04470,TRK009,NSW001,2024-08-17 16:00:00,,Bearing Failure,9980.26,27.79,high
WO04471,CRU001,QLD001,2024-02-22 23:00:00,2024-02-24 09:00:42,Sensor Malfunction,37549.31,49.89,LOW
WO04472,TRK007,WA001,2024-08-21 09:00:00,2024-08-23 06:27:31,Sensor Malfunction,32822.63,42.39,high
WO04473,CRU003,WA001,2024-11-24 20:00:00,2024-11-26 06:29:28,Brake System,39025.51,47.62,Medium
WO04474,CNV002,QLD001,2024-04-26 04:00:00,2024-04-26 11:50:21,Tire Damage,4774.80,4.57,HIGH
WO04475,TRK004,QLD001,2024-03-20 01:00:00,2024-03-21 01:30:01,belt replacement,33155.89,23.29,MEDIUM
WO04476,TRK015,WA001,2024-04-17 07:00:00,2024-04-18 17:16:38,Belt Replacement,35682.87,24.62,Medium
WO04477,TRK010,NSW001,2024-12-03 00:00:00,2024-12-03 17:10:17,Sensor Malfunction,12777.27,21.7,LOW
WO04478,CNV002,WA001,2024-12-05 19:00:00,2024-12-07 05:21:24,tire damage,16947.84,37.39,MEDIUM
WO04479,EXC001,QLD001,2024-04-26 16:00:00,2024-04-27 04:47:54,transmission issue,24678.04,15.94,LOW
WO04480,CNV003,WA001,2024-09-07 09:00:00,2024-09-08 16:57:11,Engine Failure,34210.64,39.78,HIGH
WO04481,CRU001,QLD001,2024-09-05 16:00:00,2024-09-07 13:10:52,Sensor Malfunction,21756.82,45.83,high
WO04482,CRU002,NSW001,2024-10-16 14:00:00,2024-10-17 00:24:17,Brake System,"$38,968.04",11.27,Medium
WO04483,TRK010,WA001,2024-09-17 18:00:00,2024-09-18 16:53:44,Engine Failure,46959.65,16.62,high
WO04484,CNV001,NSW001,2024-02-26 21:00:00,2024-02-27 19:59:14,Brake System,22505.23,17.6,high
WO04485,TRK012,WA001,2024-02-24 18:00:00,2024-02-26 15:57:33,tire damage,"$8,295.42",46.57,high
WO04486,TRK011,NSW001,2024-03-23 07:00:00,2024-03-24 01:45:32,Bearing Failure,39230.56,27.74,MEDIUM
WO04487,TRK013,WA001,2024-11-07 16:00:00,2024-11-09 10:32:06,Electrical Fault,31532.75,53.68,Medium
WO04488,TRK012,NSW001,2024-11-03 09:00:00,2024-11-05 01:18:47,Electrical Fault,"$158,986.00",26.31,high
WO04489,CNV001,WA001,2024-08-03 05:00:00,2024-08-04 10:20:09,Transmission Issue,26069.38,31.48,high
WO04490,CRU002,QLD001,2024-01-25 09:00:00,2024-01-25 12:01:33,bearing failure,7653.28,2.56,Medium
WO04491,TRK008,QLD001,2024-03-20 15:00:00,2024-03-20 22:40:40,Electrical Fault,26690.76,8.56,high
WO04492,TRK009,QLD001,2024-05-04 18:00:00,2024-05-05 21:38:51,Engine Failure,16007.87,16.93,Medium
WO04493,TRK006,QLD001,2024-01-20 08:00:00,2024-01-20 18:21:14,ELECTRICAL FAULT,27939.46,9.06,Medium
WO04494,TRK003,QLD001,2024-11-01 19:00:00,2024-11-03 18:53:28,hydraulic leak,"$118,940.00",24.76,HIGH
WO04495,TRK014,NSW001,2024-12-15 23:00:00,2024-12-17 01:32:58,coolant system,25606.99,28.65,high
WO04496,TRK013,WA001,2024-12-18 04:00:00,2024-12-18 21:04:52,tire damage,"$162,485.00",19.49,high
WO04497,EXC004,NSW001,2024-11-01 21:00:00,2024-11-02 18:52:06,TRANSMISSION ISSUE,25818.08,17.65,HIGH
WO04498,TRK015,NSW001,2024-12-09 04:00:00,2024-12-09 07:50:59,BRAKE SYSTEM,34194.52,2.28,high
WO04499,TRK008,WA001,2024-05-12 23:00:00,2024-05-13 22:52:55,Coolant System,10613.38,13.08,high
WO04500,TRK011,WA001,2024-02-16 20:00:00,2024-02-18 09:22:29,Bearing Failure,2125.67,23.67,HIGH
WO04501,TRK014,WA001,2024-11-14 03:00:00,2024-11-14 18:16:08,engine failure,35411.95,22.61,HIGH
WO04502,TRK011,NSW001,2024-07-28 02:00:00,2024-07-28 07:32:28,TIRE DAMAGE,10299.52,2.99,LOW
WO04503,TRK014,NSW001,2024-05-20 17:00:00,2024-05-21 01:36:06,tire damage,15313.36,9.24,LOW
WO04504,TRK009,QLD001,2024-09-12 09:00:00,2024-09-13 02:18:45,Bearing Failure,"$25,351.94",11.08,HIGH
WO04505,EXC001,NSW001,2024-06-19 15:00:00,2024-06-20 16:02:43,coolant system,11452.25,32.89,LOW
WO04506,CNV001,NSW001,2024-09-11 23:00:00,2024-09-13 16:20:19,electrical fault,29399.04,59.36,MEDIUM
WO04507,EXC004,QLD001,2024-09-17 21:00:00,2024-09-18 09:06:21,TRANSMISSION ISSUE,31315.14,16.3,LOW
WO04508,CRU002,WA001,2024-03-27 07:00:00,2024-03-29 00:14:51,Sensor Malfunction,30096.44,24.89,LOW
WO04509,EXC002,WA001,2024-11-04 19:00:00,2024-11-06 10:42:24,Hydraulic Leak,39900.01,52.06,MEDIUM
WO04510,TRK003,WA001,2024-06-28 22:00:00,2024-06-29 11:59:21,Electrical Fault,19457.29,13.65,HIGH
WO04511,EXC001,WA001,2024-05-31 04:00:00,2024-06-01 07:58:01,tire damage,29874.02,37.31,high
WO04512,CRU002,WA001,2024-03-12 21:00:00,2024-03-13 03:49:34,Hydraulic Leak,28875.83,4.17,MEDIUM
WO04513,CRU003,WA001,2024-01-06 19:00:00,,Engine Failure,25619.00,47.8,Medium
WO04514,EXC003,WA001,2024-10-23 06:00:00,2024-10-23 16:26:27,transmission issue,41324.06,9.29,MEDIUM
WO04515,TRK003,QLD001,2024-01-14 17:00:00,2024-01-16 11:06:17,belt replacement,32349.05,29.02,HIGH
WO04516,TRK010,WA001,2024-03-31 10:00:00,2024-04-01 04:41:21,Bearing Failure,14111.72,12.83,MEDIUM
WO04517,CNV001,NSW001,2024-09-15 16:00:00,2024-09-16 07:01:44,Bearing Failure,41583.19,19.64,high
WO04518,EXC006,WA001,2024-09-13 17:00:00,2024-09-13 20:17:04,Belt Replacement,"$44,753.86",4.3,high
WO04519,TRK015,NSW001,2024-03-08 19:00:00,2024-03-10 18:16:30,Sensor Malfunction,32585.01,61.24,LOW
WO04520,CRU001,QLD001,2024-12-23 09:00:00,2024-12-24 22:45:30,Tire Damage,1323.90,24.98,high
WO04521,CNV002,NSW001,2024-01-16 15:00:00,2024-01-17 16:43:03,Coolant System,43403.81,14.94,HIGH
WO04522,CNV001,QLD001,2024-07-31 20:00:00,,Bearing Failure,48977.71,10.57,MEDIUM
WO04523,TRK001,WA001,2024-06-27 10:00:00,,coolant system,17888.81,40.96,Medium
WO04524,CRU002,QLD001,2024-07-08 00:00:00,2024-07-09 14:09:00,Hydraulic Leak,36104.63,27.08,MEDIUM
WO04525,TRK006,QLD001,2024-12-13 19:00:00,2024-12-14 02:29:34,coolant system,33983.06,7.4,MEDIUM
WO04526,EXC006,QLD001,2024-07-29 03:00:00,2024-07-30 16:47:16,coolant system,34780.17,33.43,MEDIUM
WO04527,EXC004,NSW001,2024-10-13 03:00:00,2024-10-14 21:42:21,Bearing Failure,38987.19,58.24,MEDIUM
WO04528,CNV001,WA001,2024-12-04 05:00:00,2024-12-05 23:53:53,Electrical Fault,10159.71,48.29,MEDIUM
WO04529,CNV001,WA001,2024-11-22 14:00:00,2024-11-23 05:13:11,ENGINE FAILURE,9488.83,11.18,HIGH
WO04530,TRK002,WA001,2024-12-13 18:00:00,2024-12-14 02:39:12,hydraulic leak,22371.29,4.87,high
WO04531,EXC006,QLD001,2024-05-18 02:00:00,2024-05-18 20:51:46,Coolant System,33525.57,22.56,LOW
WO04532,CNV003,WA001,2024-07-17 13:00:00,2024-07-17 15:47:47,transmission issue,"$41,857.57",3.39,HIGH
WO04533,EXC005,QLD001,2024-05-30 17:00:00,2024-05-31 09:00:41,Brake System,42996.86,15.33,high
WO04534,EXC005,NSW001,2024-03-10 23:00:00,2024-03-12 18:31:26,electrical fault,"$150,727.00",42.26,high
WO04535,TRK007,QLD001,2024-04-17 05:00:00,2024-04-17 21:13:25,electrical fault,10271.81,11.73,MEDIUM
WO04536,CNV001,WA001,2024-12-24 08:00:00,2024-12-25 23:46:51,Electrical Fault,"$22,307.04",54.71,high
WO04537,CRU001,WA001,2024-03-27 03:00:00,2024-03-27 21:51:27,transmission issue,22867.93,23.81,MEDIUM
WO04538,CNV002,QLD001,2024-06-30 06:00:00,2024-06-30 22:17:33,sensor malfunction,39683.45,20.78,LOW
WO04539,TRK006,WA001,2024-01-08 04:00:00,2024-01-08 20:10:18,BELT REPLACEMENT,7677.26,19.98,high
WO04540,CNV003,NSW001,2024-12-05 03:00:00,2024-12-05 19:08:38,Coolant System,16025.97,12.14,LOW
WO04541,TRK009,NSW001,2024-08-26 09:00:00,2024-08-26 15:01:53,hydraulic leak,23330.19,8.87,HIGH
