order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO52950,289,833,2013-02-18,2013-02-25,2013-03-02,5,1,5
SO52950,284,833,2013-02-18,2013-02-25,2013-03-02,35,1,35
SO52950,246,833,2013-02-18,2013-02-25,2013-03-02,35,1,35
SO52951,174,2236,2013-02-18,2013-02-25,2013-03-02,22,1,22
SO52951,245,2236,2013-02-18,2013-02-25,2013-03-02,35,1,35
SO52952,250,1640,2013-02-18,2013-02-25,2013-03-02,50,1,50
SO52953,166,1594,2013-02-18,2013-02-25,2013-03-02,9,1,9
SO52954,139,3082,2013-02-18,2013-02-25,2013-03-02,2443,1,2443
SO52954,168,3082,2013-02-18,2013-02-25,2013-03-02,8,1,8
SO52955,139,5236,2013-02-18,2013-02-25,2013-03-02,2443,1,2443
SO52956,120,318,2013-02-18,2013-02-25,2013-03-02,2295,1,2295
SO52957,120,163,2013-02-18,2013-02-25,2013-03-02,2295,1,2295
SO52957,245,163,2013-02-18,2013-02-25,2013-03-02,35,1,35
SO52958,144,17771,2013-02-18,2013-02-25,2013-03-02,742,1,742
SO52958,245,17771,2013-02-18,2013-02-25,2013-03-02,35,1,35
SO52959,124,460,2013-02-18,2013-02-25,2013-03-02,2320,1,2320
SO52959,259,460,2013-02-18,2013-02-25,2013-03-02,2,1,2
SO52960,126,10650,2013-02-18,2013-02-25,2013-03-02,540,1,540
SO52960,105,10650,2013-02-18,2013-02-25,2013-03-02,9,1,9
SO52960,295,10650,2013-02-18,2013-02-25,2013-03-02,5,1,5
SO52961,127,10647,2013-02-18,2013-02-25,2013-03-02,540,1,540
SO52961,285,10647,2013-02-18,2013-02-25,2013-03-02,21,1,21
SO52961,259,10647,2013-02-18,2013-02-25,2013-03-02,2,1,2
SO52962,129,11288,2013-02-18,2013-02-25,2013-03-02,540,1,540
SO52963,140,7274,2013-02-19,2013-02-26,2013-03-03,2443,1,2443
SO52963,287,7274,2013-02-19,2013-02-26,2013-03-03,33,1,33
SO52963,249,7274,2013-02-19,2013-02-26,2013-03-03,50,1,50
SO52964,131,12413,2013-02-19,2013-02-26,2013-03-03,1120,1,1120
SO52964,105,12413,2013-02-19,2013-02-26,2013-03-03,9,1,9
SO52964,295,12413,2013-02-19,2013-02-26,2013-03-03,5,1,5
SO52964,166,12413,2013-02-19,2013-02-26,2013-03-03,9,1,9
SO52965,123,493,2013-02-19,2013-02-26,2013-03-03,2320,1,2320
SO52965,245,493,2013-02-19,2013-02-26,2013-03-03,35,1,35
SO52966,122,352,2013-02-19,2013-02-26,2013-03-03,2295,1,2295
SO52967,122,354,2013-02-19,2013-02-26,2013-03-03,2295,1,2295
SO52967,295,354,2013-02-19,2013-02-26,2013-03-03,5,1,5
SO52967,104,354,2013-02-19,2013-02-26,2013-03-03,10,1,10
SO52968,245,213,2013-02-19,2013-02-26,2013-03-03,35,1,35
SO52969,282,966,2013-02-19,2013-02-26,2013-03-03,25,1,25
SO52969,259,966,2013-02-19,2013-02-26,2013-03-03,2,1,2
SO52970,289,7287,2013-02-19,2013-02-26,2013-03-03,5,1,5
SO52970,283,7287,2013-02-19,2013-02-26,2013-03-03,30,1,30
SO52970,245,7287,2013-02-19,2013-02-26,2013-03-03,35,1,35
SO52971,275,6244,2013-02-19,2013-02-26,2013-03-03,54,1,54
SO52972,248,6303,2013-02-19,2013-02-26,2013-03-03,50,1,50
SO52972,166,6303,2013-02-19,2013-02-26,2013-03-03,9,1,9
SO52973,251,3679,2013-02-19,2013-02-26,2013-03-03,50,1,50
SO52974,166,7198,2013-02-19,2013-02-26,2013-03-03,9,1,9
SO52975,281,3308,2013-02-19,2013-02-26,2013-03-03,159,1,159
SO52976,290,18269,2013-02-19,2013-02-26,2013-03-03,4,1,4
SO52976,245,18269,2013-02-19,2013-02-26,2013-03-03,35,1,35
SO52977,288,16294,2013-02-19,2013-02-26,2013-03-03,29,1,29
SO52977,291,16294,2013-02-19,2013-02-26,2013-03-03,5,1,5
SO52977,247,16294,2013-02-19,2013-02-26,2013-03-03,55,1,55
SO52978,288,15692,2013-02-19,2013-02-26,2013-03-03,29,1,29
SO52979,287,14436,2013-02-19,2013-02-26,2013-03-03,33,1,33
SO52979,290,14436,2013-02-19,2013-02-26,2013-03-03,4,1,4
SO52980,287,14103,2013-02-19,2013-02-26,2013-03-03,33,1,33
SO52980,290,14103,2013-02-19,2013-02-26,2013-03-03,4,1,4
SO52980,245,14103,2013-02-19,2013-02-26,2013-03-03,35,1,35
SO52981,283,7872,2013-02-19,2013-02-26,2013-03-03,30,1,30
SO52982,283,6386,2013-02-19,2013-02-26,2013-03-03,30,1,30
SO52982,289,6386,2013-02-19,2013-02-26,2013-03-03,5,1,5
SO52982,244,6386,2013-02-19,2013-02-26,2013-03-03,35,1,35
SO52983,104,10788,2013-02-19,2013-02-26,2013-03-03,10,1,10
SO52983,295,10788,2013-02-19,2013-02-26,2013-03-03,5,1,5
SO52983,259,10788,2013-02-19,2013-02-26,2013-03-03,2,1,2
SO52984,104,1184,2013-02-19,2013-02-26,2013-03-03,10,1,10
SO52984,295,1184,2013-02-19,2013-02-26,2013-03-03,5,1,5
SO52984,246,1184,2013-02-19,2013-02-26,2013-03-03,35,1,35
SO52985,295,7095,2013-02-19,2013-02-26,2013-03-03,5,1,5
SO52985,292,7095,2013-02-19,2013-02-26,2013-03-03,64,1,64
SO52986,289,6706,2013-02-19,2013-02-26,2013-03-03,5,1,5
SO52986,282,6706,2013-02-19,2013-02-26,2013-03-03,25,1,25
SO52987,286,8921,2013-02-19,2013-02-26,2013-03-03,25,1,25
SO52987,290,8921,2013-02-19,2013-02-26,2013-03-03,4,1,4
SO52987,276,8921,2013-02-19,2013-02-26,2013-03-03,54,1,54
SO52987,166,8921,2013-02-19,2013-02-26,2013-03-03,9,1,9
SO52988,174,3783,2013-02-19,2013-02-26,2013-03-03,22,1,22
SO52988,104,3783,2013-02-19,2013-02-26,2013-03-03,10,1,10
SO52988,246,3783,2013-02-19,2013-02-26,2013-03-03,35,1,35
SO52989,290,12938,2013-02-19,2013-02-26,2013-03-03,4,1,4
SO52989,246,12938,2013-02-19,2013-02-26,2013-03-03,35,1,35
SO52990,282,9589,2013-02-19,2013-02-26,2013-03-03,25,1,25
SO52990,259,9589,2013-02-19,2013-02-26,2013-03-03,2,1,2
SO52991,295,11493,2013-02-19,2013-02-26,2013-03-03,5,1,5
SO52991,166,11493,2013-02-19,2013-02-26,2013-03-03,9,1,9
SO52991,275,11493,2013-02-19,2013-02-26,2013-03-03,54,1,54
SO52992,290,16807,2013-02-19,2013-02-26,2013-03-03,4,1,4
SO52993,290,15866,2013-02-19,2013-02-26,2013-03-03,4,1,4
SO52993,260,15866,2013-02-19,2013-02-26,2013-03-03,120,1,120
SO52994,291,5194,2013-02-19,2013-02-26,2013-03-03,5,1,5
SO52995,174,1939,2013-02-19,2013-02-26,2013-03-03,22,1,22
SO52995,245,1939,2013-02-19,2013-02-26,2013-03-03,35,1,35
SO52995,235,1939,2013-02-19,2013-02-26,2013-03-03,24,1,24
SO52996,174,1794,2013-02-19,2013-02-26,2013-03-03,22,1,22
SO52996,246,1794,2013-02-19,2013-02-26,2013-03-03,35,1,35
SO52996,292,1794,2013-02-19,2013-02-26,2013-03-03,64,1,64
SO52997,115,7964,2013-02-19,2013-02-26,2013-03-03,565,1,565
SO52997,282,7964,2013-02-19,2013-02-26,2013-03-03,25,1,25
SO52998,124,529,2013-02-19,2013-02-26,2013-03-03,2320,1,2320
SO52998,174,529,2013-02-19,2013-02-26,2013-03-03,22,1,22
SO52998,104,529,2013-02-19,2013-02-26,2013-03-03,10,1,10
SO52998,295,529,2013-02-19,2013-02-26,2013-03-03,5,1,5
SO52998,233,529,2013-02-19,2013-02-26,2013-03-03,24,1,24
SO52999,121,1114,2013-02-19,2013-02-26,2013-03-03,2295,1,2295
SO53000,116,3103,2013-02-19,2013-02-26,2013-03-03,769,1,769
SO53000,274,3103,2013-02-19,2013-02-26,2013-03-03,70,1,70
SO53001,128,10023,2013-02-19,2013-02-26,2013-03-03,540,1,540
SO53002,161,3940,2013-02-19,2013-02-26,2013-03-03,2384,1,2384
SO53002,246,3940,2013-02-19,2013-02-26,2013-03-03,35,1,35
SO53003,141,7304,2013-02-19,2013-02-26,2013-03-03,2443,1,2443
SO53003,105,7304,2013-02-19,2013-02-26,2013-03-03,9,1,9
SO53004,134,5483,2013-02-20,2013-02-27,2013-03-04,1120,1,1120
SO53004,245,5483,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53004,248,5483,2013-02-20,2013-02-27,2013-03-04,50,1,50
SO53005,122,494,2013-02-20,2013-02-27,2013-03-04,2295,1,2295
SO53005,245,494,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53006,124,396,2013-02-20,2013-02-27,2013-03-04,2320,1,2320
SO53006,104,396,2013-02-20,2013-02-27,2013-03-04,10,1,10
SO53007,166,531,2013-02-20,2013-02-27,2013-03-04,9,1,9
SO53008,282,2963,2013-02-20,2013-02-27,2013-03-04,25,1,25
SO53008,289,2963,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53008,259,2963,2013-02-20,2013-02-27,2013-03-04,2,1,2
SO53008,168,2963,2013-02-20,2013-02-27,2013-03-04,8,1,8
SO53009,286,3858,2013-02-20,2013-02-27,2013-03-04,25,1,25
SO53009,275,3858,2013-02-20,2013-02-27,2013-03-04,54,1,54
SO53010,283,6255,2013-02-20,2013-02-27,2013-03-04,30,1,30
SO53010,293,6255,2013-02-20,2013-02-27,2013-03-04,64,1,64
SO53011,283,6071,2013-02-20,2013-02-27,2013-03-04,30,1,30
SO53011,289,6071,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53011,246,6071,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53012,174,7708,2013-02-20,2013-02-27,2013-03-04,22,1,22
SO53012,245,7708,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53012,294,7708,2013-02-20,2013-02-27,2013-03-04,64,1,64
SO53013,289,13900,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53013,174,13900,2013-02-20,2013-02-27,2013-03-04,22,1,22
SO53013,104,13900,2013-02-20,2013-02-27,2013-03-04,10,1,10
SO53013,295,13900,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53013,294,13900,2013-02-20,2013-02-27,2013-03-04,64,1,64
SO53014,248,4127,2013-02-20,2013-02-27,2013-03-04,50,1,50
SO53014,166,4127,2013-02-20,2013-02-27,2013-03-04,9,1,9
SO53015,259,8091,2013-02-20,2013-02-27,2013-03-04,2,1,2
SO53016,166,7260,2013-02-20,2013-02-27,2013-03-04,9,1,9
SO53017,166,17968,2013-02-20,2013-02-27,2013-03-04,9,1,9
SO53018,286,17999,2013-02-20,2013-02-27,2013-03-04,25,1,25
SO53018,290,17999,2013-02-20,2013-02-27,2013-03-04,4,1,4
SO53019,285,739,2013-02-20,2013-02-27,2013-03-04,21,1,21
SO53019,233,739,2013-02-20,2013-02-27,2013-03-04,24,1,24
SO53019,290,739,2013-02-20,2013-02-27,2013-03-04,4,1,4
SO53020,291,204,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53021,291,18001,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53021,259,18001,2013-02-20,2013-02-27,2013-03-04,2,1,2
SO53022,291,17004,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53023,287,278,2013-02-20,2013-02-27,2013-03-04,33,1,33
SO53023,290,278,2013-02-20,2013-02-27,2013-03-04,4,1,4
SO53023,246,278,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53024,290,4527,2013-02-20,2013-02-27,2013-03-04,4,1,4
SO53024,287,4527,2013-02-20,2013-02-27,2013-03-04,33,1,33
SO53024,246,4527,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53024,234,4527,2013-02-20,2013-02-27,2013-03-04,24,1,24
SO53025,290,13777,2013-02-20,2013-02-27,2013-03-04,4,1,4
SO53025,287,13777,2013-02-20,2013-02-27,2013-03-04,33,1,33
SO53025,247,13777,2013-02-20,2013-02-27,2013-03-04,55,1,55
SO53026,282,177,2013-02-20,2013-02-27,2013-03-04,25,1,25
SO53027,287,7759,2013-02-20,2013-02-27,2013-03-04,33,1,33
SO53027,290,7759,2013-02-20,2013-02-27,2013-03-04,4,1,4
SO53028,287,13318,2013-02-20,2013-02-27,2013-03-04,33,1,33
SO53028,259,13318,2013-02-20,2013-02-27,2013-03-04,2,1,2
SO53029,104,10721,2013-02-20,2013-02-27,2013-03-04,10,1,10
SO53029,295,10721,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53030,295,4499,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53030,104,4499,2013-02-20,2013-02-27,2013-03-04,10,1,10
SO53030,246,4499,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53030,233,4499,2013-02-20,2013-02-27,2013-03-04,24,1,24
SO53031,295,10160,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53031,104,10160,2013-02-20,2013-02-27,2013-03-04,10,1,10
SO53031,245,10160,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53031,234,10160,2013-02-20,2013-02-27,2013-03-04,24,1,24
SO53032,274,8779,2013-02-20,2013-02-27,2013-03-04,70,1,70
SO53033,273,828,2013-02-20,2013-02-27,2013-03-04,70,1,70
SO53033,275,828,2013-02-20,2013-02-27,2013-03-04,54,1,54
SO53033,235,828,2013-02-20,2013-02-27,2013-03-04,24,1,24
SO53034,166,7347,2013-02-20,2013-02-27,2013-03-04,9,1,9
SO53034,295,7347,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53035,289,3922,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53035,259,3922,2013-02-20,2013-02-27,2013-03-04,2,1,2
SO53036,289,2699,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53036,282,2699,2013-02-20,2013-02-27,2013-03-04,25,1,25
SO53036,259,2699,2013-02-20,2013-02-27,2013-03-04,2,1,2
SO53037,289,7633,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53037,282,7633,2013-02-20,2013-02-27,2013-03-04,25,1,25
SO53037,259,7633,2013-02-20,2013-02-27,2013-03-04,2,1,2
SO53038,282,6641,2013-02-20,2013-02-27,2013-03-04,25,1,25
SO53039,290,8178,2013-02-20,2013-02-27,2013-03-04,4,1,4
SO53039,244,8178,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53040,285,17411,2013-02-20,2013-02-27,2013-03-04,21,1,21
SO53040,290,17411,2013-02-20,2013-02-27,2013-03-04,4,1,4
SO53040,244,17411,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53041,288,567,2013-02-20,2013-02-27,2013-03-04,29,1,29
SO53041,291,567,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53041,259,567,2013-02-20,2013-02-27,2013-03-04,2,1,2
SO53042,284,278,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53042,289,278,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53042,259,278,2013-02-20,2013-02-27,2013-03-04,2,1,2
SO53043,174,6037,2013-02-20,2013-02-27,2013-03-04,22,1,22
SO53043,245,6037,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53044,166,1603,2013-02-20,2013-02-27,2013-03-04,9,1,9
SO53045,174,7759,2013-02-20,2013-02-27,2013-03-04,22,1,22
SO53045,104,7759,2013-02-20,2013-02-27,2013-03-04,10,1,10
SO53045,295,7759,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53046,174,1980,2013-02-20,2013-02-27,2013-03-04,22,1,22
SO53046,281,1980,2013-02-20,2013-02-27,2013-03-04,159,1,159
SO53047,138,5888,2013-02-20,2013-02-27,2013-03-04,1701,1,1701
SO53047,295,5888,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53047,105,5888,2013-02-20,2013-02-27,2013-03-04,9,1,9
SO53047,247,5888,2013-02-20,2013-02-27,2013-03-04,55,1,55
SO53048,111,1033,2013-02-20,2013-02-27,2013-03-04,565,1,565
SO53048,104,1033,2013-02-20,2013-02-27,2013-03-04,10,1,10
SO53048,295,1033,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53048,244,1033,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53049,111,4562,2013-02-20,2013-02-27,2013-03-04,565,1,565
SO53049,282,4562,2013-02-20,2013-02-27,2013-03-04,25,1,25
SO53049,259,4562,2013-02-20,2013-02-27,2013-03-04,2,1,2
SO53050,139,9200,2013-02-20,2013-02-27,2013-03-04,2443,1,2443
SO53050,246,9200,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53050,235,9200,2013-02-20,2013-02-27,2013-03-04,24,1,24
SO53051,118,2871,2013-02-20,2013-02-27,2013-03-04,769,1,769
SO53051,272,2871,2013-02-20,2013-02-27,2013-03-04,70,1,70
SO53052,125,742,2013-02-20,2013-02-27,2013-03-04,2320,1,2320
SO53052,174,742,2013-02-20,2013-02-27,2013-03-04,22,1,22
SO53052,281,742,2013-02-20,2013-02-27,2013-03-04,159,1,159
SO53053,123,817,2013-02-20,2013-02-27,2013-03-04,2320,1,2320
SO53053,245,817,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53054,122,838,2013-02-20,2013-02-27,2013-03-04,2295,1,2295
SO53054,295,838,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53054,104,838,2013-02-20,2013-02-27,2013-03-04,10,1,10
SO53054,245,838,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53055,122,327,2013-02-20,2013-02-27,2013-03-04,2295,1,2295
SO53055,289,327,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53055,284,327,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53055,246,327,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53056,122,298,2013-02-20,2013-02-27,2013-03-04,2295,1,2295
SO53056,284,298,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53056,289,298,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53056,245,298,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53057,147,16775,2013-02-20,2013-02-27,2013-03-04,742,1,742
SO53057,288,16775,2013-02-20,2013-02-27,2013-03-04,29,1,29
SO53058,151,16778,2013-02-20,2013-02-27,2013-03-04,742,1,742
SO53058,288,16778,2013-02-20,2013-02-27,2013-03-04,29,1,29
SO53058,291,16778,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53058,259,16778,2013-02-20,2013-02-27,2013-03-04,2,1,2
SO53059,160,17310,2013-02-20,2013-02-27,2013-03-04,2384,1,2384
SO53059,246,17310,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53060,128,15744,2013-02-20,2013-02-27,2013-03-04,540,1,540
SO53060,295,15744,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53060,105,15744,2013-02-20,2013-02-27,2013-03-04,9,1,9
SO53060,246,15744,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53061,127,15749,2013-02-20,2013-02-27,2013-03-04,540,1,540
SO53061,244,15749,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53062,109,1012,2013-02-20,2013-02-27,2013-03-04,540,1,540
SO53062,295,1012,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53062,104,1012,2013-02-20,2013-02-27,2013-03-04,10,1,10
SO53062,292,1012,2013-02-20,2013-02-27,2013-03-04,64,1,64
SO53063,164,11113,2013-02-20,2013-02-27,2013-03-04,2384,1,2384
SO53063,246,11113,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53063,251,11113,2013-02-20,2013-02-27,2013-03-04,50,1,50
SO53064,129,10602,2013-02-20,2013-02-27,2013-03-04,540,1,540
SO53064,285,10602,2013-02-20,2013-02-27,2013-03-04,21,1,21
SO53064,290,10602,2013-02-20,2013-02-27,2013-03-04,4,1,4
SO53064,234,10602,2013-02-20,2013-02-27,2013-03-04,24,1,24
SO53065,130,7550,2013-02-20,2013-02-27,2013-03-04,1120,1,1120
SO53065,295,7550,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53065,105,7550,2013-02-20,2013-02-27,2013-03-04,9,1,9
SO53065,245,7550,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53066,130,8409,2013-02-20,2013-02-27,2013-03-04,1120,1,1120
SO53066,105,8409,2013-02-20,2013-02-27,2013-03-04,9,1,9
SO53067,132,11640,2013-02-20,2013-02-27,2013-03-04,1120,1,1120
SO53067,244,11640,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53068,122,471,2013-02-21,2013-02-28,2013-03-05,2295,1,2295
SO53069,260,204,2013-02-21,2013-02-28,2013-03-05,120,1,120
SO53070,286,3517,2013-02-21,2013-02-28,2013-03-05,25,1,25
SO53071,290,5695,2013-02-21,2013-02-28,2013-03-05,4,1,4
SO53071,286,5695,2013-02-21,2013-02-28,2013-03-05,25,1,25
SO53071,259,5695,2013-02-21,2013-02-28,2013-03-05,2,1,2
SO53071,168,5695,2013-02-21,2013-02-28,2013-03-05,8,1,8
SO53072,283,6064,2013-02-21,2013-02-28,2013-03-05,30,1,30
SO53072,289,6064,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53072,259,6064,2013-02-21,2013-02-28,2013-03-05,2,1,2
SO53073,284,8633,2013-02-21,2013-02-28,2013-03-05,35,1,35
SO53073,174,8633,2013-02-21,2013-02-28,2013-03-05,22,1,22
SO53074,284,10213,2013-02-21,2013-02-28,2013-03-05,35,1,35
SO53074,289,10213,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53074,244,10213,2013-02-21,2013-02-28,2013-03-05,35,1,35
SO53075,289,10368,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53075,259,10368,2013-02-21,2013-02-28,2013-03-05,2,1,2
SO53076,291,3210,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53077,290,14130,2013-02-21,2013-02-28,2013-03-05,4,1,4
SO53077,285,14130,2013-02-21,2013-02-28,2013-03-05,21,1,21
SO53077,244,14130,2013-02-21,2013-02-28,2013-03-05,35,1,35
SO53078,290,903,2013-02-21,2013-02-28,2013-03-05,4,1,4
SO53078,259,903,2013-02-21,2013-02-28,2013-03-05,2,1,2
SO53079,287,5169,2013-02-21,2013-02-28,2013-03-05,33,1,33
SO53079,259,5169,2013-02-21,2013-02-28,2013-03-05,2,1,2
SO53080,168,123,2013-02-21,2013-02-28,2013-03-05,8,1,8
SO53081,139,12765,2013-02-21,2013-02-28,2013-03-05,2443,1,2443
SO53081,105,12765,2013-02-21,2013-02-28,2013-03-05,9,1,9
SO53081,295,12765,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53082,141,8441,2013-02-21,2013-02-28,2013-03-05,2443,1,2443
SO53082,295,8441,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53082,105,8441,2013-02-21,2013-02-28,2013-03-05,9,1,9
SO53082,245,8441,2013-02-21,2013-02-28,2013-03-05,35,1,35
SO53083,142,11449,2013-02-21,2013-02-28,2013-03-05,2443,1,2443
SO53083,287,11449,2013-02-21,2013-02-28,2013-03-05,33,1,33
SO53083,290,11449,2013-02-21,2013-02-28,2013-03-05,4,1,4
SO53084,259,17095,2013-02-21,2013-02-28,2013-03-05,2,1,2
SO53085,290,179,2013-02-21,2013-02-28,2013-03-05,4,1,4
SO53085,294,179,2013-02-21,2013-02-28,2013-03-05,64,1,64
SO53085,244,179,2013-02-21,2013-02-28,2013-03-05,35,1,35
SO53086,286,17794,2013-02-21,2013-02-28,2013-03-05,25,1,25
SO53087,286,17811,2013-02-21,2013-02-28,2013-03-05,25,1,25
SO53087,278,17811,2013-02-21,2013-02-28,2013-03-05,54,1,54
SO53088,259,227,2013-02-21,2013-02-28,2013-03-05,2,1,2
SO53089,291,201,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53089,235,201,2013-02-21,2013-02-28,2013-03-05,24,1,24
SO53090,285,17033,2013-02-21,2013-02-28,2013-03-05,21,1,21
SO53090,290,17033,2013-02-21,2013-02-28,2013-03-05,4,1,4
SO53090,248,17033,2013-02-21,2013-02-28,2013-03-05,50,1,50
SO53091,290,14379,2013-02-21,2013-02-28,2013-03-05,4,1,4
SO53091,287,14379,2013-02-21,2013-02-28,2013-03-05,33,1,33
SO53091,259,14379,2013-02-21,2013-02-28,2013-03-05,2,1,2
SO53092,282,186,2013-02-21,2013-02-28,2013-03-05,25,1,25
SO53092,289,186,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53092,246,186,2013-02-21,2013-02-28,2013-03-05,35,1,35
SO53092,251,186,2013-02-21,2013-02-28,2013-03-05,50,1,50
SO53092,166,186,2013-02-21,2013-02-28,2013-03-05,9,1,9
SO53093,290,332,2013-02-21,2013-02-28,2013-03-05,4,1,4
SO53093,287,332,2013-02-21,2013-02-28,2013-03-05,33,1,33
SO53093,235,332,2013-02-21,2013-02-28,2013-03-05,24,1,24
SO53094,283,1056,2013-02-21,2013-02-28,2013-03-05,30,1,30
SO53095,289,12712,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53095,283,12712,2013-02-21,2013-02-28,2013-03-05,30,1,30
SO53096,104,3656,2013-02-21,2013-02-28,2013-03-05,10,1,10
SO53096,295,3656,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53096,247,3656,2013-02-21,2013-02-28,2013-03-05,55,1,55
SO53097,283,4975,2013-02-21,2013-02-28,2013-03-05,30,1,30
SO53097,289,4975,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53097,174,4975,2013-02-21,2013-02-28,2013-03-05,22,1,22
SO53097,246,4975,2013-02-21,2013-02-28,2013-03-05,35,1,35
SO53098,272,17818,2013-02-21,2013-02-28,2013-03-05,70,1,70
SO53099,273,5847,2013-02-21,2013-02-28,2013-03-05,70,1,70
SO53099,278,5847,2013-02-21,2013-02-28,2013-03-05,54,1,54
SO53100,295,6138,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53101,289,17249,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53102,295,1078,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53103,289,4302,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53103,259,4302,2013-02-21,2013-02-28,2013-03-05,2,1,2
SO53103,168,4302,2013-02-21,2013-02-28,2013-03-05,8,1,8
SO53104,289,2697,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53104,246,2697,2013-02-21,2013-02-28,2013-03-05,35,1,35
SO53104,166,2697,2013-02-21,2013-02-28,2013-03-05,9,1,9
SO53105,174,7151,2013-02-21,2013-02-28,2013-03-05,22,1,22
SO53105,247,7151,2013-02-21,2013-02-28,2013-03-05,55,1,55
SO53106,286,5255,2013-02-21,2013-02-28,2013-03-05,25,1,25
SO53107,282,6739,2013-02-21,2013-02-28,2013-03-05,25,1,25
SO53108,295,12771,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53109,290,1510,2013-02-21,2013-02-28,2013-03-05,4,1,4
SO53109,166,1510,2013-02-21,2013-02-28,2013-03-05,9,1,9
SO53110,290,15038,2013-02-21,2013-02-28,2013-03-05,4,1,4
SO53110,245,15038,2013-02-21,2013-02-28,2013-03-05,35,1,35
SO53111,295,11796,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53111,277,11796,2013-02-21,2013-02-28,2013-03-05,54,1,54
SO53111,166,11796,2013-02-21,2013-02-28,2013-03-05,9,1,9
SO53112,290,9942,2013-02-21,2013-02-28,2013-03-05,4,1,4
SO53112,259,9942,2013-02-21,2013-02-28,2013-03-05,2,1,2
SO53112,260,9942,2013-02-21,2013-02-28,2013-03-05,120,1,120
SO53113,291,3841,2013-02-21,2013-02-28,2013-03-05,5,1,5
