"Continent","Country","Year","Life Expectancy","Gender","BMI","Blood Pressure","Cholesterol","Lung Cancer","Liver Cancer","Stomach Cancer","Population","Population Growth"
"Europe","Belarus",2002,73.5,"men",25.4,135,5.06,3710,224,2110,4567.55,-0.767821621710865
"Europe","Belgium",2002,81.3,"men",26.3,131,5.53,5950,357,1100,5078.872,0.483058908812346
"Americas","Belize",2002,71.5,"men",26.3,126,4.54,14.7,6.81,10.1,132.065,2.85035629453681
"Africa","Benin",2002,57.6,"men",21.9,132,4.03,129,391,160,3603.447,3.22253254844671
"Asia","Bhutan",2002,62.7,"men",22.3,126,4.48,10.2,8.68,11,318.131,2.62323426849762
"Europe","Bosnia and Herzegovina",2002,77.4,"men",25.8,132,4.68,1500,204,345,1846.444,0.118421480702285
"Africa","Botswana",2002,51,"men",21.3,133,4.59,128,36.2,35.5,826.518,1.86495699950456
"Americas","Brazil",2002,74.8,"men",25,131,4.88,13200,3360,11800,88858.471,1.27865764603196
"Europe","Bulgaria",2002,75.6,"men",26,134,5.05,2790,464,1240,3829.864,-0.853903427237258
"Africa","Burkina Faso",2002,52.4,"men",20.8,130,3.88,119,655,238,6047.905,3.00444571309643
"Africa","Burundi",2002,53.7,"men",21.3,132,3.95,87.9,119,152,3297.229,2.81677184618905
"Asia","Cambodia",2002,62.5,"men",20.4,123,4.3,791,211,379,6137.222,1.82598225667215
"Africa","Cameroon",2002,51.9,"men",23.1,129,4.05,400,1220,394,8144.931,2.71093593847632
"Americas","Canada",2002,82,"men",27.1,126,5.21,11000,955,2880,15449.335,0.980619579697292
"Africa","Central African Republic",2002,44.9,"men",20.9,132,4.1,164,124,174,1876.287,2.19968048420859
"Africa","Chad",2002,48.6,"men",21,130,3.87,146,488,204,4491.58,3.95744104689284
"Americas","Chile",2002,80.2,"men",26.4,132,5.02,1330,373,2220,7717.131,1.0883481708127
"Asia","China",2002,74.5,"men",22.6,126,4.38,298000,282000,291000,671028.743,0.651793846680524
"Americas","Colombia",2002,75.3,"men",24.3,127,4.87,2230,660,3050,20032.617,1.53066755624902
"Africa","Comoros",2002,61.2,"men",21.8,132,4.22,5.6,8.68,7.45,286.626,2.46669955599407
"Americas","Costa Rica",2002,80.1,"men",25.8,127,4.66,171,88,417,2057.179,1.63435762497666
"Europe","Croatia",2002,78.5,"men",26,136,5.02,2520,275,792,2115.383,-0.280060943071415
"Americas","Cuba",2002,79.1,"men",24.3,128,4.47,2650,300,541,5582.125,0.311061553708441
"Asia","Cyprus",2002,80.4,"men",26.9,132,5.32,147,20.3,42.1,493.851,1.91488571357817
"Europe","Denmark",2002,79.5,"men",25.5,131,5.62,2270,198,420,2659.568,0.292630537354145
"Africa","Djibouti",2002,58.8,"men",22.8,131,4.67,9.49,13.3,12.7,373.733,1.62111748887215
"Americas","Dominican Republic",2002,74.2,"men",24.4,129,4.37,386,231,221,4378.118,1.56173049286733
"Americas","Ecuador",2002,76.6,"men",25.1,128,4.69,418,275,1060,6594.948,1.75452726356235
"Africa","Egypt",2002,71.4,"men",26.2,125,4.58,1900,5090,1100,36009.89,1.94008339352752
"Americas","El Salvador",2002,73.9,"men",25.7,125,4.51,159,97.4,314,2861.596,0.40811027503846
"Africa","Equatorial Guinea",2002,54.8,"men",22.6,135,4.5,15.7,24.4,9.91,344.57,4.69083738693712
"Africa","Eritrea",2002,58.5,"men",20.8,127,4.17,33.8,46.3,48.2,1236.18,4.5325513136966
"Europe","Estonia",2002,76.9,"men",25.5,138,5.18,597,42.2,243,644.577,-0.71638931161317
"Africa","Ethiopia",2002,54.7,"men",19.9,127,4.1,919,1490,1360,34975.362,2.91334588819021
"Oceania","Fiji",2002,70.6,"men",25.6,129,5.16,21.2,21.1,15,414.677,0.242219133377654
"Europe","Finland",2002,81.7,"men",26.2,135,5.33,1640,226,446,2547.616,0.3003558679631
"Europe","France",2002,83,"men",25.5,132,5.51,23700,5540,5580,28981.336,0.658903367982639
"Africa","Gabon",2002,59.9,"men",23.6,135,4.73,38.3,72.8,30.5,641.57,2.51784478750043
"Africa","Gambia",2002,57.9,"men",21.1,132,3.98,18.1,178,14.6,698.482,3.18942580289646
"Asia","Georgia",2002,75.9,"men",24.8,135,4.58,750,168,440,2026.633,-0.809379542573551
"Europe","Germany",2002,81.4,"men",26.8,136,5.72,35500,4650,10900,39763.349,0.169899132671262
"Africa","Ghana",2002,58.2,"men",22.3,129,3.88,288,992,299,10221.782,2.4910508925745
"Europe","Greece",2002,81.8,"men",25.8,129,5.05,5580,1120,1260,5552.263,0.368083232147504
"Americas","Grenada",2002,73.1,"men",24.6,130,4.51,6.52,2.63,4.45,51.688,0.536839648331136
"Americas","Guatemala",2002,71.9,"men",24.8,125,4.3,269,399,673,5986.326,2.35634173803093
"Africa","Guinea",2002,51.5,"men",22,131,3.92,246,874,243,4095.803,1.98082887311739
"Africa","Guinea-Bissau",2002,53.4,"men",21.4,130,3.9,30.6,86.5,47.9,605.833,2.16270269541051
"Americas","Guyana",2002,68,"men",23.5,127,4.17,19.6,14.2,21,372.626,0.13113414915972
"Americas","Haiti",2002,60.1,"men",23.3,128,4.11,412,117,399,4311.673,1.70220223667463
"Americas","Honduras",2002,73.4,"men",24.6,126,4.36,153,84.4,227,3447.856,2.65680230951724
"Europe","Hungary",2002,76.6,"men",26.5,136,5.15,6000,557,1310,4830.998,-0.317247558122332
"Europe","Iceland",2002,82.4,"men",26.5,130,5.76,64.1,6.52,28.2,142.809,0.875185420639969
"Asia","India",2002,64.2,"men",20.8,125,4.49,30600,12100,34700,568640.65,1.71682816189161
"Asia","Indonesia",2002,68.5,"men",21.3,128,4.5,7900,4250,5680,108887.177,1.42128538777396
"Asia","Iraq",2002,71.2,"men",26.4,127,4.85,927,224,300,12583.917,3.02550168158475
"Europe","Ireland",2002,80.2,"men",27.2,136,5.55,1070,84.7,338,1946.692,1.83009312101338
"Asia","Israel",2002,81.5,"men",26.5,127,5.19,1080,131,390,3040.643,1.81145893429292
"Europe","Italy",2002,83,"men",26.1,132,5.28,29500,7380,10700,27706.391,0.625049756144045
"Americas","Jamaica",2002,75.5,"men",23.5,129,4.5,311,55.9,159,1337.59,0.583684506567762
"Asia","Japan",2002,85,"men",23.2,131,5.18,54900,29400,70200,62751.324,0.0975208432936883
"Asia","Jordan",2002,73.6,"men",26.9,125,5.04,184,33.7,72.5,2751.639,1.85408376672651
"Asia","Kazakhstan",2002,70.1,"men",25.3,134,4.84,3270,817,1820,7200.302,0.451104197326802
"Africa","Kenya",2002,54.4,"men",21.3,130,4.31,256,335,771,16747.713,2.73386063754728
"Oceania","Kiribati",2002,67.4,"men",28.3,128,4.53,3.88,2.69,2.97,43,1.68850210471551
"Asia","Kuwait",2002,74.4,"men",28.3,128,5.28,52.7,28.8,18.1,1256.843,1.96665265836012
"Europe","Latvia",2002,75.9,"men",25.7,136,5.13,968,68,378,1070.949,-1.15427036655882
"Asia","Lebanon",2002,77.2,"men",26.6,128,4.76,482,54.4,133,2102.625,5.31586871786242
"Africa","Lesotho",2002,47.2,"men",21.2,130,4.08,161,38.6,65.5,975.179,-0.21937476146576
"Africa","Liberia",2002,53.6,"men",21.7,131,3.86,35.2,215,66.4,1509.735,2.4591109602986
"Africa","Libya",2002,72.8,"men",26.1,133,4.72,422,75.2,82.8,2863.225,1.48720415331126
"Europe","Lithuania",2002,77.3,"men",26.1,136,5.17,1280,92.1,548,1607.749,-0.968601899383662
"Europe","Luxembourg",2002,81.2,"men",26.8,132,5.68,205,27.3,55.8,218.667,0.824887724896032
"Africa","Madagascar",2002,61,"men",21.2,132,4.24,172,253,285,8347.056,3.09961280160789
"Africa","Malawi",2002,48.8,"men",21.5,133,4.2,139,202,125,5773.715,2.39247372849014
"Asia","Malaysia",2002,75.3,"men",24.1,127,4.96,2050,800,549,12358.191,2.21380700432487
"Asia","Maldives",2002,73.3,"men",22.5,127,4.58,12.1,6.35,3.55,150.489,3.41962573790658
"Africa","Mali",2002,50.2,"men",21.2,127,3.96,127,988,341,5768.646,3.13341731353232
"Europe","Malta",2002,80.1,"men",27.2,132,5.42,126,7.8,32.1,197.847,0.609207267771516
"Africa","Mauritania",2002,61.8,"men",22.1,131,4.16,43.6,158,41.6,1383.149,2.86167079035806
"Africa","Mauritius",2002,75.2,"men",24.5,133,4.91,85.5,19.9,55.3,595.522,0.638791905931992
"Americas","Mexico",2002,77.2,"men",26.9,125,4.89,4640,1970,3650,49841.883,1.28662275361099
"Asia","Mongolia",2002,67.2,"men",24.1,135,4.74,266,543,400,1218.267,0.944259991332956
"Europe","Montenegro",2002,76,"men",26,135,5.02,268,25.6,39.8,302.601,-0.0898066186157206
"Africa","Morocco",2002,71.2,"men",25.1,126,4.59,2290,197,523,14577.127,1.0638266894921
"Africa","Mozambique",2002,51,"men",21.3,135,4.28,217,771,397,8990.042,3.08110151560616
"Asia","Myanmar",2002,64.8,"men",20.7,124,4.22,6170,1010,1910,23088.026,0.98050437273346
"Africa","Namibia",2002,56.3,"men",21.8,135,4.45,29.4,11.8,16.3,892.729,1.52850769201026
"Asia","Nepal",2002,64.9,"men",20.7,125,4.25,601,234,690,12281.8,1.47496368959787
"Europe","Netherlands",2002,80.9,"men",25.4,132,5.48,8070,368,2020,7982.573,0.595185362497884
"Oceania","New Zealand",2002,81.2,"men",27,128,5.35,1010,123,287,1942.622,1.35501977146596
"Americas","Nicaragua",2002,73.5,"men",25.3,127,4.38,91.4,85.4,155,2579.416,1.39437031632773
"Africa","Niger",2002,51.7,"men",20.9,136,3.85,152,594,239,6051.84,3.84529456156806
"Africa","Nigeria",2002,47.7,"men",22.4,131,3.73,1800,13100,1180,64871.99,2.5865486767255
"Europe","Norway",2002,81.8,"men",26.3,135,5.5,1470,93,412,2252.645,0.513399659726588
"Asia","Oman",2002,75.4,"men",25.6,129,4.99,33.6,26.1,28.5,1301.261,1.58807855922192
"Asia","Pakistan",2002,64.1,"men",22.1,126,4.52,11200,2510,3750,77167.82,2.43082909672041
"Americas","Panama",2002,78.1,"men",25.5,129,4.74,173,45.1,182,1586.182,1.9032390076303
"Oceania","Papua New Guinea",2002,64.9,"men",24.5,122,4.64,303,106,200,3100.679,2.0873274484646
"Americas","Paraguay",2002,72.8,"men",25,130,4.71,341,57.8,250,2807.496,1.9156170159936
"Americas","Peru",2002,74.1,"men",24.3,125,4.73,947,574,1850,13510.985,1.12516938727929
"Asia","Philippines",2002,70.7,"men",22.5,126,4.69,6620,3520,1290,40928.477,2.05512712943901
"Europe","Poland",2002,78.6,"men",26.1,134,5.27,16500,863,4060,18665.365,-0.160996271608976
"Europe","Portugal",2002,80.9,"men",26.2,135,5.26,2820,486,1970,5016.767,0.521143281241046
"Asia","Qatar",2002,78,"men",27.3,131,5.2,19,11.3,9.84,412.989,3.55039377778446
"Europe","Romania",2002,75,"men",24.8,133,4.93,7260,1310,2750,10674.532,-0.690618875749913
"Africa","Rwanda",2002,51.8,"men",22,134,4.05,94.3,136,139,4120.954,2.41636731725768
"Oceania","Samoa",2002,73.4,"men",29.3,131,4.5,4.47,3.75,5.52,91.762,0.485112627164115
"Africa","Sao Tome and Principe",2002,65.6,"men",22.8,135,3.96,6.78,0.9,5.59,72.827,1.84739742119542
"Asia","Saudi Arabia",2002,74.6,"men",27.2,128,4.79,406,547,231,11952.63,3.31809777135281
"Africa","Senegal",2002,60.2,"men",21.4,131,4.09,184,512,219,5038.253,2.33789104750917
"Europe","Serbia",2002,75.3,"men",26.1,137,4.91,4170,487,1070,4580.547,-0.745683602891476
"Africa","Seychelles",2002,76.8,"men",24.8,136,5.25,8.13,2.36,3.25,41.818,1.93545241809672
"Africa","Sierra Leone",2002,41.8,"men",22,133,3.81,85.2,277,124,2464.752,4.49239566454947
"Asia","Singapore",2002,81.6,"men",23.8,128,5.11,676,303,320,2089.568,0.209668539552172
"Europe","Slovenia",2002,80.3,"men",26.9,136,5.25,869,88.9,327,971.604,-0.0509207395543051
"Oceania","Solomon Islands",2002,65.6,"men",26.6,125,4.49,23.9,18.8,14.4,223.386,2.59205849124193
"Africa","Somalia",2002,53.1,"men",21.6,131,4.22,86.3,125,165,4756.276,3.407397809047
"Africa","South Africa",2002,57.2,"men",25,132,4.43,4000,1320,1140,22752.951,1.26816248160719
"Europe","Spain",2002,83.2,"men",26.8,130,5.31,18600,3020,5710,20619.018,1.55613874037005
"Asia","Sri Lanka",2002,76.4,"men",21.6,127,4.47,729,213,459,9468.821,0.579150989271842
"Africa","Sudan",2002,61.1,"men",21.8,131,4.46,810,857,580,14398.166,2.64011893512995
"Americas","Suriname",2002,71.7,"men",24.8,128,4.53,30.3,14.1,14.9,243.356,1.15093500480076
"Europe","Sweden",2002,82.3,"men",25.9,133,5.32,1910,333,748,4415.228,0.30275555947306
"Europe","Switzerland",2002,83,"men",25.9,131,5.41,2450,474,655,3529.105,0.595660234512889
"Asia","Tajikistan",2002,69.5,"men",23.3,131,4.21,143,119,381,3223.702,1.78567650948946
"Asia","Thailand",2002,74.8,"men",22.6,124,4.9,8930,9780,1970,31584.243,0.742459580285713
"Asia","Timor-Leste",2002,62.6,"men",20.6,125,4.27,24.2,11.4,13.2,466.122,2.37644464553197
"Africa","Togo",2002,54.5,"men",21.5,131,3.89,105,263,119,2568.805,2.69604580215537
"Oceania","Tonga",2002,73.4,"men",30.1,130,5.03,12.5,12.5,6.25,50.152,0.233836314579803
"Americas","Trinidad and Tobago",2002,72.5,"men",25.7,129,4.58,94.5,18.2,48,634.968,0.37115487970661
"Africa","Tunisia",2002,76.2,"men",24.4,129,4.57,1370,91,256,4959.029,0.65809998646128
"Asia","Turkey",2002,74.7,"men",25.9,125,4.74,14000,1250,4300,32074.313,1.47383983177918
"Asia","Turkmenistan",2002,68.1,"men",24.5,132,4.53,193,79,225,2268.464,0.993343282199953
"Africa","Uganda",2002,51.4,"men",22,133,4.03,315,471,381,12394.688,3.22541959336906
"Europe","Ukraine",2002,73.2,"men",24.8,135,4.83,17700,1070,9250,22308.255,-0.930570523344658
"Asia","United Arab Emirates",2002,76.1,"men",27.3,128,5.25,65,43.9,33,2364.952,5.6376826418801
"Europe","United Kingdom",2002,80.5,"men",26.8,134,5.51,24700,1950,6710,28960.222,0.439133449984269
"Americas","United States",2002,79.7,"men",27.9,124,5.24,118000,11700,15500,141624.546,0.98010084923023
"Americas","Uruguay",2002,78.9,"men",26,132,5,1090,59.4,473,1607.74,-0.0510394072714627
"Asia","Uzbekistan",2002,70.9,"men",24.8,127,4.34,1230,470,1360,12640.224,1.26165459732983
"Oceania","Vanuatu",2002,70.1,"men",26.1,134,4.64,12.1,4,6.51,99.101,2.45538945061307
"Asia","Yemen",2002,62.3,"men",24.1,128,4.5,559,302,412,9298.002,2.90389687832054
"Africa","Zambia",2002,47.9,"men",20.2,131,4.33,110,184,242,5433.272,2.55107809138838
"Africa","Zimbabwe",2002,45.6,"men",21.8,131,4.22,334,470,301,5799.658,-0.212679965430255
"Asia","Afghanistan",2003,58.5,"men",20.6,125,4.16,965,199,846,12214.634,4.91773567428436
"Europe","Albania",2003,77.8,"men",25.9,133,4.91,629,205,285,1574.841,-0.511391490243448
"Africa","Algeria",2003,73.2,"men",24.1,130,4.7,961,194,525,16333.986,1.23950004973967
"Africa","Angola",2003,53,"men",21.6,133,4.33,294,431,288,8999.242,3.38415168973227
"Americas","Antigua and Barbuda",2003,76.5,"men",25.2,132,4.77,3.69,1.84,5.23,37.425,1.54935692190806
"Americas","Argentina",2003,78.2,"men",27.1,127,5.07,7130,968,3270,18493.545,1.10853081983463
"Asia","Armenia",2003,75.3,"men",24.5,134,4.66,856,161,313,1418.321,-0.45843325592185
"Oceania","Australia",2003,82.9,"men",27,129,5.27,5760,696,1560,9790.9,1.14219223059704
"Europe","Austria",2003,81.8,"men",26.1,132,5.41,2740,589,920,3972.392,0.53125474515361
"Asia","Azerbaijan",2003,70.7,"men",24.8,131,4.5,848,266,878,4106.197,1.19181780432176
"Americas","Bahamas",2003,76.3,"men",26.6,132,5.07,25.5,7.98,18.7,152.147,1.7481091130386
"Asia","Bahrain",2003,75.9,"men",27.1,131,5.09,42.2,8.39,11.6,457.878,6.98209091227701
"Asia","Bangladesh",2003,67.5,"men",20.2,125,4.3,8710,1490,3560,69170.298,1.69496713525981
"Americas","Barbados",2003,76.1,"men",25.9,130,4.75,19.6,7.68,28.8,131.736,0.316019524676169
"Europe","Belarus",2003,73.7,"men",25.5,136,5.05,3580,223,2010,4530.498,-0.811200753139004
"Europe","Belgium",2003,81.5,"men",26.4,130,5.5,5800,373,1060,5107.599,0.565617719840151
"Americas","Belize",2003,71.7,"men",26.4,126,4.53,14.8,6.71,9.79,135.579,2.66081096429789
"Africa","Benin",2003,57.9,"men",22,132,4.04,135,397,166,3719.314,3.21544898537427
"Asia","Bhutan",2003,63.5,"men",22.4,127,4.49,10.8,9.13,11.5,326.219,2.54234890658252
"Europe","Bosnia and Herzegovina",2003,77.5,"men",26,132,4.69,1540,210,352,1847.908,0.0792875386418403
"Africa","Botswana",2003,51.6,"men",21.4,133,4.59,127,37,35.8,841.552,1.81895615098522
"Americas","Brazil",2003,75.2,"men",25.1,131,4.87,13700,3520,12100,89944.581,1.22229201985706
"Europe","Bulgaria",2003,75.8,"men",26,134,5.03,2880,471,1240,3798.597,-0.816399746831737
"Africa","Burkina Faso",2003,52.9,"men",20.9,130,3.88,119,653,242,6231.414,3.03425731720323
"Africa","Burundi",2003,53.9,"men",21.3,133,3.95,86.6,123,151,3400.372,3.12817217123833
"Asia","Cambodia",2003,63.4,"men",20.4,123,4.31,815,218,382,6240.51,1.68297643461489
"Africa","Cameroon",2003,52.5,"men",23.2,130,4.05,413,1230,407,8367.62,2.73408086575566
"Americas","Canada",2003,82.2,"men",27.2,126,5.19,11200,1000,2870,15605.073,1.00805633381632
"Africa","Central African Republic",2003,45,"men",20.9,132,4.09,166,124,175,1916.297,2.13240298525759
"Africa","Chad",2003,48.6,"men",21,130,3.87,151,493,209,4669.285,3.95640286936891
"Americas","Chile",2003,80.3,"men",26.5,132,5.01,1360,388,2250,7798.637,1.05616970866504
"Asia","China",2003,74.9,"men",22.7,126,4.4,309000,286000,291000,675255.679,0.629918769366335
"Americas","Colombia",2003,75.6,"men",24.4,127,4.85,2200,677,2980,20330.598,1.48747914463699
"Africa","Comoros",2003,61.4,"men",21.8,132,4.21,5.59,8.89,7.26,293.594,2.43104254324451
"Americas","Costa Rica",2003,80.2,"men",25.9,128,4.66,175,90.5,422,2088.445,1.51984829710978
"Europe","Croatia",2003,78.6,"men",26.1,136,5.01,2500,285,777,2112.496,-0.136476467854744
"Americas","Cuba",2003,79.3,"men",24.4,128,4.44,2730,304,558,5597.342,0.272602279597817
"Asia","Cyprus",2003,80.5,"men",27,132,5.31,158,21.7,43.8,503.068,1.8663524018378
"Europe","Denmark",2003,79.7,"men",25.6,131,5.6,2290,205,426,2667.009,0.279782280430499
"Africa","Djibouti",2003,58.9,"men",22.9,132,4.66,9.85,13.8,13,379.387,1.51284473139915
"Americas","Dominican Republic",2003,74.5,"men",24.5,129,4.36,390,234,225,4445.599,1.54132437727809
"Americas","Ecuador",2003,76.8,"men",25.2,129,4.69,428,283,1080,6707.332,1.70409228397252
"Africa","Egypt",2003,71.5,"men",26.3,126,4.58,1990,5330,1120,36703.21,1.92535994972492
"Americas","El Salvador",2003,74.3,"men",25.8,125,4.5,162,101,317,2871.537,0.347393552409208
"Africa","Equatorial Guinea",2003,55,"men",22.8,135,4.54,16.1,25.5,9.59,360.967,4.75868473749891
"Africa","Eritrea",2003,59.3,"men",20.8,127,4.16,35.8,48.1,49.5,1296.606,4.88812308887055
"Europe","Estonia",2003,77.2,"men",25.6,138,5.18,576,43,236,639.222,-0.830777393546468
"Africa","Ethiopia",2003,55.6,"men",19.9,127,4.1,931,1530,1360,35988.523,2.89678488531441
"Oceania","Fiji",2003,70.9,"men",25.7,129,5.16,22.3,22.1,15.6,415.48,0.193644692133877
"Europe","Finland",2003,81.9,"men",26.3,135,5.3,1640,238,443,2555.695,0.317120005526743
"Europe","France",2003,83.3,"men",25.6,132,5.49,24000,5720,5590,29185.689,0.705119322311432
"Africa","Gabon",2003,59.9,"men",23.7,135,4.72,37.7,73.5,30.2,658.047,2.56823105818538
"Africa","Gambia",2003,58.3,"men",21.2,133,3.98,18.4,184,14.7,720.852,3.20265948156144
"Asia","Georgia",2003,76.1,"men",24.9,135,4.58,787,165,478,2018.72,-0.390450565050505
"Europe","Germany",2003,81.6,"men",26.9,135,5.69,35500,4800,10800,39828.458,0.163741238193988
"Africa","Ghana",2003,58.6,"men",22.3,129,3.88,297,1010,280,10477.723,2.50387848224508
"Europe","Greece",2003,82,"men",25.9,129,5.04,5700,1120,1290,5565.947,0.246458065837303
"Americas","Grenada",2003,73.3,"men",24.7,130,4.5,6.75,2.64,4.48,51.966,0.537842439250887
"Americas","Guatemala",2003,72.3,"men",24.9,125,4.29,278,429,699,6129,2.38333161274545
"Africa","Guinea",2003,52,"men",22.1,131,3.92,249,885,244,4174.801,1.92875487419684
"Africa","Guinea-Bissau",2003,53.6,"men",21.5,131,3.89,31.4,85.8,49,619.392,2.23807550925752
"Americas","Guyana",2003,68.1,"men",23.5,127,4.16,20.4,14.1,21.5,373.29,0.178194758283116
"Americas","Haiti",2003,60.4,"men",23.3,128,4.11,417,118,399,4384.193,1.68194573196994
"Americas","Honduras",2003,73.6,"men",24.7,127,4.35,160,87.8,233,3537.044,2.58676696474562
"Europe","Hungary",2003,76.8,"men",26.6,136,5.15,6080,559,1290,4816.102,-0.308342085838159
"Europe","Iceland",2003,82.6,"men",26.6,130,5.75,65,6.88,27.1,144.174,0.955822112051768
"Asia","India",2003,64.6,"men",20.9,125,4.47,31400,12600,34900,578176.499,1.67695520888279
"Asia","Indonesia",2003,68.7,"men",21.4,128,4.5,8010,4360,5730,110433.476,1.42009283609217
"Asia","Iraq",2003,71.1,"men",26.5,127,4.84,966,229,309,12948.137,2.89432932528084
"Europe","Ireland",2003,80.5,"men",27.3,136,5.53,1070,89.6,335,1984.854,1.96035120090903
"Asia","Israel",2003,81.7,"men",26.6,127,5.17,1100,134,390,3095.189,1.79389688299481
"Europe","Italy",2003,83.2,"men",26.1,132,5.28,30100,7490,10700,27919.222,0.768165727539187
"Americas","Jamaica",2003,75.7,"men",23.6,129,4.49,309,55.5,159,1344.245,0.497536614358658
"Asia","Japan",2003,85.3,"men",23.2,131,5.19,56700,29500,70500,62806.129,0.0873368026465868
"Asia","Jordan",2003,73.8,"men",27,125,5.02,198,35.6,74,2810.277,2.13102082068178
"Asia","Kazakhstan",2003,70.5,"men",25.4,134,4.84,3270,780,1830,7263.391,0.876199359415757
"Africa","Kenya",2003,55.1,"men",21.3,130,4.31,262,345,798,17206.227,2.73777082279831
"Oceania","Kiribati",2003,67.6,"men",28.5,128,4.53,4.03,2.78,3.05,43.762,1.77209302325581
"Asia","Kuwait",2003,74.4,"men",28.4,128,5.25,55.7,30.1,18.6,1275.633,1.49501568612786
"Europe","Latvia",2003,76.2,"men",25.8,136,5.12,950,70.5,371,1058.16,-1.1941745125118
"Asia","Lebanon",2003,77.7,"men",26.7,128,4.76,529,58,139,2217.412,5.45922358956066
"Africa","Lesotho",2003,46.8,"men",21.3,130,4.09,170,39,67.3,971.369,-0.390697502714881
"Africa","Liberia",2003,54.1,"men",21.7,131,3.84,36.2,212,67.8,1536.817,1.79382474407761
"Africa","Libya",2003,73,"men",26.1,133,4.7,442,77.2,84.9,2906.061,1.49607522985446
"Europe","Lithuania",2003,77.5,"men",26.3,136,5.16,1280,96.7,545,1591.29,-1.02372945030599
"Europe","Luxembourg",2003,81.4,"men",26.9,132,5.65,206,28.3,55.4,220.495,0.835974335404978
"Africa","Madagascar",2003,61.5,"men",21.2,132,4.23,177,259,291,8603.15,3.06807573832018
"Africa","Malawi",2003,49.4,"men",21.6,133,4.2,141,212,128,5911.521,2.38678216711423
"Asia","Malaysia",2003,75.5,"men",24.2,127,4.97,2130,826,568,12624.153,2.15211109781358
"Asia","Maldives",2003,74.3,"men",22.6,127,4.59,11.9,6.57,3.49,155.98,3.64877167101913
"Africa","Mali",2003,51,"men",21.3,127,3.96,128,1020,341,5954.495,3.22170921911312
"Europe","Malta",2003,80.2,"men",27.3,132,5.41,123,8.06,31.3,198.881,0.522626069639667
"Africa","Mauritania",2003,62,"men",22.2,131,4.16,43.6,159,42.1,1423.277,2.9012058715294
"Africa","Mauritius",2003,75.5,"men",24.6,133,4.92,88.9,20.6,55.8,599.08,0.597459035938218
"Americas","Mexico",2003,77.4,"men",26.9,126,4.9,4730,2030,3780,50475.626,1.27150693724793
"Asia","Mongolia",2003,67.9,"men",24.2,135,4.72,269,580,409,1230.139,0.974499021971361
"Europe","Montenegro",2003,76.1,"men",26.1,135,5.01,271,26,40.3,302.621,0.00660936348524354
"Africa","Morocco",2003,71.8,"men",25.1,126,4.58,2360,204,536,14730.678,1.05336943281073
"Africa","Mozambique",2003,51.6,"men",21.4,135,4.29,225,799,401,9271.281,3.12833911120773
"Asia","Myanmar",2003,65,"men",20.8,124,4.24,6270,1030,1880,23299.378,0.915418234542871
"Africa","Namibia",2003,55.7,"men",21.9,135,4.45,30.3,12.3,16.6,906.107,1.49855107204985
"Asia","Nepal",2003,65.5,"men",20.7,125,4.23,621,250,697,12455.707,1.41597322867984
"Europe","Netherlands",2003,81.1,"men",25.5,132,5.45,8070,397,2060,8029.37,0.586239549578808
"Oceania","New Zealand",2003,81.4,"men",27.1,128,5.33,1020,132,283,1970.665,1.4435644196349
"Americas","Nicaragua",2003,74,"men",25.3,127,4.37,94.7,89.7,161,2614.216,1.34914259661876
"Africa","Niger",2003,52.4,"men",20.9,137,3.85,161,600,255,6285.689,3.86409753066836
"Africa","Nigeria",2003,48.1,"men",22.5,131,3.74,1810,12900,1180,66560.635,2.60304177504035
"Europe","Norway",2003,81.9,"men",26.4,135,5.47,1450,96.6,397,2264.873,0.542828541558926
"Asia","Oman",2003,75.8,"men",25.7,129,4.98,35.5,27.6,29.6,1333.035,2.44178531439889
"Asia","Pakistan",2003,64.3,"men",22.1,126,4.51,11400,2590,3780,78984.832,2.35462398704536
"Americas","Panama",2003,78.4,"men",25.6,129,4.73,178,47.1,189,1615.937,1.87588813893991
"Oceania","Papua New Guinea",2003,65.3,"men",24.6,122,4.63,314,109,207,3164.499,2.05825885233524
"Americas","Paraguay",2003,73,"men",25.1,130,4.7,360,59.2,253,2859.028,1.83551463653019
"Americas","Peru",2003,74.5,"men",24.4,125,4.72,947,588,1850,13645.846,0.998158165374315
"Asia","Philippines",2003,70.8,"men",22.6,126,4.69,6800,3240,1280,41751.589,2.01109853171424
"Europe","Poland",2003,78.9,"men",26.2,134,5.27,16600,869,4070,18632.151,-0.177944551312015
"Europe","Portugal",2003,81.2,"men",26.3,135,5.24,2890,502,1960,5041.878,0.500541484186925
"Asia","Qatar",2003,78.1,"men",27.4,131,5.2,20.4,12.1,10.2,439.812,6.49484610970269
"Europe","Romania",2003,75.3,"men",24.9,133,4.92,7320,1350,2710,10602.302,-0.676657299823539
"Africa","Rwanda",2003,53.2,"men",22.1,134,4.06,85.6,136,130,4185.398,1.56381265114826
"Oceania","Samoa",2003,73.7,"men",29.5,132,4.49,4.5,3.84,5.54,92.202,0.479501318628624
"Africa","Sao Tome and Principe",2003,65.8,"men",22.9,135,3.95,6.93,0.92,5.59,74.303,2.02672085902206
"Asia","Saudi Arabia",2003,74.7,"men",27.3,129,4.76,432,565,237,12380.768,3.58195643971244
"Africa","Senegal",2003,60.8,"men",21.5,131,4.09,187,510,225,5159.025,2.39710074107037
"Europe","Serbia",2003,75.4,"men",26.1,137,4.91,4240,489,1070,4551.672,-0.630383227156058
