id,city,state,amount,share_under25
63787,"BALTIMORE","MD",457.95,.4849183
63788,"CHICAGO","IL",291,.5333298
63789,"EGG HARBOR TOWNSHIP","NJ",0,.4101691
63790,"HOUSTON","TX",1050,.548726
63791,"NEW YORK","NY",0,.477233
63792,"KATY","TX",215.11,.5032269
63793,"DULLES","VA",0,.4958435
63794,"MOLINE","IL",250,.4289398
63795,"HUNTERSVILLE","NC",0,.4545515
63796,"MISSOULA","MT",0,.4561453
63797,"SONOMA","CA",0,.4264379
63798,"MILWAUKEE","WI",250,.5319132
63799,"Boston","MA",0,.5174821
63800,"CANTON","OH",300,.4309172
63801,"CONIFER","CO",385,.4004413
63802,"Salley","SC",0,.4664998
63803,"WALNUT CREEK","CA",500,.4590964
63804,"ASHBURN","VA",350,.4958435
63805,"BLOOMFIELD HILLS","MI",220,.4291991
63806,"WATSONVILLE","CA",0,.4732465
63807,"Coral Springs","FL",0,.4524897
63808,"NEW YORK","NY",715,.477233
63809,"SOLOMONS","MD",432,.4669195
63811,"SHAKER HEIGHTS","OH",1000,.4401636
63812,"MINNEAPOLIS","MN",402.67,.5006417
63814,"ATLANTA","GA",250,.5335559
63815,"SAINT LOUIS","MO",0,.4732347
63816,"HICKORY","NC",1201,.4299632
63817,"CHICAGO","IL",0,.5333298
63818,"NORTH RICHLAND HIL","TX",891.16,.5341563
63819,"SARASOTA","FL",350,.337309
63820,"BROOKLINE","MA",250,.4494399
63821,"Castle Rock","CO",300,.448189
63822,"BOW MAR","CO",300,.448189
63823,"JEROME","AZ",400,.3510678
63824,"BETHPAGE","NY",400,.4341284
63825,"MALIBU","CA",0,.5116389
63826,"SANTA BARBARA","CA",850,.5105435
63827,"JACKSONVILLE","FL",950,.4874956
63828,"BROOKLYN","NY",0,.5131685
63829,"Wheeling","IL",0,.4493886
63830,"GRAND PRAIRIE","TX",300,.5117252
63831,"FOREST HILL","MD",400,.4411901
63832,"WEST MIAMI","FL",259.4,.4463278
63833,"MORIARTY","NM",650,.4361961
63834,"CRESTWOOD","KY",351.45,.4462031
63835,"SHAWANO","WI",0,.4360048
63836,"CHICAGO","IL",1088.4,.5333298
63837,"HOUSTON","TX",500,.548726
63839,"YONKERS","NY",430,.4556417
63840,"LITTLE ROCK","AR",2000,.4881186
63842,"DEL MAR","CA",1000,.4887954
63843,"WASHINGTON","DC",211.33,.5195411
63844,"GLENDALE","CA",400.17,.4146762
63846,"Bethesda","MD",0,.4435954
63847,"LITTLE ROCK","AR",1250,.4881186
63848,"NEW CARLISLE","IN",0,.4901198
63849,"PRINCETON","NJ",0,.4305483
63850,"WESTWOOD","MA",1150,.4028738
63851,"Irmo","SC",507,.4526516
63852,"PETALUMA","CA",230,.3973311
63853,"Kingston","NY",0,.3750656
63854,"SILVER SPRING","MD",217,.4731771
63855,"Brookfield","WI",0,.4160614
63856,"Bedford","MA",0,.4164453
63857,"Binghamton","NY",0,.4936101
63859,"GRASS VALLEY","CA",295.33,.4713358
63860,"ARLINGTON","VA",0,.5314384
63861,"GREENVILLE","SC",750,.4612637
63862,"Eugene","OR",0,.4229293
63863,"ARLINGTON","MA",755,.4494399
63864,"BIRMINGHAM","MI",500,.4307068
63865,"WINCHESTER","MA",250,.4513606
63866,"NEWTOWN","PA",500,.3987547
63867,"OSSINING","NY",250,.420808
63868,"PINE MOUNTAIN CLUB","CA",0,.5712796
63869,"DULLES","VA",1299,.4958435
63870,"SAN FRANCISCO","CA",500,.4387415
63871,"BROOKLINE","MA",450,.4494399
63873,"Brandywine","MD",300,.4669195
63874,"LOS ANGELES","CA",350,.5352823
63875,"Charlottesville","VA",0,.4685583
63876,"WESTPORT","CT",330,.4268852
63877,"BROOKLYN","NY",581.98,.5131685
63878,"HUNTINGTON BEACH","CA",1800,.448464
63879,"DOWNERS GROVE","IL",204,.4822353
63880,"SCOTTSDALE","AZ",1100,.4831868
63881,"SOMERVILLE","MA",0,.5174821
63882,"ROELAND PARK","KS",371,.4575081
63883,"Golden","CO",0,.4004413
63884,"Gibsonia","PA",0,.3871125
63885,"VALLEY VILLAGE","CA",220.59,.4961229
63886,"Morgantown","WV",425,.5052468
63887,"Bozeman","MT",0,.4770577
63888,"KENDALL PARK","NJ",1475,.4375436
63889,"NEW YORK","NY",550,.477233
63890,"CHARLOTTE","NC",1000,.5258363
63891,"LUMBERVILLE","PA",250,.3987547
63892,"LANDENBERG","PA",330,.4510214
63893,"OAK HILL","FL",280.8,.4373594
63894,"BEVERLY","MA",600,.4106115
63895,"PENNINGTON","NJ",208,.4305483
63896,"CHIPPEWA FALLS","WI",320,.4758937
63897,"CORNWALL ON HUDSON","NY",514.3,.4346137
63898,"VALLEJO","CA",600,.4590964
63899,"ATLANTA","GA",515,.5335559
63900,"JUNO BEACH","FL",210,.3923365
63901,"MIAMI BEACH","FL",500,.4463278
63902,"OAKDALE","MN",214.6,.4917763
63903,"PHILOMATH","OR",433,.4768394
63904,"WILMINGTON","DE",0,.4404992
63905,"DETROIT","MI",250,.4930004
63906,"SOUTHLAKE","TX",0,.4892371
63907,"EVANSTON","IL",0,.5017276
63908,"SIOUX FALLS","SD",1072.95,.5154244
63909,"TACOMA","WA",0,.5109156
63910,"LAWRENCE TOWNSHIP","NJ",0,.4790078
63911,"ANN ARBOR","MI",1000,.460889
63913,"QUINCY","MA",550,.5174821
63914,"INDIANAPOLIS","IN",225,.5148932
63915,"ARCADIA","CA",1000,.4120456
63916,"LOS ANGELES","CA",500,.5352823
63917,"Morris","CT",0,.4262478
63918,"NEW YORK","NY",250,.477233
63919,"MORGAN HILL","CA",300,.4732465
63920,"CAPE ELIZABETH","ME",220,.4439363
63921,"JACKSON","WY",0,.472436
63922,"CASA GRANDE","AZ",2000,.4831868
63923,"GREENBELT","MD",525,.499497
63924,"CHARLOTTE","NC",600,.5258363
63925,"SKOKIE","IL",444,.4493886
63926,"Morrisville","NC",0,.4791312
63927,"LONG BEACH","CA",0,.5248182
63928,"Harmony","FL",885,.4537866
63929,"BROOKLYN","NY",265,.5131685
63930,"Chatham","NJ",0,.4085009
63931,"HUDSON","NH",0,.4249431
63932,"DAYTON","OH",0,.4539557
63933,"HOUGHTON","MI",1492,.4175701
63934,"VANDALIA","OH",315.57,.4468839
63935,"TAKOMA PARK","MD",0,.4731771
63937,"ALMA","MI",315,.4949681
63938,"MEDINA","WA",812.55,.4650477
63939,"SAN LEANDRO","CA",0,.4590964
63940,"LOS GATOS","CA",0,.4732465
63941,"LUFKIN","TX",945,.4788769
63942,"BRONX","NY",250,.5286456
63943,"CHARLOTTESVILLE","VA",775.8,.4685583
63944,"WASHINGTON","DC",0,.5195411
63945,"CHICAGO","IL",1600,.5333298
63946,"Germantown","KY",324,.4765396
63948,"MIAMI","FL",300,.4463278
63949,"ALAMEDA","CA",0,.4590964
63950,"Pacific Grove","CA",0,.5267005
63951,"Hanover","NH",1635,.4255926
63953,"Washington","NJ",0,.413958
63954,"PHILADELPHIA","PA",300,.5200281
63955,"SAN FRANCISCO","CA",210,.4387415
63956,"Eugene","OR",0,.4229293
63957,"NATIONAL CITY","CA",400,.5035136
63958,"Los Angeles","CA",515,.5352823
63959,"LE CLAIRE","IA",1000,.436352
63961,"ROCKWELL","NC",0,.4500323
63962,"SEATTLE","WA",0,.4679543
63963,"NORMAL","IL",373.4,.5096664
63964,"FLORHAM PARK","NJ",270,.4085009
63965,"Raymond","ME",0,.4013654
63966,"FORT LAUDERDALE","FL",270,.4322133
63967,"CARLISLE","MA",500,.4164453
63969,"ALTADENA","CA",225,.4120456
63970,"OWINGS MILLS","MD",2000,.446264
63971,"SANTA MONICA","CA",0,.4035722
63972,"South San Francisco","CA",0,.4402437
63973,"LEBANON","OH",400,.4771548
63974,"Altadena","CA",1100,.4120456
63975,"OAK PARK","IL",228.16,.4410785
63976,"Portsmouth","NH",0,.412813
63977,"Austin","TX",250,.5566342
63978,"AMARILLO","TX",0,.5067322
63979,"HILO","HI",800,.4707951
63980,"MANITOWOC","WI",225,.3920307
63981,"RYE","NH",0,.412813
63982,"Englewood","FL",0,.337309
63983,"HOMER","AK",0,.4933264
63984,"Philadelphia","PA",0,.5200281
63985,"Henrietta","NY",255,.4326457
63986,"BOSTON","MA",0,.5174821
63987,"ARLINGTON","VA",350,.5314384
63988,"GREAT FALLS","VA",455,.4753132
63989,"SAN MATEO","CA",500,.4298374
63990,"WARREN","MI",255.95,.4307068
63991,"WOBURN","MA",250,.4513606
63992,"LOS ANGELES","CA",656.97,.5352823
63993,"SAN FRANCISCO","CA",250,.4387415
63994,"SAN DIEGO","CA",0,.520797
63995,"CHICAGO","IL",825,.5333298
63996,"ALBANY","NY",511,.5078134
63997,"REDMOND","WA",250,.4650477
63998,"HARRISBURG","NC",600,.4545515
64000,"FOLSOM","CA",446,.4593699
64001,"Paeonian Springs","VA",0,.4958435
64002,"HUDSON","NY",225,.4346137
64003,"RALEIGH","NC",250,.5281892
64004,"Essex","NY",0,.4365604
64005,"ANDOVER","MA",500,.4513606
64006,"ENUMCLAW","WA",585,.4650477
64007,"PEORIA","AZ",0,.4848824
64008,"WESTPORT","CT",789.22,.4268852
64009,"WILMINGTON","DE",0,.4404992
64010,"TAMPA","FL",330,.5000342
64011,"ELKINS PARK","PA",475,.4378969
64012,"MADISON","WI",250,.555514
64013,"WASHINGTON","DC",500,.5195411
64014,"Oklahoma City","OK",500,.5160164
64015,"Lake Elmo","MN",0,.4665258
64016,"COLUMBIA","MD",0,.4411901
64017,"SAN FRANCISCO","CA",500,.4387415
64018,"MANTECA","CA",0,.5226442
64019,"STAMFORD","CT",300,.4679229
64020,"AUSTELL","GA",455,.4938683
64021,"ARLINGTON","VA",605.4,.5314384
64022,"BOTHELL","WA",1000,.4650477
64023,"BROOKLYN","NY",250,.5131685
64024,"Newark","DE",0,.4954163
64025,"LAS VEGAS","NV",0,.4974553
64026,"BOCA RATON","FL",0,.3923365
64027,"SEATTLE","WA",0,.4679543
64028,"KANSAS CITY","MO",300,.4927863
64029,"San Francisco","CA",0,.4387415
64030,"SOUTH BEND","IN",400,.4841227
64031,"LAS VEGAS","NV",600,.4974553
64032,"ELK GROVE","CA",0,.4751711
64033,"HARBOR SPRINGS","MI",0,.3805149
64034,"MENLO PARK","CA",800,.4402437
64035,"MIAMI","FL",600,.4463278
64036,"BEAVERCREEK","OH",0,.4539557
64037,"SAN DIEGO","CA",0,.520797
64038,"WASHINGTON","DC",450,.5195411
64039,"Richmond","TX",0,.5032269
64040,"ELLICOTT CITY","MD",267.95,.4411901
64041,"DURHAM","NC",0,.5311326
64042,"BROOKLYN","NY",234.5,.5131685
64043,"Baltimore","MD",0,.4849183
64044,"SCOTTSDALE","AZ",500,.4831868
64045,"Arroyo Seco","NM",0,.4049562
64046,"SAN JOSE","CA",0,.4954745
64047,"SAN FRANCISCO","CA",960,.4387415
64048,"MANZANITA","OR",600,.4805841
64049,"PLEASANT HILL","CA",0,.4590964
64050,"GAINESVILLE","FL",250,.5097474
64051,"BALTIMORE","MD",715,.4849183
64052,"San Francisco","CA",0,.4387415
64053,"Norwalk","CT",400,.4268852
64054,"STOUGHTON","MA",500,.4028738
64055,"COLORADO SPRINGS","CO",0,.5112923
64056,"Bowie","MD",720,.499497
64057,"MILL VALLEY","CA",2000,.3973311
64058,"SUDBURY","MA",0,.4164453
64060,"HAPPY VALLEY","OR",1050,.4673465
64061,"WASHINGTON","DC",1000,.5195411
64062,"PARK RIDGE","NJ",308.61,.4158759
64063,"Jacksonville","FL",0,.4874956
64064,"EAST AURORA","NY",0,.4080167
64065,"PRINCETON","NJ",250,.4305483
64066,"TRAINER","PA",500,.4378969
64067,"NEW PROVIDENCE","NJ",0,.4085009
64068,"BOONTON","NJ",500,.4573098
64069,"MEQUON","WI",600,.4160614
64070,"BRINNON","WA",0,.4442257
64071,"KILAUEA","HI",325,.4707951
64072,"NAPERVILLE","IL",413.75,.4822353
64073,"WOODSTOCK","IL",900,.4493886
64074,"ELK GROVE VILLAGE","IL",205,.4493886
64075,"AUSTIN","TX",0,.5566342
64076,"DAVIS","CA",1100,.4593699
64077,"RICHMOND","CA",750,.5030745
64078,"SAN ANTONIO","TX",0,.5311785
64079,"MISSOULA","MT",1212.9,.4561453
64080,"HAMDEN","CT",0,.511386
64081,"SANTA FE","NM",843,.4049562
64082,"ARLINGTON","TX",535,.4892371
64083,"ALBUQUERQUE","NM",0,.4932771
64084,"OKLAHOMA CITY","OK",314.41,.5160164
64085,"WEST CHESTER","OH",0,.4771548
64086,"HACKENSACK","NJ",707,.4158759
64087,"BLOOMINGTON","IN",0,.5108438
64088,"CHICAGO","IL",280,.5333298
64089,"SAN FRANCISCO","CA",0,.4387415
64090,"Concord","NC",0,.4545515
64091,"ALBUQUERQUE","NM",250,.4932771
64092,"PITTSBURGH","PA",530,.4520847
64093,"JAMAICA PLAIN","MA",250,.5174821
64094,"NEW YORK","NY",909,.477233
64095,"OAKLAND","MI",251.05,.4291991
64096,"LAS VEGAS","NV",1842,.4974553
64097,"WASHINGTON","DC",825,.5195411
64098,"Tahuya","WA",0,.437393
64099,"SAN FRANCISCO","CA",1000,.4387415
64100,"AUSTIN","TX",1338.75,.5566342
64101,"EL PRADO","NM",275,.4049562
64102,"DURHAM","NC",450,.5311326
64103,"PAHOA","HI",325,.4707951
64104,"Seattle","WA",0,.4679543
64105,"CHESTNUT HILL","MA",0,.4494399
64106,"Greenwood","SC",0,.4612637
64107,"JACKSON","NJ",0,.4305483
64108,"Exeter","NH",0,.412813
64109,"WEST HARTFORD","CT",350,.4804932
64110,"FLORENCE","MT",0,.4561453
64111,"POUND RIDGE","NY",0,.420808
64112,"STATEN ISLAND","NY",0,.4552408
64113,"SAINT LOUIS","MO",235.27,.4732347
64114,"RICHMOND","VA",1430,.49286
64115,"Bahama","NC",0,.4791312
64116,"BOTHELL","WA",750,.4650477
64117,"LAMPASAS","TX",1650,.5561231
64118,"ALEXANDRIA","VA",708,.4743382
64120,"CAMBRIDGE","MA",300,.5174821
64121,"LOUISVILLE","KY",250,.4657836
64122,"SAN ANTONIO","TX",250,.5311785
64123,"Portland","OR",252,.4743172
64124,"SAINT AUGUSTINE","FL",250,.4336867
64125,"WEST HOLLYWOOD","CA",490,.5352823
64126,"SAN FRANCISCO","CA",250,.4387415
64127,"SEATTLE","WA",0,.4679543
64128,"Phoenix","AZ",0,.5434535
64129,"LOS ANGELES","CA",300,.5352823
64130,"AMES","IA",300,.526876
64131,"Bala Cynwyd","PA",325,.4378969
64132,"ARLINGTON","VA",230.36,.5314384
64133,"NEWBURY PARK","CA",225,.4808716
64134,"BROOKLINE","MA",250,.4494399
64135,"LOS ANGELES","CA",818,.5352823
64136,"ARLINGTON HEIGHTS","IL",250,.4493886
64137,"WOOSTER","OH",495,.4421945
64138,"DUMMERSTON","VT",700,.3799024
64139,"LONGMEADOW","MA",1000,.5191874
64140,"PALO ALTO","CA",420.5,.5186713
64142,"NORTH MIAMI","FL",460,.4463278
64143,"LOS ANGELES","CA",955,.5352823
64144,"VANCOUVER","WA",220,.4597161
64145,"MILL VALLEY","CA",0,.3973311
64146,"PITTSBURGH","PA",220,.4520847
64147,"PETALUMA","CA",200.45,.3973311
64148,"STEAMBOAT SPRINGS","CO",375,.4004413
64149,"OVERLAND PARK","KS",300,.4575081
64150,"CHICAGO","IL",1455,.5333298
64151,"PHILADELPHIA","PA",1000,.5200281
64152,"VALLEY STREAM","NY",500,.4384138
64153,"OKEECHOBEE","FL",525,.3943123
64154,"SAN FRANCISCO","CA",727.63,.4387415
64155,"SYRACUSE","UT",0,.6004
64156,"MONROE","WA",520,.4644603
64157,"STAMFORD","CT",2000,.4679229
64158,"HOMESTEAD","FL",1000,.4524897
64159,"Washington","DC",0,.5195411
64160,"WASHINGTON","DC",0,.5195411
64161,"LAFAYETTE","IN",243.6,.5246167
64162,"NOVATO","CA",590,.3973311
64163,"East Providence","RI",0,.4984984
64164,"ACTON","MA",725,.4164453
64165,"GRAND BLANC","MI",535.15,.4224426
64166,"Middleton","WI",0,.4441077
64167,"SACRAMENTO","CA",0,.5245932
64168,"BERKELEY","CA",750,.5246695
64169,"WHITEFISH BAY","WI",260,.5319132
64170,"DAYTON","OH",449.6,.4539557
64171,"EL PRADO","NM",227.63,.4049562
64172,"LONGMEADOW","MA",250,.5191874
64173,"ANAHEIM","CA",250,.508081
64174,"WEST PALM BEACH","FL",0,.3923365
64175,"HARRISONBURG","VA",0,.50011
64176,"TUCSON","AZ",359.06,.4749739
64177,"OAKLAND","CA",450,.4778767
64178,"PALOS HILLS","IL",350,.4750154
64179,"ORIALASKA","WI",500,.4602126
64180,"DES MOINES","WA",0,.4679543
64182,"ATLANTA","GA",0,.5335559
64183,"NEW YORK","NY",350,.477233
64184,"Oak Park","IL",350,.4410785
64185,"WEST MILFORD","NJ",300,.4099351
64186,"WASHINGTON","DC",250,.5195411
64187,"MOUNT SIDNEY","VA",305,.4040754
64188,"NEW YORK","NY",400,.477233
64189,"MILWAUKEE","WI",0,.5319132
64190,"SANTA MONICA","CA",700,.4035722
64191,"SUNNYVALE","CA",550,.4402437
64192,"STANFORD","CA",300,.5186713
64194,"ASHLAND","OR",690,.4052518
64195,"Cathedral City","CA",0,.4799049
64196,"SAINT PAUL","MN",650,.4917763
64197,"CAMPBELL","CA",215,.4732465
64198,"SAN DIEGO","CA",0,.520797
64199,"DENVER","CO",0,.5182149
64200,"Portland","OR",0,.4743172
64201,"LOS ANGELES","CA",350,.5352823
64202,"Caldwell","ID",0,.5165085
64203,"Hilo","HI",0,.4707951
64204,"GLENDALE","CA",300,.4146762
64205,"SAN FRANCISCO","CA",1310,.4387415
64206,"NORTON","MA",1500,.4320377
64207,"GARRISON","NY",0,.420808
64208,"BAYPORT","MN",568.67,.4665258
64209,"WAUWATOSA","WI",514.94,.5319132
64210,"Oak Brook","IL",753,.4822353
64211,"TOWSON","MD",0,.4849183
64212,"WOODSIDE","CA",0,.4402437
64213,"NEW BRAUNFELS","TX",210,.4681663
64214,"OAK CREEK","WI",225,.4478132
64215,"ABSECON","NJ",0,.4101691
64216,"DALLAS","GA",787,.4938683
64217,"NEW YORK","NY",0,.477233
64219,"ALEXANDRIA","VA",387.69,.4743382
64220,"Silverton","OR",290,.4768394
64221,"JACKSONVILLE","FL",0,.4874956
64222,"Carnation","WA",500,.4650477
64223,"COLLEGE PARK","MD",465.9,.499497
64225,"MCDONOUGH","GA",470.13,.4906479
64226,"Scottsdale","AZ",0,.4831868
64227,"CAMDEN","NJ",231,.5214944
64228,"SAINT LOUIS","MO",0,.4732347
64230,"GRAND JUNCTION","CO",0,.4666918
64231,"HILTON","NY",505.95,.4326457
64232,"ALBUQUERQUE","NM",362.18,.4932771
64233,"HALLIEFORD","VA",300,.419202
64234,"LOS ANGELES","CA",250,.5352823
64235,"North Canton","OH",0,.4309172
64236,"CEDAR PARK","TX",586,.5018783
64237,"HARRODSBURG","KY",0,.4586913
64238,"HILLSBOROUGH","CA",250,.4402437
64239,"NEW YORK","NY",0,.477233
64240,"OAKLAND","CA",250,.4778767
64241,"WALNUT CREEK","CA",1135,.4590964
64242,"ODENTON","MD",217,.446264
64243,"SAN FRANCISCO","CA",1500,.4387415
64244,"KENMORE","WA",350,.4650477
64245,"MILTON","WI",600,.4441077
64246,"VESTAL","NY",0,.4296798
64247,"BOCA RATON","FL",0,.3923365
64248,"Oak Park","IL",0,.4410785
64249,"West Hollywood","CA",0,.5352823
64250,"LEXINGTON","KY",1062,.5186065
64251,"LOWELL","MA",450,.4513606
64252,"WASHINGTON","DC",0,.5195411
64253,"PLEASANTON","CA",709.62,.4590964
64254,"CHAMPLIN","MN",325,.4713001
64255,"BENSON","MN",325,.4414619
64256,"HOLLYWOOD","FL",0,.4524897
64257,"OWASSO","OK",0,.4816862
64258,"BERNARDSVILLE","NJ",1750,.4085009
64259,"GROSSE POINTE","MI",738.61,.4930004
64260,"PUYALLUP","WA",225,.4442257
64261,"TUCSON","AZ",250,.4749739
64262,"FAIRFAX","VA",1635,.4753132
64263,"GREENVILLE","SC",0,.4612637
64264,"AMES","IA",275,.526876
64265,"FORT MILL","SC",850,.459058
64266,"VERO BEACH","FL",500,.3713668
64267,"LIBERTY","NY",240,.4240294
64268,"MAPLEWOOD","NJ",0,.4573098
64269,"OAKLAND","CA",300,.4778767
64270,"NEW YORK","NY",500,.477233
64271,"WASHINGTON","DC",250,.5195411
64273,"CASTRO VALLEY","CA",0,.4590964
64274,"PRINEVILLE","OR",500,.4236024
64275,"HOWEY IN THE HILLS","FL",300,.4537866
64276,"West Orange","NJ",0,.4573098
64277,"New York","NY",0,.477233
64278,"BREWSTER","MA",0,.3059919
64279,"Clinton","CT",0,.3924814
64280,"BETHEL","CT",227.8,.4268852
64281,"LONGMONT","CO",0,.4855731
64282,"MELROSE PARK","IL",0,.4846078
64283,"PORT ORCHARD","WA",0,.4442257
64284,"ANN ARBOR","MI",250,.460889
64285,"QUEENS VILLAGE","NY",255,.4765327
64286,"Durham","NC",0,.5311326
64287,"ANN ARBOR","MI",0,.460889
64288,"FREEVILLE","NY",0,.4301481
64289,"SCOTTSDALE","AZ",0,.4831868
64291,"ALEXANDRIA","VA",550,.4743382
64292,"HOUSTON","TX",270,.548726
64293,"OGDENSBURG","NY",1200,.50251
64294,"EAST BRUNSWICK","NJ",300,.4375436
64295,"ORLANDO","FL",0,.5322513
64296,"Chicago","IL",0,.5333298
64297,"BEVERLY HILLS","FL",0,.3429156
64298,"SAN DIEGO","CA",0,.520797
64299,"CORONA DEL MAR","CA",400,.448464
64300,"BROKEN ARROW","OK",0,.4816862
64301,"Hartford","WI",0,.4160614
64302,"SANTA FE","NM",0,.4049562
64303,"GLENCOE","IL",0,.4493886
64304,"BRONX","NY",500,.5286456
64305,"KANSAS CITY","MO",0,.4927863
64306,"Orange City","FL",272.5,.4373594
64307,"KEY BISCAYNE","FL",0,.4463278
64308,"KIRKLAND","WA",1000,.4650477
64309,"CAMBRIDGE","MA",550,.5174821
64310,"SANTA MONICA","CA",0,.4035722
64312,"CHEVY CHASE","MD",0,.4435954
64313,"MAPLEWOOD","MN",315,.4917763
64315,"LITTLE ROCK","AR",320.95,.4881186
64316,"PLANO","TX",350,.5117252
64317,"INDIO","CA",374,.4799049
64318,"LAKEVILLE","CT",0,.4174982
64319,"DARIEN","CT",405,.4268852
64320,"LOS ANGELES","CA",0,.5352823
64321,"EAST LANSING","MI",335,.4949681
64322,"MONTEAGLE","TN",907.5,.4272442
64323,"BELLINGHAM","WA",385,.4644603
64324,"New York","NY",0,.477233
64325,"REDMOND","WA",304,.4650477
64326,"TUCSON","AZ",873.75,.4749739
64327,"LOS GATOS","CA",0,.4732465
64328,"SEATTLE","WA",1135,.4679543
64329,"STATE COLLEGE","PA",260,.5293475
64330,"CHICAGO","IL",0,.5333298
64331,"Lorton","VA",0,.4753132
64332,"LAS VEGAS","NV",265,.4974553
64333,"CHICAGO","IL",0,.5333298
64334,"DALLAS","TX",650,.5500803
64335,"Valley Springs","CA",0,.5165069
64336,"SANTA ANA","CA",0,.5482978
64337,"CHICAGO","IL",300,.5333298
64338,"LOS ANGELES","CA",0,.5352823
64339,"PROVIDENCE","RI",0,.4984984
64340,"TUCSON","AZ",202,.4749739
64341,"ONTONAGON","MI",0,.4175701
64342,"TAMPA","FL",0,.5000342
64343,"MYRTLE BEACH","SC",360,.4355825
64344,"ROCKLIN","CA",490,.4751711
64345,"NEW YORK","NY",0,.477233
64346,"ORELAND","PA",342.95,.4378969
64347,"WESTFIELD","NJ",1326.9,.4573098
64348,"MONTARA","CA",275,.4402437
64349,"LAS VEGAS","NV",500,.4974553
64350,"DULUTH","GA",860,.4951164
64351,"LOS ANGELES","CA",390,.5352823
64352,"PUNTA GORDA","FL",0,.3693463
64353,"CARY","NC",850,.4791312
64354,"INDIANAPOLIS","IN",301.45,.5148932
64355,"SAN RAFAEL","CA",300,.3973311
64357,"Englewood","CO",0,.448189
64358,"NORTH LIBERTY","IA",1000,.4623317
64359,"Pittsburgh","PA",295,.4520847
64360,"CHERRY HILL","NJ",0,.430521
64361,"CHICAGO","IL",321.82,.5333298
64362,"Las Vegas","NV",0,.4974553
64364,"San Francisco","CA",600,.4387415
64365,"AUSTIN","TX",289.63,.5566342
64366,"LAS CRUCES","NM",0,.5080315
64367,"BOULDER","CO",300,.5435534
64368,"FREMONT","NE",0,.4661493
64369,"SAN FRANCISCO","CA",623.95,.4387415
64370,"WESTPORT","MA",0,.4320377
64371,"BROOKLYN","NY",255,.5131685
64372,"PORTLAND","OR",0,.4743172
64373,"Green Valley","AZ",0,.4304103
64374,"Brattleboro","VT",0,.3799024
64375,"Grass Valley","CA",0,.4713358
64376,"WESTWOOD","NJ",220,.4158759
64377,"ROBBINSDALE","MN",250,.5006417
64378,"GOODYEAR","AZ",550,.4848824
64379,"GERMANTOWN","TN",0,.5121719
64380,"FORT PLAIN","NY",0,.4301645
64381,"EWING","NJ",0,.4790078
64384,"BLUE SPRINGS","MO",0,.4701618
64385,"SANTA MONICA","CA",250,.4035722
64386,"FOUNTAIN HILLS","AZ",0,.4831868
64387,"FRANKLIN","MI",1000,.4307068
64388,"NEW YORK","NY",368.28,.477233
64389,"Arlington","VA",0,.5314384
64391,"WEST NEWTON","MA",0,.4494399
64392,"ASHLAND","MA",500,.4164453
64393,"BRIGHTON","MI",0,.460889
64394,"GLENDALE","AZ",0,.4848824
64395,"Washington","DC",220,.5195411
64396,"FAYETTEVILLE","AR",0,.5315497
64397,"SIDNEY","OH",497.11,.4468839
64398,"SUNNYVALE","CA",0,.4402437
64399,"DANBURY","CT",300,.4268852
64400,"INDIANAPOLIS","IN",0,.5148932
64401,"ALEXANDRIA","VA",538,.4743382
64402,"TOWACO","NJ",250,.4573098
64403,"OAKLAND","CA",500,.4778767
64404,"BREA","CA",458.62,.508081
64405,"Houston","TX",2000,.548726
64406,"NORTHAMPTON","MA",0,.4449917
64407,"AUSTIN","TX",550,.5566342
64408,"SEATTLE","WA",0,.4679543
64409,"ROHNERT PARK","CA",0,.3973311
64411,"NEW YORK","NY",500,.477233
64412,"NATICK","MA",0,.4164453
64413,"LAWRENCE","KS",300,.5135395
64414,"LAFAYETTE","NJ",219.48,.413958
64415,"OAKLAND","CA",524.62,.4778767
64416,"Oak Bluffs","MA",0,.3656803
64417,"SEWARD","NE",350,.430183
64419,"TOPANGA","CA",0,.5116389
64420,"TACOMA","WA",386.27,.5109156
64421,"BOULDER","CO",585,.5435534
64422,"AKELEY","MN",0,.3999545
64423,"WASHINGTON","DC",0,.5195411
64424,"PHIPPSBURG","ME",300,.3468555
64425,"LOS ANGELES","CA",0,.5352823
64426,"NEWARK","NJ",0,.5226755
64427,"APOLLO BEACH","FL",0,.4475638
64428,"TINTON FALLS","NJ",225,.4220611
64429,"WINDERMERE","FL",800,.4537866
64430,"MARATHON","FL",0,.4524897
64431,"LOS ANGELES","CA",250,.5352823
64432,"STILLWATER","OK",205,.4816862
64433,"WILBURTON","OK",0,.435353
64434,"COLCHESTER","VT",0,.4651355
64436,"ISSAQUAH","WA",375,.4650477
64437,"SAN JOSE","CA",0,.4954745
64438,"FRANKLIN","GA",205,.4906479
64439,"COQUILLE","OR",420,.4229293
64440,"Baltimore","MD",500,.4849183
64441,"DENVER","CO",0,.5182149
64442,"TEMECULA","CA",0,.539625
64443,"PINE MOUNTAIN CLUB","CA",250,.5712796
64444,"Hampstead","MD",0,.4411901
64445,"YUCCA VALLEY","CA",245,.4799049
64446,"FARMINGTON","NH",255.95,.412813
64447,"PASADENA","CA",0,.4520558
64448,"HUNTINGTON BEACH","CA",250,.448464
64449,"ALHAMBRA","CA",309.25,.4347256
64451,"LA CANADA FLINTRIDGE","CA",0,.4120456
