Color,Director,Reviews,Duration,Director_facebook_likes,Actor_3_facebook_likes,Actor_2_name,Actor_1_facebook_likes,Gross,Genre,Actor_1_name,Title,Votes,Cast_total_facebook_likes,Actor_3_name,Facenumber_in_poster,Plot_keywords,Movie_imdb_link,Language,Content_rating,Budget,Year,Actor_2_facebook_likes,Imdb_score,Aspect_ratio,Movie_facebook_likes
Color,Michael Landon Jr.,18,117,84,275,Louise Fletcher,861,379643,Drama,Henry Thomas,The Last Sin Eatera,1573,1645,A.J. Buckley,0,1850s|christian film|dark secret|funeral|sin eater,http://www.imdb.com/title/tt0810928/?ref_=fn_tt_tt_1,English,PG-13,2200000,2007,425,5.9,1.85,285
Color,Jon Gunn,11,120,16,835,Delroy Lindo,2000,12985267,Drama,Alexa PenaVega,Do You Believe?a,4977,3699,Madison Pettis,5,belief|faith|pastor|question in title|three word title,http://www.imdb.com/title/tt4056738/?ref_=fn_tt_tt_1,English,PG-13,2300000,2015,848,5.9,,13000
 Black and White,William Wyler,97,172,355,188,Teresa Wright,749,23650000,Drama,Myrna Loy,The Best Years of Our Livesa,40359,1500,Dana Andrews,5,love|pity|readjusting to civilian life|veteran|world war two veteran,http://www.imdb.com/title/tt0036868/?ref_=fn_tt_tt_1,English,Not Rated,2100000,1946,208,8.1,1.37,0
Color,Petter Næss,67,89,16,14,Per Christian Ellefsen,117,313436,Comedy,Jørgen Langhelle,Ellinga,12244,168,Sven Nordin,0,friendship|mental illness|poet|sex obsession|virgin,http://www.imdb.com/title/tt0279064/?ref_=fn_tt_tt_1,English,R,15500000,2001,21,7.6,1.85,0
Color,Robert Fontaine,4,125,7,17,Arturo Castro,128,3330,Crime,Michael Derek,Mi Americaa,22,174,Brad Lee Wind,0,,http://www.imdb.com/title/tt2460506/?ref_=fn_tt_tt_1,English,R,2100000,2015,22,7.2,2.35,305
Color,Terence Young,167,115,92,177,Daniela Bianchi,559,24800000,Action,Robert Shaw,From Russia with Lovea,89403,1029,Lois Maxwell,0,assassin|british agent|british secret service|decoder|russian,http://www.imdb.com/title/tt0057076/?ref_=fn_tt_tt_1,English,Approved,2000000,1963,201,7.5,1.37,0
Color,Michael Herz,49,96,6,14,Jessica Dublin,40,792966,Action,Phoebe Legere,The Toxic Avenger Part IIa,4663,90,Lisa Gaye,2,bare breasts|japan|tokyo japan|toxic avenger|troma,http://www.imdb.com/title/tt0098503/?ref_=fn_tt_tt_1,English,R,2300000,1989,30,5.1,1.33,321
Color,David Robert Mitchell,533,100,421,159,Ruby Harris,314,14673301,Horror,Maika Monroe,It Followsa,112899,1083,Jake Weary,0,ambiguous ending|being followed|sex scene|supernatural|supernatural being,http://www.imdb.com/title/tt3235888/?ref_=fn_tt_tt_1,English,R,2000000,2014,189,6.9,2.35,45000
 Black and White,George Miller,177,87,750,41,Bruce Spence,745,9003011,Action,Vernon Wells,Mad Max 2: The Road Warriora,133966,2067,Kjell Nilsson,0,australian|gasoline|post apocalypse|refinery|warrior,http://www.imdb.com/title/tt0082694/?ref_=fn_tt_tt_1,English,R,2000000,1981,531,7.6,2.35,0
Color,Chia-Liang Liu,77,102,32,75,Anita Mui,483,11546543,Action,Andy Lau,The Legend of Drunken Mastera,34520,737,Ho-Sung Pak,1,battle|fight|fighting|martial artist|snake,http://www.imdb.com/title/tt0111512/?ref_=fn_tt_tt_1,English,R,2000000,1994,147,7.6,2.35,0
Color,Kimberly Peirce,123,118,108,103,Brendan Sexton III,173,11533945,Biography,Alicia Goranson,Boys Don't Crya,77551,532,Jeannetta Arnette,0,drinking|female dressed as male|love|nebraska|transgender,http://www.imdb.com/title/tt0171804/?ref_=fn_tt_tt_1,English,R,2000000,1999,148,7.6,1.85,0
Color,Chris Kentis,218,86,9,32,Julia Taylor Ross,120,12555230,Drama,Eric Sheffer Stevens,Silent Housea,18566,205,Adam Trese,0,bound and gagged|girl|haunted house|hearing noises|uninterrupted shot,http://www.imdb.com/title/tt1767382/?ref_=fn_tt_tt_1,English,R,2000000,2011,44,5.3,1.85,0
Color,Florian Henckel von Donnersmarck,215,137,207,155,Ulrich Mühe,380,11284657,Drama,Sebastian Koch,The Lives of Othersa,259379,1026,Martina Gedeck,3,east germany|police|secret police|stasi|writer,http://www.imdb.com/title/tt0405094/?ref_=fn_tt_tt_1,English,R,2000000,2006,284,8.5,2.35,39000
Color,Alex Kendrick,34,129,589,341,Alex Kendrick,690,34522221,Drama,Ben Davies,Courageousa,15401,2209,T.C. Stallings,7,faith|fatherhood|integrity|police|responsibility,http://www.imdb.com/title/tt1630036/?ref_=fn_tt_tt_1,English,PG-13,2000000,2011,589,7,2.35,10000
Color,Sylvain Chomet,167,80,162,0,Charles Linton,23,7002255,Animation,Michel Robin,The Triplets of Bellevillea,42462,191,Béatrice Bonifassi,0,belleville|dog|mafia|tour de france|very little dialogue,http://www.imdb.com/title/tt0286244/?ref_=fn_tt_tt_1,English,PG-13,9500000,2003,6,7.8,1.66,0
Color,Chris Eyre,56,89,149,580,Irene Bedard,912,6719300,Comedy,Michael Greyeyes,Smoke Signalsa,8224,2393,Gary Farmer,3,family abandonment|fire|loss of father|native american protagonist|native american reservation,http://www.imdb.com/title/tt0120321/?ref_=fn_tt_tt_1,English,PG-13,2000000,1998,752,7.2,1.85,0
Color,Richard Linklater,211,80,0,3,Albert Delpy,50,5792822,Drama,Vernon Dobtcheff,Before Sunseta,168398,61,Marie Pillet,0,book|bookstore|love|simultaneity|train,http://www.imdb.com/title/tt0381681/?ref_=fn_tt_tt_1,English,R,2700000,2004,8,8,1.85,13000
Color,Alejandro G. Iñárritu,157,115,0,35,Jorge Salinas,85,5383834,Drama,Adriana Barraza,Amores Perrosa,173551,199,Goya Toledo,0,animal in title|dog fight|mexico city|multiple perspectives|nonlinear timeline,http://www.imdb.com/title/tt0245712/?ref_=fn_tt_tt_1,English,R,2000000,2000,79,8.1,1.85,11000
Color,Catherine Hardwicke,126,100,308,374,Sarah Clarke,1000,4599680,Drama,Holly Hunter,Thirteena,68222,2164,Kip Pardue,2,13 year olds|adolescence|friend|peer pressure|teacher,http://www.imdb.com/title/tt0328538/?ref_=fn_tt_tt_1,English,R,1500000,2003,482,6.8,1.85,0
Color,Debra Granik,365,100,81,179,Shelley Waggener,34000,6531491,Drama,Jennifer Lawrence,Winter's Bonea,111658,34508,Lauren Sweetser,2,bail|crystal meth|family relationships|female protagonist|search for father,http://www.imdb.com/title/tt1399683/?ref_=fn_tt_tt_1,English,R,2000000,2010,248,7.2,1.85,20000
Color,Miranda July,151,91,244,244,Brad William Henke,538,3885134,Comedy,Najarra Townsend,Me and You and Everyone We Knowa,31130,1389,Miranda July,0,fellatio|seven word title|shoe salesman|title directed by female|written by director,http://www.imdb.com/title/tt0415978/?ref_=fn_tt_tt_1,English,R,2000000,2005,363,7.4,1.85,0
Color,Max Joseph,158,96,31,328,Emily Ratajkowski,804,3590010,Drama,Vanessa Lengies,We Are Your Friendsa,20885,1788,Jonny Weston,0,box office flop|critically bashed|male objectification|narcissism|wannabe dj,http://www.imdb.com/title/tt3787590/?ref_=fn_tt_tt_1,English,R,2000000,2015,625,6.1,1.85,0
Color,David Ayer,118,116,453,2000,Christian Bale,24000,3335839,Action,J.K. Simmons,Harsh Timesa,54657,49453,Noel Gugliemi,2,blood splatter|friend|lapd|mexican|violence,http://www.imdb.com/title/tt0433387/?ref_=fn_tt_tt_1,English,R,2000000,2005,23000,7,1.85,0
Color,Jerry Jameson,39,97,5,349,Leonor Varela,1000,2557668,Crime,David Oyelowo,Captivea,3911,1780,Sydelle Noel,1,auto theft|based on true story|drug addict|kidnapping|violence,http://www.imdb.com/title/tt3268668/?ref_=fn_tt_tt_1,English,PG-13,2000000,2015,426,5.3,1.85,0
Color,Steven Soderbergh,108,101,0,685,Enrico Colantoni,8000,2506446,Comedy,Julia Roberts,Full Frontala,8662,9409,Blair Underwood,0,birthday|friend|hollywood|party|sex,http://www.imdb.com/title/tt0290212/?ref_=fn_tt_tt_1,English,R,2000000,2002,724,4.7,1.85,134
Color,Kevin Tenney,65,98,85,186,Tawny Kitaen,265,7369373,Horror,Kathleen Wilhoite,Witchboarda,4288,730,Rose Marie,1,evil spirit|hatchet|ouija|ouija board|psychopathic killer,http://www.imdb.com/title/tt0090327/?ref_=fn_tt_tt_1,English,R,2000000,1986,194,5.7,1.85,0
Color,Kenneth Branagh,85,150,0,401,Brian Blessed,597,4414535,Drama,Julie Christie,Hamleta,30618,1589,Richard Briers,0,classic literature|denmark|funeral|madness|prince,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,English,PG-13,18000000,1996,591,7.8,2.2,0
Color,John Cameron Mitchell,160,101,263,37,Peter Stickles,71,1984378,Comedy,Sook-Yin Lee,Shortbusa,27346,422,Raphael Barker,3,controversy|ejaculation|male frontal nudity|oral sex|unsimulated sex,http://www.imdb.com/title/tt0367027/?ref_=fn_tt_tt_1,English,Unrated,2000000,2006,51,6.5,1.78,0
Color,Ari Folman,231,90,56,0,Ronny Dayag,56,2283276,Animation,Ari Folman,Waltz with Bashira,46107,112,Zahava Solomon,0,bar|dog|interview|lebanon|nightmare,http://www.imdb.com/title/tt1185616/?ref_=fn_tt_tt_1,English,R,1500000,2008,0,8,1.85,0
Color,Gary Rogers,7,120,0,40,Kirby Heyborne,178,1098224,Adventure,Noah Danby,"The Book of Mormon Movie, Volume 1: The Journeya",397,287,Bruce Newbold,1,jerusalem|journey|promised land|ship|wilderness,http://www.imdb.com/title/tt0349159/?ref_=fn_tt_tt_1,English,PG-13,2000000,2003,69,3.3,1.85,32
Color,Charles Ferguson,79,102,117,17,Dick Cheney,393,1430185,Documentary,Campbell Scott,No End in Sighta,7314,548,Donald Rumsfeld,0,american politics|iraq|iraq war|occupation|white house,http://www.imdb.com/title/tt0912593/?ref_=fn_tt_tt_1,English,,2000000,2007,21,8.3,1.85,0
Color,Marielle Heller,168,102,22,80,David Fine,10000,1477002,Drama,Alexander Skarsgård,The Diary of a Teenage Girla,16645,11102,Austin Lyon,3,1970s|mother's boyfriend|overalls|phone booth|sexual promiscuity,http://www.imdb.com/title/tt3172532/?ref_=fn_tt_tt_1,English,R,2000000,2015,1000,6.9,2.35,0
 Black and White,David Sington,107,100,90,65,Buzz Aldrin,168,1134049,Documentary,John F. Kennedy,In the Shadow of the Moona,5475,465,Neil Armstrong,0,1960s|astronaut|moon|nasa|spacecraft accident,http://www.imdb.com/title/tt0925248/?ref_=fn_tt_tt_1,English,PG,2000000,2007,142,8.1,1.85,0
 Black and White,Fenton Bailey,123,89,13,218,Bill Maher,373,653621,Biography,Hugh M. Hefner,Inside Deep Throata,5615,938,Linda Lovelace,0,clitoris|deep throat|fellatio|oral sex|porn industry,http://www.imdb.com/title/tt0418753/?ref_=fn_tt_tt_1,English,NC-17,2000000,2005,334,6.8,1.85,592
Color,Huck Botko,46,86,10,126,Krysta Rodriguez,189,535249,Comedy,Matt Bennett,The Virginity Hita,3467,456,Zack Pearlman,0,masturbation|porn star|sex lesson from a prostitute|spreadeagle|topless,http://www.imdb.com/title/tt1695994/?ref_=fn_tt_tt_1,English,R,3400000,2010,131,4.6,1.85,974
Color,David Duchovny,46,96,0,902,Mark Margolis,49000,371081,Comedy,Robin Williams,House of Da,7479,50902,Frank Langella,2,artist|butchery|catholic|catholic school|friend,http://www.imdb.com/title/tt0372334/?ref_=fn_tt_tt_1,English,PG-13,6000000,2004,1000,7,1.85,857
Color,Lance Mungia,51,91,4,0,Stephane Gauger,33,124494,Action,Jeffrey Falcon,Six-String Samuraia,5613,40,Kim De Angelo,1,boy|guitar|orphan|rock 'n' roll|sword,http://www.imdb.com/title/tt0118736/?ref_=fn_tt_tt_1,English,PG-13,2000000,1998,3,6.7,1.85,0
Color,Hue Rhodes,45,85,0,966,Steve Buscemi,22000,100669,Comedy,Peter Dinklage,Saint John of Las Vegasa,2522,34966,Romany Malco,1,city name in title|male frontal nudity|place name in title,http://www.imdb.com/title/tt1276105/?ref_=fn_tt_tt_1,English,R,3800000,2009,12000,5.8,2.35,407
Color,Roland Emmerich,74,129,776,256,Caleb Landry Jones,25000,186354,Drama,Jeremy Irvine,Stonewalla,1758,26495,Matt Craven,0,box office flop|critically bashed|gay rights|new york city|stonewall riots,http://www.imdb.com/title/tt3018070/?ref_=fn_tt_tt_1,English,R,13500000,2015,463,4.5,2.35,0
Color,Noah Buschel,66,95,8,399,Amy Ryan,529,17580,Drama,Merritt Wever,The Missing Persona,1268,1359,Paul Adelstein,3,cellphone|detective|missing person|private detective|train,http://www.imdb.com/title/tt1105512/?ref_=fn_tt_tt_1,English,,1500000,2009,423,6.2,1.85,195
Color,Hunter Richards,34,92,11,1000,Chris Evans,26000,12667,Drama,Jason Statham,Londona,19336,38011,Dane Cook,2,bar|coke|drugs|party|snorting,http://www.imdb.com/title/tt0449061/?ref_=fn_tt_tt_1,English,R,14000,2005,11000,6.6,2.35,0
Color,Laurie Collyer,78,96,38,85,Kate Burton,363,198407,Drama,Brad William Henke,Sherrybabya,10282,709,Michelle Hurst,1,ex convict|halfway house|nipples visible through clothing|orgasm|parole officer,http://www.imdb.com/title/tt0423169/?ref_=fn_tt_tt_1,English,R,2000000,2006,223,6.6,1.85,474
Color,Bruce McCulloch,52,85,54,455,Megan Mullally,985,13973532,Comedy,Martin Starr,Stealing Harvarda,11211,2131,Chris Penn,1,black humor|crying during sex|harvard|humor|man with glasses,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,English,PG-13,25000000,2002,637,5.1,1.85,215
Color,Ralph Ziman,30,119,5,12,Kenneth Nkosi,29,4958,Action,Rapulana Seiphemo,Gangster's Paradise: Jerusalemaa,9689,64,Robert Hobbs,2,carjacking|drug lord|johannesburg south africa|police|post apartheid,http://www.imdb.com/title/tt0783532/?ref_=fn_tt_tt_1,English,R,2000000,2008,18,7.8,2.35,1000
 Black and White,Orson Welles,90,92,0,18,Everett Sloane,1000,7927,Crime,Rita Hayworth,The Lady from Shanghaia,19236,1047,Ted de Corsia,1,law partner|murder|partner|seaman|yacht,http://www.imdb.com/title/tt0040525/?ref_=fn_tt_tt_1,English,Not Rated,2300000,1947,29,7.7,1.37,0
 Black and White,Paul Bunnell,94,106,5,356,Kevin McCarthy,416,2436,Comedy,Kate Maberly,The Ghastly Love of Johnny Xa,344,1180,Paul Williams,2,1950s|independent film|outlaw|trial,http://www.imdb.com/title/tt1754633/?ref_=fn_tt_tt_1,English,Not Rated,2000000,2012,403,5.7,2.35,655
 Black and White,Tim Hunter,45,99,28,223,Daniel Roebuck,18000,4600000,Crime,Keanu Reeves,River's Edgea,11763,19251,Ione Skye,2,death|friend|high school|murder|police,http://www.imdb.com/title/tt0091860/?ref_=fn_tt_tt_1,English,R,1900000,1986,1000,7.1,1.85,0
Color,Michael Polish,60,103,35,482,Anthony Edwards,548,1420578,Drama,Peter Coyote,Northforka,4894,1560,Jon Gries,0,boy|caretaker|dam|evacuation|orphanage,http://www.imdb.com/title/tt0322659/?ref_=fn_tt_tt_1,English,PG-13,1900000,2003,495,6.4,2.35,298
Color,Rodrigo Cortés,363,95,89,263,Samantha Mathis,16000,1028658,Drama,Ryan Reynolds,Burieda,118684,16869,Erik Palladino,0,buried alive|coffin|iraq|one person|single set production,http://www.imdb.com/title/tt1462758/?ref_=fn_tt_tt_1,English,R,3000000,2010,517,7,2.35,24000
Color,Pascal Arnold,14,95,0,164,Lizzie Brocheré,533,18435,Drama,Karl E. Landler,One to Anothera,1010,1020,Pierre Perrier,5,fellatio|female frontal nudity|male frontal nudity|nude sunbathing|orgy,http://www.imdb.com/title/tt0486751/?ref_=fn_tt_tt_1,English,Unrated,1400000,2006,323,5.8,1.85,104
Color,Kimberly Peirce,359,100,108,534,Judy Greer,17000,35266619,Drama,Chloë Grace Moretz,Carriea,108248,19642,Portia Doubleday,1,outcast|prom|self injury|telekinesis|tragic event,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,English,R,30000000,2013,2000,5.9,2.35,39000
Color,Wes Craven,256,101,0,574,Lin Shaye,40000,26505000,Horror,Johnny Depp,A Nightmare on Elm Streeta,149293,41426,Amanda Wyss,1,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,English,X,1800000,1984,852,7.5,1.85,10000
Color,James Marsh,194,90,120,0,Philippe Petit,41,2957978,Biography,Paul McGill,Man on Wirea,40481,188,Jean-Louis Blondeau,0,new york city|passion|reenactment|rooftop|tower,http://www.imdb.com/title/tt1155592/?ref_=fn_tt_tt_1,English,PG-13,1000000,2008,27,7.8,1.85,0
Color,Jamal Hill,10,89,47,585,Adam Ratcliffe,628,444044,Drama,Logan Browning,Brotherly Lovea,744,1866,Faizon Love,6,basketball|burglary|police|robbery|teenage girl,http://www.imdb.com/title/tt3262990/?ref_=fn_tt_tt_1,English,R,1900000,2015,606,7.2,1.85,1000
Color,Daniel Stamm,311,87,13,308,Ashley Bell,463,40990055,Drama,Caleb Landry Jones,The Last Exorcisma,41509,1184,Patrick Fabian,0,cult film|documentary crew|exorcism|found footage|satanic ritual,http://www.imdb.com/title/tt1320244/?ref_=fn_tt_tt_1,English,PG-13,1800000,2010,400,5.6,1.85,0
Color,Carlos Carrera,85,118,12,67,Ana Claudia Talancón,201,5709616,Drama,Damián Alcázar,El crimen del padre Amaroa,11088,443,Pedro Armendáriz Jr.,0,church|love|mexico|politics|priest,http://www.imdb.com/title/tt0313196/?ref_=fn_tt_tt_1,English,R,1800000,2002,163,6.8,1.85,544
Color,Benh Zeitlin,663,93,188,168,Gina Montana,2000,12784397,Drama,Quvenzhané Wallis,Beasts of the Southern Wilda,70336,2814,Dwight Henry,0,auroch|community|hospital|illness|six year old,http://www.imdb.com/title/tt2125435/?ref_=fn_tt_tt_1,English,PG-13,1800000,2012,458,7.3,1.85,31000
Color,Maggie Greenwald,39,109,9,280,David Patrick Kelly,767,3050934,Drama,Aidan Quinn,Songcatchera,2794,1436,Jane Adams,1,doctor|mountain|musician|song|university,http://www.imdb.com/title/tt0210299/?ref_=fn_tt_tt_1,English,PG-13,1800000,2000,380,7.3,1.85,0
Color,Morgan Spurlock,130,90,293,808,J.J. Abrams,16000,638476,Comedy,Quentin Tarantino,The Greatest Movie Ever Solda,13223,31101,Donald Trump,1,advertising|movie in title|product placement,http://www.imdb.com/title/tt1743720/?ref_=fn_tt_tt_1,English,PG-13,1500000,2011,14000,6.6,,0
Color,Khyentse Norbu,44,108,28,0,Lhakpa Dorji,0,505295,Adventure,Tshewang Dendup,Travelers and Magiciansa,1747,28,Sonam Kinga,0,bhutan|buddhist|monk|storytelling|weaver,http://www.imdb.com/title/tt0378906/?ref_=fn_tt_tt_1,English,,1800000,2003,0,7.5,1.85,353
 Black and White,Tom Tykwer,181,81,670,34,Ludger Pistor,486,7267324,Crime,Moritz Bleibtreu,Run Lola Runa,161471,1227,Armin Rohde,1,bechdel test failed|money|multiple outcomes|repeated event|subway,http://www.imdb.com/title/tt0130827/?ref_=fn_tt_tt_1,English,R,3500000,1998,37,7.8,1.85,0
Color,Lucky McKee,114,93,75,446,Will Estes,701,145540,Drama,James Duval,Maya,26773,1683,Nora Zehetner,1,case|doll|dry humor|friend|love,http://www.imdb.com/title/tt0303361/?ref_=fn_tt_tt_1,English,R,500000,2002,461,6.7,1.85,0
Color,Todd Field,179,138,143,783,Sissy Spacek,1000,35918429,Crime,Tom Wilkinson,In the Bedrooma,32415,2800,Karen Allen,1,doctor|maine|only son|school choir|summer,http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1,English,R,1700000,2001,874,7.5,2.35,951
Color,Steven R. Monroe,225,105,68,374,Chad Lindberg,635,92401,Horror,Sarah Butler,I Spit on Your Gravea,56402,1522,Daniel Franzese,0,horror movie remake|rape|rape and revenge|rape victim|revenge,http://www.imdb.com/title/tt1242432/?ref_=fn_tt_tt_1,English,R,2000000,2010,445,6.3,2.35,17000
Color,Mark Illsley,77,98,3,327,Illeana Douglas,349,1943649,Comedy,Ally Walker,"Happy, Texasa",8697,1026,Jeremy Northam,3,banker|beauty pageant|escaped convict|gay|pageant,http://www.imdb.com/title/tt0162360/?ref_=fn_tt_tt_1,English,PG-13,1700000,1999,347,6.3,1.85,374
Color,Pawel Pawlikowski,124,86,84,34,Natalie Press,680,992238,Drama,Paddy Considine,My Summer of Lovea,16349,844,Dean Andrews,0,female frontal nudity|lesbian relationship|summer|voyeurism|yorkshire,http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1,English,R,1700000,2004,46,6.8,1.85,869
Color,Ritesh Batra,195,104,25,73,Nimrat Kaur,638,4231500,Drama,Nawazuddin Siddiqui,The Lunchboxa,30479,821,Lillete Dubey,2,delivery|delivery to wrong address|lunchbox|open ended|unconventional romance,http://www.imdb.com/title/tt2350496/?ref_=fn_tt_tt_1,English,PG,1000000,2013,85,7.8,2.35,16000
Color,Sally Potter,76,100,87,420,Joan Allen,887,396035,Drama,Shirley Henderson,Yesa,2725,2199,Stephanie Leonidas,0,beach|lebanese|loss|muslim|restaurant,http://www.imdb.com/title/tt0381717/?ref_=fn_tt_tt_1,English,R,1000000,2004,805,6.9,1.85,305
Color,Dave Meyers,16,84,11,249,Clifton Powell,489,6026908,Comedy,Eddie Griffin,Foolisha,536,1218,Marla Gibbs,0,accidental killing|drug humor|profanity|sexual humor|stand up comedy,http://www.imdb.com/title/tt0166195/?ref_=fn_tt_tt_1,English,R,2000000,1999,469,4.3,,43
Color,Nadine Labaki,109,95,0,0,Adel Karam,227,1060591,Comedy,Yasmine Al Massri,Caramela,9750,231,Nadine Labaki,0,caramel|friendship|police|secret|suitor,http://www.imdb.com/title/tt0825236/?ref_=fn_tt_tt_1,English,PG,1300000,2007,4,7.2,1.85,0
Color,Eytan Fox,51,90,21,27,Lior Ashkenazi,53,155972,Comedy,Ohad Knoller,The Bubblea,4702,131,Yousef 'Joe' Sweid,0,gay|hairy chest|homosexual|israel|male nudity,http://www.imdb.com/title/tt0476643/?ref_=fn_tt_tt_1,English,Unrated,1500000,2006,30,7.3,,0
Color,Romesh Sharma,4,,0,45,Revathy,421,129319,Romance,Annabelle Wallis,Dil Jo Bhi Kahey...a,257,562,Bhoomika Chawla,4,,http://www.imdb.com/title/tt0442764/?ref_=fn_tt_tt_1,English,,70000000,2005,96,5.1,,9
Color,François Truffaut,35,123,0,21,Jean-Paul Belmondo,963,26893,Crime,Catherine Deneuve,Mississippi Mermaida,4391,1694,Michel Bouquet,0,antibes|hotel|island|reunion|reunion island,http://www.imdb.com/title/tt0064990/?ref_=fn_tt_tt_1,English,R,1600000,1969,710,7.2,2.35,278
Color,Adam Goldberg,22,111,1000,127,Marisa Coughlan,2000,2580,Drama,Judy Greer,I Love Your Worka,1618,3290,Nicky Katt,2,film student|marriage|mental breakdown|movie star|obsession,http://www.imdb.com/title/tt0322700/?ref_=fn_tt_tt_1,English,R,1650000,2003,163,5.4,2.35,63
Color,Zack Snyder,287,110,0,1000,Kevin Zegers,3000,58885635,Action,Ty Burrell,Dawn of the Deada,194426,6000,Mekhi Phifer,0,mall|mayhem|nurse|rear entry sex|survival horror,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,English,R,26000000,2004,2000,7.4,2.35,7000
Color,Adrienne Shelly,173,108,191,336,Cheryl Hines,597,19067631,Comedy,Lew Temple,Waitressa,37714,1665,Eddie Jemison,1,domestic violence|pregnancy|unhappy marriage|unwanted pregnancy|waitress,http://www.imdb.com/title/tt0473308/?ref_=fn_tt_tt_1,English,PG-13,2000000,2007,541,7.1,1.85,0
Color,Newt Arnold,61,92,15,49,Donald Gibb,633,11806119,Action,Bolo Yeung,Bloodsporta,57578,1100,Ken Siu,1,hand to hand combat|hong kong|kumite|martial arts|tournament,http://www.imdb.com/title/tt0092675/?ref_=fn_tt_tt_1,English,R,1100000,1988,403,6.8,1.85,0
Color,Larry Clark,71,91,184,82,Leo Fitzpatrick,3000,7417210,Drama,Rosario Dawson,Kidsa,59041,3468,Justin Pierce,1,coming of age|marijuana|rape|virgin|weed,http://www.imdb.com/title/tt0113540/?ref_=fn_tt_tt_1,English,,1500000,1995,202,7,1.85,0
Color,Noah Baumbach,110,88,387,18,Elizabeth Meriwether,436,7362100,Comedy,William Baldwin,The Squid and the Whalea,60295,866,Owen Kline,0,boy|divorce|tennis|tennis coach|writer,http://www.imdb.com/title/tt0367089/?ref_=fn_tt_tt_1,English,R,1500000,2005,25,7.4,1.85,0
Color,Charles Herman-Wurmfeld,110,97,0,117,Jennifer Westfeldt,378,7022940,Comedy,Scott Cohen,Kissing Jessica Steina,14018,816,Brian Stepanek,1,friend|friendship|journalist|new york city|personal ad,http://www.imdb.com/title/tt0264761/?ref_=fn_tt_tt_1,English,R,1000000,2001,321,6.7,1.85,682
Color,Atom Egoyan,53,103,460,900,Mia Kirshner,991,5132222,Drama,Bruce Greenwood,Exoticaa,14112,3322,Sarah Polley,1,bird|cult film|egg|nightclub|toronto,http://www.imdb.com/title/tt0109759/?ref_=fn_tt_tt_1,English,R,2000000,1994,971,7.2,1.85,619
Color,Vincent Gallo,106,110,787,642,Vincent Gallo,1000,2365931,Comedy,Anjelica Huston,Buffalo '66a,36657,3216,Jan-Michael Vincent,2,shower|stripper|tap dancing|underwear|undressing,http://www.imdb.com/title/tt0118789/?ref_=fn_tt_tt_1,English,R,1500000,1998,787,7.5,1.85,0
Color,James Wan,445,103,0,588,Barbara Hershey,852,53991137,Fantasy,Lin Shaye,Insidiousa,202800,2058,Philip Friedman,1,baby|boy|coma|demon|house,http://www.imdb.com/title/tt1591095/?ref_=fn_tt_tt_1,English,PG-13,1500000,2010,618,6.8,2.35,60000
Color,Fabián Bielinsky,94,114,44,7,Gastón Pauls,827,1221261,Crime,Ricardo Darín,Nine Queensa,38215,900,Leticia Brédice,0,con artist|hotel|partner|scam|stamp,http://www.imdb.com/title/tt0247586/?ref_=fn_tt_tt_1,English,R,1500000,2000,22,7.9,1.85,0
Color,Rebecca Miller,75,112,58,42,Susanna Thompson,552,712294,Drama,Beau Bridges,The Ballad of Jack and Rosea,9408,917,Ryan McDonald,1,commune|defecation|environmentalism|fellatio|island,http://www.imdb.com/title/tt0357110/?ref_=fn_tt_tt_1,English,R,1500000,2005,265,6.7,1.66,608
Color,Maggie Carey,97,104,38,690,Alia Shawkat,801,3447339,Comedy,Donald Glover,The To Do Lista,29517,2256,Scott Porter,7,feces in a swimming pool|female vomiting|high school|lifeguard|male objectification,http://www.imdb.com/title/tt1758795/?ref_=fn_tt_tt_1,English,R,1500000,2013,727,5.8,1.78,0
Color,Roger Avary,37,99,675,164,Salvator Xuereb,902,418953,Crime,Eric Stoltz,Killing Zoea,17322,2165,Jean-Hugues Anglade,0,bank|bastille day|call girl|childhood friend|drugs,http://www.imdb.com/title/tt0110265/?ref_=fn_tt_tt_1,English,R,1500000,1993,424,6.5,1.85,853
 Black and White,Henry Bean,84,98,21,76,Theresa Russell,33000,406035,Drama,Ryan Gosling,The Believera,30314,33340,Summer Phoenix,0,jew|jewish nazi|nazism|racism|skinhead,http://www.imdb.com/title/tt0247199/?ref_=fn_tt_tt_1,English,R,1500000,2001,243,7.2,1.66,0
Color,Brad Anderson,127,100,122,83,Brendan Sexton III,210,373967,Horror,Paul Guilfoyle,Session 9a,43839,563,Larry Fessenden,0,abandoned asylum|abandoned hospital|asbestos|lobotomy|multiple personality,http://www.imdb.com/title/tt0261983/?ref_=fn_tt_tt_1,English,R,1500000,2001,148,6.5,2.35,0
