Year,Continent,Sub Region,Country,GDP per Capita,GDP per Capita (Grouped),Life Expectancy,Life Expectancy (Grouped),C02 Emissions per Person (Tonnes),Child Mortality Rate (per 1000 births)
1969,Europe,Eastern Europe,Czech Republic,14800,>= 5000 and <20000,69.6,>60,13.7,30.5
1969,Europe,Eastern Europe,Hungary,13100,>= 5000 and <20000,69.3,>60,6.04,39.7
1969,Europe,Eastern Europe,Poland,8440,>= 5000 and <20000,69.7,>60,9.07,37.7
1969,Europe,Eastern Europe,Romania,9510,>= 5000 and <20000,68.1,>60,5.5,63.7
1969,Europe,Eastern Europe,Ukraine,7340,>= 5000 and <20000,69.1,>60,9.06,37.5
1970,Europe,Eastern Europe,Belarus,5590,>= 5000 and <20000,70.9,>60,6.87,23
1970,Europe,Eastern Europe,Bulgaria,7950,>= 5000 and <20000,71,>60,7.2,32.4
1970,Europe,Eastern Europe,Czech Republic,15100,>= 5000 and <20000,69.7,>60,15.7,28.2
1970,Europe,Eastern Europe,Hungary,13000,>= 5000 and <20000,69.2,>60,6.75,38.8
1970,Europe,Eastern Europe,Poland,8820,>= 5000 and <20000,69.8,>60,9.33,36.3
1970,Europe,Eastern Europe,Romania,9620,>= 5000 and <20000,68.4,>60,5.85,56.7
1970,Europe,Eastern Europe,Ukraine,7840,>= 5000 and <20000,69,>60,9.46,36
1971,Europe,Eastern Europe,Belarus,5680,>= 5000 and <20000,71.1,>60,7.23,22.5
1971,Europe,Eastern Europe,Bulgaria,8160,>= 5000 and <20000,71,>60,7.51,31.1
1971,Europe,Eastern Europe,Czech Republic,15600,>= 5000 and <20000,69.8,>60,16.5,28.4
1971,Europe,Eastern Europe,Hungary,13600,>= 5000 and <20000,69.3,>60,6.66,38.4
1971,Europe,Eastern Europe,Poland,9380,>= 5000 and <20000,69.9,>60,9.53,34.5
1971,Europe,Eastern Europe,Romania,10800,>= 5000 and <20000,69,>60,6.05,49.7
1971,Europe,Eastern Europe,Ukraine,7970,>= 5000 and <20000,69.2,>60,9.96,33.4
1972,Europe,Eastern Europe,Belarus,5660,>= 5000 and <20000,71.1,>60,7.55,22.2
1972,Europe,Eastern Europe,Bulgaria,8510,>= 5000 and <20000,71,>60,7.69,30.2
1972,Europe,Eastern Europe,Czech Republic,16000,>= 5000 and <20000,70,>60,16.5,27.1
1972,Europe,Eastern Europe,Hungary,13800,>= 5000 and <20000,69.5,>60,6.66,38.4
1972,Europe,Eastern Europe,Poland,9990,>= 5000 and <20000,70.6,>60,9.96,32.4
1972,Europe,Eastern Europe,Romania,11400,>= 5000 and <20000,69.2,>60,6.3,46.3
1972,Europe,Eastern Europe,Ukraine,7940,>= 5000 and <20000,69.2,>60,10.4,32.3
1973,Europe,Eastern Europe,Belarus,6080,>= 5000 and <20000,71.3,>60,7.82,22.1
1973,Europe,Eastern Europe,Bulgaria,8800,>= 5000 and <20000,71.2,>60,7.95,29.6
1973,Europe,Eastern Europe,Czech Republic,16500,>= 5000 and <20000,70.1,>60,16.5,27.6
1973,Europe,Eastern Europe,Hungary,14500,>= 5000 and <20000,69.5,>60,6.99,38.2
1973,Europe,Eastern Europe,Poland,10700,>= 5000 and <20000,70.7,>60,10.1,30.5
1973,Europe,Eastern Europe,Romania,11700,>= 5000 and <20000,69.4,>60,6.83,45.4
1973,Europe,Eastern Europe,Ukraine,8520,>= 5000 and <20000,69.4,>60,10.8,31.3
1974,Europe,Eastern Europe,Belarus,6260,>= 5000 and <20000,71.4,>60,8.06,22.1
1974,Europe,Eastern Europe,Bulgaria,9010,>= 5000 and <20000,71.2,>60,8.19,29.1
1974,Europe,Eastern Europe,Czech Republic,16900,>= 5000 and <20000,70.3,>60,16.6,26.7
1974,Europe,Eastern Europe,Hungary,14900,>= 5000 and <20000,69.3,>60,7.07,37.4
1974,Europe,Eastern Europe,Poland,11200,>= 5000 and <20000,71.2,>60,10.3,28.9
1974,Europe,Eastern Europe,Romania,12200,>= 5000 and <20000,69.9,>60,7.04,44.5
1974,Europe,Eastern Europe,Ukraine,8730,>= 5000 and <20000,69.4,>60,11.1,30.4
1975,Europe,Eastern Europe,Belarus,6290,>= 5000 and <20000,71.2,>60,8.42,22.1
1975,Europe,Eastern Europe,Bulgaria,9710,>= 5000 and <20000,71.3,>60,8.36,28.6
1975,Europe,Eastern Europe,Czech Republic,17300,>= 5000 and <20000,70.5,>60,17.3,25.8
1975,Europe,Eastern Europe,Hungary,15100,>= 5000 and <20000,69.4,>60,7.16,35.6
1975,Europe,Eastern Europe,Poland,11600,>= 5000 and <20000,70.8,>60,11.1,27.7
1975,Europe,Eastern Europe,Romania,12600,>= 5000 and <20000,70.1,>60,7.49,42.6
1975,Europe,Eastern Europe,Ukraine,8710,>= 5000 and <20000,69.1,>60,11.6,29.7
1976,Europe,Eastern Europe,Belarus,6600,>= 5000 and <20000,71,>60,8.68,22.1
1976,Europe,Eastern Europe,Bulgaria,9960,>= 5000 and <20000,71.3,>60,8.33,28
1976,Europe,Eastern Europe,Czech Republic,17500,>= 5000 and <20000,70.6,>60,17.8,25.3
1976,Europe,Eastern Europe,Hungary,15100,>= 5000 and <20000,69.6,>60,7.56,32.7
1976,Europe,Eastern Europe,Poland,11800,>= 5000 and <20000,70.8,>60,11.6,27
1976,Europe,Eastern Europe,Romania,13100,>= 5000 and <20000,70.4,>60,7.99,40.4
1976,Europe,Eastern Europe,Ukraine,9070,>= 5000 and <20000,69.2,>60,12,29.1
1977,Europe,Eastern Europe,Belarus,6770,>= 5000 and <20000,70.9,>60,8.92,22.1
1977,Europe,Eastern Europe,Bulgaria,9810,>= 5000 and <20000,71.1,>60,8.63,27.2
1977,Europe,Eastern Europe,Czech Republic,18100,>= 5000 and <20000,70.7,>60,18.3,24.8
1977,Europe,Eastern Europe,Hungary,16000,>= 5000 and <20000,69.8,>60,7.82,29.4
1977,Europe,Eastern Europe,Poland,11900,>= 5000 and <20000,70.6,>60,12.1,26.3
1977,Europe,Eastern Europe,Romania,13200,>= 5000 and <20000,69.8,>60,8.08,38.7
1977,Europe,Eastern Europe,Ukraine,9240,>= 5000 and <20000,69,>60,12.3,28.6
1978,Europe,Eastern Europe,Belarus,6960,>= 5000 and <20000,70.8,>60,9.16,21.9
1978,Europe,Eastern Europe,Bulgaria,10000,>= 5000 and <20000,71.2,>60,9.22,26.1
1978,Europe,Eastern Europe,Czech Republic,18200,>= 5000 and <20000,70.8,>60,18.3,22.8
1978,Europe,Eastern Europe,Hungary,16300,>= 5000 and <20000,69.6,>60,8.25,26.7
1978,Europe,Eastern Europe,Poland,12200,>= 5000 and <20000,70.6,>60,12.4,25.5
1978,Europe,Eastern Europe,Romania,13500,>= 5000 and <20000,69.9,>60,8.7,37.6
1978,Europe,Eastern Europe,Ukraine,9430,>= 5000 and <20000,68.8,>60,12.7,28.1
1979,Europe,Eastern Europe,Belarus,6940,>= 5000 and <20000,70.6,>60,9.18,21.6
1979,Europe,Eastern Europe,Bulgaria,10400,>= 5000 and <20000,71.3,>60,8.94,24.9
1979,Europe,Eastern Europe,Czech Republic,18300,>= 5000 and <20000,70.7,>60,17.8,21.1
1979,Europe,Eastern Europe,Hungary,16300,>= 5000 and <20000,69.5,>60,8.03,25
1979,Europe,Eastern Europe,Poland,11900,>= 5000 and <20000,70.9,>60,12.6,24.7
1979,Europe,Eastern Europe,Romania,13800,>= 5000 and <20000,69.5,>60,8.73,36.7
1979,Europe,Eastern Europe,Ukraine,9350,>= 5000 and <20000,68.6,>60,12.7,27.5
1980,Europe,Eastern Europe,Belarus,6970,>= 5000 and <20000,70.5,>60,9.48,21.1
1980,Europe,Eastern Europe,Bulgaria,10100,>= 5000 and <20000,71.3,>60,8.73,23.8
1980,Europe,Eastern Europe,Czech Republic,18700,>= 5000 and <20000,70.6,>60,17.9,21.6
1980,Europe,Eastern Europe,Hungary,16500,>= 5000 and <20000,69.3,>60,8.08,23.8
1980,Europe,Eastern Europe,Poland,11500,>= 5000 and <20000,70.4,>60,13.1,23.9
1980,Europe,Eastern Europe,Romania,13700,>= 5000 and <20000,69.7,>60,8.7,35.8
1980,Europe,Eastern Europe,Ukraine,9330,>= 5000 and <20000,68.6,>60,13.2,26.9
1981,Europe,Eastern Europe,Belarus,7050,>= 5000 and <20000,70.5,>60,9.23,20.2
1981,Europe,Eastern Europe,Bulgaria,10300,>= 5000 and <20000,71.4,>60,9.02,22.9
1981,Europe,Eastern Europe,Czech Republic,18500,>= 5000 and <20000,70.7,>60,17.7,15.2
1981,Europe,Eastern Europe,Hungary,16600,>= 5000 and <20000,69.3,>60,8.06,22.8
1981,Europe,Eastern Europe,Poland,10800,>= 5000 and <20000,71.2,>60,11.4,23.3
1981,Europe,Eastern Europe,Romania,13600,>= 5000 and <20000,69.8,>60,8.71,34.5
1981,Europe,Eastern Europe,Ukraine,9380,>= 5000 and <20000,68.7,>60,12.9,26.2
1982,Europe,Eastern Europe,Belarus,7250,>= 5000 and <20000,70.5,>60,9.34,19.4
1982,Europe,Eastern Europe,Bulgaria,10600,>= 5000 and <20000,71.3,>60,10.1,22.2
1982,Europe,Eastern Europe,Czech Republic,18800,>= 5000 and <20000,70.7,>60,17.5,15.1
1982,Europe,Eastern Europe,Hungary,17300,>= 5000 and <20000,69.2,>60,8.11,22
1982,Europe,Eastern Europe,Poland,10600,>= 5000 and <20000,71.2,>60,11.7,22.7
1982,Europe,Eastern Europe,Romania,13500,>= 5000 and <20000,70,>60,8.57,32.8
1982,Europe,Eastern Europe,Ukraine,9570,>= 5000 and <20000,69,>60,13.1,25.3
1983,Europe,Eastern Europe,Belarus,7500,>= 5000 and <20000,70.4,>60,9.41,18.7
1983,Europe,Eastern Europe,Bulgaria,10400,>= 5000 and <20000,71.4,>60,10.1,21.5
1983,Europe,Eastern Europe,Czech Republic,19100,>= 5000 and <20000,70.8,>60,17.6,15
1983,Europe,Eastern Europe,Hungary,17100,>= 5000 and <20000,69.1,>60,8.35,21.7
1983,Europe,Eastern Europe,Poland,11000,>= 5000 and <20000,71.1,>60,11.6,22
1983,Europe,Eastern Europe,Romania,13300,>= 5000 and <20000,70.2,>60,8.75,31.2
1983,Europe,Eastern Europe,Ukraine,9840,>= 5000 and <20000,69.2,>60,13.2,24.4
1984,Europe,Eastern Europe,Belarus,7610,>= 5000 and <20000,70.1,>60,9.43,18.1
1984,Europe,Eastern Europe,Bulgaria,10700,>= 5000 and <20000,71.4,>60,9.74,20.7
1984,Europe,Eastern Europe,Czech Republic,19500,>= 5000 and <20000,70.9,>60,18.2,14.8
1984,Europe,Eastern Europe,Hungary,17600,>= 5000 and <20000,69.1,>60,8.56,21.9
1984,Europe,Eastern Europe,Poland,11300,>= 5000 and <20000,70.9,>60,11.8,21.2
1984,Europe,Eastern Europe,Romania,13800,>= 5000 and <20000,70.1,>60,8.22,30.8
1984,Europe,Eastern Europe,Ukraine,9910,>= 5000 and <20000,68.9,>60,13.3,23.5
1985,Europe,Eastern Europe,Belarus,7690,>= 5000 and <20000,70.5,>60,10.1,17.6
1985,Europe,Eastern Europe,Bulgaria,10400,>= 5000 and <20000,71.3,>60,9.98,19.7
1985,Europe,Eastern Europe,Czech Republic,19600,>= 5000 and <20000,71.1,>60,18,14.5
1985,Europe,Eastern Europe,Hungary,17300,>= 5000 and <20000,69.1,>60,8.15,21.8
1985,Europe,Eastern Europe,Poland,11400,>= 5000 and <20000,70.7,>60,12,20.3
1985,Europe,Eastern Europe,Romania,13700,>= 5000 and <20000,69.8,>60,8.41,31.7
1985,Europe,Eastern Europe,Ukraine,9960,>= 5000 and <20000,69.4,>60,14.3,22.5
1986,Europe,Eastern Europe,Belarus,8020,>= 5000 and <20000,71.4,>60,10.1,17
1986,Europe,Eastern Europe,Bulgaria,10600,>= 5000 and <20000,71.5,>60,10.2,18.7
1986,Europe,Eastern Europe,Czech Republic,19900,>= 5000 and <20000,71.3,>60,18.1,14
1986,Europe,Eastern Europe,Hungary,17700,>= 5000 and <20000,69.3,>60,7.94,20.9
1986,Europe,Eastern Europe,Poland,11600,>= 5000 and <20000,70.9,>60,12.1,19.6
1986,Europe,Eastern Europe,Romania,13900,>= 5000 and <20000,70,>60,8.71,33.2
1986,Europe,Eastern Europe,Ukraine,10300,>= 5000 and <20000,70.7,>60,14.3,21.7
1987,Europe,Eastern Europe,Belarus,8150,>= 5000 and <20000,71.5,>60,10.4,16.4
1987,Europe,Eastern Europe,Bulgaria,10600,>= 5000 and <20000,71.5,>60,10.2,18
1987,Europe,Eastern Europe,Czech Republic,20000,>= 20000 and <40000,71.5,>60,17.9,13.5
1987,Europe,Eastern Europe,Hungary,18000,>= 5000 and <20000,69.5,>60,8.06,19.5
1987,Europe,Eastern Europe,Poland,11400,>= 5000 and <20000,71,>60,12.4,18.9
1987,Europe,Eastern Europe,Romania,13500,>= 5000 and <20000,69.4,>60,9.1,34.4
1987,Europe,Eastern Europe,Ukraine,10400,>= 5000 and <20000,70.6,>60,14.8,20.9
1988,Europe,Eastern Europe,Belarus,8350,>= 5000 and <20000,71.4,>60,10.7,15.9
1988,Europe,Eastern Europe,Bulgaria,10500,>= 5000 and <20000,71.6,>60,9.77,17.8
1988,Europe,Eastern Europe,Czech Republic,20400,>= 20000 and <40000,71.7,>60,17.7,13
1988,Europe,Eastern Europe,Hungary,18600,>= 5000 and <20000,69.7,>60,7.5,18.4
1988,Europe,Eastern Europe,Poland,11600,>= 5000 and <20000,71.3,>60,11.8,18.3
1988,Europe,Eastern Europe,Romania,13400,>= 5000 and <20000,69.8,>60,9.09,34.5
1988,Europe,Eastern Europe,Ukraine,10600,>= 5000 and <20000,70.6,>60,15.2,20.2
1989,Europe,Eastern Europe,Belarus,8520,>= 5000 and <20000,71,>60,10.4,15.4
1989,Europe,Eastern Europe,Bulgaria,10300,>= 5000 and <20000,71.6,>60,9.75,17.9
1989,Europe,Eastern Europe,Czech Republic,20600,>= 20000 and <40000,71.8,>60,17.1,12.5
1989,Europe,Eastern Europe,Hungary,18300,>= 5000 and <20000,69.7,>60,7.31,17.8
1989,Europe,Eastern Europe,Poland,11400,>= 5000 and <20000,71.1,>60,11.2,17.9
1989,Europe,Eastern Europe,Romania,12900,>= 5000 and <20000,69.9,>60,9.12,33.4
1989,Europe,Eastern Europe,Ukraine,10700,>= 5000 and <20000,70.2,>60,14.9,19.7
1990,Europe,Eastern Europe,Belarus,8350,>= 5000 and <20000,70.6,>60,9.72,15.2
1990,Europe,Eastern Europe,Bulgaria,9300,>= 5000 and <20000,71.5,>60,8.42,18.4
1990,Europe,Eastern Europe,Czech Republic,20000,>= 20000 and <40000,71.8,>60,16,12.1
1990,Europe,Eastern Europe,Hungary,17100,>= 5000 and <20000,69.6,>60,6.71,17.3
1990,Europe,Eastern Europe,Poland,10300,>= 5000 and <20000,71,>60,9.71,17.4
1990,Europe,Eastern Europe,Romania,11500,>= 5000 and <20000,69.9,>60,7.41,31.3
1990,Europe,Eastern Europe,Ukraine,10500,>= 5000 and <20000,69.9,>60,13.9,19.4
1991,Europe,Eastern Europe,Belarus,8250,>= 5000 and <20000,70.2,>60,9.36,15.2
1991,Europe,Eastern Europe,Bulgaria,8600,>= 5000 and <20000,71.3,>60,6.56,18.8
1991,Europe,Eastern Europe,Czech Republic,17700,>= 5000 and <20000,72,>60,14.7,11.6
1991,Europe,Eastern Europe,Hungary,15100,>= 5000 and <20000,69.4,>60,6.42,16.6
1991,Europe,Eastern Europe,Poland,9520,>= 5000 and <20000,70.7,>60,9.5,16.9
1991,Europe,Eastern Europe,Romania,10100,>= 5000 and <20000,70.4,>60,5.98,29.4
1991,Europe,Eastern Europe,Ukraine,9560,>= 5000 and <20000,69.3,>60,13.4,19.4
1992,Europe,Eastern Europe,Belarus,7440,>= 5000 and <20000,69.7,>60,8.55,15.3
1992,Europe,Eastern Europe,Bulgaria,8060,>= 5000 and <20000,71.3,>60,6.25,19.2
1992,Europe,Eastern Europe,Czech Republic,17600,>= 5000 and <20000,72.4,>60,13.3,11
1992,Europe,Eastern Europe,Hungary,14600,>= 5000 and <20000,69.4,>60,5.83,15.6
1992,Europe,Eastern Europe,Poland,9730,>= 5000 and <20000,71.1,>60,9.29,16.4
1992,Europe,Eastern Europe,Romania,9280,>= 5000 and <20000,69.9,>60,5.5,28.3
1992,Europe,Eastern Europe,Ukraine,8610,>= 5000 and <20000,68.8,>60,12.3,19.5
1993,Europe,Eastern Europe,Belarus,6860,>= 5000 and <20000,69,>60,7.53,15.5
1993,Europe,Eastern Europe,Bulgaria,8000,>= 5000 and <20000,71.2,>60,7.91,19.2
1993,Europe,Eastern Europe,Czech Republic,17600,>= 5000 and <20000,72.7,>60,12.8,10.3
1993,Europe,Eastern Europe,Hungary,14600,>= 5000 and <20000,69.5,>60,5.98,14.5
1993,Europe,Eastern Europe,Poland,10100,>= 5000 and <20000,71.7,>60,9.22,16
1993,Europe,Eastern Europe,Romania,9440,>= 5000 and <20000,69.7,>60,5.39,28
1993,Europe,Eastern Europe,Ukraine,7380,>= 5000 and <20000,68.2,>60,10.5,19.8
1994,Europe,Eastern Europe,Belarus,6070,>= 5000 and <20000,68.6,>60,6.39,15.7
1994,Europe,Eastern Europe,Bulgaria,8180,>= 5000 and <20000,70.9,>60,6.39,19.1
1994,Europe,Eastern Europe,Czech Republic,18100,>= 5000 and <20000,73,>60,12.1,9.4
1994,Europe,Eastern Europe,Hungary,15000,>= 5000 and <20000,69.8,>60,5.68,13.4
1994,Europe,Eastern Europe,Poland,10600,>= 5000 and <20000,71.7,>60,8.7,15.5
1994,Europe,Eastern Europe,Romania,9820,>= 5000 and <20000,69.5,>60,5.15,27.8
1994,Europe,Eastern Europe,Ukraine,5720,>= 5000 and <20000,67.6,>60,8.64,20.1
1995,Europe,Eastern Europe,Belarus,5450,>= 5000 and <20000,68.3,>60,5.99,15.7
1995,Europe,Eastern Europe,Bulgaria,8450,>= 5000 and <20000,71,>60,6.92,19.2
1995,Europe,Eastern Europe,Czech Republic,19200,>= 5000 and <20000,73.3,>60,12,8.5
1995,Europe,Eastern Europe,Hungary,15200,>= 5000 and <20000,70.2,>60,5.83,12.5
1995,Europe,Eastern Europe,Poland,11300,>= 5000 and <20000,71.9,>60,8.95,14.6
1995,Europe,Eastern Europe,Romania,10500,>= 5000 and <20000,69.4,>60,5.49,27.3
1995,Europe,Eastern Europe,Ukraine,5060,>= 5000 and <20000,66.6,>60,8.76,20.3
1996,Europe,Eastern Europe,Belarus,5620,>= 5000 and <20000,68.3,>60,5.95,15.5
1996,Europe,Eastern Europe,Bulgaria,8630,>= 5000 and <20000,70.9,>60,6.82,19.3
1996,Europe,Eastern Europe,Czech Republic,20100,>= 20000 and <40000,73.8,>60,12.1,7.7
1996,Europe,Eastern Europe,Hungary,15300,>= 5000 and <20000,70.5,>60,6.01,11.9
1996,Europe,Eastern Europe,Poland,12000,>= 5000 and <20000,72.3,>60,9.24,13.3
1996,Europe,Eastern Europe,Romania,11000,>= 5000 and <20000,69.2,>60,5.5,26.6
1996,Europe,Eastern Europe,Ukraine,4590,<5000,66.8,>60,8.15,20.3
1997,Europe,Eastern Europe,Belarus,6290,>= 5000 and <20000,68.2,>60,5.91,15.1
1997,Europe,Eastern Europe,Bulgaria,8580,>= 5000 and <20000,70.6,>60,6.29,19.4
1997,Europe,Eastern Europe,Czech Republic,19900,>= 5000 and <20000,74.1,>60,12.3,7
1997,Europe,Eastern Europe,Hungary,15800,>= 5000 and <20000,70.8,>60,5.91,11.5
1997,Europe,Eastern Europe,Poland,12700,>= 5000 and <20000,72.6,>60,9.07,11.9
1997,Europe,Eastern Europe,Romania,10500,>= 5000 and <20000,69.4,>60,4.98,25.6
1997,Europe,Eastern Europe,Ukraine,4500,<5000,67.4,>60,6.8,20.1
1998,Europe,Eastern Europe,Belarus,6850,>= 5000 and <20000,68.2,>60,5.79,14.5
1998,Europe,Eastern Europe,Bulgaria,8940,>= 5000 and <20000,71.1,>60,6.02,19
1998,Europe,Eastern Europe,Czech Republic,19900,>= 5000 and <20000,74.4,>60,11.9,6.3
1998,Europe,Eastern Europe,Hungary,16500,>= 5000 and <20000,71.1,>60,5.76,11.1
1998,Europe,Eastern Europe,Poland,13300,>= 5000 and <20000,73,>60,8.44,10.8
1998,Europe,Eastern Europe,Romania,10300,>= 5000 and <20000,70.1,>60,4.45,24.5
1998,Europe,Eastern Europe,Ukraine,4450,<5000,68.1,>60,6.61,19.7
1999,Europe,Eastern Europe,Belarus,7120,>= 5000 and <20000,68.1,>60,5.62,13.7
1999,Europe,Eastern Europe,Bulgaria,8490,>= 5000 and <20000,71.5,>60,5.45,18.3
1999,Europe,Eastern Europe,Czech Republic,20200,>= 20000 and <40000,74.7,>60,10.9,5.8
1999,Europe,Eastern Europe,Hungary,17100,>= 5000 and <20000,71.5,>60,5.74,10.7
1999,Europe,Eastern Europe,Poland,13900,>= 5000 and <20000,73.1,>60,8.19,9.9
1999,Europe,Eastern Europe,Romania,10300,>= 5000 and <20000,70.9,>60,4.03,23.2
1999,Europe,Eastern Europe,Ukraine,4490,<5000,67.8,>60,6.75,19.1
2000,Europe,Eastern Europe,Belarus,7560,>= 5000 and <20000,68.5,>60,5.41,12.8
2000,Europe,Eastern Europe,Bulgaria,8960,>= 5000 and <20000,71.8,>60,5.44,17.5
2000,Europe,Eastern Europe,Czech Republic,21100,>= 20000 and <40000,75,>60,12,5.5
2000,Europe,Eastern Europe,Hungary,17900,>= 5000 and <20000,71.8,>60,5.46,10.1
2000,Europe,Eastern Europe,Poland,14700,>= 5000 and <20000,73.8,>60,7.76,9.3
2000,Europe,Eastern Europe,Romania,10500,>= 5000 and <20000,71.2,>60,4.1,22
2000,Europe,Eastern Europe,Ukraine,4800,<5000,67.4,>60,6.57,18.3
2001,Europe,Eastern Europe,Belarus,7960,>= 5000 and <20000,68.3,>60,5.34,11.8
2001,Europe,Eastern Europe,Bulgaria,9530,>= 5000 and <20000,72,>60,5.86,16.7
2001,Europe,Eastern Europe,Czech Republic,21900,>= 20000 and <40000,75.2,>60,12,5.2
2001,Europe,Eastern Europe,Hungary,18600,>= 5000 and <20000,72.2,>60,5.59,9.6
2001,Europe,Eastern Europe,Poland,14900,>= 5000 and <20000,74.2,>60,7.82,8.8
2001,Europe,Eastern Europe,Romania,11300,>= 5000 and <20000,71.1,>60,4.4,21
2001,Europe,Eastern Europe,Ukraine,5290,>= 5000 and <20000,67.7,>60,6.65,17.5
2002,Europe,Eastern Europe,Belarus,8420,>= 5000 and <20000,68.1,>60,5.34,10.9
2002,Europe,Eastern Europe,Bulgaria,10300,>= 5000 and <20000,72.3,>60,5.67,16
2002,Europe,Eastern Europe,Czech Republic,22300,>= 20000 and <40000,75.4,>60,11.7,5
2002,Europe,Eastern Europe,Hungary,19500,>= 5000 and <20000,72.5,>60,5.51,8.9
2002,Europe,Eastern Europe,Poland,15200,>= 5000 and <20000,74.6,>60,7.66,8.4
2002,Europe,Eastern Europe,Romania,12100,>= 5000 and <20000,71.3,>60,4.45,20.5
2002,Europe,Eastern Europe,Ukraine,5620,>= 5000 and <20000,67.8,>60,6.64,16.7
2003,Europe,Eastern Europe,Belarus,9070,>= 5000 and <20000,68.5,>60,5.5,10
2003,Europe,Eastern Europe,Bulgaria,10900,>= 5000 and <20000,72.5,>60,6.06,15.1
2003,Europe,Eastern Europe,Czech Republic,23100,>= 20000 and <40000,75.6,>60,11.9,4.8
2003,Europe,Eastern Europe,Hungary,20300,>= 20000 and <40000,72.7,>60,5.82,8.4
2003,Europe,Eastern Europe,Poland,15800,>= 5000 and <20000,74.9,>60,7.86,8.1
2003,Europe,Eastern Europe,Romania,12800,>= 5000 and <20000,71.6,>60,4.65,20.1
2003,Europe,Eastern Europe,Ukraine,6200,>= 5000 and <20000,67.8,>60,7.41,15.9
2004,Europe,Eastern Europe,Belarus,10200,>= 5000 and <20000,68.7,>60,6.01,9.3
2004,Europe,Eastern Europe,Bulgaria,11700,>= 5000 and <20000,72.6,>60,6.04,14.2
2004,Europe,Eastern Europe,Czech Republic,24200,>= 20000 and <40000,75.9,>60,11.4,4.6
2004,Europe,Eastern Europe,Hungary,21300,>= 20000 and <40000,72.9,>60,5.68,7.9
2004,Europe,Eastern Europe,Poland,16600,>= 5000 and <20000,75,>60,7.93,7.8
2004,Europe,Eastern Europe,Romania,14000,>= 5000 and <20000,72.1,>60,4.49,19.3
2004,Europe,Eastern Europe,Ukraine,7000,>= 5000 and <20000,67.6,>60,7.27,15.1
2005,Europe,Eastern Europe,Belarus,11200,>= 5000 and <20000,68.9,>60,6.15,8.5
2005,Europe,Eastern Europe,Bulgaria,12700,>= 5000 and <20000,72.7,>60,6.24,13.3
2005,Europe,Eastern Europe,Czech Republic,25700,>= 20000 and <40000,76.2,>60,11.7,4.4
2005,Europe,Eastern Europe,Hungary,22300,>= 20000 and <40000,73.1,>60,5.75,7.6
2005,Europe,Eastern Europe,Poland,17200,>= 5000 and <20000,75.2,>60,7.89,7.5
2005,Europe,Eastern Europe,Romania,14700,>= 5000 and <20000,72.4,>60,4.5,17.9
2005,Europe,Eastern Europe,Ukraine,7250,>= 5000 and <20000,67.3,>60,7.12,14.5
2006,Europe,Eastern Europe,Belarus,12400,>= 5000 and <20000,69.4,>60,6.48,7.8
2006,Europe,Eastern Europe,Bulgaria,13600,>= 5000 and <20000,72.8,>60,6.43,12.5
2006,Europe,Eastern Europe,Czech Republic,27400,>= 20000 and <40000,76.5,>60,11.9,4.1
2006,Europe,Eastern Europe,Hungary,23200,>= 20000 and <40000,73.3,>60,5.71,7.2
2006,Europe,Eastern Europe,Poland,18300,>= 5000 and <20000,75.3,>60,8.32,7.3
2006,Europe,Eastern Europe,Romania,15900,>= 5000 and <20000,72.8,>60,4.86,16.2
2006,Europe,Eastern Europe,Ukraine,7830,>= 5000 and <20000,67.9,>60,7,14
2007,Europe,Eastern Europe,Belarus,13500,>= 5000 and <20000,69.9,>60,6.35,7.2
2007,Europe,Eastern Europe,Bulgaria,14800,>= 5000 and <20000,73.1,>60,6.91,11.8
2007,Europe,Eastern Europe,Czech Republic,28800,>= 20000 and <40000,76.8,>60,11.9,3.9
2007,Europe,Eastern Europe,Hungary,23300,>= 20000 and <40000,73.6,>60,5.59,6.8
2007,Europe,Eastern Europe,Poland,19600,>= 5000 and <20000,75.4,>60,8.2,7
2007,Europe,Eastern Europe,Romania,17300,>= 5000 and <20000,73.2,>60,4.86,14.5
2007,Europe,Eastern Europe,Ukraine,8500,>= 5000 and <20000,67.7,>60,6.93,13.4
2008,Europe,Eastern Europe,Belarus,15000,>= 5000 and <20000,70.2,>60,6.64,6.6
2008,Europe,Eastern Europe,Bulgaria,15700,>= 5000 and <20000,73.3,>60,6.76,11.4
2008,Europe,Eastern Europe,Czech Republic,29300,>= 20000 and <40000,77.1,>60,11.2,3.7
2008,Europe,Eastern Europe,Hungary,23600,>= 20000 and <40000,73.9,>60,5.49,6.5
2008,Europe,Eastern Europe,Poland,20400,>= 20000 and <40000,75.6,>60,8.22,6.7
2008,Europe,Eastern Europe,Romania,19100,>= 5000 and <20000,73.2,>60,4.63,13.1
2008,Europe,Eastern Europe,Ukraine,8740,>= 5000 and <20000,68,>60,6.73,12.9
2009,Europe,Eastern Europe,Belarus,15000,>= 5000 and <20000,70.3,>60,6.45,6
2009,Europe,Eastern Europe,Bulgaria,15200,>= 5000 and <20000,73.6,>60,5.72,11.1
2009,Europe,Eastern Europe,Czech Republic,27700,>= 20000 and <40000,77.2,>60,10.3,3.5
2009,Europe,Eastern Europe,Hungary,22100,>= 20000 and <40000,74.2,>60,4.87,6.2
2009,Europe,Eastern Europe,Poland,21000,>= 20000 and <40000,75.8,>60,7.77,6.3
2009,Europe,Eastern Europe,Romania,17900,>= 5000 and <20000,73.3,>60,3.96,12.1
