Name,Platform,Release Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0,0,0.04,0,0.04
Tennis Masters Series 2003,XB,2002,Sports,Other,0.03,0.01,0,0,0.04
Mat Hoffman's Pro BMX 2,GC,2002,Sports,Activision,0.03,0.01,0,0,0.04
Dragon's Lair 3D: Return to the Lair,GC,2002,Platform,THQ,0.03,0.01,0,0,0.04
Mike Tyson Boxing,GBA,2002,Sports,Ubisoft,0.03,0.01,0,0,0.04
Tiger Woods PGA Tour Golf,GBA,2002,Sports,Ubisoft,0.03,0.01,0,0,0.04
Klonoa Heroes: Densetsu no Star Medal,GBA,2002,Role-Playing,Namco Bandai,0,0,0.04,0,0.04
Colin McRae Rally 3,XB,2002,Racing,Other,0.03,0.01,0,0,0.04
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,2002,Sports,Other,0,0,0.04,0,0.04
The Ripping Friends,GBA,2002,Action,THQ,0.03,0.01,0,0,0.04
Doom II: Hell on Earth,GBA,2002,Shooter,Activision,0.03,0.01,0,0,0.04
Evolution Skateboarding,GC,2002,Sports,Other,0.03,0.01,0,0,0.04
Jikkyou World Soccer 2002,PS2,2002,Sports,Other,0,0,0.04,0,0.04
The Sum of All Fears,GBA,2002,Shooter,Ubisoft,0.03,0.01,0,0,0.04
Minority Report: Everybody Runs,GBA,2002,Action,Activision,0.03,0.01,0,0,0.04
Smashing Drive,XB,2002,Racing,Namco Bandai,0.03,0.01,0,0,0.04
Monster Force,GBA,2002,Shooter,Other,0.03,0.01,0,0,0.04
Praetorians,PC,2003,Strategy,Other,0,0.04,0,0,0.04
Justice League: Chronicles,GBA,2003,Platform,Other,0.03,0.01,0,0,0.04
Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,Other,0.03,0.01,0,0,0.04
SX Superstar,XB,2003,Racing,Other,0.03,0.01,0,0,0.04
Bloody Roar Extreme,XB,2003,Fighting,Other,0.03,0.01,0,0,0.04
MLB SlugFest 20-04,GC,2003,Sports,Other,0.03,0.01,0,0,0.04
Superman: Countdown to Apokolips,GBA,2003,Platform,Atari,0.03,0.01,0,0,0.04
Kikou Heidan J-Phoenix 2,PS2,2003,Action,Other,0,0,0.04,0,0.04
Mission: Impossible - Operation Surma,GBA,2003,Platform,Atari,0.03,0.01,0,0,0.04
Stuntman,GBA,2003,Racing,Atari,0.03,0.01,0,0,0.04
Pro Race Driver,XB,2003,Racing,Other,0.03,0.01,0,0,0.04
Garfield: The Search for Pooky,GBA,2003,Platform,Other,0.03,0.01,0,0,0.04
World Championship Pool 2004,XB,2003,Sports,Other,0.03,0.01,0,0,0.04
Stadium Games,GBA,2003,Sports,Other,0.03,0.01,0,0,0.04
RLH: Run Like Hell,XB,2003,Shooter,Other,0.03,0.01,0,0,0.04
Sega Arcade Gallery,GBA,2003,Misc,THQ,0.03,0.01,0,0,0.04
Black Stone: Magic & Steel,XB,2003,Role-Playing,THQ,0.03,0.01,0,0,0.04
Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,Other,0.03,0.01,0,0,0.04
Crushed Baseball,GBA,2004,Sports,Other,0.03,0.01,0,0,0.04
TOCA Race Driver 2,XB,2004,Racing,Other,0.03,0.01,0,0,0.04
Conflict: Desert Storm II - Back to Bagdhad,GC,2004,Shooter,Other,0.03,0.01,0,0,0.04
King Arthur,GC,2004,Action,Other,0.03,0.01,0,0,0.04
Advance Guardian Heroes,GBA,2004,Role-Playing,Ubisoft,0.03,0.01,0,0,0.04
Strike Force Bowling,XB,2004,Sports,Other,0.03,0.01,0,0,0.04
Scaler,XB,2004,Platform,Other,0.03,0.01,0,0,0.04
Puyo Pop Fever,PSP,2004,Puzzle,Other,0,0,0.04,0,0.04
Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.03,0.01,0,0,0.04
Star Trek: Shattered Universe,XB,2004,Simulation,Other,0.03,0.01,0,0,0.04
Catwoman,GBA,2004,Action,Electronic Arts,0.03,0.01,0,0,0.04
Famicom Mini: Clu Clu Land,GBA,2004,Puzzle,Nintendo,0,0,0.04,0,0.04
Pure Pinball,XB,2004,Misc,Other,0.03,0.01,0,0,0.04
Dragon Ball: Advanced Adventure,GBA,2004,Action,Namco Bandai,0.03,0.01,0,0,0.04
Scaler,GC,2004,Platform,Take-Two Interactive,0.03,0.01,0,0,0.04
Obscure,XB,2004,Adventure,Other,0.03,0.01,0,0,0.04
Mahjong Taikai,DS,2004,Misc,Other,0,0,0.04,0,0.04
Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,2005,Role-Playing,Other,0,0,0.04,0,0.04
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005,Misc,Other,0,0,0.04,0,0.04
Millipede / Super Breakout / Lunar Lander,GBA,2005,Misc,Other,0.03,0.01,0,0,0.04
Operation Flashpoint: Elite,XB,2005,Shooter,Other,0.03,0.01,0,0,0.04
Trollz: Hair Affair!,GBA,2005,Misc,Ubisoft,0.03,0.01,0,0,0.04
D.C.F.S.: Da Capo Four Seasons,PS2,2005,Adventure,Other,0,0,0.04,0,0.04
Chicken Shoot,GBA,2005,Action,Other,0.03,0.01,0,0,0.04
Outlaw Tennis,XB,2005,Sports,Other,0.03,0.01,0,0,0.04
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Misc,Sega,0,0,0.04,0,0.04
Metal Slug 4 & 5,XB,2005,Shooter,Other,0.03,0.01,0,0,0.04
WTF: Work Time Fun,PSP,2005,Puzzle,Sony Computer Entertainment,0.04,0,0,0,0.04
Imperial Glory,PC,2005,Strategy,Other,0,0.04,0,0,0.04
Capcom Fighting Evolution,XB,2005,Fighting,Capcom,0.03,0.01,0,0,0.04
Shattered Union,XB,2005,Strategy,Take-Two Interactive,0.03,0.01,0,0,0.04
Worms 4: Mayhem,XB,2005,Strategy,Other,0.03,0.01,0,0,0.04
Super Black Bass Fishing,DS,2005,Sports,Other,0.04,0,0,0,0.04
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005,Misc,Namco Bandai,0,0,0.04,0,0.04
Zatch Bell! Mamodo Fury,GC,2005,Fighting,Namco Bandai,0.03,0.01,0,0,0.04
Super Army War,GBA,2005,Action,Other,0.03,0.01,0,0,0.04
Big Mutha Truckers,GBA,2005,Racing,Other,0.03,0.01,0,0,0.04
Gumby vs. the Astrobots,GBA,2005,Action,Namco Bandai,0.03,0.01,0,0,0.04
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005,Action,Other,0.03,0.01,0,0,0.04
Beatdown: Fists of Vengeance,XB,2005,Action,Capcom,0.03,0.01,0,0,0.04
Danny Phantom: Urban Jungle,DS,2006,Action,THQ,0.04,0,0,0,0.04
Rapala Trophies,PSP,2006,Sports,Activision,0.04,0,0,0,0.04
FIFA Street 2,DS,2006,Sports,Electronic Arts,0.04,0,0,0,0.04
FlatOut 2,XB,2006,Racing,Other,0.03,0.01,0,0,0.04
Resident Evil Director's Cut,PS3,2006,Action,Capcom,0,0,0.04,0,0.04
Doko Demo Issho: Let's Gakkou!,PSP,2006,Misc,Sony Computer Entertainment,0,0,0.04,0,0.04
Top Gun,DS,2006,Simulation,Other,0.04,0,0,0,0.04
WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,0,0,0,0.04
San-X Land: Theme Park de Asobou!,DS,2006,Action,Other,0,0,0.04,0,0.04
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006,Adventure,Other,0,0,0.04,0,0.04
Saint Seiya: The Hades,PS2,2006,Fighting,Namco Bandai,0,0,0.04,0,0.04
Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,Other,0.02,0,0.02,0,0.04
Barnyard,Wii,2006,Action,THQ,0.04,0,0,0,0.04
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,2006,Adventure,Other,0,0,0.04,0,0.04
NASCAR 07,XB,2006,Racing,Electronic Arts,0.03,0.01,0,0,0.04
Torino 2006,XB,2006,Sports,Take-Two Interactive,0.03,0.01,0,0,0.04
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo,0,0,0.04,0,0.04
World Poker Tour,PSP,2006,Misc,Take-Two Interactive,0.04,0,0,0,0.04
Pac-Man World Rally,PSP,2006,Racing,Namco Bandai,0.04,0,0,0,0.04
Lionel Trains: On Track,DS,2006,Action,Other,0.04,0,0,0,0.04
Atelier Iris 3: Grand Phantasm (JP Sales),PS2,2006,Role-Playing,Other,0,0,0.04,0,0.04
Clannad,PS2,2006,Adventure,Other,0,0,0.04,0,0.04
Akko ni Omakase! Brain Shock,DS,2006,Misc,Other,0,0,0.04,0,0.04
The Da Vinci Code,XB,2006,Action,Take-Two Interactive,0.03,0.01,0,0,0.04
Bomberman: Act Zero,X360,2006,Puzzle,Other,0.04,0,0,0,0.04
Dreamfall: The Longest Journey,XB,2006,Adventure,Other,0.03,0.01,0,0,0.04
The Adventures of Darwin,PS2,2006,Strategy,Other,0.01,0,0.03,0,0.04
Shonen Jump's One Piece: Grand Adventure,GC,2006,Fighting,Namco Bandai,0.03,0.01,0,0,0.04
Quiz Mobile Gundam: Toi Senshi DX,PSP,2006,Puzzle,Namco Bandai,0,0,0.04,0,0.04
Dynasty Warriors Vol. 2 (JP sales),PSP,2006,Action,Other,0,0,0.04,0,0.04
Minna no Chizu,PSP,2006,Misc,Other,0,0,0.04,0,0.04
Jikkyou Powerful Major League,GC,2006,Sports,Other,0,0,0.04,0,0.04
Tenshou Gakuen Gekkouroku,PS2,2006,Adventure,Other,0,0,0.04,0,0.04
Magical Starsign (JP sales),DS,2006,Role-Playing,Nintendo,0,0,0.04,0,0.04
Chaos Wars,PS2,2006,Strategy,Other,0,0,0.04,0,0.04
Formula 1 06,PS2,2006,Racing,Sony Computer Entertainment,0,0,0.04,0,0.04
Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006,Sports,Sega,0,0,0.04,0,0.04
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006,Adventure,Other,0,0,0.04,0,0.04
Monster Kingdom: Jewel Summoner,PSP,2006,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,0.04
The Ant Bully,GBA,2006,Platform,Other,0.03,0.01,0,0,0.04
Harukanaru Toki no Naka de: Maihitoyo,PS2,2006,Adventure,Other,0,0,0.04,0,0.04
Painkiller: Hell Wars,XB,2006,Shooter,Other,0.03,0.01,0,0,0.04
Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2007,Role-Playing,Other,0,0,0.04,0,0.04
Guilty Gear XX Accent Core,PS2,2007,Fighting,Other,0,0,0.04,0,0.04
Yes! PreCure 5,DS,2007,Action,Namco Bandai,0,0,0.04,0,0.04
Bionicle Heroes,Wii,2007,Shooter,Other,0.04,0,0,0,0.04
Front Mission,DS,2007,Strategy,Other,0.01,0,0.03,0,0.04
Heatseeker,PSP,2007,Action,Other,0.04,0,0,0,0.04
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007,Misc,Other,0,0,0.04,0,0.04
Dead Head Fred,PSP,2007,Action,Other,0.04,0,0,0,0.04
Disney's Meet the Robinsons,GC,2007,Action,Other,0.03,0.01,0,0,0.04
Monster Trux Arenas: Special Edition,Wii,2007,Racing,Other,0.04,0,0,0,0.04
Castle of Shikigami III,Wii,2007,Shooter,Other,0.04,0,0,0,0.04
The Monkey King: The Legend Begins,Wii,2007,Shooter,Other,0.04,0,0,0,0.04
Platinum Sudoku,DS,2007,Puzzle,Ubisoft,0.03,0.01,0,0,0.04
Pocket Pool,PSP,2007,Action,Other,0.04,0,0,0,0.04
Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Role-Playing,Other,0,0,0.04,0,0.04
Watashi no Relaxuma,DS,2007,Simulation,Other,0,0,0.04,0,0.04
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Other,0,0,0.04,0,0.04
Banushi Life Game: Winner's Circle,DS,2007,Sports,Other,0,0,0.04,0,0.04
PopCap Arcade Vol 1,X360,2007,Puzzle,Other,0.04,0,0,0,0.04
Samurai Warriors 2: Empires,X360,2007,Action,Other,0.03,0,0.01,0,0.04
Imabikisou,PS3,2007,Adventure,Sega,0,0,0.04,0,0.04
King of Fighters: Maximum Impact Regulation A,PS2,2007,Fighting,Other,0,0,0.04,0,0.04
Who Wants to be a Millionaire: 1st Edition,DS,2007,Misc,Ubisoft,0,0.04,0,0,0.04
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,2007,Misc,Namco Bandai,0,0,0.04,0,0.04
Draglade (JP sales),DS,2007,Fighting,Other,0,0,0.04,0,0.04
Holly Hobbie & Friends,DS,2007,Misc,Other,0.04,0,0,0,0.04
R-Type Command (correct US sales),PSP,2007,Strategy,Other,0.04,0,0,0,0.04
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007,Adventure,Other,0,0,0.04,0,0.04
Enchanted Arms (JP sales),PS3,2007,Role-Playing,Ubisoft,0,0,0.04,0,0.04
Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007,Misc,Sega,0,0,0.04,0,0.04
Super Robot Taisen: Scramble Commander the 2nd,PS2,2007,Strategy,Other,0,0,0.04,0,0.04
National Geographic Panda (US sales),DS,2008,Simulation,Ubisoft,0.04,0,0,0,0.04
Phoenix Wright: Revived Turnabout,DS,2008,Misc,Capcom,0,0,0.04,0,0.04
The Tale of Despereaux,Wii,2008,Platform,Other,0.04,0,0,0,0.04
Backyard Baseball '09,Wii,2008,Sports,Atari,0.04,0,0,0,0.04
Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008,Misc,Nintendo,0,0,0.04,0,0.04
Candace Kane's Candy Factory,DS,2008,Action,Other,0.04,0,0,0,0.04
Hanayori Danshi: Koi Seyo Onago,DS,2008,Adventure,Other,0,0,0.04,0,0.04
Naruto Shippuden: Dairansen! Kage Bunshin Emaki,DS,2008,Action,Other,0,0,0.04,0,0.04
Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,2008,Adventure,Other,0,0,0.04,0,0.04
Kanuchi: Shiroki Tsubasa no Shou,PS2,2008,Adventure,Other,0,0,0.04,0,0.04
Katekyoo Hitman Reborn! Battle Arena,PSP,2008,Fighting,Other,0,0,0.04,0,0.04
SPRay,Wii,2008,Action,Other,0.04,0,0,0,0.04
Battle Rage,Wii,2008,Shooter,Other,0.04,0,0,0,0.04
Igor: The Game,DS,2008,Adventure,Other,0.04,0,0,0,0.04
Myth Makers: Trixie in Toyland,Wii,2008,Platform,Other,0.04,0,0,0,0.04
Mazes of Fate DS,DS,2008,Role-Playing,Other,0.04,0,0,0,0.04
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008,Misc,Namco Bandai,0,0,0.04,0,0.04
Hellboy: The Science of Evil,PSP,2008,Action,Other,0.04,0,0,0,0.04
Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Other,0.04,0,0,0,0.04
System 3 presents Ferrari Challenge Trofeo Pirelli,DS,2008,Racing,Other,0.03,0.01,0,0,0.04
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008,Simulation,Other,0,0,0.04,0,0.04
12Riven: The Psi-Climinal of Integral,PS2,2008,Adventure,Other,0,0,0.04,0,0.04
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008,Shooter,Sega,0,0,0.04,0,0.04
Motto TOEIC Test DS Training,DS,2008,Misc,Other,0,0,0.04,0,0.04
99 no Namida,DS,2008,Adventure,Namco Bandai,0,0,0.04,0,0.04
Clannad,PSP,2008,Adventure,Other,0,0,0.04,0,0.04
Ookami to Koushinryou: Boku to Horo no Ichinen,DS,2008,Adventure,Other,0,0,0.04,0,0.04
Twin Strike: Operation Thunder,Wii,2008,Shooter,Other,0.04,0,0,0,0.04
Memories Off 6: T-Wave,PS2,2008,Adventure,Other,0,0,0.04,0,0.04
Story Hour: Fairy Tales,Wii,2008,Adventure,Other,0.04,0,0,0,0.04
Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008,Adventure,Sony Computer Entertainment,0,0,0.04,0,0.04
Pia Carrot e Youkoso!! 2.5,DC,2008,Adventure,Other,0,0,0.04,0,0.04
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008,Misc,Other,0,0,0.04,0,0.04
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",DS,2008,Misc,Other,0,0,0.04,0,0.04
"My World, My Way (US sales)",DS,2008,Role-Playing,Other,0.04,0,0,0,0.04
The King of Fighters 2002: Unlimited Match,PS2,2009,Fighting,Other,0,0,0.04,0,0.04
Tomoyo After: It's a Wonderful Life CS Edition,PSP,2009,Adventure,Other,0,0,0.04,0,0.04
Growlanser,PSP,2009,Role-Playing,Other,0,0,0.04,0,0.04
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009,Action,Namco Bandai,0,0,0.04,0,0.04
Coraline,DS,2009,Action,Other,0.04,0,0,0,0.04
M&M's Beach Party,Wii,2009,Misc,Other,0.04,0,0,0,0.04
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009,Misc,Nintendo,0,0,0.04,0,0.04
428: Fuusa Sareta Shibuya de,PSP,2009,Adventure,Other,0,0,0.04,0,0.04
Starry ? Sky: After Spring,PSP,2009,Misc,Other,0,0,0.04,0,0.04
Summer Athletics 2009,X360,2009,Sports,Other,0,0.04,0,0,0.04
Naruto Shippuuden: Shinobi Retsuden III,DS,2009,Action,Other,0,0,0.04,0,0.04
Free Running,Wii,2009,Sports,Other,0.02,0.02,0,0,0.04
Challenge Me: Maths Workout,DS,2009,Puzzle,Other,0.04,0,0,0,0.04
BeatMania IIDX 16: Empress + Premium Best,PS2,2009,Simulation,Other,0,0,0.04,0,0.04
Emergency Room: Real Life Rescues,DS,2009,Simulation,Other,0.04,0,0,0,0.04
Fashion Week Jr. Designer,DS,2009,Simulation,Other,0.04,0,0,0,0.04
Way of the Samurai 2 Portable,PSP,2009,Action,Other,0,0,0.04,0,0.04
Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009,Puzzle,Namco Bandai,0,0,0.04,0,0.04
Chicken Blaster,DS,2009,Shooter,Other,0.04,0,0,0,0.04
Ookami Kakushi,PSP,2009,Action,Other,0,0,0.04,0,0.04
Saru! Get You! Pipo Saru Senki,PSP,2009,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,0.04
Logic Machines,DS,2009,Puzzle,Other,0.04,0,0,0,0.04
Super Robot Gakuen,DS,2009,Adventure,Namco Bandai,0,0,0.04,0,0.04
Jojo's Fashion Show: Design in a Dash!,DS,2009,Simulation,Ubisoft,0.04,0,0,0,0.04
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009,Fighting,Other,0,0,0.04,0,0.04
Astro Boy: The Video Game,PSP,2009,Action,Other,0.04,0,0,0,0.04
Sacred Blaze,PS2,2009,Strategy,Other,0,0,0.04,0,0.04
Rollin' Rascals,DS,2009,Puzzle,Other,0.04,0,0,0,0.04
Valhalla Knights 2: Battle Stance,PSP,2009,Role-Playing,Other,0,0,0.04,0,0.04
The Chase: Felix Meets Felicity,DS,2009,Action,Atari,0.04,0,0,0,0.04
Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai,0.02,0.02,0,0,0.04
A Ressha de Ikou DS,DS,2009,Simulation,Other,0,0,0.04,0,0.04
I'm A Celebrity: Get Me Out of Here!,DS,2009,Misc,Other,0,0.04,0,0,0.04
Glacier2,Wii,2009,Racing,Other,0.04,0,0,0,0.04
Taikou Risshiden V,PSP,2009,Strategy,Other,0,0,0.04,0,0.04
Chaos;Head Noah,X360,2009,Adventure,Other,0,0,0.04,0,0.04
Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009,Strategy,Other,0,0,0.04,0,0.04
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP,2009,Adventure,Other,0,0,0.04,0,0.04
Hakuouki: Zuisouroku,PS2,2009,Adventure,Other,0,0,0.04,0,0.04
Jikkyou Powerful Major League 2009,Wii,2009,Sports,Other,0,0,0.04,0,0.04
Kiniro no Corda 2 f,PSP,2009,Role-Playing,Other,0,0,0.04,0,0.04
Kuroshitsuji: Phantom & Ghost,DS,2009,Action,Other,0,0,0.04,0,0.04
Luminous Arc 3,DS,2009,Role-Playing,Other,0,0,0.04,0,0.04
Sushi Go-Round,DS,2010,Simulation,Other,0.04,0,0,0,0.04
Cheer We Go!,DS,2010,Misc,Other,0.04,0,0,0,0.04
World Championship Spelling,DS,2010,Misc,Other,0.04,0,0,0,0.04
Honda ATV Fever,Wii,2010,Racing,Other,0.04,0,0,0,0.04
B's-LOG Party♪,PSP,2010,Adventure,Other,0,0,0.04,0,0.04
Gormiti: The Lords of Nature!,Wii,2010,Adventure,Other,0.04,0,0,0,0.04
Casual Mania!,DS,2010,Puzzle,Other,0.04,0,0,0,0.04
The Kore Gang,Wii,2010,Platform,Other,0.04,0,0,0,0.04
Saki Portable,PSP,2010,Adventure,Other,0,0,0.04,0,0.04
Playmobil Top Agents,DS,2010,Action,Other,0,0.04,0,0,0.04
Attack of the Movies 3D,X360,2010,Shooter,Other,0.04,0,0,0,0.04
NatGeo Challenge! Wild Life,Wii,2010,Misc,Other,0.04,0,0,0,0.04
Little Busters! Converted Edition,PSP,2010,Adventure,Other,0,0,0.04,0,0.04
Shukufuku no Campanella Portable,PSP,2010,Adventure,Other,0,0,0.04,0,0.04
Paws & Claws: Regal Resort,DS,2010,Simulation,THQ,0.04,0,0,0,0.04
Battle Spirits: Digital Starter,DS,2010,Role-Playing,Namco Bandai,0,0,0.04,0,0.04
Winning Post World 2010,PS3,2010,Sports,Other,0,0,0.04,0,0.04
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010,Action,Namco Bandai,0,0,0.04,0,0.04
Harley-Davidson: Road Trip,Wii,2010,Racing,Other,0.04,0,0,0,0.04
City Builder,Wii,2010,Misc,Other,0.04,0,0,0,0.04
Who Wants to Be a Millionaire: 3rd Edition,DS,2010,Misc,Ubisoft,0.04,0,0,0,0.04
Deal or No Deal: Special Edition,DS,2010,Misc,Other,0.04,0,0,0,0.04
Zac to Ombra: Maboroshi no Yuuenchi,DS,2010,Adventure,Other,0,0,0.04,0,0.04
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,Namco Bandai,0,0,0.04,0,0.04
Gummy Bears Mini Golf,Wii,2010,Sports,Other,0.04,0,0,0,0.04
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010,Adventure,Other,0,0,0.04,0,0.04
Harukanaru Toki no Naka de 4: Aizouban,PSP,2010,Role-Playing,Other,0,0,0.04,0,0.04
Kevin Van Dam: Big Bass Challenge,Wii,2010,Sports,Other,0.04,0,0,0,0.04
The Treasures of Montezuma,DS,2010,Puzzle,Other,0.02,0.02,0,0,0.04
Heathcliff! Frantic Foto,DS,2010,Misc,Other,0.04,0,0,0,0.04
Da Capo I & II Plus Situation Portable,PSP,2010,Adventure,Other,0,0,0.04,0,0.04
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010,Misc,Other,0,0,0.04,0,0.04
Monster Hunter Frontier Online: Season 9.0,X360,2010,Role-Playing,Capcom,0,0,0.04,0,0.04
San Goku Shi DS 3,DS,2010,Strategy,Other,0,0,0.04,0,0.04
Trick x Logic: Season 2,PSP,2010,Adventure,Sony Computer Entertainment,0,0,0.04,0,0.04
Espgaluda II Black Label,X360,2010,Shooter,Other,0,0,0.04,0,0.04
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,2010,Role-Playing,Other,0,0,0.04,0,0.04
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010,Adventure,Other,0,0,0.04,0,0.04
Caesar III,PC,1998,Strategy,Other,0,0.03,0,0.01,0.04
Planescape: Torment,PC,1998,Role-Playing,Other,0.01,0.02,0,0.01,0.04
The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04
Rise of Nations,PC,2003,Strategy,Microsoft Game Studios,0.01,0.02,0,0.01,0.04
Grand Theft Auto: Vice City,PC,2003,Action,Take-Two Interactive,0,0.03,0,0.01,0.04
Halo: Combat Evolved,PC,2003,Shooter,Microsoft Game Studios,0.01,0.02,0,0.01,0.04
Railroad Tycoon 3,PC,2003,Strategy,Other,0,0.03,0,0.01,0.04
Star Wars Jedi Knight: Jedi Academy,PC,2003,Shooter,Activision,0,0.03,0,0.01,0.04
Port Royale 2,PC,2004,Strategy,Other,0,0.03,0,0.01,0.04
Richard Burns Rally,PC,2004,Racing,Other,0,0.03,0,0.01,0.04
Harry Potter and the Prisoner of Azkaban,PC,2004,Action,Electronic Arts,0,0.03,0,0.01,0.04
Breath of Fire III,PSP,2005,Role-Playing,Capcom,0,0.03,0,0.01,0.04
Guild Wars Trilogy,PC,2005,Role-Playing,Other,0,0.03,0,0.01,0.04
WRC: FIA World Rally Championship,PSP,2005,Racing,Sony Computer Entertainment,0.02,0.01,0,0.01,0.04
The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04
Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0,0.03,0,0.01,0.04
Scarface: The World is Yours,PC,2006,Action,Other,0.01,0.02,0,0.01,0.04
Caesar IV,PC,2006,Strategy,Other,0,0.03,0,0.01,0.04
DarkStar One,PC,2006,Simulation,Ubisoft,0,0.03,0,0.01,0.04
Hitman: Blood Money,PC,2006,Action,Other,0,0.03,0,0.01,0.04
Empire Earth III,PC,2007,Strategy,Other,0,0.03,0,0.01,0.04
Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.01,0.02,0,0.01,0.04
Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,0,0.03,0,0.01,0.04
World in Conflict,PC,2007,Strategy,Other,0,0.03,0,0.01,0.04
Tomb Raider: Anniversary,PC,2007,Action,Other,0,0.03,0,0.01,0.04
Gothic Universe,PC,2007,Role-Playing,Other,0,0.03,0,0.01,0.04
Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0,0.01,0.04
Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,Other,0,0.03,0,0.01,0.04
World of Goo,PC,2008,Puzzle,Other,0,0.03,0,0.01,0.04
S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Other,0,0.03,0,0.01,0.04
Hotel Giant 2,PC,2008,Strategy,Other,0,0.03,0,0.01,0.04
Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0,0.03,0,0.01,0.04
Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0,0.03,0,0.01,0.04
Farm Frenzy 3,PC,2009,Strategy,Other,0,0.03,0,0.01,0.04
Fritz Chess,PS3,2009,Strategy,Other,0,0.03,0,0.01,0.04
SuperCar Challenge,PS3,2009,Racing,Other,0,0.03,0,0.01,0.04
Blood Bowl,PC,2009,Sports,Other,0.01,0.02,0,0.01,0.04
Saints Row 2,PC,2009,Action,THQ,0,0.03,0,0.01,0.04
