id,Created date (UTC),Amount,Amount Refunded,Currency,Captured,Converted Amount,Converted Amount Refunded,Converted Currency,Description,Fee,Status,Seller Message,Card ID,Customer ID,Invoice ID,Transfer,price_id (metadata),product_id (metadata)
ch_3O5ArfAKv6LsYLX23UosUAjD,10/25/2023 17:28,240.32,0,eur,FALSE,240.32,0,eur,,0,Failed,The bank returned the decline code `transaction_not_allowed`.,pm_1O5AreAKv6LsYLX2I4erjrhb,cus_OswZiFlktO3aSM,,,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O5Ak9AKv6LsYLX20chij0wA,10/25/2023 17:21,249,0,usd,FALSE,249,0,usd,,0,Failed,The bank returned the decline code `transaction_not_allowed`.,pm_1O5Ak8AKv6LsYLX2hCoPHzFb,cus_OswZiFlktO3aSM,,,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O59h7AKv6LsYLX22DH8eKsK,10/25/2023 16:12,14,10,usd,TRUE,10,10,usd,Subscription creation,0.59,Refunded,Payment complete.,pm_1O59h5AKv6LsYLX2CiCjrcbz,cus_OrVGsnXofprIm0,in_1O59h6AKv6LsYLX2yHQtbdVN,po_1O5JmfAKv6LsYLX2jAQmSeGX,,
ch_3O57yRAKv6LsYLX21N7gPiYo,10/25/2023 14:22,240.32,0,eur,FALSE,240.32,0,eur,,0,Failed,The bank returned the decline code `do_not_honor`.,pm_1O57yQAKv6LsYLX2fdGg44JF,cus_Ostk8M1cNBaiW8,,,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O57rcAKv6LsYLX20L8nGEOm,10/25/2023 14:15,14,0,usd,TRUE,10,0,usd,Subscription creation,0.59,Paid,Payment complete.,pm_1O57rbAKv6LsYLX2XcmP1ESY,cus_OsteTUZQtTZpUi,in_1O57rbAKv6LsYLX2xWjKUEvK,po_1O5JmfAKv6LsYLX2jAQmSeGX,,
ch_3O57JMAKv6LsYLX23kg7bHFY,10/25/2023 13:39,31,0,usd,TRUE,31,0,usd,,1.2,Paid,Payment complete.,pm_1O57JMAKv6LsYLX2IqKPQEDA,cus_OoPya3HjYzLahk,in_1O57JPAKv6LsYLX2oHShhx7o,po_1O5JmfAKv6LsYLX2jAQmSeGX,3c44d36a-0b56-404d-8876-00c8293b8fac,8c46a7cc-09e5-40d8-9584-33c0184298c6
ch_3O56tkAKv6LsYLX22X0wac0j,10/25/2023 13:13,209.66,0,gbp,TRUE,246.51,0,usd,,11.15,Paid,Payment complete.,pm_1O56tjAKv6LsYLX2dSZuhy45,cus_OssdFOLxTILx5U,in_1O56tmAKv6LsYLX2dirQeVGP,po_1O5JmfAKv6LsYLX2jAQmSeGX,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O56hTAKv6LsYLX20fI0BjTm,10/25/2023 13:00,31,0,usd,TRUE,31,0,usd,,1.2,Paid,Payment complete.,pm_1O56hSAKv6LsYLX2AL3o3VvT,cus_OsVQAUOZfiXHjl,in_1O56hWAKv6LsYLX2ixKPwgrj,po_1O5JmfAKv6LsYLX2jAQmSeGX,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3O56VWAKv6LsYLX22lvQ9h8z,10/25/2023 12:48,14,0,usd,TRUE,10,0,usd,Subscription creation,0.59,Paid,Payment complete.,pm_1O56VVAKv6LsYLX2aNo2vy3q,cus_OssFWPMkP59D2x,in_1O56VWAKv6LsYLX2T79xG0C5,po_1O5JmfAKv6LsYLX2jAQmSeGX,,
ch_3O53ktAKv6LsYLX22aijJuEP,10/25/2023 9:52,143.52,143.52,eur,TRUE,147.52,148.59,usd,,6.79,Refunded,Payment complete.,pm_1O53ksAKv6LsYLX2eujphBXE,cus_OspOH9FJKKbp6E,in_1O53kwAKv6LsYLX2Ov495MkP,po_1O5JmfAKv6LsYLX2jAQmSeGX,3abfb28f-bb3c-4a2c-8c39-5c61aac810d5,201283c3-5723-4e02-9d18-d9ff952d0d07
ch_3O50DMAKv6LsYLX23dpOyeBk,10/25/2023 6:06,149,0,usd,TRUE,149,0,usd,,4.62,Paid,Payment complete.,pm_1O50EwAKv6LsYLX26aPaQmiP,cus_Oslh87uPeRN2z8,in_1O50EzAKv6LsYLX2VRWmW2GQ,po_1O5JmfAKv6LsYLX2jAQmSeGX,3abfb28f-bb3c-4a2c-8c39-5c61aac810d5,201283c3-5723-4e02-9d18-d9ff952d0d07
ch_3O50DMAKv6LsYLX23Dckw3D2,10/25/2023 6:06,149,0,usd,FALSE,149,0,usd,,0,Failed,The bank returned the decline code `insufficient_funds`.,pm_1O50EMAKv6LsYLX2yjdoDOEu,cus_Oslh87uPeRN2z8,,,3abfb28f-bb3c-4a2c-8c39-5c61aac810d5,201283c3-5723-4e02-9d18-d9ff952d0d07
ch_3O50DMAKv6LsYLX23r8lfm4U,10/25/2023 6:05,149,0,usd,FALSE,149,0,usd,,0,Failed,The bank did not return any further details with this decline.,pm_1O50DMAKv6LsYLX2Im8ZhcqU,cus_Oslh87uPeRN2z8,,,3abfb28f-bb3c-4a2c-8c39-5c61aac810d5,201283c3-5723-4e02-9d18-d9ff952d0d07
ch_3O4sshAKv6LsYLX23ZRuTW0E,10/24/2023 22:15,24,0,usd,TRUE,24,0,usd,,1,Paid,Payment complete.,pm_1O4sshAKv6LsYLX23sWqfQKi,cus_Oo5t9RKqWrXnGV,in_1O4sskAKv6LsYLX2hQsrZgYf,po_1O4w9nAKv6LsYLX2Fv2cW8yo,8e3b69e5-2e21-4c93-90de-070cc5de71b4,48dc9a13-5f13-4cb9-88e2-f6004bdaee4c
ch_3O4s1vAKv6LsYLX21Bj6pMPa,10/24/2023 21:20,249,0,usd,TRUE,249,0,usd,,11.26,Paid,Payment complete.,pm_1O4s1uAKv6LsYLX2JfiE9bu7,cus_Osd5ifTEDgIdhO,in_1O4s1xAKv6LsYLX2VOXyNLi9,po_1O4w9nAKv6LsYLX2Fv2cW8yo,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
,10/24/2023 20:06,99,,usd,,,,,Subscription creation,,canceled,,,cus_OsWOW2Zov5ejw6,,,,
ch_3O4pHjAKv6LsYLX22lS9c3FC,10/24/2023 18:24,249,0,usd,TRUE,249,0,usd,,7.52,Paid,Payment complete.,pm_1O4pHiAKv6LsYLX2E92moA4x,cus_OruQ1GEDWL3gzU,in_1O4pHlAKv6LsYLX2g5Dty57U,po_1O4w9nAKv6LsYLX2Fv2cW8yo,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O4o1oAKv6LsYLX20BKutaWl,10/24/2023 17:04,31,0,usd,TRUE,31,0,usd,,1.2,Paid,Payment complete.,pm_1O4o1oAKv6LsYLX23l2mTYJc,cus_OsZ7ruNo8VXeq3,in_1O4o1rAKv6LsYLX20zlPHlsF,po_1O4w9nAKv6LsYLX2Fv2cW8yo,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3O4mJwAKv6LsYLX21gOfIcT1,10/24/2023 15:15,85.4,0,eur,TRUE,88.12,0,usd,,4.18,Paid,Payment complete.,pm_1O4mJvAKv6LsYLX2dvaaEOut,cus_OsXMtUGVnD8LqB,in_1O4mJzAKv6LsYLX2YK8OXcq9,po_1O4w9nAKv6LsYLX2Fv2cW8yo,233ec5a8-d4ac-444a-979b-2c9bca0c2c8d,b7f7421a-3caf-4185-84f9-e254a4365528
ch_3O4lQdAKv6LsYLX22GxWl3lo,10/24/2023 14:18,89,0,usd,TRUE,89,0,usd,,4.22,Paid,Payment complete.,pm_1O4lRYAKv6LsYLX2AtPwbA8B,cus_OsWAtCWMRwt3gm,in_1O4lRbAKv6LsYLX2bIJC9w0r,po_1O4w9nAKv6LsYLX2Fv2cW8yo,233ec5a8-d4ac-444a-979b-2c9bca0c2c8d,b7f7421a-3caf-4185-84f9-e254a4365528
ch_3O4lQdAKv6LsYLX22CLdEjdj,10/24/2023 14:17,89,0,usd,FALSE,89,0,usd,,0,Failed,The bank returned the decline code `transaction_not_allowed`.,pm_1O4lQdAKv6LsYLX23RdaweQz,cus_OsWAtCWMRwt3gm,,,233ec5a8-d4ac-444a-979b-2c9bca0c2c8d,b7f7421a-3caf-4185-84f9-e254a4365528
ch_3O4kdvAKv6LsYLX21eImNKjd,10/24/2023 13:27,31,0,usd,TRUE,31,0,usd,,1.2,Paid,Payment complete.,pm_1O4kduAKv6LsYLX2sH8BIe2R,cus_OsVdv5HlHXBD4V,in_1O4kdxAKv6LsYLX2mABt7orD,po_1O4w9nAKv6LsYLX2Fv2cW8yo,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3O4jtdAKv6LsYLX23GhKUPIN,10/24/2023 12:39,2627.52,0,inr,FALSE,2627.52,0,inr,,0,Failed,The bank returned the decline code `do_not_honor`.,pm_1O4jtcAKv6LsYLX285EqdjAA,cus_OoOUaolO1uywfh,,,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3O4i5FAKv6LsYLX22DHy9BpI,10/24/2023 10:43,89,0,usd,TRUE,89,0,usd,,2.88,Paid,Payment complete.,pm_1O4i5FAKv6LsYLX2t4oRkgnM,cus_OsSzeA42woTV4v,in_1O4i5IAKv6LsYLX2FRJBZGsl,po_1O4w9nAKv6LsYLX2Fv2cW8yo,233ec5a8-d4ac-444a-979b-2c9bca0c2c8d,b7f7421a-3caf-4185-84f9-e254a4365528
ch_3O4bH0AKv6LsYLX22xO57qNB,10/24/2023 3:27,31,0,usd,TRUE,31,0,usd,,1.2,Paid,Payment complete.,pm_1O4bH0AKv6LsYLX2b9NRueoM,cus_OsLxgB7g8tEvA4,in_1O4bH3AKv6LsYLX27SKvvz2i,po_1O4w9nAKv6LsYLX2Fv2cW8yo,3c44d36a-0b56-404d-8876-00c8293b8fac,8c46a7cc-09e5-40d8-9584-33c0184298c6
ch_3O4b5rAKv6LsYLX22YOxyp4N,10/24/2023 3:16,14,0,usd,TRUE,10,0,usd,Subscription creation,0.59,Paid,Payment complete.,pm_1O4b5qAKv6LsYLX2sUq2UphW,cus_OsLmwy4tzdpxtk,in_1O4b5rAKv6LsYLX2VR0OfjWG,po_1O4w9nAKv6LsYLX2Fv2cW8yo,,
ch_3O4aiRAKv6LsYLX21hZbsd9X,10/24/2023 2:51,249,0,usd,TRUE,249,0,usd,,7.52,Paid,Payment complete.,pm_1O4aiRAKv6LsYLX2ZJ82fdVI,cus_OsLN9RPuZqFvIJ,in_1O4aiUAKv6LsYLX2m5lIl4kK,po_1O4w9nAKv6LsYLX2Fv2cW8yo,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O4ZbpAKv6LsYLX20YzFmQ4e,10/24/2023 1:40,14,0,usd,TRUE,10,0,usd,Subscription creation,0.59,Paid,Payment complete.,pm_1O4ZboAKv6LsYLX2YJjsGl5P,cus_OpYDkmquoocB5x,in_1O4ZbpAKv6LsYLX27wk8bvVh,po_1O4w9nAKv6LsYLX2Fv2cW8yo,,
ch_3O4YGHAKv6LsYLX21ONMex7s,10/24/2023 0:14,249,0,usd,TRUE,249,0,usd,,7.52,Paid,Payment complete.,pm_1O4YGGAKv6LsYLX2dk429jQK,cus_OsIpbtIbe7nvGA,in_1O4YGKAKv6LsYLX2MBcMjfqq,po_1O4w9nAKv6LsYLX2Fv2cW8yo,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O4XigAKv6LsYLX2006gFjIS,10/23/2023 23:39,31,0,usd,TRUE,31,0,usd,,1.2,Paid,Payment complete.,pm_1O4XigAKv6LsYLX2ilTs0IrY,cus_OsIIpMVlzbRONI,in_1O4XijAKv6LsYLX2fr8I1Dd9,po_1O4Ze6AKv6LsYLX21WtWKueW,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3O4XZUAKv6LsYLX21sv7fnoU,10/23/2023 23:30,249,0,usd,TRUE,249,0,usd,,7.52,Paid,Payment complete.,pm_1O4XZTAKv6LsYLX2Vd1duPoQ,cus_OsI6OZNgsPl5ZC,in_1O4XZWAKv6LsYLX2z2UH8ur2,po_1O4Ze6AKv6LsYLX21WtWKueW,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O4WewAKv6LsYLX23q969hLl,10/23/2023 22:31,14,0,usd,TRUE,10,0,usd,Subscription creation,0.59,Paid,Payment complete.,pm_1O4WevAKv6LsYLX23wCDL9Sj,cus_OsH9rqAEL7r3bh,in_1O4WewAKv6LsYLX2fqPkCe8K,po_1O4Ze6AKv6LsYLX21WtWKueW,,
ch_3O4WUHAKv6LsYLX22KXFZxoZ,10/23/2023 22:20,31,0,usd,TRUE,31,0,usd,,1.2,Paid,Payment complete.,pm_1O4WUGAKv6LsYLX2FnMty3D1,cus_OoDIHUjqdaxF8K,in_1O4WUKAKv6LsYLX2oDwFyor0,po_1O4Ze6AKv6LsYLX21WtWKueW,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3O4VcoAKv6LsYLX22tU85IzJ,10/23/2023 21:25,249,249,usd,TRUE,249,249,usd,,7.52,Refunded,Payment complete.,pm_1O4VcoAKv6LsYLX2LHIZGosW,cus_OsG81owzv7UZu8,in_1O4VcrAKv6LsYLX2Rk0IIZk1,po_1O4Ze6AKv6LsYLX21WtWKueW,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O4VVxAKv6LsYLX20Kuk0w7h,10/23/2023 21:18,579.73,0,mxn,TRUE,30.69,0,usd,,1.19,Paid,Payment complete.,pm_1O4VVwAKv6LsYLX2WM8hh3dA,cus_OsFzM5lGpbeE8N,in_1O4VW5AKv6LsYLX2oVSSIPxd,po_1O4Ze6AKv6LsYLX21WtWKueW,3c44d36a-0b56-404d-8876-00c8293b8fac,8c46a7cc-09e5-40d8-9584-33c0184298c6
ch_3O4V9xAKv6LsYLX23vKZIMkx,10/23/2023 20:55,24,0,usd,TRUE,24,0,usd,,1,Paid,Payment complete.,pm_1O4V9wAKv6LsYLX2ODtv2dJ8,cus_OoDIHUjqdaxF8K,in_1O4V9zAKv6LsYLX2vEkEHNau,po_1O4Ze6AKv6LsYLX21WtWKueW,8e3b69e5-2e21-4c93-90de-070cc5de71b4,48dc9a13-5f13-4cb9-88e2-f6004bdaee4c
ch_3O4UDAAKv6LsYLX23oafMeN0,10/23/2023 19:54,1468.2,0,pln,TRUE,246.51,0,usd,,11.15,Paid,Payment complete.,pm_1O4UD9AKv6LsYLX2UO9hhnG7,cus_OsEcpq7w0yQyD1,in_1O4UDDAKv6LsYLX2blMBt9gH,po_1O4Ze6AKv6LsYLX21WtWKueW,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O4S5sAKv6LsYLX20BbPe9y3,10/23/2023 17:39,26,0,gbp,TRUE,30.7,0,usd,,1.65,Paid,Payment complete.,pm_1O4S5rAKv6LsYLX243tw8Thb,cus_OpnLoDJPwRAaYf,in_1O4S5uAKv6LsYLX2mvJ6jQvR,po_1O4Ze6AKv6LsYLX21WtWKueW,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3O4QcvAKv6LsYLX225DvFE5W,10/23/2023 16:05,208.78,0,gbp,TRUE,246.51,0,usd,,11.15,Paid,Payment complete.,pm_1O4QcuAKv6LsYLX2lFexRp3t,cus_OsAtUCK3XfOTFD,in_1O4QcyAKv6LsYLX2GykJzgaT,po_1O4Ze6AKv6LsYLX21WtWKueW,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O4OziAKv6LsYLX21Jq5UnDp,10/23/2023 14:20,29.84,0,eur,TRUE,30.69,0,usd,,1.65,Paid,Payment complete.,pm_1O4OzhAKv6LsYLX2p9sknfqS,cus_Os9H7bYbbsba7Y,in_1O4OzlAKv6LsYLX2jJUScclD,po_1O4Ze6AKv6LsYLX21WtWKueW,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3O4LXGAKv6LsYLX23abnVsuE,10/23/2023 10:39,249,0,usd,TRUE,249,0,usd,,11.26,Paid,Payment complete.,pm_1O4LXGAKv6LsYLX2k28GN5O7,cus_Oq2E2pg6E7bS2e,in_1O4LXJAKv6LsYLX26hNitPlm,po_1O4Ze6AKv6LsYLX21WtWKueW,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O4E5pAKv6LsYLX23Q4SBJz4,10/23/2023 2:42,249,0,usd,TRUE,249,0,usd,,7.52,Paid,Payment complete.,pm_1O4E5oAKv6LsYLX2eqTtBGne,cus_Ory0s2SH4E59PO,in_1O4E5sAKv6LsYLX2AJJOnhMI,po_1O4Ze6AKv6LsYLX21WtWKueW,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O4Do5AKv6LsYLX20K6BmTrF,10/23/2023 2:23,89,0,usd,TRUE,89,0,usd,,2.88,Paid,Payment complete.,pm_1O4Do5AKv6LsYLX2ovBRUgxG,cus_Orxes3U4Yji1Gu,in_1O4Do8AKv6LsYLX2lisDydAU,po_1O4Ze6AKv6LsYLX21WtWKueW,233ec5a8-d4ac-444a-979b-2c9bca0c2c8d,b7f7421a-3caf-4185-84f9-e254a4365528
ch_3O4DM1AKv6LsYLX20dNkUAN7,10/23/2023 1:54,14,0,usd,TRUE,10,0,usd,Subscription creation,0.59,Paid,Payment complete.,pm_1O4DLzAKv6LsYLX2a5qT2cTv,cus_OrxFXJmBKNUrPH,in_1O4DM0AKv6LsYLX2XNc2jDnN,po_1O4Ze6AKv6LsYLX21WtWKueW,,
ch_3O4CzeAKv6LsYLX22z1JaZ5X,10/23/2023 1:31,249,0,usd,TRUE,249,0,usd,,7.52,Paid,Payment complete.,pm_1O4CzeAKv6LsYLX2QxyGIHE8,cus_Orsf2F6gU5v6bk,in_1O4CzhAKv6LsYLX28U1YZ4Me,po_1O4Ze6AKv6LsYLX21WtWKueW,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O4BPTAKv6LsYLX20WmH5sDu,10/23/2023 0:05,209.11,0,gbp,TRUE,246.52,0,usd,,11.15,Paid,Payment complete.,pm_1O4BdeAKv6LsYLX2ZOOmK8EC,cus_OphbD3IqKtP5CZ,in_1O4BdhAKv6LsYLX2Sx1T1KiL,po_1O4Ze6AKv6LsYLX21WtWKueW,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O4BPTAKv6LsYLX20FaJzwKZ,10/22/2023 23:51,209.11,0,gbp,FALSE,209.11,0,gbp,,0,Failed,The bank returned the decline code `do_not_honor`.,pm_1O4BPSAKv6LsYLX2NAyFepFz,cus_OphbD3IqKtP5CZ,,,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O4A1WAKv6LsYLX20cbHQtH7,10/22/2023 22:21,14,0,usd,TRUE,10,0,usd,Subscription creation,0.59,Paid,Payment complete.,pm_1O4A1VAKv6LsYLX2X0wKcaAP,cus_Oo5VUnwjEVQJnJ,in_1O4A1VAKv6LsYLX2x664TRzg,po_1O4Ze6AKv6LsYLX21WtWKueW,,
ch_3O49JaAKv6LsYLX20COWuwZg,10/22/2023 21:36,89,0,usd,TRUE,89,0,usd,,2.88,Paid,Payment complete.,pm_1O49JZAKv6LsYLX21ohZ2D9Y,cus_Ort3mJFIxY03TT,in_1O49JdAKv6LsYLX2BfoIEANC,po_1O4Ze6AKv6LsYLX21WtWKueW,233ec5a8-d4ac-444a-979b-2c9bca0c2c8d,b7f7421a-3caf-4185-84f9-e254a4365528
ch_3O46g1AKv6LsYLX21CDbWb1S,10/22/2023 18:47,31,0,usd,TRUE,31,0,usd,,1.2,Paid,Payment complete.,pm_1O46g1AKv6LsYLX2PaxmExrl,cus_OrqLN8iubH9a3O,in_1O46gDAKv6LsYLX2UXTyQ46s,po_1O4Ze6AKv6LsYLX21WtWKueW,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3O46YQAKv6LsYLX20Vy85oNB,10/22/2023 18:39,249,0,usd,TRUE,249,0,usd,,7.52,Paid,Payment complete.,pm_1O46YQAKv6LsYLX2VMscKyF6,cus_OrqA8g1p2Sb2yj,in_1O46YTAKv6LsYLX26gWyN66M,po_1O4Ze6AKv6LsYLX21WtWKueW,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O46PBAKv6LsYLX21hpIpSeN,10/22/2023 18:29,85.65,0,eur,TRUE,88.11,0,usd,,4.18,Paid,Payment complete.,pm_1O46PAAKv6LsYLX22jmkzctw,cus_Orq3lH0wjmHzil,in_1O46PEAKv6LsYLX28eJtBOgp,po_1O4Ze6AKv6LsYLX21WtWKueW,233ec5a8-d4ac-444a-979b-2c9bca0c2c8d,b7f7421a-3caf-4185-84f9-e254a4365528
ch_3O45ZjAKv6LsYLX20lXTldp9,10/22/2023 17:36,239.63,0,eur,TRUE,246.52,0,usd,,11.15,Paid,Payment complete.,pm_1O45ZiAKv6LsYLX2QBQjkwnx,cus_Or97agXpt78Owr,in_1O45ZrAKv6LsYLX2oPBVxZrL,po_1O4Ze6AKv6LsYLX21WtWKueW,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O3ovkAKv6LsYLX20Mb2HLmn,10/22/2023 16:30,31,0,usd,TRUE,31,0,usd,,1.2,Paid,Payment complete.,pm_1O44XgAKv6LsYLX2BqyMYZRm,cus_OrDLu4ywVz01DG,in_1O44XpAKv6LsYLX2NF1JtGD0,po_1O4Ze6AKv6LsYLX21WtWKueW,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3O43oNAKv6LsYLX22L3Wtsqy,10/22/2023 15:43,74.74,0,gbp,TRUE,88.11,0,usd,,4.18,Paid,Payment complete.,pm_1O43oMAKv6LsYLX2mGnRSteb,cus_OrmNsfz3bbiHPG,in_1O43oQAKv6LsYLX21ZCUWzJP,po_1O4Ze6AKv6LsYLX21WtWKueW,233ec5a8-d4ac-444a-979b-2c9bca0c2c8d,b7f7421a-3caf-4185-84f9-e254a4365528
ch_3O42p4AKv6LsYLX20RtQy6s3,10/22/2023 14:40,125.13,125.13,gbp,TRUE,147.51,149,usd,,6.79,Refunded,Payment complete.,pm_1O42p3AKv6LsYLX2JDw0PDxc,cus_OrmNsfz3bbiHPG,in_1O42p7AKv6LsYLX2z6TOvURp,po_1O4Ze6AKv6LsYLX21WtWKueW,3abfb28f-bb3c-4a2c-8c39-5c61aac810d5,201283c3-5723-4e02-9d18-d9ff952d0d07
ch_3O41s4AKv6LsYLX22pqEyy1E,10/22/2023 13:39,21272.78,0,inr,TRUE,246.51,0,usd,,11.15,Paid,Payment complete.,pm_1O41s3AKv6LsYLX2qo4v5vit,cus_OoajbQ7zez3wpr,in_1O41sBAKv6LsYLX2vnCfzYYv,po_1O4Ze6AKv6LsYLX21WtWKueW,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O40zSAKv6LsYLX20K6stc3M,10/22/2023 12:43,367.21,0,sek,TRUE,30.69,0,usd,,1.65,Paid,Payment complete.,pm_1O410GAKv6LsYLX2Cu5d2OA2,cus_OrkSqnepcm3MZY,in_1O410JAKv6LsYLX28uvkFayo,po_1O4Ze6AKv6LsYLX21WtWKueW,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3O40zSAKv6LsYLX20bdSkQ2o,10/22/2023 12:42,367.21,0,sek,FALSE,347.21,0,sek,,0,Failed,The bank returned the decline code `transaction_not_allowed`.,pm_1O40zRAKv6LsYLX2PHS4gCiS,cus_OrkSqnepcm3MZY,,,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3O3zgjAKv6LsYLX20jk9RcXQ,10/22/2023 11:19,31,0,usd,TRUE,31,0,usd,,1.2,Paid,Payment complete.,pm_1O3zXXAKv6LsYLX2b87E94R7,cus_OojML0mA37MjXG,in_1O3zgmAKv6LsYLX2341QXZqG,po_1O4Ze6AKv6LsYLX21WtWKueW,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3O3zdUAKv6LsYLX21HSmLSwN,10/22/2023 11:16,31,31,usd,TRUE,31,31,usd,,1.2,Refunded,Payment complete.,pm_1O3zXXAKv6LsYLX2b87E94R7,cus_OojML0mA37MjXG,in_1O3zdWAKv6LsYLX22550IzMX,po_1O4Ze6AKv6LsYLX21WtWKueW,3c44d36a-0b56-404d-8876-00c8293b8fac,8c46a7cc-09e5-40d8-9584-33c0184298c6
ch_3O3zXZAKv6LsYLX21IudQbIV,10/22/2023 11:09,14,0,usd,TRUE,10,0,usd,Subscription creation,0.59,Paid,Payment complete.,pm_1O3zXXAKv6LsYLX2b87E94R7,cus_OojML0mA37MjXG,in_1O3zXYAKv6LsYLX2BAwh0RQK,po_1O4Ze6AKv6LsYLX21WtWKueW,,
ch_3O3xMOAKv6LsYLX22TyGLOAs,10/22/2023 8:50,1668.85,1668.85,sek,TRUE,147.51,145.98,usd,,6.79,Refunded,Payment complete.,pm_1O3xMOAKv6LsYLX2ZchWraqi,cus_Orgj3mmvPMoAkT,in_1O3xMSAKv6LsYLX2BZgS755I,po_1O4Ze6AKv6LsYLX21WtWKueW,3abfb28f-bb3c-4a2c-8c39-5c61aac810d5,201283c3-5723-4e02-9d18-d9ff952d0d07
ch_3O3xIJAKv6LsYLX21vvCvqRe,10/22/2023 8:46,29.85,0,eur,TRUE,30.69,0,usd,,1.65,Paid,Payment complete.,pm_1O3xIIAKv6LsYLX2EkAfuRk7,cus_Orgesgk5fwm9Bp,in_1O3xIMAKv6LsYLX29SKzV6Oc,po_1O4Ze6AKv6LsYLX21WtWKueW,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
,10/22/2023 7:24,249,,usd,,,,,,,canceled,,,cus_Oo6iJpoyh4JA9S,,,6834082b-2d96-48f3-8648-f39505489446,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3O3ovkAKv6LsYLX204TLL6Mb,10/21/2023 23:50,31,0,usd,FALSE,31,0,usd,,0,Failed,The bank returned the decline code `insufficient_funds`.,pm_1O3ovjAKv6LsYLX2QsQq9ZrH,cus_OrDLu4ywVz01DG,,,a2ebb248-5873-4edd-a229-9f1a96bc1db7,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
